,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3205683757.98,2269945583.35,854023221.43,3975867375.25,3239860591.14,2194977081.97,982181303.31,3330583090.28,2870035487.83,1882577803.33,827798023.57,2323443084.31,2057868120.74,1361766470.66,613060751.28,2562602199.91,1896252854.36,1374296555.01,607044875.99,2384478936.49,1359505716.79,1159453632.47,588573943.21,2066228662.66,1485609500.13,1013435629.35,401525725.18,1697137191.87,1600065394.26,1097109095.90,480608182.56,1750113945.83,1701902657.17,1114388064.32,534830567.65,1726958520.72,1530418440.65,1068915670.51,481169616.56,1019366553.99,882740444.74,543982154.41,230394769.54,1453051146.69,1343326281.31,919985816.86,514071832.80,1850257730.01,1405016125.38,927882743.42,396177621.99,1566385262.25,1177813518.68,0,1157075991.44,1072593464.09,0.0
3,收到的税费返还,49935813.84,31072870.53,25382563.12,74775898.13,70877888.68,64960519.89,31348312.82,76740030.21,43757133.64,28043404.28,20196616.83,97046116.41,54932157.50,35040504.95,17159328.80,62860518.59,49847714.96,27349814.19,14937673.76,49097080.56,21329828.24,12450122.24,11988252.07,40241411.33,26995687.05,16396741.97,16109984.98,50631823.19,35790361.79,24176086.78,15209392.09,61717734.73,44389999.95,37092656.23,20875328.44,38982986.35,31424221.94,27916407.08,20724466.86,22423831.96,19119641.56,6636770.67,0,24067112.89,16087582.63,6724816.58,5392109.01,18791277.04,13732990.19,7085519.67,4178921.02,19052580.13,13507859.71,0,10327788.32,3573704.19,0.0
4,收到的其他与经营活动有关的现金,159048570.14,102584949.57,66670216.49,74916034.72,165241588.62,75130716.39,60988551.68,86677768.44,188011276.02,66005281.80,62260734.51,60678173.18,75707565.05,38787212.82,49678329.98,64392052.20,283536765.70,54308395.62,8049411.21,9807414.27,3841200.80,1966461.09,8940953.90,15531789.07,11217956.68,10717845.02,7218330.17,85297309.57,8364402.15,7692330.37,6363908.37,8833937.93,7265934.12,6928035.56,6049908.46,6184153.31,4965920.77,2020108.00,849830.11,24235342.50,6386813.28,4410948.72,1070388.12,10167134.23,2377379.75,2748533.98,2101687.04,5500013.73,3684354.80,3350880.88,2662507.03,480456.38,223864.40,0,568655.24,265410.10,0.0
5,经营活动现金流入小计,3414668141.96,2403603403.45,946076001.04,4125559308.10,3475980068.44,2335068318.25,1074518167.81,3494000888.93,3101803897.49,1976626489.41,910255374.91,2481167373.90,2188507843.29,1435594188.43,679898410.06,2689854770.70,2229637335.02,1455954764.82,630031960.96,2443383431.32,1384676745.83,1173870215.80,609503149.18,2122001863.06,1523823143.86,1040550216.34,424854040.33,1833066324.63,1644220158.20,1128977513.05,502181483.02,1820665618.49,1753558591.24,1158408756.11,561755804.55,1772125660.38,1566808583.36,1098852185.59,502743913.53,1066025728.45,908246899.58,555029873.80,231465157.66,1487285393.81,1361791243.69,929459167.42,521565628.85,1874549020.78,1422433470.37,938319143.97,403019050.04,1585918298.76,1191545242.79,0,1167972435.00,1076432578.38,0.0
6,购买商品、接受劳务支付的现金,2237624367.51,2027729411.08,765258420.58,3505016855.72,2856573046.08,1877926392.88,854927268.85,3086557601.84,3139276089.99,1921432509.07,874771363.98,2389116182.40,2118903603.02,1236431083.29,530008529.78,2071173942.27,1333462006.89,905276954.32,476203661.32,2008871991.98,1264189185.77,1092866975.77,480309117.53,2019987576.15,1453044795.86,955885722.23,510090729.10,1441539448.83,1491600485.86,1089365920.22,510836470.47,1620767648.96,1685081133.10,1158050551.23,597189352.82,1542758019.61,1490112611.00,1064268369.92,520004883.03,1025527915.47,888662301.80,541848283.52,286281724.02,1278971378.14,1305352017.89,948940744.32,507922183.45,1752457897.46,1332070550.49,923606132.87,439321599.31,1500928658.49,1100791017.86,0,984747410.48,934386560.82,0.0
7,支付给职工以及为职工支付的现金,182913945.36,125188575.99,64270654.98,225354804.70,156271826.48,102305350.77,53823402.19,199887846.29,129503085.44,91850437.06,47615199.96,171404626.75,117742663.33,76659125.43,38970322.84,128840797.54,89545593.58,53716719.89,21543182.99,67408586.57,48265104.11,31656605.23,15425489.98,47654185.98,36240833.66,23955149.42,12848151.04,47127564.42,35568932.15,24777990.06,13628510.65,42835879.26,35341321.68,24545300.37,13807138.14,36354550.74,28207930.61,18848765.01,10076882.49,34157356.88,24431191.90,16276426.80,9206516.62,34400328.15,24742044.79,18733454.76,10930693.65,30686727.00,23099927.72,16172910.76,8703384.38,27991008.42,21253321.79,0,19956331.54,17274064.88,0.0
8,支付的各项税费,53433870.02,41588708.21,20188842.91,72457033.96,52918074.68,37284195.78,20143123.55,93242635.22,72250971.51,54299909.67,29470464.89,54612227.23,42486210.50,30925656.53,20043211.30,53403339.34,37158233.55,21828777.98,5973048.77,30478830.69,19504677.27,16642054.67,7902408.84,16164542.81,14203689.42,12130242.69,7629154.94,2838701.91,6042062.89,4293522.04,1438689.14,27257488.91,21663911.09,8133211.87,2677722.58,12686016.70,10395847.33,6884288.70,1409767.18,14863801.21,20232845.10,12327282.65,7627224.23,34894699.86,29797859.29,25884954.90,5662413.42,40955177.75,37271618.72,26276327.35,5440382.43,29189426.08,27346864.86,0,43148669.35,38992814.36,0.0
