,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,10504025102.58,8272605338.37,4902290900.30,2362957241.39,9013553831.98,6969163138.82,4444622215.40,2381649845.84,7988666228.10,5835875940.42,3847459832.83,1925184985.09,8467791735.77,5771513281.60,3817087283.15,2004402983.93,8120285427.55,6055835193.73,4166324890.63,1921069874.35,6792522650.31,4972881913.81,3509997722.85,1576301146.30,5785249174.84,4314433028.74,2962077122.01,1520179487.78,5490340680.82,3991375107.24,2730843307.04,1393965666.95,6061540066.66,4569448323.63,3046478376.18,1480931881.98,6070531713.51,4169073947.00,2435196819.20,1110378481.29,5598571524.79,3958587969.57,2861790301.21,1455975280.79,5384110967.48,3081389305.82,1636788669.97,717342915.23,1938669170.27,1314088205.68,917752310.38,327870995.81,1077005229.36,832286359.15,0.0
3,收到的税费返还,11888218.53,0,0,0,6773547.13,0,0,0,9797127.75,0,0,0,9683442.93,0,0,0,33788810.36,0,0,1737126.61,5765306.62,0,0,0,1973874.91,0,0,0,2658335.15,0,0,0,2809997.06,0,0,350000.00,4035354.42,0,0,181584.72,4594485.88,0,0,0,0,0,0,0,0,0,1273194.97,0,0,0,0.0
4,收到的其他与经营活动有关的现金,180748001.69,99699728.44,53336441.77,10809404.87,80366091.54,119993601.19,24474498.28,21452068.99,76259794.63,88392420.13,58249881.49,5478499.60,75322268.61,76520455.74,37684875.72,31655910.59,88020225.72,82281279.62,35405219.59,19543023.61,93117953.80,58696262.89,52015919.32,30185577.27,45883028.27,45553698.92,30359036.44,25784869.49,55518965.00,38335387.68,25672647.77,65717336.28,63679019.11,52394676.32,34435165.49,35345453.35,57993358.29,106108776.67,57387190.27,15650501.69,85924764.11,120140125.62,102305893.27,21970218.40,32131645.45,9832822.60,16107030.98,109543616.22,76635155.04,67366139.95,17326869.51,58329327.87,4135221.40,9022690.65,0.0
5,经营活动现金流入小计,10696661322.80,8372305066.81,4955627342.07,2373766646.26,9100693470.65,7089156740.01,4469096713.68,2403101914.83,8074723150.48,5924268360.55,3905709714.32,1930663484.69,8552797447.31,5848033737.34,3854772158.87,2036058894.52,8242094463.63,6138116473.35,4201730110.22,1942350024.57,6891405910.73,5031578176.70,3562013642.17,1606486723.57,5833106078.02,4359986727.66,2992436158.45,1545964357.27,5548517980.97,4029710494.92,2756515954.81,1459683003.23,6128029082.83,4621842999.95,3080913541.67,1516627335.33,6132560426.22,4275182723.67,2492584009.47,1126210567.70,5689090774.78,4078728095.19,2964096194.48,1477945499.19,5416242612.93,3091222128.42,1652895700.95,826886531.45,2015304325.31,1381454345.63,936352374.86,435535818.57,1081140450.76,841309049.80,0.0
6,购买商品、接受劳务支付的现金,6733449300.78,5719945659.84,3575430630.43,1530593376.08,6203555371.91,4992095526.81,2987404715.79,1725262281.07,5964853147.02,4393791541.41,2948082591.93,1534642298.69,5488576327.24,4237687921.38,2918579423.09,1492369754.27,5459608559.04,3963848349.03,2665418143.94,1409020125.71,4570903575.19,3289377126.13,2252694937.10,1150796553.15,4021078094.56,2966422651.03,2019057148.35,1036307180.34,3669598645.40,2830778303.76,1983318944.61,1041650717.88,3887179905.14,2954003232.08,2037412986.39,1097492806.52,3755575182.32,2683623356.39,1465755354.58,876562804.39,3404126408.94,2461716905.53,1864328513.23,1154674862.90,3203784057.05,1801779195.25,1086736816.37,741801961.52,1101988794.61,783717535.71,630936438.50,311585925.17,905743174.75,723791402.29,0.0
7,支付给职工以及为职工支付的现金,753625439.02,573423120.87,436748173.20,321591876.30,619511871.38,457859186.30,382968986.29,261395009.30,558282444.12,440432576.29,338192404.56,235425874.22,526889795.01,422921608.22,325692075.33,230618187.64,549617465.18,415183967.83,329249416.38,224504601.91,521177277.61,383011379.28,294232633.18,190301896.63,499303460.87,359192199.77,279893713.19,176584542.89,490784053.78,297376064.47,233855351.21,160299792.42,470483363.55,254349496.52,193166394.51,161158437.15,445677086.61,214447633.91,150395486.32,61083818.86,351457445.62,222273964.94,201674022.24,57512068.82,223525500.57,75309143.92,78906640.65,30603784.80,80045589.31,43086194.37,39205014.87,12465029.31,28775139.66,23952708.35,0.0
8,支付的各项税费,350745620.43,286049853.70,236988914.44,123099437.19,443532698.36,333524355.71,306009888.00,131802714.84,504280002.75,323470474.93,263124876.76,130709688.99,542238511.07,404225385.93,291201486.96,122002812.33,537945479.86,361681775.11,278675282.91,85948483.86,465033775.90,328706898.46,216431794.53,93910237.98,440466727.21,315030902.18,228132416.95,66974515.34,397678801.26,269586525.69,190857717.55,44024947.38,514806367.59,371634638.20,239697343.54,55334496.68,503331558.21,363205705.92,212575836.00,72063718.62,434080126.65,341567547.50,234746923.32,97545442.01,353722215.69,268208516.66,183370830.37,55248397.15,120463582.49,78752337.64,52840611.87,33745212.76,25127329.17,20662505.27,0.0
