,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1157397355.93,531145642.64,247182024.62,1273380910.13,879660906.02,548077876.63,197853391.38,940891051.68,902344131.71,595444901.28,223211702.64,829036323.24,676021844.26,542717313.64,327122158.00,959142834.59,711184187.38,580776866.76,257424374.26,924231736.37,688649639.94,470750465.85,191682831.38,650493540.29,473049317.24,309382074.46,97315581.09,673977703.45,504193358.02,347809680.81,196957555.21,447928620.80,352342389.27,250704474.48,87471793.20,437822562.17,353967328.36,227706077.32,118957090.46,300653391.56,246765674.05,0.0
3,收到的税费返还,11907424.98,9929198.32,4204211.07,7239302.05,3908174.73,3843219.60,1505032.59,6783568.19,4442592.91,1237786.53,364000.52,748037.04,836923.58,431933.81,280451.27,0,180734.45,174627.98,116186.82,48217.78,71086.62,0,4559.93,590988.08,162433.89,8338.63,6751.38,1108162.84,0,0,0,49015.98,49015.98,27387.86,27387.86,134072.02,134072.02,134072.02,134072.02,0,0,0.0
4,收到的其他与经营活动有关的现金,16130030.64,5506553.13,2621100.01,11407480.46,20931008.63,9376561.02,7360682.55,15920094.74,11731555.23,4608133.98,3072971.37,9339922.51,5266651.40,2285877.75,1632786.84,33251003.48,8004514.33,6017513.56,1482194.46,20223461.69,8871957.68,6009744.99,1412629.16,24325690.01,17821916.08,14598208.46,1808088.86,17072002.73,16825375.40,12773306.68,10193485.98,20047804.72,1476876.78,1195753.75,892383.35,22868934.77,18363806.78,18873295.19,998776.46,53471216.37,35650157.60,0.0
5,经营活动现金流入小计,1185434811.55,546581394.09,254007335.70,1292027692.64,904500089.38,561297657.25,206719106.52,963594714.61,918518279.85,601290821.79,226648674.53,839124282.79,682125419.24,545435125.20,329035396.11,992393838.07,719369436.16,586969008.30,259022755.54,944503415.84,697592684.24,476760210.84,193100020.47,675410218.38,491033667.21,323988621.55,99130421.33,692157869.02,521018733.42,360582987.49,207151041.19,468025441.50,353868282.03,251927616.09,88391564.41,460825568.96,372465207.16,246713444.53,120089938.94,354124607.93,282415831.65,0.0
6,购买商品、接受劳务支付的现金,896955879.21,657252369.45,319935914.42,956581045.39,843590579.33,583736354.80,251411902.82,585987956.68,761838442.80,579961654.03,311347298.75,466024564.30,401263012.39,302502448.61,178089507.89,597594397.02,467673394.09,338936008.82,163260022.74,606905355.24,462766701.84,302510314.58,143628127.19,542803020.63,367832700.89,238112363.61,95033850.88,463836352.36,316818443.65,225931699.09,95701428.30,377934011.37,272373854.01,166585283.03,75230095.65,262260546.55,208418597.20,135753364.42,91708194.44,164808319.89,154473220.01,0.0
7,支付给职工以及为职工支付的现金,179060842.18,118306669.35,58314844.48,243649251.19,180616951.37,116934468.31,56773101.82,210045179.70,149146467.33,94129474.07,49133556.58,142968650.94,97920324.29,65419390.65,34704639.51,136143924.31,101825323.01,66920020.64,32140850.23,133313242.71,83839170.56,51961391.25,31020602.01,74102804.46,65736263.55,41924515.44,18022509.03,60767405.21,50478038.63,32999599.38,16727581.50,56874188.34,47674112.16,29880236.45,14857374.91,50060027.06,36726160.31,23145039.74,11807266.30,33741356.86,22597560.87,0.0
8,支付的各项税费,90122700.75,75089376.77,40580744.31,133311232.86,102806949.75,64820778.98,25224915.37,83035654.97,66707880.67,47250541.77,28236956.33,76689398.95,52076160.97,35603003.53,18965724.84,75382680.32,57622404.00,39177071.32,20426076.49,80638457.84,61323370.30,43350218.35,22333349.34,49308625.59,35410326.19,22501292.13,11214614.43,62429089.11,50552793.03,34824372.11,15122689.64,58529437.05,45841153.34,26786939.33,12170719.91,39980954.02,29762651.19,14547973.74,5981803.87,25367879.01,21495871.31,0.0
9,支付的其他与经营活动有关的现金,68837232.93,48301794.51,41622829.13,167406277.07,62942533.24,44469253.67,22121917.35,147687353.77,41428382.18,25822429.83,13263111.85,74760959.98,26163553.60,16562885.05,8448507.61,54203129.48,25012442.83,17239399.12,10065368.62,54921656.43,38249382.86,24963850.93,11564974.80,45850262.22,27077469.24,16705387.76,7278279.24,30351715.18,21371065.64,12332422.52,5450606.66,30345908.61,31524212.78,14478986.79,10195734.23,41825374.95,28232670.76,28422872.36,5868464.57,89780513.52,26383272.74,0.0
