,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20020630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,59293130000.00,41969777000.00,18233794000.00,59645469000.00,44826625000.00,30253622000.00,12497118000.00,41440247000.00,30448140000.00,20075163000.00,9873855000.00,25964005000.00,16901661000.00,11347610000.00,4923090000.00,23944373000.00,16969759000.00,11633615000.00,5338792000.00,32442837000.00,25415921000.00,17271206000.00,8010599000.00,37306261000.00,26582164000.00,16494567000.00,5792698000.00,50527031000.00,39531931207.21,25177454609.70,9093714383.71,52570215164.54,38146415119.29,27673732353.17,8750179936.72,37329829416.00,26004713582.46,15776937537.18,4715789607.52,16576533420.13,10391846949.41,5903917678.33,2450495890.83,14204927251.11,9121879508.40,5852696235.75,2144692713.40,8044249285.94,5343231434.08,3651772946.56,1274450754.99,5594173425.75,3767709175.09,2404021842.43,915323636.36,3057190360.14,2067014361.35,1298385050.83,416140066.76,2959629520.28,2224499050.75,1601495163.84,710167138.69,2288588982.78,1888980622.50,1032259747.67,1149333753.98,0,0.0
3,收到的税费返还,865763000.00,554741000.00,505858000.00,421381000.00,341834000.00,183906000.00,130933000.00,347042000.00,146711000.00,125375000.00,94042000.00,177637000.00,86779000.00,67679000.00,49352000.00,250983000.00,224860000.00,167899000.00,66727000.00,332442000.00,343115000.00,153356000.00,0,384482000.00,250597000.00,166390000.00,85216000.00,211481000.00,243833142.62,183072402.26,7141180.40,146229804.68,16184004.31,15813147.35,15813147.35,81393272.02,62035380.07,29942740.78,10314792.25,107882672.99,97080307.58,76386872.21,61506866.50,222385798.87,158032584.49,84874267.78,37422218.40,48045264.93,30804624.34,29888366.81,0,266892.38,283778.72,158800.00,0,4338000.00,4338000.00,4338000.00,0,0,0,0,0,2502000.00,2502600.00,2002600.00,621284.44,0,0.0
4,收到的其他与经营活动有关的现金,331898000.00,236261000.00,57307000.00,1214252000.00,493971000.00,460550000.00,72515000.00,807981000.00,328052000.00,192960000.00,73578000.00,616189000.00,489121000.00,438340000.00,66234000.00,1014768000.00,773491000.00,144138000.00,94578000.00,1150010000.00,1476761000.00,235173000.00,82472000.00,2096869000.00,590111000.00,362686000.00,222482000.00,2312594000.00,757516928.37,670410443.47,89591246.64,1115844604.14,686896068.74,444787076.78,306973524.56,738185729.27,724143017.15,593457202.66,77713405.20,563003561.30,312433870.73,228394734.02,2841433.43,331618094.28,426880882.78,267279370.40,8244514.48,282979842.82,278213844.56,266265401.46,2780735.23,14653315.83,12356315.58,7785810.03,3040222.85,15849009.06,16969058.66,12481716.86,6289725.62,8851189.28,93947491.36,93088987.27,89571894.31,5522529.09,1427587.39,974029.85,20939219.12,0,0.0
5,经营活动现金流入小计,60490791000.00,42760779000.00,18796959000.00,61281102000.00,45662430000.00,30898078000.00,12700566000.00,42595270000.00,30922903000.00,20393498000.00,10041475000.00,26757831000.00,17477561000.00,11853629000.00,5038676000.00,25210124000.00,17968110000.00,11945652000.00,5500097000.00,33925289000.00,27235797000.00,17659735000.00,8093071000.00,39787612000.00,27422872000.00,17023643000.00,6100396000.00,53051106000.00,40533281278.20,26030937455.43,9190446810.75,53832289573.36,38849495192.34,28134332577.30,9072966608.63,38149408417.29,26790891979.68,16400337480.62,4803817804.97,17247419654.42,10801361127.72,6208699284.56,2514844190.76,14758931144.26,9706792975.67,6204849873.93,2190359446.28,8375274393.69,5652249902.98,3947926714.83,1277231490.22,5609093633.96,3780349269.39,2411966452.46,918363859.21,3077377369.20,2088321420.01,1315204767.69,422429792.38,2968480709.56,2318446542.11,1694584151.11,799739033.00,2296613511.87,1892910809.89,1035236377.52,1170894257.54,0,0.0
6,购买商品、接受劳务支付的现金,39149561000.00,26737213000.00,11797856000.00,38746040000.00,29333381000.00,19709451000.00,7929323000.00,25121743000.00,17346235000.00,10373545000.00,5276393000.00,15857436000.00,10756109000.00,7411155000.00,3997652000.00,16417729000.00,12007837000.00,7795775000.00,3929974000.00,20340273000.00,16972596000.00,11075357000.00,5553868000.00,24143681000.00,17358096000.00,11524040000.00,5883286000.00,34706026000.00,29062426662.69,19817635137.17,9646269375.01,37571336930.82,30708173383.54,20811641622.50,9358491681.23,22789033918.84,17008677190.13,10104871831.05,3989063725.56,10873983715.99,7020951440.45,4099602446.12,2241903412.06,11196218603.65,7579879648.33,4775927315.13,1712038184.66,5746734043.50,4067502836.11,2760968605.60,1244124325.35,4049836156.46,2590333651.63,1630609205.19,735789651.69,2218990545.20,1721783215.68,1184044012.70,605810486.58,2285299829.40,2044943710.21,1406792265.96,695580278.99,1501638994.28,1458000460.65,736953637.10,738734912.21,0,0.0
7,支付给职工以及为职工支付的现金,3959768000.00,2989404000.00,1393452000.00,4640722000.00,3080566000.00,2113663000.00,1093885000.00,3692930000.00,2802393000.00,1817850000.00,492757000.00,3006241000.00,2126314000.00,1413440000.00,615501000.00,2879283000.00,2250276000.00,1708141000.00,784079000.00,3774538000.00,2571090000.00,1868715000.00,860621000.00,3907620000.00,2743024000.00,1843351000.00,788718000.00,4236754000.00,3425324450.92,2349477831.10,1084751272.92,3607855900.09,2502160792.23,1850922641.14,914410773.54,2205043482.89,1386461357.23,950675825.56,384586684.08,904124905.90,671947279.60,445879199.87,224128451.36,814165588.97,653972619.12,479341366.93,235555941.48,553945515.86,394307042.38,241942805.50,123288868.17,238922699.94,211543079.91,118978749.23,66622060.76,192033507.49,133681720.94,88730603.07,32166692.33,170684061.85,116562466.37,83820216.38,45879781.73,145584549.44,100264913.85,68252861.04,89400910.33,0,0.0
8,支付的各项税费,3332403000.00,2190007000.00,678139000.00,2720839000.00,2052310000.00,1228060000.00,315384000.00,1807972000.00,1453691000.00,1093373000.00,240543000.00,1207726000.00,720462000.00,519215000.00,183548000.00,1063494000.00,833977000.00,451221000.00,298235000.00,2414696000.00,1763591000.00,1278653000.00,298122000.00,2618593000.00,2237524000.00,1631916000.00,477561000.00,3345074000.00,2942225427.68,2171633065.45,981067422.41,4576909100.53,3454531923.06,2613993788.98,714521390.23,2315155195.66,1566680457.58,1228595154.89,359026277.74,935832136.84,711859107.96,450729374.64,198925381.43,494897449.92,399584504.56,246259212.77,83833456.54,426477027.50,298706404.12,148280104.68,68898378.78,311678173.27,169223112.78,134943665.98,34763952.95,206832961.79,116554066.65,77368612.36,28585799.94,179381508.37,132422105.44,111144526.30,64074513.07,126569171.21,105621018.77,71025122.42,95587480.90,0,0.0
