,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,5909123611.62,3742602422.03,1702267039.47,10631410674.74,7118893460.80,4774313125.51,2155990006.93,10371958783.00,6708098233.19,4314626667.03,1851545777.37,8043118965.45,5067202771.40,3041035951.34,1219868812.01,6656423488.59,3976576316.62,2560929519.68,1143005157.12,6321236636.07,3957343097.31,2609630620.02,950507390.82,5167242123.26,3243040769.83,2140161888.78,727022149.06,4537975061.54,2906285875.18,1923909462.78,684073530.04,3788912484.95,2486374835.40,1526497876.22,731063598.35,3327278996.35,2435454501.95,1541527172.16,708029038.61,2291049308.12,1590786159.38,964648594.69,462047949.64,2009434189.33,1403786676.34,854411838.31,423836407.23,1550030020.67,1127310546.38,734244347.94,354128539.88,1399555125.52,933432820.74,594380659.09,222053949.99,1116455390.33,768688757.22,464165235.08,209779068.58,758655210.66,587230256.95,360848570.40,159894480.77,601977800.19,442542861.85,263633844.39,0,529923785.65,0.0
3,收到的税费返还,3912931.06,2693264.01,1800600.56,11513397.41,8670523.73,4736329.16,1867110.41,8398718.22,7533593.82,4721324.25,1711435.81,7543221.68,13079114.28,9737255.17,4721808.12,8644769.17,5422291.69,3154254.36,1891388.27,4741090.05,3957108.69,2068755.40,256555.44,6706585.43,4939288.78,1734003.78,357778.68,2688322.36,1163122.68,430494.13,121725.51,2548794.21,1405491.30,771495.36,58674.18,1389723.01,1160576.76,1001356.00,0,5332656.01,4670660.21,1217049.01,507562.23,3630485.12,1548521.38,423966.58,33706.78,4441976.09,1089854.01,327745.68,140127.94,2168542.28,2138730.13,1915451.07,1379163.88,509978.36,607171.00,428912.11,92645.00,80787.30,305147.99,63147.99,0,100000.00,922542.94,269542.94,0,667277.88,0.0
4,收到的其他与经营活动有关的现金,127194850.08,86011584.70,44762345.68,143240389.12,141179704.51,97227367.10,67543787.58,107743127.14,73832835.50,75191316.96,54816260.33,106238458.38,49129789.70,22519676.86,18605222.92,37862868.64,25492870.12,13051024.48,8613211.01,45093814.16,45604482.45,14407166.80,6367677.28,38749962.28,26342471.75,17649646.54,13018690.95,42260028.32,30655593.33,16605931.30,6908716.98,52042721.07,53589258.93,27115036.97,16537709.54,14482324.58,21968574.16,9482104.39,12769099.24,6881094.01,24247219.29,7862061.02,15541829.04,13831526.04,14105027.90,6941947.75,3753980.57,10134870.38,19977381.26,18136551.17,11755486.43,28503364.56,6190861.83,5251584.33,3453218.35,13068199.54,20692923.44,13153251.50,7352572.77,30528083.18,3383525.42,2294234.23,0,7453101.54,3480272.91,2119246.75,0,4567314.10,0.0
5,经营活动现金流入小计,6040231392.76,3831307270.74,1748829985.71,10786164461.27,7268743689.04,4876276821.77,2225400904.92,10488100628.36,6789464662.51,4394539308.24,1908073473.51,8156900645.51,5129411675.38,3073292883.37,1243195843.05,6702931126.40,4007491478.43,2577134798.52,1153509756.40,6371071540.28,4006904688.45,2626106542.22,957131623.54,5212698670.97,3274322530.36,2159545539.10,740398618.69,4582923412.22,2938104591.19,1940945888.21,691103972.53,3843504000.23,2541369585.63,1554384408.55,747659982.07,3343151043.94,2458583652.87,1552010632.55,720798137.85,2303263058.14,1619704038.88,973727704.72,478097340.91,2026896200.49,1419440225.62,861777752.64,427624094.58,1564606867.14,1148377781.65,752708644.79,366024154.25,1430227032.36,941762412.70,601547694.49,226886332.22,1130033568.23,789988851.66,477747398.69,217224286.35,789264081.14,590918930.36,363205952.62,159894480.77,609530901.73,446945677.70,266022634.08,0,535158377.63,0.0
6,购买商品、接受劳务支付的现金,4866398330.40,3140629084.71,1738185655.43,7726441059.14,5858933247.02,4048452602.23,2101236499.98,7267937355.39,5231790393.91,3462760661.84,1684709383.58,5636282816.23,3891228418.43,2565418425.37,1357775956.82,4563078640.09,3307235644.52,2242074951.38,1238936193.06,4242638499.41,2968593900.30,2035596776.35,926584807.33,3860670337.83,2659271575.36,1689055375.91,775498735.24,3051785267.04,2212514909.81,1411936109.74,661842365.83,2788604856.10,2071162288.72,1356941822.94,661959056.00,2445882984.05,1785652982.66,1074769248.55,496626385.99,1462404924.98,977594952.65,542518360.56,281058836.43,1470523650.39,1144236221.67,699672387.43,341600821.76,1194954526.19,984970657.54,675224622.91,340144263.94,1014427686.26,716986545.01,464742951.38,197580648.14,825335704.69,622848644.77,388591287.31,192734107.06,591719597.16,539031230.60,313331498.06,147810732.59,422261993.14,340744737.44,202902733.20,0,297826241.36,0.0
7,支付给职工以及为职工支付的现金,1135023232.72,773517024.24,391448092.62,1522201499.81,1122008665.69,766574185.12,406905853.91,1347745127.29,968238097.49,650439313.11,362330979.04,1177241799.97,840800567.05,565642414.60,291654075.69,894844181.23,629351014.74,419224718.62,212574747.38,712319395.62,534109240.39,349069434.17,179188281.29,583004524.93,433381104.97,287586322.35,146888072.41,486987899.71,361618108.95,231424007.91,117283354.46,403270717.93,271650954.06,184315964.44,92458894.33,252021307.71,176766756.82,118233788.34,60000776.82,164660073.71,109465023.81,70720284.98,34374631.89,130586317.85,89767295.57,60825298.52,27438704.12,106254756.42,71363338.65,46345174.37,23025803.28,92041429.89,57355021.86,40385005.29,20730251.10,68315507.14,42740907.18,28762004.24,17790646.62,58427785.94,39979941.70,25562515.82,14761326.92,50843179.52,35251894.02,24096156.78,0,37757160.65,0.0
8,支付的各项税费,387437397.18,316096480.12,157960137.00,562625003.20,485177182.49,367583318.44,179587612.40,615163240.61,454058216.16,318814870.24,135710201.41,502228061.78,355412970.15,240209472.88,115787715.57,459470700.18,369866979.45,230940628.21,112491216.65,410035644.61,316417505.42,213263412.32,107299950.39,305256634.17,227780226.65,158310543.31,75595543.87,328960950.80,254079911.96,169946451.85,82904316.20,262517753.23,171609601.35,124615987.41,56582224.30,240871441.42,206352623.11,142993124.96,64222741.51,190091364.90,161763558.32,92088652.92,33425747.21,130630128.54,118395536.95,76596301.32,28787373.87,101853015.74,77824737.53,53186540.58,23665109.37,95861444.73,84333662.92,58171878.61,20653393.95,98654313.63,61119854.59,37225868.04,10001881.42,70619822.47,56251154.50,31090412.13,13622676.36,53731732.50,39189693.20,29593929.04,0,66389963.80,0.0
