,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2611758226.51,1734606174.91,837905101.32,4468462762.25,3150351250.43,2064365173.31,906083381.28,4424120975.47,3060685764.76,1750369846.24,921352376.54,4465311461.45,2696523641.01,1655309639.78,879943862.49,3828435243.53,2690410393.13,1647210149.41,967923800.83,3883493484.78,2712543380.47,1786957753.93,689079165.43,3058178788.00,2153168158.05,1258115089.29,544318333.30,2676628691.03,1861886543.60,1284583483.53,712213853.15,2704873653.70,1803000041.61,1158847781.12,462225532.98,2419193269.67,1685538348.11,923325022.86,430863591.48,2141486123.95,1210307373.79,760940479.92,438370136.13,2691515185.09,1818527921.22,1168414467.46,622868271.19,1848568188.08,1074022920.29,621651654.70,323870881.90,1831990205.50,1384254294.64,926274254.65,461281485.21,2036550949.17,1201548843.35,741196741.38,400883537.38,1552696023.81,816572349.48,365254600.52,896987138.39,0.0
3,收到的税费返还,115544843.82,79900396.94,45737226.88,351941026.66,187675815.38,129047004.43,78223453.35,310390201.50,242096255.57,157232211.71,82815696.92,216541641.20,152837213.96,117663600.42,55892970.03,357156211.19,229658087.89,138839928.16,80918399.46,260410819.66,201290175.72,95847715.52,25583315.01,173836332.49,88472361.57,66655865.15,22272538.00,185690534.11,147704722.64,94518094.61,60809449.61,224655619.85,168557869.81,78272272.52,41285780.68,169049442.13,114956102.40,68004013.47,39884406.32,150594407.76,103890210.56,62430338.75,36904399.62,112337884.44,83216282.59,57345823.65,21725133.95,85637587.28,43978409.98,33622189.97,17558487.44,58741838.95,42535883.06,34756714.49,19490510.43,64645121.38,31662282.48,3386946.13,3121658.13,110332003.62,95194277.06,69192712.05,48121925.61,0.0
4,收到的其他与经营活动有关的现金,96341710.07,37519567.43,23079227.02,419689461.40,293322564.07,267265151.39,37718036.59,88217880.68,127905046.26,117342522.78,16801543.38,203985890.76,194400494.44,101379786.10,74248041.37,109258186.82,81284641.35,52381690.07,12243398.20,120075317.25,70752832.05,21985815.71,256708953.86,156049949.22,82346548.91,44488554.80,39931630.75,225456465.25,177846839.35,160801489.16,105108832.87,333310619.73,308733597.51,151957456.77,143019367.50,275159840.34,274732545.16,2323804.23,25295585.09,17906219.54,17147039.23,5858840.57,108553.35,11553061.04,38990720.58,9872874.84,1574979.56,18746664.24,13723646.66,12126738.85,8792994.82,8877141.66,4321416.12,2116793.79,1244189.46,9200610.27,5689171.35,2451601.22,9974254.05,4263680.99,11640845.83,4998257.20,12973758.09,0.0
5,经营活动现金流入小计,2823644780.40,1852026139.28,906721555.22,5240093250.31,3631349629.88,2460677329.13,1022024871.22,4822729057.65,3430687066.59,2024944580.73,1020969616.84,4885838993.41,3043761349.41,1874353026.30,1010084873.89,4294849641.54,3001353122.37,1838431767.64,1061085598.49,4263979621.69,2984586388.24,1904791285.16,971371434.30,3388065069.71,2323987068.53,1369259509.24,606522502.05,3087775690.39,2187438105.59,1539903067.30,878132135.63,3262839893.28,2280291508.93,1389077510.41,646530681.16,2863402552.14,2075226995.67,993652840.56,496043582.89,2309986751.25,1331344623.58,829229659.24,475383089.10,2815406130.57,1940734924.39,1235633165.95,646168384.70,1952952439.60,1131724976.93,667400583.52,350222364.16,1899609186.11,1431111593.82,963147762.93,482016185.10,2110396680.82,1238900297.18,747035288.73,413979449.56,1667291708.42,923407472.37,439445569.77,958082822.09,0.0
6,购买商品、接受劳务支付的现金,1521391306.52,1031471981.41,543293320.85,3025529268.54,2327832129.92,1602381540.28,741718899.90,2920575644.15,2263343313.35,1272644518.08,724765618.73,2395260855.46,1527500928.11,921681097.39,627388622.99,2533774693.96,1966114123.18,1066192629.39,776219175.13,2791183695.03,2024948458.88,1268307145.83,597446666.71,2093554789.15,1593519362.07,972940991.06,319723127.92,1970284135.56,1737870848.14,1161357554.65,576696683.05,2366992786.29,1767308865.86,1313160907.68,485746042.84,1760365907.38,1426095930.83,886579902.86,399450579.35,1624998559.81,976756065.22,645593336.64,384484807.43,2001937182.13,1424035735.63,892330313.50,499742692.63,1479893072.61,876760268.57,447983548.05,201853156.61,1505776847.76,1032041172.85,753766786.45,400904543.20,1670142432.94,1220044871.31,820121676.31,407561689.49,1390523856.18,732955509.73,417560293.44,652064510.31,0.0
7,支付给职工以及为职工支付的现金,516446289.91,255246088.23,131890912.69,762908870.42,545345911.62,335850783.94,163494167.25,769754245.03,568212896.09,339140436.82,155724999.81,787994609.28,554423251.93,304357915.46,157228671.92,773732531.59,617284239.29,420912012.21,166343168.32,671274555.36,529709388.77,334510256.64,152111077.85,600933965.24,423417297.60,247659143.57,168329802.43,567062292.94,381829618.25,263083820.33,126307213.50,495303459.00,336994127.18,189940800.75,87802624.89,395435974.22,275415207.41,161398195.66,72172226.76,296050012.69,187177822.00,118158007.91,48894490.90,356918776.96,341974677.87,153993044.49,82688474.10,260405495.02,148195522.72,98030230.68,45275113.23,206969298.36,178430547.39,93354955.06,45909112.55,201731593.06,114885277.14,86338760.93,39397773.61,192120342.65,136815188.47,75108159.76,118471748.53,0.0
8,支付的各项税费,33924163.93,20911701.55,19570353.54,94152546.36,75567361.52,52746235.19,28526658.91,164367034.14,120543344.06,85522949.45,20382292.46,130136087.05,113603649.23,89290957.27,23669189.80,139054342.87,71100215.64,65011445.16,29134417.40,139947278.50,68965552.47,64149295.62,24611202.04,120423945.80,97951255.18,71749849.66,21567139.77,112425945.45,65790512.19,58352679.79,18600624.47,77344908.56,47762935.35,19773673.63,34851882.76,81834518.12,69170709.64,54998819.10,26336783.30,65545672.80,42533189.15,34348690.38,8412157.92,33672499.74,18331679.78,13168586.91,7191496.48,16431252.61,12778776.12,6460351.02,4276961.98,14944932.42,10675151.99,6847709.42,2890298.84,20462253.16,9549280.94,6641245.25,4089674.65,12710965.91,6351462.70,4340663.27,9391937.08,0.0
