,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20050930,20050630,20041231,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,710203672.28,456656001.75,309459843.26,145165182.95,887768571.74,582404739.29,405605836.87,202965246.21,994670288.09,649690220.48,441802052.49,233360146.17,1049326380.20,704596792.78,448705394.26,248816296.68,1356480603.60,906248120.98,590510053.69,305801863.46,1562557373.73,985324048.90,642888403.48,316409984.92,1810310747.40,1149492128.44,784796217.26,387729779.90,1944732873.30,1279497749.71,821045772.56,101363107.98,474010519.93,325649446.48,218754065.48,114701753.54,461735052.30,324316195.53,223309534.30,89623231.41,513181048.91,439116794.83,296025105.55,135617143.70,648469160.79,450582735.76,269724663.76,123498069.90,668817702.57,482773800.48,287586204.54,136621425.99,549885218.72,410178994.33,291842966.89,685480763.18,461865851.56,314576337.31,654406572.68,316271536.21,0,605483523.51,410276538.85,236557228.94,0,536375241.12,292229501.51,525126526.24,250205371.63,44393076.23,0.0
3,收到的税费返还,1609773.43,12821.42,12821.42,12806.42,36676.05,0,0,0,135509.32,0,0.00,0.00,456052.53,2278.36,0,0,1029569.99,959674.55,115041.89,0,1551852.35,157055.48,3856.40,3856.40,2412.63,15882.26,13469.63,1930.99,0.00,0,0.00,0,0,1063663.00,0,174096.00,586605.00,586605.00,0,197264.00,1914679.00,1757629.00,0,0,1223212.00,762829.54,0,0,1544314.00,0,0,0,0,2071390.26,1536536.26,0,1426070.66,0,0,708.14,0,0,0,0,0,0,0,12385537.94,0,0,0.0
4,收到的其他与经营活动有关的现金,72659085.83,75564684.95,24829531.19,18652190.58,90762112.20,89163375.40,63646943.82,13535198.69,69944732.99,58364668.08,42480012.04,5962136.09,448518222.74,264262396.72,47008388.78,1784219.27,91112086.92,96628451.80,58535836.26,28220804.36,164965206.15,96512451.95,33350850.93,25654770.54,69704393.39,58905738.59,38393283.18,31709731.06,132030432.10,93910539.20,80369627.31,2743397.22,14323192.12,8361775.88,5839909.59,2382225.53,44773838.98,44406027.17,41692092.72,26233427.16,17066634.84,19232882.67,7228167.33,2811120.17,28824142.95,13626872.95,5372175.00,1963604.01,13247823.12,11494879.13,1651395.91,1476846.97,5722810.28,3011190.17,83850608.12,25637161.75,160869602.25,60339395.15,8417634.75,9467395.85,0,6035917.50,6585176.04,5668924.50,0,5374204.79,4182307.01,14410331.15,37321364.79,2026141.42,0.0
5,经营活动现金流入小计,784472531.54,532233508.12,334302195.87,163830179.95,978567359.99,671568114.69,469252780.69,216500444.90,1064750530.40,708054888.56,484282064.53,239322282.26,1498300655.47,968861467.86,495713783.04,250600515.95,1448622260.51,1003836247.33,649160931.84,334022667.82,1729074432.23,1081993556.33,676243110.81,342068611.86,1880017553.42,1208413749.29,823202970.07,419441441.95,2076763305.40,1373408288.91,901415399.87,104106505.20,488333712.05,335074885.36,224593975.07,117258075.07,507095496.28,369308827.70,265001627.02,116053922.57,532162362.75,460107306.50,303253272.88,138428263.87,678516515.74,464972438.25,275096838.76,125461673.91,683609839.69,494268679.61,289237600.45,138098272.96,555608029.00,415261574.76,377230111.27,711117924.93,624161524.47,374915732.46,662824207.43,325739640.20,0,614189441.01,416861936.29,242226374.84,0,541749445.91,296187992.12,551922395.33,287526736.42,46419217.65,0.0
6,购买商品、接受劳务支付的现金,303626741.47,241871541.30,171945094.26,119828467.32,409624055.85,275880142.38,183267282.82,98882299.01,413747040.08,284315910.73,161322898.96,79876275.62,538740733.68,445594233.24,348724295.14,125208712.61,674253555.81,528824140.11,360384510.46,177184611.78,743765886.97,546186511.45,373429380.49,166753238.52,929444945.10,731142085.57,467327545.46,211401334.72,950032178.66,798695051.59,591398353.39,73878285.94,406039836.15,299181405.51,195710290.86,74329470.33,341880537.28,276439857.21,204209621.73,114992193.30,348782557.06,308896064.49,199486964.62,96708975.00,540341446.43,436501279.73,278954291.85,153598138.19,499080059.50,361923857.33,243641166.18,96352481.28,391503215.36,290328014.83,186829944.08,521063928.41,356978513.89,274503134.90,529609737.49,81564590.23,0,155026782.37,101431640.25,59503716.36,0,150038559.26,79063069.70,87780820.19,78702733.21,16787511.79,0.0
7,支付给职工以及为职工支付的现金,336501908.84,261624952.45,191399076.03,108443811.00,380607436.16,296429199.48,206636015.34,122821194.43,408173951.03,315386165.22,220788594.19,128793364.66,422563536.39,328705527.89,236825601.94,140542409.54,444206585.97,354778437.17,252059332.95,145602892.73,449500330.15,342073413.46,228292654.95,131269626.24,374237620.46,275562459.87,192459775.13,114739258.04,336689877.93,226828631.31,185567010.15,13387475.81,45160281.57,36204652.90,22874306.02,13507950.19,41277276.79,31295183.94,20703841.99,11106174.67,40462769.57,46069843.01,29703286.07,15878419.92,68772235.96,50854565.03,34276984.30,18107941.19,56387074.13,43760909.83,27156934.09,13143182.57,37587667.92,26788962.94,18110553.89,20694185.62,14185111.37,11546210.80,27573356.19,11208498.94,0,19744177.63,14003545.04,9559322.50,0,17828186.81,8736210.89,12275021.75,4896455.82,1034684.61,0.0
8,支付的各项税费,35355877.55,19031568.28,12228210.74,6026721.79,41876262.00,29574819.34,17848572.42,9085786.20,79936277.38,70844746.74,59888004.15,49936092.06,45884884.54,37859507.91,23730705.37,14012852.34,66496179.60,49960807.71,31089555.91,14763944.85,74759494.48,51860218.40,30561954.98,19606475.80,55033332.70,46199462.26,30184596.83,18149652.36,119262496.85,93218770.74,59065893.39,4032787.70,26227717.65,20941869.69,12706209.63,8408001.55,19041644.37,13512897.64,5236692.27,2705920.74,44928061.32,42204118.34,31322414.31,14681237.53,45861247.25,33859315.02,28424755.61,19524862.65,45479222.42,29522995.94,20244677.34,6522806.48,39771636.04,37013366.32,30205544.88,55314933.45,42212487.93,34834525.84,37278707.73,15790450.45,0,49079659.09,23320685.04,15333147.97,0,42232722.23,0,38784096.66,6628106.56,0,0.0
