,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,104440688000.00,74784541000.00,48246613000.00,25930356000.00,100588894000.00,72691619000.00,46389131000.00,25997694000.00,85122593000.00,66196803000.00,41276136000.00,21954549000.00,74353048000.00,52198717000.00,34551813000.00,19225357000.00,80739512000.00,59745283000.00,36019034000.00,18946091000.00,80640220000.00,58641995000.00,38870607000.00,18815802000.00,77125916000.00,56927291000.00,37048278000.00,18007910000.00,68117499000.00,50571271000.00,34279053000.00,17180227000.00,62747252000.00,45838627000.00,30381630000.00,14520055000.00,52884840000.00,39117802000.00,25508418000.00,11820318000.00,41077952000.00,29819423000.00,18810512000.00,8937305000.00,37707602000.00,27535971000.00,15513998000.00,6847789000.00,23107093000.00,16301942000.00,10285548000.00,4739122000.00,17577287000.00,12840705000.00,8205066000.00,3767469000.00,15320457000.00,11329137000.00,7139387000.00,3439177000.00,11912563000.00,5811451000.00,9068256000.00,0.0
3,收到的税费返还,115592000.00,46417000.00,30598000.00,6371000.00,38604000.00,39466000.00,18604000.00,14748000.00,31337000.00,52023000.00,6492000.00,1123000.00,28281000.00,10628000.00,5757000.00,1301000.00,18148000.00,13918000.00,7891000.00,1036000.00,14046000.00,8587000.00,4575000.00,3011000.00,13801000.00,10111000.00,5948000.00,2752000.00,11356000.00,6078000.00,778000.00,242000.00,15022000.00,10868000.00,8283000.00,5400000.00,21701000.00,10064000.00,6423000.00,2855000.00,20590000.00,11683000.00,5085000.00,3726000.00,0,9775000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,2700930000.00,2177460000.00,1003620000.00,327780000.00,2339502000.00,1338590000.00,530642000.00,211934000.00,1329524000.00,1111525000.00,444902000.00,247285000.00,1908185000.00,1028966000.00,512243000.00,219632000.00,2126223000.00,1233848000.00,683973000.00,255999000.00,1893320000.00,1901071000.00,747403000.00,507468000.00,972814000.00,782497000.00,466158000.00,117802000.00,1021234000.00,518126000.00,196366000.00,184413000.00,772283000.00,487902000.00,170199000.00,149285000.00,362272000.00,170486000.00,107284000.00,23151000.00,265230000.00,206190000.00,145060000.00,116962000.00,146249000.00,152538000.00,87164000.00,39547000.00,218390000.00,118199000.00,140372000.00,21682000.00,58303000.00,24200000.00,22912000.00,3504000.00,160218000.00,133734000.00,66451000.00,18815000.00,133589000.00,0,0,0.0
5,经营活动现金流入小计,107257210000.00,77008418000.00,49280831000.00,26264507000.00,102967000000.00,74069675000.00,46938377000.00,26224376000.00,86483454000.00,67360351000.00,41727530000.00,22202957000.00,76289514000.00,53238311000.00,35069813000.00,19446290000.00,82883883000.00,60993049000.00,36710898000.00,19203126000.00,82547586000.00,60551653000.00,39622585000.00,19326281000.00,78112531000.00,57719899000.00,37520384000.00,18128464000.00,69150089000.00,51095475000.00,34476197000.00,17364882000.00,63534557000.00,46337397000.00,30560112000.00,14674740000.00,53268813000.00,39298352000.00,25622125000.00,11846324000.00,41363772000.00,30037296000.00,18960657000.00,9057993000.00,37853851000.00,27698284000.00,15601162000.00,6887336000.00,23325483000.00,16420141000.00,10425920000.00,4760804000.00,17635590000.00,12864905000.00,8227978000.00,3770973000.00,15480675000.00,11462871000.00,7205838000.00,3457992000.00,12046152000.00,5811451000.00,9068256000.00,0.0
6,购买商品、接受劳务支付的现金,72832829000.00,53079765000.00,33812111000.00,16892217000.00,73355658000.00,51956110000.00,33987011000.00,17950678000.00,63029981000.00,49465861000.00,30360413000.00,17208265000.00,38814668000.00,24468123000.00,15418988000.00,8504462000.00,34657144000.00,25019225000.00,15016208000.00,7398742000.00,46582584000.00,33146392000.00,21455924000.00,9970550000.00,45084173000.00,31361543000.00,19876556000.00,9236761000.00,48665045000.00,36735575000.00,25051461000.00,12486898000.00,50336509000.00,37560134000.00,25036176000.00,12255377000.00,41809010000.00,29812040000.00,18818879000.00,8968525000.00,29223632000.00,20212439000.00,12483571000.00,5719901000.00,29013571000.00,22086368000.00,11984072000.00,5535696000.00,13531132000.00,8281269000.00,5347824000.00,2298064000.00,10084686000.00,6366328000.00,3940541000.00,1676612000.00,8871117000.00,6556033000.00,4402062000.00,2150632000.00,5847761000.00,2924757000.00,3248611000.00,0.0
7,支付给职工以及为职工支付的现金,6172216000.00,3805819000.00,2473317000.00,1321703000.00,5465141000.00,3289981000.00,2201833000.00,1152089000.00,4789617000.00,3242818000.00,2167191000.00,1141793000.00,4672776000.00,3184693000.00,2082771000.00,1106954000.00,4530839000.00,3024317000.00,1843137000.00,940584000.00,3819729000.00,2644688000.00,1699396000.00,860470000.00,3480479000.00,2277776000.00,1452157000.00,695647000.00,2902545000.00,1866950000.00,1168234000.00,566509000.00,2535822000.00,1563162000.00,1046048000.00,519513000.00,2136398000.00,1399391000.00,891111000.00,458967000.00,1815563000.00,1222742000.00,793213000.00,384492000.00,1702014000.00,1161947000.00,633321000.00,313467000.00,1321322000.00,830422000.00,560092000.00,262268000.00,1145007000.00,780301000.00,524168000.00,254999000.00,997903000.00,681232000.00,458654000.00,237672000.00,843218000.00,390643000.00,490044000.00,0.0
8,支付的各项税费,4840277000.00,3982562000.00,2907225000.00,1445621000.00,4623017000.00,3641903000.00,2459150000.00,1305433000.00,4151811000.00,3454005000.00,2199641000.00,1022737000.00,8627625000.00,7050338000.00,5104835000.00,2816577000.00,10055527000.00,7350949000.00,4450263000.00,2106168000.00,7011124000.00,5330555000.00,3590265000.00,1809969000.00,5624454000.00,4278891000.00,2957270000.00,1522918000.00,3120899000.00,2260630000.00,1624803000.00,877262000.00,2242952000.00,1806115000.00,1273806000.00,612307000.00,2238475000.00,1748121000.00,1245772000.00,635413000.00,2809799000.00,2184745000.00,1680163000.00,706338000.00,2938166000.00,2372834000.00,1520835000.00,821351000.00,2537848000.00,1731666000.00,1229486000.00,614058000.00,2198091000.00,1721078000.00,1197880000.00,539926000.00,1957121000.00,1481033000.00,886362000.00,410302000.00,1858265000.00,982074000.00,1606933000.00,0.0
