,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3624667545.10,2660250349.84,1699354382.50,815505077.96,3235943769.38,2258231663.40,1375539340.98,679710624.27,2498933382.35,1798599514.67,1126351035.11,561288463.20,1731453604.81,1210654120.56,723473261.93,346843033.98,1368442284.54,951336623.88,571235198.55,277321941.35,1098565943.64,831469799.63,511908292.81,255853220.79,1034940725.39,778931738.28,504807074.07,244320596.95,995846759.00,746194654.59,472422383.04,238794545.50,954696213.24,705495344.76,411300887.05,209157457.14,751631000.98,545864405.59,336427496.75,167945565.96,564902985.43,418771324.71,271622621.91,135079212.73,553212888.25,409741217.53,266798415.34,122385455.14,316982705.41,209991208.06,139096712.90,45971287.33,393932104.32,289810452.62,201953959.02,98763634.08,493941223.30,325018253.51,0.0
3,收到的税费返还,177024186.44,127224353.90,91373456.59,49908097.12,232186401.79,149804322.78,54396088.33,25389978.58,121111395.04,78765456.25,35375322.08,13939508.97,80369624.35,59264509.90,31503582.42,14012943.23,52151810.10,38540987.09,21522223.76,8096103.38,36307805.73,25033696.69,18241273.01,5445747.13,48263716.65,36339480.96,18926007.83,9474829.13,25729123.61,18606617.47,12828865.73,8070999.77,22693787.03,16176807.18,10107291.60,6314264.48,18308327.42,14401469.05,9165558.81,5975987.27,10446457.41,9066932.89,6581270.13,4289896.90,12046465.79,6967518.41,204587.77,0,3293402.31,1385881.92,541430.74,0,3017648.05,787478.58,787478.58,787478.58,2110048.85,371700.71,0.0
4,收到的其他与经营活动有关的现金,88433724.01,51342959.64,29007848.80,13993293.76,29476592.99,24395690.20,17146596.45,12452538.86,19679153.66,13814736.00,10276740.82,3519725.08,21293221.68,16070238.07,11443130.08,4534932.93,11902870.27,11711242.37,7042922.63,4308812.56,9839716.12,7917305.08,4211052.80,2585120.37,7429712.21,7702372.24,5546442.49,3531878.35,5348639.61,6475575.32,4705811.32,882136.30,4573508.21,2326433.88,1705037.33,1004172.27,779243.00,1314951.19,414707.00,113320.88,7083344.10,6897908.80,2271848.00,772820.76,1104000.00,5778187.06,4094884.33,1485435.35,1000000.00,8436271.42,7504607.43,8568981.26,684556.64,4963460.48,74060.86,583346.70,514623.57,2673544.42,0.0
5,经营活动现金流入小计,3890125455.55,2838817663.38,1819735687.89,879406468.84,3497606764.16,2432431676.38,1447082025.76,717553141.71,2639723931.05,1891179706.92,1172003098.01,578747697.25,1833116450.84,1285988868.53,766419974.43,365390910.14,1432496964.91,1001588853.34,599800344.94,289726857.29,1144713465.49,864420801.40,534360618.62,263884088.29,1090634154.25,822973591.48,529279524.39,257327304.43,1026924522.22,771276847.38,489957060.09,247747681.57,981963508.48,723998585.82,423113215.98,216475893.89,770718571.40,561580825.83,346007762.56,174034874.11,582432786.94,434736166.40,280475740.04,140141930.39,566363354.04,422486923.00,271097887.44,123870890.49,321276107.72,219813361.40,147142751.07,54540268.59,397634309.01,295561391.68,202815498.46,100134459.36,496565895.72,328063498.64,0.0
6,购买商品、接受劳务支付的现金,2537711007.03,1847105597.73,1213690372.30,621483178.11,2444781946.41,1736297407.19,1079423633.15,600917933.47,1797780794.96,1273445265.49,775923945.43,448146306.12,1223377741.26,853821107.94,518174878.13,319057938.34,940430312.98,683375502.42,408313124.87,229962826.59,740028617.54,562701115.92,358048361.12,173330277.99,701069113.73,512699108.58,328963413.63,180916964.94,655851687.78,501383525.60,330475805.73,190173935.95,685266837.26,497537813.68,276301406.84,188989963.32,561938803.95,420970449.38,274908491.90,131120086.02,391113019.23,274205892.44,173794297.82,77464796.84,408018766.82,292927565.28,193215855.43,91304969.00,272953196.76,198630269.76,111409256.30,47099525.02,281886431.25,224804479.58,165347542.01,70529910.22,394202837.49,236722572.41,0.0
7,支付给职工以及为职工支付的现金,691964490.19,524632347.94,356080649.20,190709549.25,605578648.24,470666093.98,319353666.12,182819386.52,444245860.22,327399194.70,220997886.77,120311869.78,313166403.54,227239675.81,141250158.52,82242239.70,260539465.19,196373665.77,128156830.34,68316313.25,215651223.13,167039053.53,113706901.84,59624826.85,205769470.65,152430343.68,103814542.88,55835540.34,173324608.63,126254199.11,86429519.73,45209851.34,152861111.37,113647880.00,74272884.27,38925025.03,118043852.93,84166107.63,57375588.56,30807481.52,80662606.48,60613556.83,44317307.88,20652974.04,66902082.20,50997368.16,36223776.22,18836084.69,56027610.41,38149515.14,25104047.70,12105664.48,43549934.50,31958275.61,23357607.83,11943224.83,36855343.72,22506465.18,0.0
8,支付的各项税费,77082028.22,51832707.70,34054660.00,15860305.86,81488229.91,55642107.16,39992319.99,20502790.39,82776316.83,57944981.09,43356824.96,29476004.70,42948116.21,31840660.07,23108075.48,9867395.53,21340211.69,17683144.58,14201427.01,5421327.24,23671420.37,17473284.93,10240320.36,3209283.80,31353265.23,26610121.12,16678742.46,5115565.30,24124704.08,20472574.07,15022301.42,5701142.03,30817568.62,22957661.59,16368793.88,6238303.54,24268305.58,17688351.31,11538864.84,4687843.37,15342999.47,10775406.58,7350899.74,2573938.83,23740502.13,16663853.64,13553107.72,5124392.48,19962117.80,13224030.94,6712033.30,4191931.81,12432275.61,9295924.66,7271932.10,4293547.62,21431585.82,14556316.38,0.0
