,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,393033822.44,275784916.13,117113146.21,627156183.01,456468781.19,302919289.93,106465176.00,693576434.10,646906744.47,371910063.02,145936040.41,820027412.57,569088179.65,398546214.08,194049760.23,820910860.36,523265380.60,368010872.26,160914391.66,488052193.65,177313982.28,117214479.54,46662280.38,218792882.05,150346661.73,90410592.30,39102365.32,202121011.48,134963843.36,86321138.18,36304841.60,198684392.59,127420662.96,81624043.33,30711997.08,170402501.17,107783833.30,79243954.57,28088552.30,127531652.55,70811510.32,89638569.40,50025395.10,0.0
3,收到的税费返还,12883921.83,8062179.69,7245449.66,24423674.48,13663353.48,6488887.52,5131318.09,20841858.60,16060836.51,8399480.98,5343325.41,13222029.51,12254278.59,6638095.85,1998036.23,26611396.46,18672604.16,11746979.15,10493819.03,19141451.56,12618593.36,5939916.96,3782561.96,7865763.50,3267277.46,2897777.81,0,2860185.47,3442168.24,1572611.44,0,2899738.67,434207.35,323551.20,111482.35,3086337.73,2312914.41,1412988.53,0,326741.03,326741.03,325370.95,0,0.0
4,收到的其他与经营活动有关的现金,52672305.05,5547788.74,13643818.04,7410826.02,50365436.50,3330005.70,39470925.56,9554281.54,24232500.51,964322.24,639930.12,25940828.07,20325334.44,19730706.45,1042112.32,12847025.35,9680968.28,4558858.50,1361968.02,17516950.34,15282116.87,12293819.25,6274215.90,35258733.02,26344724.45,9102059.58,6729948.39,12566102.45,18280119.39,12908277.36,5263819.69,8725450.28,13850169.74,7508595.98,2461102.23,9420415.15,7279074.16,6527431.58,3596297.59,1918469.40,1435817.87,3972805.16,23113825.22,0.0
5,经营活动现金流入小计,458590049.32,289394884.56,138002413.91,658990683.51,520497571.17,312738183.15,151067419.65,723972574.24,687200081.49,381273866.24,151919295.94,859190270.15,601667792.68,424915016.38,197089908.78,860369282.17,551618953.04,384316709.91,172770178.71,524710595.55,205214692.51,135448215.75,56719058.24,261917378.57,179958663.64,102410429.69,45832313.71,217547299.40,156686130.99,100802026.98,41568661.29,210309581.54,141705040.05,89456190.51,33284581.66,182909254.05,117375821.87,87184374.68,31684849.89,129776862.98,72574069.22,93936745.51,73139220.32,0.0
6,购买商品、接受劳务支付的现金,224940024.48,140846090.52,46189270.04,349601614.28,249795019.66,166176050.24,96025540.43,346595026.11,346380103.73,160486321.12,63248705.79,321452858.18,197466279.53,153229545.87,74424393.83,421445350.70,240774288.38,186890183.16,92173933.66,243483924.40,90990454.51,65775043.32,29356041.59,118001747.26,82416922.45,49486933.26,20466309.82,131777278.32,101377683.98,73171304.83,32728762.41,131847932.38,96980963.29,61551910.67,28581869.35,104621802.45,77208323.03,55075825.59,27811988.41,89285214.85,48353454.25,50005628.97,33524336.63,0.0
7,支付给职工以及为职工支付的现金,108380350.61,93368553.69,38935765.63,191988619.59,120345778.47,88862737.63,35301256.64,208031388.31,127927809.72,111892568.54,64138375.05,212784418.42,171690467.76,114791162.94,59184814.42,210021023.58,156527513.90,106432088.21,51313108.62,100344057.98,28415368.75,18330665.99,8305830.41,35575571.77,25849687.73,16716692.32,8015618.22,36254247.24,25869230.16,18060742.83,8114766.68,24484435.27,19764294.52,12562789.75,5929955.32,17859375.93,12468161.90,8141136.04,3863472.20,10483521.26,5272489.39,8575278.21,3004198.38,0.0
8,支付的各项税费,15785156.61,10493781.78,20378089.13,28011694.50,45531152.52,14216891.26,4958913.24,33081367.04,18629765.81,17822545.57,19120635.81,75527652.59,46049302.50,25695838.33,21609966.44,78736562.17,58421893.06,39542768.09,15488585.32,28086782.66,13376581.14,8305507.11,3254677.95,13738003.18,9689203.03,5567894.21,946997.07,15172558.93,10056806.85,8048434.35,3405580.98,14908527.21,11143998.88,6714208.53,3083032.24,10521470.44,7516037.38,3968852.38,2574711.72,6017692.75,4141109.91,11995792.08,2235384.71,0.0
9,支付的其他与经营活动有关的现金,85761303.87,54644129.87,31637882.73,146544277.71,166099773.54,69910648.46,43319294.67,125533016.77,154924860.99,71098857.65,27985900.12,102874706.66,93226497.99,63444596.48,9766358.37,106102240.90,57645135.41,38541897.37,21033419.94,70575044.77,32537516.24,19256456.90,8024206.90,39168249.89,36424757.54,19152153.05,8584623.30,17670751.16,31618947.74,20683285.54,9338437.49,20075058.00,25955790.83,14002305.12,9962510.31,11483033.72,5439250.53,5450679.77,4100199.80,15364790.83,27261258.33,21829782.36,31949410.39,0.0
10,经营活动现金流出小计,434866835.57,299352555.86,137141007.53,716146206.08,581771724.19,339166327.59,179605004.98,713240798.23,647862540.25,361300292.88,174493616.77,712639635.85,508432547.78,357161143.62,164985533.06,816305177.35,513368830.75,371406936.83,180009047.54,442489809.81,165319920.64,111667673.32,48940756.85,206483572.10,154380570.75,90923672.84,38013548.41,200874835.65,168922668.73,119963767.55,53587547.56,191315952.86,153845047.52,94831214.07,47557367.22,144485682.54,102631772.84,72636493.78,38350372.13,121151219.69,85028311.88,92406481.62,70713330.11,0.0
