,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,266227716.47,188323737.08,116832497.67,358015134.87,250064715.42,144497553.05,82782028.90,371577908.86,209916527.46,129650361.78,71370518.85,406222130.65,240221787.13,148613586.68,74193543.88,430963822.44,284414766.88,181327270.22,99364711.17,399399939.34,253966613.45,162158946.50,70338939.25,348155525.69,218556758.19,131183790.38,68139875.45,225656864.69,142228604.74,90323322.92,39941311.93,213678407.05,134588735.93,78287049.39,31841089.82,172079312.81,106134377.33,74132222.24,33260407.22,175916888.06,92450694.51,55558713.10,26693378.70,176350621.79,107175221.32,51087597.72,25435801.65,166812365.87,90829415.82,50967631.16,21319778.63,154682845.38,165101840.60,0.0
3,收到的税费返还,4470015.93,3870102.43,1800838.85,9590808.52,7440766.79,4765419.94,1844604.18,8709369.64,6020155.33,2060843.67,281650.82,5884917.26,2661043.41,1952396.39,599427.37,8477060.78,4799323.26,3587489.52,2007798.97,7488587.71,5803567.72,3930313.09,398952.55,8076701.78,6166451.87,0,0,8881941.22,0,0,0.00,6890040.53,4228251.26,2213724.60,2213724.60,5549912.54,5549912.54,1949129.03,1385276.04,5968341.87,4722047.70,4117823.84,2657006.63,3718793.07,2625461.72,1775020.67,781202.56,6789442.69,0,0,98210.45,8636204.87,0,0.0
4,收到的其他与经营活动有关的现金,32024163.00,21235588.34,8338390.13,58947475.85,46770085.86,22959802.35,5511599.86,96357939.41,67425960.87,43305089.64,8070241.29,73166915.31,61194753.20,52158087.50,6287993.67,46497388.43,46184699.98,16331248.96,2419322.83,38183568.49,33023153.88,11450961.81,9699810.83,57685822.48,47718102.31,36121099.58,27573920.86,49471485.65,24260958.60,14216621.42,7738621.65,57816870.96,57339841.30,22031068.30,3438250.52,5127997.44,14086644.14,7741758.92,3636865.64,13176791.90,14647918.51,6546220.95,2879279.37,10142061.44,5207264.15,3313336.54,491956.97,959790.43,365633.59,91142.75,55232.93,62680895.54,1039811.40,0.0
5,经营活动现金流入小计,302721895.40,213429427.85,126971726.65,426553419.24,304275568.07,172222775.34,90138232.94,476645217.91,283362643.66,175016295.09,79722410.96,485273963.22,304077583.74,202724070.57,81080964.92,485938271.65,335398790.12,201246008.70,103791832.97,445072095.54,292793335.05,177540221.40,80437702.63,413918049.95,272441312.37,167304889.96,95713796.31,284010291.56,166489563.34,104539944.34,47679933.58,278385318.54,196156828.49,102531842.29,37493064.94,182757222.79,125770934.01,83823110.19,38282548.90,195062021.83,111820660.72,66222757.89,32229664.70,190211476.30,115007947.19,56175954.93,26708961.18,174561598.99,91195049.41,51058773.91,21473222.01,225999945.79,166141652.00,0.0
6,购买商品、接受劳务支付的现金,148110054.48,104504338.23,59136155.83,185239298.26,164375761.09,99328412.97,44807649.12,200461254.60,150064046.37,89389272.30,37278362.41,277219490.82,216670334.36,162453610.54,105679653.11,265426020.31,183697904.70,112745146.34,68199529.13,275143056.41,215183321.39,143803192.28,71033852.80,196769957.61,145252370.13,97112515.03,49617985.09,171724804.19,120145128.62,77224944.11,36577509.72,122701216.30,79547188.15,42571001.52,20356099.81,136000444.77,98834004.05,65668311.49,28489020.65,113315779.49,76994504.55,51907790.22,27958637.50,145985189.13,110941004.16,70028902.33,35856818.34,90925445.94,53976443.11,39042650.08,21455097.65,122768009.22,83428914.93,0.0
7,支付给职工以及为职工支付的现金,59756327.92,43908411.31,27178442.85,75998120.41,61902364.47,44555299.27,25993617.46,80624894.97,62336486.64,44207175.44,23475563.38,82529390.57,70057922.92,45094927.18,30694505.30,73468987.51,57339797.23,40269539.40,23533338.72,60496783.74,48313730.51,32272942.04,18019347.88,51428199.40,37539326.29,25572946.96,14887431.37,38162948.69,29095325.24,19743968.72,11159011.58,29433345.18,20899036.11,13706840.46,7632678.86,24505516.42,17528220.17,12118034.50,6764182.87,22663858.69,16540512.50,11361201.87,5743704.89,20591975.08,13946023.35,10277285.29,5132075.20,15948088.39,11936882.53,6207270.62,3130004.77,13510267.12,11265173.92,0.0
8,支付的各项税费,19811616.33,15607949.21,9992578.07,43369417.86,35459452.22,26864893.74,19049707.10,34969265.70,25149024.47,14165985.16,5744047.87,28601334.14,37316886.20,31673045.97,23301789.59,41852631.21,32434890.64,21451024.24,10013440.77,43061918.05,31029965.51,21418542.05,11099003.07,40402010.66,25024084.07,15241101.29,7273885.97,26648842.66,14967427.92,9820958.56,4269017.57,22682761.91,14985539.70,10310048.70,5376016.28,20863492.13,16257220.31,11125657.24,5790177.97,13815577.51,8927035.69,6589368.22,3172303.41,17670393.64,13845978.31,8255339.66,5707723.79,18489648.86,12330995.22,7986026.56,5530259.36,18875329.83,13462839.12,0.0
