,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2026190201.58,1162340143.33,478935071.18,2652091182.40,1864808775.97,1100257885.43,419451113.09,2646918967.83,1776950297.03,1046476410.40,402480375.41,2196073846.19,1573176408.19,902531292.42,372501472.21,2040220196.73,1394235112.91,775518453.05,318618382.83,2036140790.46,1440640061.71,853420922.49,328714430.16,1961704342.55,1447978024.38,843255507.37,305235522.32,2092366232.34,1488446085.47,889587250.31,312154388.20,2192246209.09,1479858718.73,855440853.94,314230278.21,2081975479.30,1345794859.81,765290109.40,273600600.00,1800989085.16,956277651.00,554081160.09,227903103.52,1791402332.83,1044999611.38,601018314.58,242569431.22,1459977591.36,844655858.97,524568814.84,155436449.45,1014148178.88,656830921.62,333154421.86,127660433.06,676285238.00,442042260.05,237119534.62,104917292.71,461285999.89,283781192.44,166744010.54,319398046.98,0.0
3,收到的税费返还,55155803.87,39447108.63,14315551.69,99697968.44,54507625.01,28617353.93,17264667.41,40719695.05,32467486.43,21885301.99,12787464.81,42383790.70,21019595.83,19036426.34,8784959.36,39141294.91,16892503.58,11560697.93,8179593.96,24309415.52,18500541.32,12247323.11,5533243.81,19477988.31,12352857.29,5347498.54,2011858.52,6573506.53,10313853.09,1907864.04,1642994.43,5571946.00,3659865.80,2352785.75,788294.74,2871655.18,2139633.92,1564047.94,331900.00,643000.77,5613838.13,5093922.67,272133.00,1579742.54,11178559.20,11178559.20,362800.00,6802052.39,965812.38,667026.72,408312.67,2416138.44,1764183.36,1289418.43,439019.33,4110218.51,3724920.62,851316.31,0,143247.39,143247.39,143247.39,155807.05,0.0
4,收到的其他与经营活动有关的现金,29890555.07,19686685.40,5079977.78,20553573.95,21134612.55,7084488.36,7992042.69,11254273.88,14844521.45,9347946.82,2505191.87,8527299.02,6769003.03,4433197.16,1227917.28,9251470.31,4613524.44,3108436.30,1654145.89,8040752.41,2517378.14,2468458.25,1131295.08,11793663.00,11107795.55,7919992.82,6312808.73,16664309.99,12707304.29,6896193.18,5911341.63,4142833.60,13726509.40,5911709.44,4539436.39,7795714.71,6452505.44,5983443.03,3350950.00,46916436.88,11388237.99,7104800.00,35800327.54,54040167.67,52072257.99,47227198.56,44822578.32,1424269.58,2529661.91,6048262.55,2352729.59,3500860.69,-455884.10,2719577.89,1511955.27,5251276.98,-42533.29,262915.60,228807.65,408604.43,341329.63,120368.46,305839.90,0.0
5,经营活动现金流入小计,2111236560.52,1221473937.36,498330600.65,2772342724.79,1940451013.53,1135959727.72,444707823.19,2698892936.76,1824262304.91,1077709659.21,417773032.09,2246984935.91,1600965007.05,926000915.92,382514348.85,2088612961.95,1415741140.93,790187587.28,328452122.68,2068490958.39,1461657981.17,868136703.85,335378969.05,1992975993.86,1471438677.22,856522998.73,313560189.57,2115604048.86,1511467242.85,898391307.53,319708724.26,2201960988.69,1497245093.93,863705349.13,319558009.34,2092642849.19,1354386999.17,772837600.37,277283450.00,1848548522.81,973279727.12,566279882.76,263975564.06,1847022243.04,1108250428.57,659424072.34,287754809.54,1468203913.33,848151333.26,531284104.11,158197491.71,1020065178.01,658139220.88,337163418.18,129611407.66,685646733.49,445724647.38,238233766.53,105146100.36,461837851.71,284265769.46,167007626.39,319859693.93,0.0
6,购买商品、接受劳务支付的现金,887633118.13,540600850.99,222146367.55,1167478986.33,892896633.03,557010349.56,267526432.65,1081670066.39,764176381.06,443341000.67,191768354.56,893791814.83,724700800.38,388041021.08,182104488.68,857165499.82,677995042.68,375898770.17,181595264.71,856210616.54,730565192.05,390752628.74,168629463.91,850235279.85,744575156.57,414057810.75,180163479.17,921823407.98,737744589.88,433487033.16,185434901.27,1160622206.06,852031016.89,503675809.35,220348061.08,1120396060.51,795447602.78,420357671.86,162360816.05,934294243.40,510316757.09,279175700.00,128070034.87,1023434201.95,622713286.41,344723802.31,175800446.86,901484000.06,556084644.36,353674148.42,119329352.00,544657751.97,404231219.32,203018802.56,83535579.45,415381462.33,287057087.06,147963838.85,76587239.69,277411377.38,174709446.08,95460887.82,204423218.80,0.0
7,支付给职工以及为职工支付的现金,555794313.24,404890262.00,202771700.97,681559706.30,535582302.24,367138015.37,172342826.82,587395513.83,453514293.58,306538919.11,120679662.58,533074700.66,391411357.13,259925958.53,110153795.50,473666433.54,352093855.29,246132393.46,97746879.60,441324478.75,318929780.47,217788572.99,87075645.25,399550752.77,309077390.53,204216782.70,84035601.41,412606417.11,311448870.21,208681012.88,83383756.10,430694043.59,309208238.45,208164759.46,104191248.57,371346648.93,268329401.23,175825014.81,80510800.00,293645212.96,204356768.76,133785200.00,67401671.91,252704246.84,191308452.11,125270403.55,61364281.95,211448951.73,145554055.12,89424967.35,43429766.79,138282511.96,89233936.02,50444003.22,27818289.45,94181808.41,66530992.53,42727942.73,19966892.67,58372607.47,41537050.37,28164100.00,43364650.76,0.0
8,支付的各项税费,193738722.86,116846173.51,28551508.27,285945622.62,214542685.06,117057602.89,29360582.49,282798916.77,242831679.18,117694804.07,38474564.52,315890184.39,212525465.59,125642680.07,42110919.04,276906592.11,186984067.14,102049870.97,49182326.23,296571796.41,179849963.03,136546127.71,71735480.68,234627082.56,168609126.31,111244692.27,50437902.25,233489622.60,162328470.07,102814527.04,67227634.63,218924308.47,155306420.57,100917116.32,40897417.78,176529081.75,131594354.72,81990272.80,28012200.00,183754730.85,107548099.24,70678122.67,32131778.94,180414916.01,120384500.00,76677359.20,34465003.80,131742258.67,82559994.16,64578226.25,22818743.62,92714517.58,68243667.17,35111125.32,17273633.39,51835688.66,34995149.00,23244323.24,11415308.01,38012296.46,31109511.09,20129921.00,27025969.23,0.0
