,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,9160068350.38,6862902961.47,4143536128.13,2674120722.25,8586282680.88,6600212915.37,4161096252.97,2104231616.94,7296677008.39,5257305867.09,3373469752.34,1936078668.00,5498340869.19,3811343735.22,2944984934.10,1363292955.17,4431669142.55,3772636010.08,2504019368.78,1506119309.24,4045565705.87,2573813453.61,1680218288.84,920783874.79,4125982271.54,2496501664.68,1542239434.25,955308099.39,2965158989.64,1792663937.74,1271808514.78,767314415.82,3551419214.46,2223030924.02,1457599236.33,899702697.81,3669209111.85,2358540473.67,1529927961.43,843544516.65,3206147520.14,1825701488.01,1172899987.29,641127945.01,2164230746.42,1329349418.90,830062984.63,366053284.48,1547574379.91,1102197887.03,629423976.29,340700085.32,1669203736.45,1294327842.04,782665473.08,343597722.75,985755824.97,678814779.55,0.0
3,收到的税费返还,0,0,0,0,2745392.05,10367209.76,2395049.75,2134952.60,11164639.00,8420835.94,4452326.09,197707.93,9404679.62,6052543.58,0,0,3003803.27,2491785.00,1200000.00,32414.00,3390020.17,108188.68,0,30000.00,3409105.66,278312.97,20000.00,0,4897078.11,1667586.89,1538943.87,1538943.87,2684347.94,52536.56,51500.00,51500.00,2670228.41,105124.65,105124.65,105124.65,5452681.96,844644.88,0,0,7295810.99,6263316.26,459317.62,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,479250984.13,427690724.07,422293486.31,197299488.55,431264418.43,342229758.05,335949937.45,174785902.44,338955662.56,306674525.67,281805892.22,161461514.49,364841020.42,367151840.93,318105092.61,168614736.82,326756020.03,329337548.36,314611685.49,313911203.24,421255264.52,413045552.53,405251625.05,351883783.73,379570885.07,390837919.89,369147939.24,238202361.79,218303154.26,296490306.93,172644944.31,164161985.12,117195878.62,264796167.04,165088568.54,209869907.69,132652901.89,189794700.05,156801917.74,107177297.97,155651416.59,507174762.04,360896949.85,225229899.46,93963149.78,407098131.65,321775371.40,120019202.16,255329445.80,481553104.06,393950365.84,135154346.53,326449566.98,302770726.12,247420327.59,138655631.33,37006192.05,5367718.57,0.0
5,经营活动现金流入小计,9639319334.51,7290593685.54,4565829614.44,2871420210.80,9020292491.36,6952809883.18,4499441240.17,2281152471.98,7646797309.95,5572401228.70,3659727970.65,2097737890.42,5872586569.23,4184548119.73,3263090026.71,1531907691.99,4761428965.85,4104465343.44,2819831054.27,1820062926.48,4470210990.56,2986967194.82,2085469913.89,1272697658.52,4508962262.27,2887617897.54,1911407373.49,1193510461.18,3188359222.01,2090821831.56,1445992402.96,933015344.81,3671299441.02,2487879627.62,1622739304.87,1109624105.50,3804532242.15,2548440298.37,1686835003.82,950826939.27,3367251618.69,2333720894.93,1533796937.14,866357844.47,2265489707.19,1742710866.81,1152297673.65,486072486.64,1802903825.71,1583750991.09,1023374342.13,475854431.85,1995653303.43,1597098568.16,1030085800.67,482253354.08,1022762017.02,684182498.12,0.0
6,购买商品、接受劳务支付的现金,7794455860.42,5791812746.85,3329014875.13,1954748759.54,7662843594.69,5915616434.69,3740280390.99,1989054221.15,6030064397.02,4390545212.16,2822763140.12,1541052469.21,4778518396.01,3183434183.13,2647738336.15,1173640270.88,3772306025.71,3176334505.41,2002504462.21,913958316.77,3255576635.31,1922556804.92,1311196034.24,710231532.78,3122647602.27,1774302345.99,1037930471.64,665002548.14,2855349664.84,1733874445.81,1128312510.42,686964943.79,3070464232.90,1860313821.30,1333175805.58,849910263.46,2872128346.81,1797342219.78,1185931586.86,616322104.65,2771839529.93,1465720443.13,913341643.06,427319841.74,1693383383.01,1075891133.03,682333486.07,344065143.42,1725200240.37,1102051048.10,689982338.07,416796556.14,1363744330.26,1155125911.67,642554892.47,342292134.83,758812208.95,530745864.39,0.0
7,支付给职工以及为职工支付的现金,533012996.42,378558902.98,253546164.86,130541209.08,482781327.85,352805923.55,233647801.43,124039859.23,416715759.45,268490273.98,203249134.12,103963876.27,382046665.61,270738449.00,183673612.16,86925197.64,364381760.68,252330988.48,150267941.42,67953694.76,298973490.75,206477326.25,126377332.85,55783512.20,280180016.47,185184008.11,115083862.82,52218854.49,227590061.22,147772756.02,91292709.54,37627933.00,226282709.34,136992961.70,88710589.34,43718049.61,182562079.41,118221204.52,71121450.82,32411107.37,159450643.03,100679475.38,64676789.73,33222520.51,122618270.00,68190284.18,37850314.79,19518300.44,74985310.53,48021859.21,27135229.40,11894009.16,58402368.46,33772308.12,24153024.90,9015870.93,41919305.94,22052701.10,0.0
8,支付的各项税费,127914866.98,118486384.31,70197189.30,48483262.68,119083980.88,118476633.35,76178801.65,41040202.61,147256801.12,119572945.19,107396633.69,68851613.94,170630809.54,169601094.42,116478504.31,72867330.81,188594602.32,165481576.38,139415243.35,103249285.71,170716278.27,119208172.27,85891269.85,41742773.13,192475969.10,146209145.35,78874177.36,39344011.23,171729536.25,151402766.95,113295067.88,70556614.62,174711723.24,143259594.80,90899178.55,48294085.01,146222538.63,106993006.51,72602407.57,32605039.57,73225439.36,69680386.13,48197803.02,15476058.91,83578132.71,74732950.91,56109071.70,17317216.41,107944624.28,81493286.99,61487101.94,28475132.04,103202940.85,87217562.13,53211128.30,37407387.45,49444452.25,64961371.50,0.0
