,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1111369766.19,734665901.74,527023751.99,265222444.78,1132861138.13,748581257.35,567134337.29,241656438.54,768305880.95,560058289.61,371622840.57,166742776.50,644910125.71,434102267.82,326705428.06,189316614.95,774714444.14,607107272.60,417216120.29,161814796.72,848697036.11,713570264.48,510914793.85,175981010.30,1065629495.92,758586341.69,519921070.43,245104733.60,880370665.24,595545791.38,380818772.00,216578745.93,939993428.00,709413620.46,476683668.80,267361973.94,886919124.79,651495626.62,422407740.92,187409588.61,830625664.31,656219304.08,611457592.19,283320278.17,949124638.16,607256782.41,454153651.10,188110841.04,882260856.91,665984621.22,459877463.66,192330504.39,810098085.93,610815692.38,384355738.42,211928307.29,788416607.52,639177053.61,458087719.06,188090822.12,830143727.03,638990444.67,387743554.65,0,684192014.06,588039808.36,383551919.06,190388260.56,669980993.77,342486853.79,755932901.79,441589887.42,865708940.51,480400532.50,879462950.35,715871342.84,0.0
3,收到的税费返还,121483967.68,90576964.68,70748376.50,31792031.08,121673726.94,81597172.57,43548074.64,34416180.87,86931553.84,62000697.94,36502729.19,19767190.82,57185353.37,42408726.76,29929580.39,14244515.36,80006935.11,73371565.00,48779768.67,24479153.14,75054427.05,69062746.45,49392230.67,23946253.73,76415720.44,62588982.00,31874946.71,18414882.63,101809568.13,71350816.69,51572960.78,32377973.41,104219424.32,81656732.67,52510898.57,38797090.06,88148996.95,72806942.60,48498931.04,27119521.33,81468629.67,73280170.29,48449424.17,23438156.23,64856532.82,50223961.36,34717153.46,14305575.77,63691214.20,55743709.40,37257426.27,18929590.65,61718780.29,52152314.60,37039988.08,19837730.22,59507083.19,40827583.56,27042165.13,18915679.58,29498073.82,8976742.91,123399.28,0,1741899.42,1421536.57,951421.29,951421.29,8827837.95,3355000.00,14744166.27,3934771.52,16872375.29,2403382.31,13095267.44,353200.00,0.0
4,收到的其他与经营活动有关的现金,28310752.27,101283770.62,38528224.78,15796159.60,26194233.80,74350221.39,98826766.95,12338130.94,24530796.12,41881812.45,22923557.93,16314495.10,11953768.06,150530461.82,31052778.18,67610639.21,45910568.22,44404919.58,25413372.62,56995481.91,45032933.01,34203987.88,26196392.37,50453309.85,45186350.01,37316244.04,27005228.63,24819178.15,43165504.56,30485681.50,6736033.89,22433701.03,39175069.04,38189332.29,7758606.89,8675953.02,11711353.53,28150521.54,21802466.84,10133856.99,23755231.23,22001643.18,7856027.29,20471012.68,21590504.41,29754733.37,23093493.31,12944273.48,9906584.23,27410623.88,6331563.78,29123586.48,1367290.48,44794402.71,4672349.63,3596170.06,69262622.69,26200720.93,18653492.87,9597366.23,15333465.94,23630142.12,26135923.20,0,81582278.04,2501136.97,314254.85,14211633.19,1610810.61,3258375.08,32014361.37,43486299.90,2954936.80,46252348.13,3420808.51,16311292.46,0.0
5,经营活动现金流入小计,1261164486.14,926526637.04,636300353.27,312810635.46,1280729098.87,904528651.31,709509178.88,288410750.35,879768230.91,663940800.00,431049127.69,202824462.42,714049247.14,627041456.40,387687786.63,271171769.52,900631947.47,724883757.18,491409261.58,243289431.77,968784396.17,816836998.81,586503416.89,250380573.88,1187231566.37,858491567.73,578801245.77,288338794.38,1025345737.93,697382289.57,439127766.67,271390420.37,1083387921.36,829259685.42,536953174.26,314835017.02,986779475.27,752453090.76,492709138.80,224662966.93,935849525.21,751501117.55,667763043.65,327229447.08,1035571675.39,687235477.14,511964297.87,215360690.29,955858655.34,749138954.50,503466453.71,240383681.52,873184156.70,707762409.69,426068076.13,235362207.57,917186313.40,706205358.10,503783377.06,216603867.93,874975266.79,671597329.70,414002877.13,0,767516191.52,591962481.90,384817595.20,205551315.04,680419642.33,349100228.87,802691429.43,489010958.84,885536252.60,529056262.94,895979026.30,732535835.30,0.0
6,购买商品、接受劳务支付的现金,1134772623.96,763082305.94,545326297.24,295727223.97,1113731017.26,688591990.14,504625448.00,256113330.20,712975693.87,493732676.05,312184515.40,147513476.36,541043983.08,371747181.98,263417392.71,231651184.85,681748263.14,549129493.95,359064987.29,185573870.23,834325319.59,726269462.45,494808745.33,163337713.68,983473818.54,699080252.84,509472266.58,250624246.26,825123755.04,550153971.98,349248892.66,210400144.09,955858081.32,771180798.14,491640833.98,321845617.07,901206834.86,676835895.94,423763001.26,193048136.02,780171199.85,610989224.24,523929178.84,231712442.26,972782369.11,596647293.70,436092603.99,178656097.22,830670122.44,646004044.90,406274316.68,182663785.30,774266435.81,641064853.85,380343533.09,220120540.51,846270083.40,705666162.68,534769168.59,274548315.21,727008046.32,520179689.30,304919220.12,0,563976643.90,520981005.78,301822403.69,138342541.04,661600958.25,360105712.46,601789317.22,415341174.25,568840129.07,378109020.13,611013052.82,687644818.14,0.0
7,支付给职工以及为职工支付的现金,135239827.49,96149090.76,63929768.50,37152813.00,115150878.71,87948207.11,66508019.39,38022187.20,126606826.74,98523001.04,64866210.99,36974694.85,127399411.21,91551083.62,62342313.65,34459383.18,134043659.49,96190655.02,64377278.43,29424829.82,135295005.71,93195143.26,66847931.06,33694515.22,138057012.71,96211718.57,67212553.26,35913341.30,87176013.30,72305557.87,52579902.54,27911268.28,83078948.82,55398768.56,39861253.39,21366662.80,68886538.52,46394614.83,32856828.53,17209368.47,62048747.62,41597608.22,28188672.40,15586089.76,63295468.94,46362903.93,32050318.91,15254829.10,63804780.68,48092814.96,72101395.51,16050396.46,70321553.00,22962638.99,14616543.84,5535164.02,20841272.40,16833459.38,9493340.45,3500557.39,41838456.22,39138023.53,26745569.15,0,66395019.28,41622797.27,29054998.07,15637829.85,63568631.77,31180993.57,54597863.67,27957381.01,45510679.29,22857545.85,35278382.90,35786828.59,0.0
8,支付的各项税费,20458676.15,17953809.10,15459765.55,8715756.81,27773055.66,28437235.49,19345214.09,5319556.86,24209547.78,22537981.97,18676704.30,5490315.93,24230560.29,27342617.90,24298138.55,6984581.50,28629181.19,24439795.86,19410400.99,8515719.00,59856847.54,46585131.38,31107102.69,14796795.05,52727066.46,46590115.45,30872824.78,6544816.07,28270394.28,22081896.74,17396737.29,5242491.65,25410587.87,16333554.49,13071980.73,1179339.61,26906777.41,19530520.61,9000100.55,2387262.42,19931102.49,8544668.95,8664320.90,1516958.41,20185227.24,13771309.55,13794047.39,3865881.53,14708400.13,11924843.10,9538462.60,6280073.07,10950881.76,4703646.04,3686982.51,1495462.46,3421586.87,2711144.29,2793633.88,1098378.03,11634515.53,10501607.31,7791750.66,0,26966431.20,21211856.91,15309425.81,7970169.39,33979118.72,18699142.04,56951033.96,22724417.02,51965088.07,32494951.63,84595373.45,30356152.56,0.0
