,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,43900894.12,897274274.57,677098298.51,342245144.97,132339639.73,693429357.03,624130102.78,319121895.19,89500272.02,735339304.58,473734803.36,278537627.66,114072027.76,819699402.23,524537155.54,333503304.09,110649356.51,750347434.09,532815621.54,264126739.75,77591708.15,714948875.21,374381956.43,224210916.56,78673548.93,676182908.38,382742961.41,246253439.31,83366988.85,863037758.52,607444830.43,385037844.29,223923192.33,512916112.98,431513556.43,209897240.59,72165217.88,549526100.50,300972070.39,157710796.39,52596108.73,578649691.01,221890746.81,128132121.88,77955841.67,348990866.59,196999316.05,129224953.01,48953086.62,325105165.98,230127201.33,137484503.11,45138342.78,287887306.81,192377494.77,111409300.07,45544138.84,275054004.12,195755375.51,112231554.19,37639809.37,150563377.61,63769957.42,42127369.84,17528786.89,82384751.18,58756992.37,36112568.89,22230401.56,94206020.77,40323295.82,98678812.35,46700442.89,104693058.76,46134060.57,85099061.24,34337248.45,85920375.26,37755708.36,0.0
3,收到的税费返还,25030.92,3423748.90,74397.87,177.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.02,0,0,0,0,0,0,0,0,0,1195067.08,1367279.07,2402729.71,1489978.23,2351274.35,1071143.52,0.0
4,收到的其他与经营活动有关的现金,7823094.17,17149324.08,24803592.45,23806106.89,5860889.90,27913371.93,11238265.69,21224731.51,2610461.23,24122208.01,14585795.86,2323067.64,7537699.60,56574478.59,56239802.07,23486768.02,3459346.87,9746759.67,34390473.78,18070549.13,15765452.27,4752148.67,21885797.33,16224164.76,3236082.63,23481627.18,49292230.76,38332103.98,4139740.99,15292366.71,63022239.59,34211007.08,2583513.50,12033347.23,48737849.57,39158566.38,12924556.93,17417581.84,78096617.58,54611274.76,36165061.11,30210776.16,182267524.35,89908788.45,16688089.42,53382595.46,162034478.81,35402416.31,15336586.70,58301966.61,57514523.25,41209328.03,22045360.34,50599741.88,36645630.93,22274793.48,10600613.97,77766380.95,42723734.74,22356417.59,5687703.32,17128215.36,23396015.59,16795912.60,8266445.61,11272192.56,8304076.36,7877958.86,4867638.42,12518846.15,10569812.74,12074357.30,8059444.86,7318902.56,6458540.38,26617251.88,2953399.37,2298929.35,282307.00,0.0
5,经营活动现金流入小计,51749019.21,917847347.55,701976288.83,366051429.44,138200529.63,721342728.96,635368368.47,340346626.70,92110733.25,759461512.59,488320599.22,280860695.30,121609727.36,876273880.82,580776957.61,356990072.11,114108703.38,760094193.76,567206095.32,282197288.88,93357160.42,719701023.88,396267753.76,240435081.32,81909631.56,699664535.56,432035192.17,284585543.29,87506729.84,878330125.23,670467070.02,419248851.37,226506705.83,524949460.21,480251406.00,249055806.97,85089774.81,566943682.34,379068687.97,212322071.15,88761169.84,608860467.17,404158271.16,218040910.33,94643931.09,402373462.05,359033794.86,164627369.32,64289673.32,383407132.59,287641724.58,178693831.14,67183703.12,338487048.69,229023125.70,133684093.55,56144752.81,352820385.07,238479110.25,134587971.78,43327512.69,167691592.97,87165973.01,58923439.46,25795232.50,93656943.74,67061068.73,43990527.75,27098039.98,106724866.92,50893108.56,110753169.65,54759887.75,113207028.40,53959880.02,114119042.83,38780626.05,90570578.96,39109158.88,0.0
6,购买商品、接受劳务支付的现金,122671355.16,825939296.61,630152948.09,317799000.27,115679790.31,662433154.15,603430566.79,326825092.95,114984314.55,770863508.41,540084731.30,327986543.23,147616003.66,816445524.30,543996761.73,363627397.24,161791982.28,752253351.93,469792608.53,246650934.20,69781660.84,621154659.01,326601390.11,196588577.66,69231416.43,579752292.24,342856343.27,234425457.39,61473440.42,637756025.25,443854583.58,247999938.90,65370657.05,285039057.52,221039034.97,112328719.31,61866985.20,497056869.20,256608386.89,139199183.56,42093581.91,304207310.27,156130866.42,90383309.41,64668239.80,269119201.21,148445658.72,97256298.47,41526834.32,212755460.13,148545265.54,93118771.64,37353167.27,217878131.07,152161254.85,85092503.69,37851361.89,221074626.84,149215130.51,82442274.74,28353386.30,66474179.29,26103853.29,19460830.92,9261908.72,27816800.89,19830291.99,13299683.02,7567970.72,27159954.13,16927284.98,19288276.80,8574402.45,29037967.57,9996437.61,14759905.42,9878974.44,21523713.21,18017766.58,0.0
7,支付给职工以及为职工支付的现金,14045492.99,62752066.64,47563635.52,32335547.75,20579451.16,60438899.54,39901188.66,28939215.76,15110402.75,58709876.31,39626145.33,30589268.16,14944330.18,57077441.68,46649822.74,32964634.96,16877451.94,58394092.65,48836374.16,31884263.91,17409814.91,63470727.58,48328612.82,33516745.10,17837147.21,65970845.48,49709170.63,34351255.11,17738469.19,79566741.55,49847047.67,33521682.91,9125096.42,63600598.91,39246842.57,29794985.85,12625165.68,50968304.98,29872726.74,20280795.67,10146827.67,56659274.60,31612944.10,21717674.15,11030674.25,42046146.58,28745170.80,20761959.53,9592296.15,31717979.76,24152142.25,15516703.76,7789270.40,29841041.18,20285340.19,15647102.49,8095923.24,31967922.82,22565023.86,14378516.07,8021971.92,26250081.45,17802435.42,11742458.43,5754130.86,24101629.05,16585460.99,11785010.54,6348397.34,22296598.11,10157916.08,17863933.50,8437035.03,19236521.13,8175474.84,16824757.39,7772095.49,16373632.87,9050084.91,0.0
8,支付的各项税费,2704319.49,40042229.28,38287486.05,34573291.02,32042609.09,12175665.43,10518026.74,6225648.46,2920302.80,18134339.46,16302985.25,15662985.25,5577163.33,17407396.97,21705717.97,9957082.53,2159346.87,14650297.00,11691989.11,8683142.21,5371892.29,14945929.23,12397382.77,9181379.89,5024787.15,16752658.18,13127723.35,12185887.50,3191818.18,47465672.44,31675367.99,29694974.03,7067538.63,42587296.43,23537314.04,18221012.03,4969428.29,24955521.28,21177306.07,16069949.72,8017473.16,30121484.53,10839181.69,8170755.00,4907932.79,12648058.97,7980754.28,4183018.84,2011858.41,16365597.55,12054652.35,7789745.25,3868936.73,12236920.90,9065159.20,7284163.29,1595012.96,23803760.88,15745888.28,13115450.98,9294307.55,9926182.06,5719608.51,4337924.96,2079438.33,7392366.21,5685956.16,4215482.24,1423067.17,9345030.41,4014044.79,11829090.82,5462558.01,13646562.19,6479327.91,14330421.62,5647742.48,11985307.10,5311027.55,0.0
