,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,38025699279.92,23534966566.71,12332241699.21,5079477317.34,26530351461.89,15772511735.28,8099343441.47,3826244737.24,23041839397.88,13743263466.74,8353603853.06,3561045150.17,21723031543.03,13770325937.04,8319984978.02,2920014121.57,22586268941.45,14261021357.55,7557903976.28,2958919206.22,16779082839.49,9824907157.27,4892519660.79,1289264863.00,10939511145.10,7293945859.44,4278687491.47,1615845843.91,11337930664.64,5784589345.90,3380705396.56,1107941680.66,11084303883.01,6415889447.95,3834993698.87,1734841243.80,14558734866.62,7650302187.49,3429123089.21,1414112448.53,11570669463.34,6834003763.98,3973479778.77,1178042101.08,7066400009.89,3526520177.18,1951448182.57,762207176.74,3788824504.86,1747196281.48,1127563828.60,593766185.25,1602795343.08,538601164.99,263628690.18,0.0
3,收到的税费返还,1098909844.62,891619653.12,533741264.73,288708716.05,250206061.06,183147398.25,102086190.83,36622861.24,308144140.02,223479188.91,132588844.70,72500695.20,255213775.27,171493155.99,94209586.40,43788002.64,239290545.63,161273653.72,117972786.28,77424468.95,213486933.59,139160281.53,120008518.57,62574579.66,164563965.43,101538561.66,62382513.61,10512764.19,182765552.46,136381954.98,78155636.58,28226581.69,141382072.20,118206038.07,71302621.07,14692795.08,17203313.61,45637614.81,42642649.01,7124808.40,8899254.79,7177802.59,486124.44,0,0,576045.00,576045.00,265644.61,0,0,0,0,0,1537145.51,3963043.60,0.0
4,收到的其他与经营活动有关的现金,1138283814.17,669542326.94,425140526.84,202879612.26,980085673.92,379625181.60,356197525.04,127049917.10,1020780045.56,732149211.24,490233845.23,225813894.03,709691258.86,621308032.62,222988415.41,91209425.32,1055454797.49,842790359.19,740622150.37,302279853.93,445811790.99,273955974.52,194743996.45,82226862.28,314592100.64,209334301.31,161576745.98,108706034.89,277683531.26,436343131.26,227190316.24,51247545.56,295302677.98,344003993.11,253641046.66,177438753.85,95140212.34,91247377.66,105746871.91,86947854.00,133648090.62,72369575.67,132595205.15,96057117.40,63593210.50,114322594.99,67224448.20,95740193.27,10004686.45,18046406.17,2769904.99,2036003.55,6887921.48,1788945.99,10181968.90,0.0
5,经营活动现金流入小计,40262892938.71,25096128546.77,13291123490.78,5571065645.65,27760643196.87,16335284315.13,8557627157.34,3989917515.58,24370763583.46,14698891866.89,8976426542.99,3859359739.40,22687936577.16,14563127125.65,8637182979.83,3055011549.53,23881014284.57,15265085370.46,8416498912.93,3338623529.10,17438381564.07,10238023413.32,5207272175.81,1434066304.94,11418667211.17,7604818722.41,4502646751.06,1735064642.99,11798379748.36,6357314432.14,3686051349.38,1187415807.91,11520988633.19,6878099479.13,4159937366.60,1926972792.73,14671078392.57,7787187179.96,3577512610.13,1508185110.93,11713216808.75,6913551142.24,4106561108.36,1274099218.48,7129993220.39,3641418817.17,2019248675.77,858213014.62,3798829191.31,1765242687.65,1130333733.59,595802188.80,1609683264.56,541927256.49,277773702.68,0.0
6,购买商品、接受劳务支付的现金,26894225097.12,19289208584.33,12917992194.82,5571192671.71,17619226278.32,12678947753.13,8115466126.76,3811073683.42,15098291633.90,11140315093.50,7599263069.90,4212897127.78,13909310534.96,11158920629.83,7434024097.80,4231624662.39,14092817312.90,9939547112.23,6237908138.47,3687809963.78,10785975647.16,7641912059.30,6187555873.96,2520012532.72,6952155004.38,5165080707.58,4417362572.76,1818293770.79,7403369147.85,3513422168.12,2904452367.51,2289137076.01,12855197754.23,11506247760.14,8255945718.98,4707941722.77,12315285912.75,7818334253.44,5057880958.93,2787276304.76,9098734154.83,7158001770.80,4875917818.38,2666467766.38,5569269125.88,4317306054.32,2507147808.14,1220967621.76,2963444524.28,1911568401.93,1009190661.94,416361529.11,1351018583.79,451660317.48,229734039.69,0.0
7,支付给职工以及为职工支付的现金,2667047131.41,2023180496.11,1440352478.58,856151476.35,2548480589.08,1957201613.02,1385416922.39,850752050.92,2110132735.95,1620131456.44,1183928586.47,801888870.93,1627063117.92,1283434490.77,959895272.76,666828589.25,1206615058.80,947337537.85,683137382.20,463445080.40,830752928.46,581744524.48,412085730.79,247128991.64,638060514.69,473441506.80,331024832.81,200654097.24,580015847.58,454594188.59,324552201.28,194745771.55,587914049.23,443680142.04,305728663.51,198815888.29,289476541.56,306495071.58,201423525.30,127078814.26,248655576.69,161409215.01,130829912.50,95506153.90,171666892.96,172700401.35,146253377.45,91005856.93,74308919.55,62458830.47,60265972.31,15660266.75,30432737.98,11979519.22,7685126.09,0.0
8,支付的各项税费,1412537930.50,1016839199.57,665900609.62,301413864.70,1565561111.73,974121841.01,552575692.87,295902951.70,1888874947.37,1317130464.26,772234018.08,559216987.29,2039838262.07,1527358462.17,1196576046.74,528588887.25,2207960739.37,1239259658.10,716668071.16,371813573.72,1273591348.05,825045477.90,459581439.62,288020725.53,811800764.48,470569155.70,381520481.97,246862189.37,590303646.21,447611782.74,322973802.83,171357876.36,1327037260.58,1172951329.96,928415117.10,660576430.66,1253987479.83,1018715940.73,741674767.92,493480087.00,483624151.54,455384818.90,358318322.43,215917763.41,233959867.20,153093384.77,124927549.11,78207629.77,70709945.91,43517711.81,39806439.58,38430040.39,40696083.19,30938863.11,4654279.70,0.0
9,支付的其他与经营活动有关的现金,3360299900.23,2351316197.92,1439579678.38,946161267.51,2902020705.35,1776809556.81,1185330380.01,611056297.12,2250015457.00,1645764487.86,972532075.46,528606763.30,2009181913.58,1660240069.76,1147911311.20,416949195.99,1597492940.37,1232172872.56,570329309.37,251140719.13,1718679049.30,1245894620.07,861204824.14,287835759.52,1086601986.55,881561570.68,593648541.84,200898076.71,724753287.75,646294043.23,274591181.79,119291483.79,884281438.50,598445515.77,386511179.95,284591491.50,625917012.95,536760027.39,322596121.44,228163795.78,555011964.48,418027905.18,232896378.58,133770232.23,277364108.08,184398211.20,74836169.04,60543081.35,143513587.82,22535733.62,12194195.43,19889839.14,53636868.65,24148393.71,13644191.27,0.0
10,经营活动现金流出小计,34334110059.26,24680544477.93,16463824961.40,7674919280.27,24635288684.48,17387080763.97,11238789122.03,5568784983.16,21347314774.22,15723341502.06,10527957749.91,6102609749.30,19585393828.53,15629953652.53,10738406728.50,5843991334.88,19104886051.44,13358317180.74,8208042901.20,4774209337.03,14608998972.97,10294596681.75,7920427868.51,3342998009.41,9488618270.10,6990652940.76,5723556429.38,2466708134.11,9298441929.39,5061922182.68,3826569553.41,2774532207.71,15654430502.54,13721324747.91,9876600679.54,5851925533.22,14484666947.09,9680305293.14,6323575373.59,3635999001.80,10386025847.54,8192823709.89,5597962431.89,3111661915.92,6252259994.12,4827498051.64,2853164903.74,1450724189.81,3251976977.56,2040080677.83,1121457269.26,490341675.39,1475784273.61,518727093.52,255717636.75,0.0
