,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,36068741815.20,24695558593.41,13984322966.80,53127007517.59,38332500611.60,23967144169.33,10221825083.10,34072568755.59,24454634769.02,15435753640.63,7181114680.67,27587656699.53,20047027194.05,13066307957.12,6669739054.26,27122696878.19,20601886021.89,12608201960.20,6536584555.17,24757907047.49,18126595746.39,11201372176.61,5694546137.21,22950129588.11,16743782794.39,10374663207.80,5150222263.08,21072016581.92,15514150070.92,9325298736.68,4418387722.20,17227336845.76,12535574142.22,7355769279.55,3148370171.94,14012724787.07,10252058579.62,5674515139.77,2456871406.10,7438212144.89,5956472636.78,3685976963.63,1887749095.29,7814071967.00,6101825129.98,7975630292.88,7252877780.99,0.0
3,收到的税费返还,3645803.39,3252250.75,213782.52,4372837.38,3092791.75,1725095.57,955033.98,3170666.81,2080928.06,1560231.08,458.13,3416901.22,3178524.16,2824518.37,159188.75,1400294.77,643253.93,579848.67,0,4141114.55,3096914.30,2321097.86,794681.87,55429111.99,36724925.56,36427648.52,20343875.79,96301894.01,19706067.93,9641675.88,984886.87,963286.85,1688887.23,1272619.03,2020184.60,1777774.99,390602.56,7124640.98,195916.60,164899.32,191500.41,123304.97,738157.57,649812.17,493800.28,128914.28,1743021.00,0.0
4,收到的其他与经营活动有关的现金,405083722.33,335635512.29,196400248.94,1596815436.89,1031109729.64,694441570.26,131591566.34,1495011178.75,1464506343.81,1053124631.72,43824102.59,790958078.11,738890891.24,364429666.02,138736374.80,642878445.22,458735453.83,283474381.66,146121631.97,577901871.86,620100153.98,273822731.43,436347707.33,575332129.37,825943129.72,528720948.98,253723827.27,508211421.58,661081617.91,466085754.75,293091793.71,437504843.38,533246336.01,368603698.00,243423541.90,352816079.74,427734428.73,283799707.94,161655876.19,244384195.31,172036959.57,75684080.54,132700064.26,348905693.55,504283935.67,547586468.56,374876327.77,0.0
5,经营活动现金流入小计,36477471340.92,25034446356.45,14180936998.26,54728195791.86,39366703132.99,24663310835.16,10354371683.42,35570750601.15,25921222040.89,16490438503.43,7224939241.39,28382031678.86,20789096609.45,13433562141.51,6808634617.81,27766975618.18,21061264729.65,12892256190.53,6682706187.14,25339950033.90,18749792814.67,11477516005.90,6131688526.41,23580890829.47,17606450849.67,10939811805.30,5424289966.14,21676529897.51,16194937756.76,9801026167.31,4712464402.78,17665804975.99,13070509365.46,7725645596.58,3393813898.44,14367318641.80,10680183610.91,5965439488.69,2618723198.89,7682761239.52,6128701096.76,3761784349.14,2021187317.12,8163627472.72,6606602865.93,8523345675.72,7629497129.76,0.0
6,购买商品、接受劳务支付的现金,18213987737.94,12286704528.58,5808308751.80,36160574010.01,25152523914.70,15605677450.25,5865112061.59,25406751076.48,18193380012.17,11455998502.58,5249950718.87,22343981234.02,15940205840.25,10204710962.91,4873272316.93,22172553744.46,16794636932.49,10223422065.45,4883567071.13,20068313923.25,15211192639.24,9309223136.14,4418036416.16,18720881979.31,13774491908.92,8352986473.66,3818054822.23,17648433082.50,13319120157.03,8003918187.61,3637046615.23,14727291268.94,10973212136.85,6429517656.94,2756159814.84,12234603836.74,9150082339.81,4941781533.72,2042795792.40,6083199990.45,4943878742.04,3101786026.52,1482411510.29,6643506222.35,5284528131.63,6743771114.26,6299755128.37,0.0
7,支付给职工以及为职工支付的现金,1623905231.57,1109090328.53,635979095.41,2436630173.70,1950046999.21,1209051308.19,627317933.88,1690569813.03,1277174462.72,836651871.86,485474243.31,1395367796.86,1065673242.61,756604819.61,417669011.74,1328973123.46,985865383.50,675458287.06,353225805.03,1163530068.32,809170714.49,566438777.07,335716632.76,1035259774.59,720581140.08,474086741.82,276319823.39,888590857.39,614061826.59,383614433.54,217629182.54,722731049.68,509506853.24,332865105.47,171432924.72,527907824.87,357913981.57,229335064.29,112175393.79,413664835.17,283380910.51,199276010.22,106512011.75,422706062.24,293606546.76,332560857.54,268992332.33,0.0
8,支付的各项税费,2222328238.85,1817884035.69,613161673.53,2218511916.15,1682826062.40,1314906648.43,340400945.21,1182370292.79,790812002.71,561943037.99,187978003.64,1096999265.45,810331518.58,593261371.80,207536075.29,963947929.44,764038731.85,584169377.16,196319473.02,846298553.69,689187296.41,531268278.35,167593697.28,739395785.27,591065445.96,433903822.03,122849935.56,648870691.11,526738915.42,411638668.78,131965520.80,427466678.39,309689076.32,200837707.69,67394310.73,235516424.70,180554353.70,110354254.03,40367615.28,176377798.40,145881133.01,106814826.90,37449562.16,240875188.79,179670853.63,206006859.18,126733209.53,0.0
9,支付的其他与经营活动有关的现金,10828719923.60,7344436699.06,3471568502.51,11190254474.46,7180617601.55,4323745791.29,1384550626.33,4273930978.57,3294730359.32,2075469533.21,1016566315.81,1609154818.31,1666571396.00,951753213.76,399794909.81,1730584712.55,1391878840.73,853102293.66,551792397.42,1765968266.85,1070820892.48,696142266.99,667935298.16,1615131875.85,1406207062.01,973943365.63,552748979.57,1218062704.16,1131040199.45,603357102.07,420092353.48,1236365443.61,984363530.70,666360427.17,400200835.55,915456257.81,767365472.83,586983693.60,319660685.48,847978119.45,699077662.54,431384897.73,200203354.70,667230332.80,742200099.19,612651730.51,679951148.00,0.0
