,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,6389994546.71,4732241333.67,3278543855.94,1818481360.15,5740373614.76,4373373420.92,2899952281.31,1516326742.56,4612401309.65,3033026398.82,1908924562.07,1031997294.07,4126878969.15,2969961958.47,1946702280.97,993917352.30,4219953272.36,3103106557.25,1963335093.44,1161773763.68,4787358409.30,3363083486.10,2020817887.52,955847714.11,4232108141.46,3069411639.20,1978725463.81,1054740854.51,5057581864.03,3425580044.90,2362690500.91,1292575699.26,4750066181.33,3104747836.46,2004802989.76,836862642.14,2669806686.53,1808499203.44,1259047728.99,681786880.06,2383377529.38,1258939179.13,927649433.00,377621525.85,1766465714.11,1277360129.28,858540815.74,408457814.77,1562831060.66,1126733225.27,774915414.40,355441982.99,1470204970.87,958005166.52,639080840.60,259623553.09,1342188326.99,1000657698.43,713077632.27,378240385.32,1048558107.94,715482468.09,424311865.75,102641068.82,727674419.02,454239201.96,330760799.44,79564773.00,588282802.49,281681342.49,757574000.00,0.0
3,收到的税费返还,48247129.00,31839973.80,16757146.97,6757824.87,23810162.40,11520949.69,7067595.75,2695227.57,22070696.02,7910964.41,5235972.09,3075831.74,14903371.49,4511577.82,2676872.02,147054.76,6330657.89,4520638.30,3222301.38,1045305.77,1250482.98,25602.98,25602.98,0,1545418.45,1239010.42,782353.94,181777.67,2362851.64,1908067.17,1202117.06,701248.10,8986969.03,4033726.58,3632532.21,2098967.78,6417236.27,4319171.90,0,0,2167551.31,0,0,0,1918750.86,29576.00,29576.00,0,3987429.09,786971.52,0,0,0,0,0,0,849539.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,139108455.72,118329225.67,111016109.01,28206863.83,123918704.08,66999109.84,59269465.76,28350338.53,73066501.47,57265304.96,58464321.66,24765963.86,52954677.83,54374976.34,53600638.69,28094656.36,100382581.21,49839575.01,45712795.00,45990512.07,93367085.53,62236157.65,29517779.46,6386970.20,80504740.54,21840569.02,16054450.60,28045472.80,61218472.45,45263724.80,17585721.27,22648282.33,155638836.37,79030226.31,65292740.17,40651672.37,98473049.87,37075225.79,25822349.41,1707493.09,24433352.91,12341541.50,5729069.17,2548683.48,34321069.55,10676687.86,3175085.73,1963666.78,6023856.36,10439282.58,3441045.88,1658561.90,47221950.97,15340186.19,12819971.35,17931778.91,204373568.14,5507327.58,624589.88,170421.11,12017332.13,2540601.01,23093281.48,1855808.82,7102696.67,6039023.64,987150.09,9144948.79,26274081.38,828824.98,907333.45,0.0
5,经营活动现金流入小计,6577350131.43,4882410533.14,3406317111.92,1853446048.85,5888102481.24,4451893480.45,2966289342.82,1547372308.66,4707538507.14,3098202668.19,1972624855.82,1059839089.67,4194737018.47,3028848512.63,2002979791.68,1022159063.42,4326666511.46,3157466770.56,2012270189.82,1208809581.52,4881975977.81,3425345246.73,2050361269.96,962234684.31,4314158300.45,3092491218.64,1995562268.35,1082968104.98,5121163188.12,3472751836.87,2381478339.24,1315925229.69,4914691986.73,3187811789.35,2073728262.14,879613282.29,2774696972.67,1849893601.13,1284870078.40,683494373.15,2409978433.60,1271280720.63,933378502.17,380170209.33,1802705534.52,1288066393.14,861745477.47,410421481.55,1572842346.11,1137959479.37,778356460.28,357100544.89,1517426921.84,973345352.71,651900811.95,277555332.00,1547411434.35,1006165026.01,713702222.15,378410806.43,1060575440.07,718023069.10,447405147.23,104496877.64,734777115.69,460278225.60,331747949.53,88709721.79,614556883.87,282510167.47,758481333.45,0.0
6,购买商品、接受劳务支付的现金,2615594656.01,2558482933.87,2000034887.85,567284031.40,2315104331.75,2422696391.77,1659096652.67,771387556.28,2221710333.89,1722104046.96,1035824997.73,711075714.69,1623473439.42,894940080.78,656081711.36,342025882.47,1679589540.34,1223799331.38,882451591.41,564700931.17,2115552066.06,1416366464.40,979099117.91,479452850.25,2134440102.01,1598965514.29,1239047483.13,844962753.22,2795028683.12,2160112200.70,1784173430.23,1040026032.05,4148093493.00,3062168758.06,2088108479.19,972000414.32,2530068923.92,1964443233.96,1343677266.21,670410456.18,838741284.46,570305189.89,192607388.24,143850416.39,1310516293.29,909335136.90,589808789.70,299648538.95,767782859.15,583292035.33,361423222.34,121721918.17,911546472.95,594885991.14,363705368.54,179164745.46,974115637.65,709842026.75,375624331.34,168012729.53,424072783.24,267614156.70,138777257.86,103235306.10,303422343.03,210816688.39,207944618.61,83879177.84,144215845.15,126983517.80,288580503.79,0.0
7,支付给职工以及为职工支付的现金,660037214.25,363942399.84,239407114.61,126322691.70,591368942.83,347798806.64,235378346.32,123451808.87,558735956.67,306187561.64,232345744.63,96723506.33,505808084.67,304912605.67,194210566.44,89641923.32,499340425.40,285786543.58,186545007.73,78999592.78,441851582.85,248631330.50,140353876.88,73542238.45,424305666.27,230594506.71,143476953.70,62701451.14,373892985.34,223658178.43,135071790.58,50589054.95,345437168.08,243558837.14,125521717.59,67539690.93,215716832.98,134789527.40,78026552.92,34879718.21,190463581.53,96628148.67,63396274.09,32498444.60,214118033.08,147636165.80,110132921.41,53911512.46,248374494.45,151478001.43,93596954.12,45951060.77,212140174.83,139297740.79,94652330.39,46487806.36,183237123.34,124621722.15,83476400.55,38616643.72,176771554.88,111175757.35,68039968.74,31031695.87,152177942.48,109866352.08,57191855.13,28527864.39,118682821.93,48416856.20,103363736.54,0.0
8,支付的各项税费,446807930.99,347562714.38,263338817.51,161717931.81,348354727.55,266652176.17,176882251.58,132556274.96,321354253.22,251336110.78,159123161.13,115446539.44,424085958.85,347648433.82,258793196.82,143290338.20,376527003.94,276440260.83,175810167.18,112787936.51,338506117.77,242905340.18,125388009.27,56408230.09,211550353.23,140125799.24,116529877.58,69739265.97,159427932.75,110591722.64,84572409.04,47879643.64,154764246.28,114951104.36,87395084.78,49425364.34,116725591.26,107807346.17,72949850.58,27484414.14,202451727.62,157739716.42,112796120.65,54684586.56,165854588.51,146946045.83,104836035.52,55212806.78,170743084.59,135698027.98,95801957.17,55220568.56,132403097.24,98787516.47,69053420.87,31900206.70,112338388.47,81791934.76,68059640.80,46839189.89,133570817.21,119209027.34,88172925.33,28100647.32,169010144.15,122215231.13,91250288.33,46060729.43,132405823.85,62388604.68,170866394.88,0.0
