,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19981231,19980630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,16873540942.11,11967117876.85,6545656470.58,23956452589.17,19085775752.37,13437365561.60,7476271940.88,28209357114.30,21507880542.35,14940493267.44,8147558671.13,29949538594.98,22680676386.07,15807824417.70,9040084682.00,32686877981.49,25213777427.71,17406106661.14,9765133949.28,34862955721.54,26440373854.59,17950250276.00,10527525749.34,36241949918.71,27614396094.92,18838541322.37,10873006369.76,35848723535.44,26197235722.78,17461331730.34,9980906583.14,34725854220.61,25551812426.21,17023579651.60,9662140798.78,27769226247.82,19705320513.39,13151720573.00,7241815401.56,24436528714.01,17335665348.63,11127439708.06,6499954310.69,22200474256.05,16456325596.15,10322221142.91,6565902692.16,17391643972.84,12608390887.05,8131954774.95,4786102588.48,12875379096.85,9248628537.08,6054906912.80,3591821035.89,10055465559.62,6629873608.66,5057791516.21,2759494394.88,7446373744.62,5150823651.68,3660181252.20,1888450008.75,6100671687.17,4669891894.04,3155651105.48,1641188660.98,3495325001.63,1543855078.70,2268919124.79,929434138.38,1617657522.15,796715951.21,1416478524.18,975624127.69,364991300.68,0.0
3,收到的税费返还,2549999.99,3458168.29,531928.61,11341545.20,20097401.50,440514.11,189929.24,1769582.37,1221881.29,869104.06,610492.52,6902453.78,3253954.88,3021207.21,493423.02,5341160.95,2992662.87,45373892.20,828388.86,5853787.19,5164029.18,1362868.37,153520.35,17597806.41,9212178.30,9187202.16,6707808.25,18553123.94,12588822.55,8608912.21,3635022.38,20645523.01,9384530.48,6894594.45,4630215.30,13775908.39,4718060.65,3409623.07,1427024.43,24068745.73,12382135.21,8643047.68,7477144.83,12999012.36,6440804.84,2390812.12,541803.66,20666132.33,3971511.90,3619321.49,0,12509636.08,2249591.90,2249591.90,0,11155608.46,0,0,0,0,3335560.02,1268993.39,0,0,1372183.24,1372183.24,172183.24,11405137.83,2070000.00,22774700.00,5167000.00,16635975.39,0,13551000.00,12599000.00,62209688.54,0.0
4,收到的其他与经营活动有关的现金,4310157321.01,2982897436.99,1700166150.32,6100603920.38,4318730794.11,2963333061.25,1421557690.25,5868056012.02,3810967091.10,2721986006.35,1131248115.09,5295983451.99,2973652501.58,2107997952.57,1210199361.46,5923936993.94,2714318487.91,1861021301.89,1031512081.08,4695958908.75,2107326821.89,1441123864.42,675298277.03,3678608224.54,1994785736.93,1399508706.49,622132517.28,2607827557.57,1630940300.31,1124974601.16,483320523.08,1690241065.03,1301571215.78,1022738513.88,465665924.73,1101376729.64,933263639.35,759610940.27,265283323.68,787969263.74,910531144.32,837457821.03,207720811.22,695494567.82,862863433.35,747387176.14,320229616.15,831777787.38,844712893.56,635651482.48,198652389.66,670808280.01,582658776.66,448439881.58,158326955.98,475633817.30,331792601.35,245064434.15,71747627.07,519910369.48,195243520.80,191612576.51,95182242.20,294835951.76,315753280.25,159843352.50,67961953.71,218806922.13,75919655.81,101760235.19,41959791.90,131903270.44,5261943.30,17345654.70,13182848.99,7056340.72,0.0
5,经营活动现金流入小计,21186248263.11,14953473482.13,8246354549.51,30068398054.75,23424603947.98,16401139136.96,8898019560.37,34079182708.69,25320069514.74,17663348377.85,9279417278.74,35252424500.75,25657582842.53,17918843577.48,10250777466.48,38616156136.38,27931088578.49,19312501855.23,10797474419.22,39564768417.48,28552864705.66,19392737008.79,11202977546.72,39938155949.66,29618394010.15,20247237231.02,11501846695.29,38475104216.95,27840764845.64,18594915243.71,10467862128.60,36436740808.65,26862768172.47,18053212759.93,10132436938.81,28884378885.85,20643302213.39,13914741136.34,7508525749.67,25248566723.48,18258578628.16,11973540576.77,6715152266.74,22908967836.23,17325629834.34,11071999131.17,6886674111.97,18244087892.55,13457075292.51,8771225578.92,4984754978.14,13558697012.94,9833536905.64,6505596386.28,3750147991.87,10542254985.38,6961666210.01,5302855950.36,2831242021.95,7966284114.10,5349402732.50,3853062822.10,1983632250.95,6395507638.93,4987017357.53,3316866641.22,1709322797.93,3725537061.59,1621844734.51,2393454059.98,976560930.28,1766196767.98,801977894.51,1447375178.88,1001405976.68,434257329.94,0.0
6,购买商品、接受劳务支付的现金,14090260739.81,9906826135.65,5355715590.07,21055734041.12,17051567529.30,11410781936.24,5985144713.72,24707834320.18,18194712061.77,12636437364.03,7002905089.51,24924712701.43,18207857935.41,12234664306.00,7709002571.78,28567383325.59,21508650540.71,14756459145.23,7923942842.94,30910365830.22,22274071587.60,15408059568.71,8635990021.29,31386684964.50,23225638680.90,16032380310.85,8423275889.29,29642652270.33,21482260631.67,14878270481.18,8242663685.43,28131136215.42,20798451566.99,14082302599.66,7403130174.11,22740579636.30,16292911428.41,11417513403.71,6148272543.07,20373278818.53,14223973120.31,9486758223.92,5298124025.89,18285051441.87,13396398451.33,8956098747.26,5333148970.18,14385097785.25,11214741687.46,7063461376.15,4016686333.06,10470537104.12,7669367858.62,5083632190.55,3100246940.05,8250558993.29,5506018024.59,4124137761.21,2205008131.46,6191851640.94,4495551426.34,3237001655.08,1701556916.46,5276749591.67,4195780226.55,2806971484.16,1401250228.07,3049891434.13,1293040074.80,1816875005.25,733351785.50,1365220328.76,674729546.33,1135122631.34,767775386.83,316920901.30,0.0
7,支付给职工以及为职工支付的现金,1204060704.25,863523612.84,465020431.07,1751282140.55,1336419425.26,960567007.59,562985291.70,1882258222.25,1485603327.43,1045410794.37,596966160.74,2103626299.75,1598453448.72,1147375531.52,693473072.32,2155358692.66,1664267957.17,1197334638.11,742262517.42,2035285951.45,1556841039.40,1116191952.78,666067361.92,1957528112.48,1492971975.38,1086123095.06,654237420.88,1760638756.35,1314389490.24,912236007.13,579001604.96,1485713066.71,1165739357.38,826632158.76,468164987.77,1336620754.40,1000355216.91,738023421.53,368749839.56,1120950163.60,838529267.61,597663812.06,359635964.45,1071294354.13,808852432.61,565827553.16,311295352.50,796381200.91,580785511.07,388062374.44,227278619.47,557325935.70,368672582.66,250581856.34,114027571.32,401992313.89,252032389.79,202369576.64,106970546.46,367160857.00,239900731.79,175676575.89,76228406.17,241026563.02,145123640.10,112596136.84,64477283.81,150638045.92,78841786.00,114816514.18,49868309.43,82592278.43,39297648.95,67894887.15,40153552.39,16698073.99,0.0
8,支付的各项税费,990874776.60,768482756.89,465009515.93,1388520506.65,1055308700.42,785427218.49,503333885.40,1474251969.65,1182008335.53,905175736.54,507768485.23,1624051970.37,1213379777.48,922980759.72,537484476.01,1656853552.26,1221942443.09,929996651.32,624522944.18,1666775038.44,1164874965.70,883649773.80,582959916.51,1776512151.98,1299256400.56,1014301257.37,659124380.67,1769653426.17,1342374952.69,1082591886.75,730402173.68,1724838489.39,1254215527.88,1010299305.57,671500233.97,1234582894.13,864681680.07,708797861.68,478322145.18,1110244221.98,821630154.52,722300667.34,425522300.44,1043523241.33,789843764.01,592578154.29,387713425.99,1051783535.39,716658550.71,513616821.72,336738936.13,678046555.14,464856302.97,338189072.92,222555279.85,447090757.69,313345773.91,228842870.93,138838034.61,346273510.51,237707218.45,171321128.91,113776886.48,298779179.84,196535869.15,146098818.51,109860649.46,180848105.44,78762735.67,131508251.54,44793418.29,83814162.73,35638598.62,62654947.74,52333656.26,61698238.56,0.0
