,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,679546957.29,463073686.22,205354872.48,870620351.08,610748629.39,425095029.11,160772993.39,907828704.10,616369655.81,457767018.63,189252196.62,795219624.88,584051814.88,390977753.72,180456560.64,707128616.37,501828763.75,319047385.54,146898827.77,643276536.89,435165708.59,282880477.00,218021560.40,595824559.40,405423034.10,245625929.62,113607601.03,446190762.34,324618629.30,209707977.32,88557933.56,329613895.06,208545508.04,111695590.67,50985058.63,209223824.52,141907263.29,94850310.06,42220384.07,192628457.94,131326436.51,77356920.35,30240604.15,157444760.24,98443700.45,130855005.99,128281203.09,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823190.20,29667.76,0.00,0,0,0,43276.66,43276.66,926902.57,0,2664974.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,46376680.42,46449409.52,3774815.69,23012394.87,24823371.68,5126563.39,2489498.43,13891808.20,14684942.11,8983037.78,710631.26,13054093.73,13092632.73,6722736.72,6600653.52,23240312.16,20390895.50,15924089.95,1067614.41,11834976.17,67181377.78,51157260.00,43062036.93,47969125.94,30325898.57,5473106.62,7441397.64,22722622.45,24732473.44,17244017.91,16656086.01,10986243.78,5414311.00,3943783.16,2410188.88,9000883.46,5922707.91,4596761.83,1083723.72,2616340.60,4704440.17,638427.41,2430499.35,13929684.55,4326890.05,9716645.21,3119985.95,0.0
5,经营活动现金流入小计,725923637.71,509523095.74,209129688.17,893632745.95,635572001.07,430221592.50,163262491.82,921720512.30,631054597.92,466750056.41,189962827.88,808273718.61,597144447.61,397700490.44,187057214.16,730368928.53,522219659.25,334971475.49,147966442.18,655111513.06,502347086.37,334037737.00,261906787.53,643823353.10,435748932.67,251099036.24,121048998.67,468913384.79,349394379.40,226995271.89,106140922.14,340600138.84,216624793.42,115639373.83,53395247.51,218224707.98,147829971.20,99447071.89,43304107.79,195244798.54,136030876.68,77995347.76,32671103.50,171374444.79,102770590.50,140571651.20,131401189.04,0.0
6,购买商品、接受劳务支付的现金,182798187.62,100585917.79,62388418.60,282258661.52,222789510.89,127467704.16,64943837.68,235474077.76,159595745.03,112357865.96,71613637.83,216997706.39,193672054.80,121443408.29,43141322.16,231765735.79,228183375.19,105267235.93,64790582.70,381763577.09,280475109.05,185320531.42,135398712.62,331040190.87,192058203.50,121576825.91,54112786.05,113146696.86,96544162.37,55315262.68,28705590.42,84410261.12,52922853.47,29861214.87,12582237.20,43937090.34,30274934.37,18026594.15,3028849.39,90776949.16,79030847.61,50942495.37,26942419.69,47108401.69,36898003.41,43179695.67,23706735.99,0.0
7,支付给职工以及为职工支付的现金,194873510.71,138738418.25,45349813.40,241871682.10,177422416.58,125197774.06,40262788.43,212835785.96,143326063.39,113256578.24,44241366.39,159489784.92,117942578.77,77099159.32,39332601.01,96465300.25,71035486.86,50284746.96,20647326.72,93580200.16,69522815.03,46519194.37,32053461.30,87005411.12,64687059.61,41903091.93,23633876.52,71384305.96,49948982.70,30715086.36,14949373.26,38798814.62,25046564.08,12240492.00,5568621.24,21361055.98,14104366.75,10150435.10,4106478.42,13087170.51,10007601.98,6623849.66,3783438.83,10908668.00,7946100.52,9257337.84,5715321.37,0.0
8,支付的各项税费,52054763.78,38850783.44,18113391.30,105479423.67,82272894.80,66706217.19,18508435.58,148870901.01,92158702.04,75321127.36,34182127.93,104435440.33,44389056.33,39520577.75,14767488.86,88242741.61,59069463.70,46119950.94,19484146.08,63045812.41,34355304.17,26104422.58,22639636.44,51664557.75,32963248.22,24079812.44,10428951.48,56222151.82,46124523.87,29457771.67,17087899.28,48889356.37,38051215.68,26596177.10,14693538.47,40084848.04,32895120.57,17722611.92,11370513.73,33692781.97,25537355.77,14706240.49,6384387.29,27211954.93,19012498.73,26109717.20,21139925.17,0.0
9,支付的其他与经营活动有关的现金,96147807.31,95269086.62,35821824.03,185675292.41,143992117.19,74598629.93,35849605.85,198378913.51,179085321.63,136042136.64,42860194.72,178506910.25,140960766.76,90050727.22,57504989.98,155735511.91,94304935.76,48278087.81,19867668.01,65846254.13,98822801.82,67132818.05,68551096.89,145930021.42,121712408.25,62558931.77,29481644.90,142276497.90,71765884.73,48704743.72,21685390.97,92749813.99,56820671.80,36255102.83,13077247.58,63643331.34,36909058.73,25686310.58,15362824.11,59783777.56,31003366.01,28349074.39,14319727.85,49672370.58,41562390.48,44178376.68,31323249.19,0.0
10,经营活动现金流出小计,525874269.42,373444206.10,161673447.33,815285059.70,626476939.46,393970325.34,159564667.54,795559678.24,574165832.09,436977708.20,192897326.87,659429841.89,496964456.66,328113872.58,154746402.01,572209289.56,452593261.51,249950021.64,124789723.51,604235843.79,483176030.07,325076966.42,258642907.25,615640181.16,411420919.58,250118662.05,117657258.95,383029652.54,264383553.67,164192864.43,82428253.93,264848246.10,172841305.03,104952986.80,45921644.49,169026325.70,114183480.42,71585951.75,33868665.65,197340679.20,145579171.37,100621659.91,51429973.66,134901395.20,105418993.14,122725127.39,81885231.72,0.0
