,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1743633699.07,1180074038.33,462759110.18,2130081584.04,1449190704.24,925292848.81,424628227.94,1796946826.61,1277528875.25,811335413.81,335936260.74,1177922374.74,803047759.06,541889600.69,234540921.89,853960172.58,580862316.23,352652384.66,196359355.49,852886793.05,558680309.93,335465140.97,181716105.28,722506362.63,565941161.05,300452437.60,145510169.01,476360501.37,377481027.26,312952054.93,128901100.14,496807707.04,360839419.27,262831108.19,109022062.84,410304079.51,242180919.87,172734826.56,93230090.94,394462101.62,272387480.26,179280213.66,74224722.89,249906995.68,240535718.12,0.0
3,收到的税费返还,4726489.03,330121.46,80478.94,716083.25,0,0,0,0,813263.36,813263.36,459869.24,0,0,0,0,0,0,210.50,0,405215.34,430070.17,429746.17,41420.00,168498.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,32873870.30,39915976.51,18539007.61,86964466.67,13689977.12,37865541.93,10750680.95,37335681.49,82701012.43,35372674.15,60336993.47,145147002.43,80007634.80,86716865.28,14499746.06,250441355.52,49997669.44,62639820.10,7424189.19,32536576.69,47977410.89,38517221.04,7059653.78,114314445.36,59907507.55,54002361.28,41045966.53,132426003.01,67515917.13,41980056.15,8591519.04,95825244.36,67877776.24,30641458.05,4197780.86,10061010.91,31126247.83,15203710.03,2670269.65,9727317.06,8147164.56,3747158.67,1796114.34,6858178.25,12365401.63,0.0
5,经营活动现金流入小计,1781234058.40,1220320136.30,481378596.73,2217762133.96,1462880681.36,963158390.74,435378908.89,1834282508.10,1361043151.04,847521351.32,396733123.45,1323069377.17,883055393.86,628606465.97,249040667.95,1104401528.10,630859985.67,415292415.26,203783544.68,885828585.08,607087790.99,374412108.18,188817179.06,836989306.97,625848668.60,354454798.88,186556135.54,608786504.38,444996944.39,354932111.08,137492619.18,592632951.40,428717195.51,293472566.24,113219843.70,420365090.42,273307167.70,187938536.59,95900360.59,404189418.68,280534644.82,183027372.33,76020837.23,256765173.93,252901119.75,0.0
6,购买商品、接受劳务支付的现金,1131379528.71,711497366.62,234021087.75,1503701781.55,1125712117.05,799350046.98,388136258.40,1255547658.76,854566510.06,464702093.57,158081011.50,769010618.51,630281920.33,427927586.76,192598140.79,562817670.36,364491841.50,228795488.86,125394087.11,408493433.52,324981551.19,196585943.52,87964997.83,264072231.52,268997896.24,110427164.76,43783965.75,262616235.79,191838277.52,155003354.51,77330252.91,429668391.13,326018382.82,239963011.12,78725241.45,280448104.13,202689588.17,166218593.95,52762883.09,192986224.75,99984824.63,69149246.42,27969908.59,186027265.69,128499309.16,0.0
7,支付给职工以及为职工支付的现金,172099011.27,94339363.85,67072667.44,188022963.48,118986503.37,77325446.05,32463285.37,179321310.30,124759767.65,70474520.81,36239780.77,143788051.17,113705435.38,73999567.27,33897005.06,113467756.54,92475199.79,57970061.72,28164318.92,177314341.67,99954589.03,72175555.05,43527419.79,128821550.83,92210186.08,52445692.68,23694219.14,103721479.27,77095946.33,46661589.51,21631646.58,75798099.11,53045378.33,35197309.39,10840227.94,53566094.15,40092356.38,26347587.01,12034499.77,34875228.21,25112349.31,15509622.90,9304549.05,26276060.97,21239822.20,0.0
8,支付的各项税费,182417220.72,132495966.70,49687303.68,261309044.15,194711583.20,121377022.87,49882615.48,172168745.39,130546927.58,95079468.95,54649838.37,167244458.48,121407175.90,78098121.89,30729399.89,145813253.92,103759447.47,71564222.64,30740308.32,165676594.76,116973590.09,76178794.83,30509609.15,128802244.14,74099701.98,46600604.23,14797542.98,82553736.03,61806670.79,37174546.39,15261092.27,51977305.13,41288257.11,23854024.00,11129159.42,56483710.70,41098303.15,25481115.35,13650359.13,49414143.78,35881165.93,19541692.12,11278262.43,47208578.87,29142131.26,0.0
