,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1827780711.42,1454532674.00,976088601.54,541991636.99,2279104344.85,2283974779.45,1595554370.11,804876758.00,2650469119.93,2470220665.77,1640230104.42,873409765.45,2664269368.28,2393989986.48,1549981335.54,797559332.47,2421097981.22,2257569106.12,1495929269.70,715063998.80,2291637767.18,2250672008.57,1415425928.79,675147529.84,1813980994.51,1842340308.15,1309039197.38,566920797.74,2037229069.64,2253553099.24,1560251776.90,730549236.66,1863083493.73,2104871433.05,1377040745.15,652659726.67,1812636746.53,1833758636.22,1209278127.50,527589341.21,1589753709.86,1345904744.22,832687591.31,361345803.89,1568933779.63,1244488501.02,782321105.21,349652050.77,946921597.34,682407163.62,493486280.26,211931194.80,875751709.38,627913046.49,413474443.83,183213763.70,682150086.59,516573055.68,322499257.15,151138281.08,601854299.85,430236186.53,294596285.16,124064662.62,472260096.84,395015777.61,264693820.94,121835090.34,443305250.37,141720125.11,389241240.48,181038388.33,401936616.82,0.0
3,收到的税费返还,2676885.02,1935122.36,586032.51,254780.14,1250335.16,746096.51,708947.34,0,5934291.26,5880981.15,3055992.48,0,2690455.12,1394000.54,32375.69,11748.71,2295956.20,2295956.20,1771373.97,0,1630976.57,1630976.57,0,0,1156942.44,1184302.44,0,0,11816835.82,13330913.67,13224281.14,1300000.00,3241400.49,4591934.00,3564997.79,3564997.79,3169196.90,1376802.45,438922.97,250000.00,9834092.85,9514893.63,9514893.63,0,7844930.45,7663131.81,7169577.83,7169577.83,627147.21,796738.49,416416.00,327774.85,307991.00,77991.00,66000.00,0,147986.38,0,0,0,258417.68,220306.68,220306.68,220306.68,368684.18,197131.60,0,0,36472.40,829233.57,650076.94,0,2700000.00,0.0
4,收到的其他与经营活动有关的现金,91786755.39,74482083.00,37904692.46,12109018.28,101117289.54,55308155.07,37020858.88,25267885.44,147316650.65,49534481.49,28957297.16,13762213.90,237782962.77,48279927.92,28557138.75,17874089.75,70977966.54,47703601.06,30741582.38,14580830.66,51591395.41,29691420.71,16032026.65,6673890.49,50358554.42,23301938.11,19844004.82,10367149.33,50981939.71,29088375.12,19117767.48,10581919.10,38753900.75,26512319.54,15339092.45,9176068.39,47321133.55,26034135.59,17305938.04,8564282.21,38387325.32,21659124.45,11995989.33,8620796.65,11254714.98,39295614.27,13461285.01,9267934.28,39217298.33,52220899.33,3280233.65,179297.91,8955427.98,32202758.81,22739615.54,9314728.12,74636238.62,28535482.22,35578966.96,19681486.09,35705852.59,19323149.51,18651173.21,1242400.00,55059966.57,7076312.83,6485441.76,86686.44,4350745.28,9334170.82,3649940.87,3766462.59,17627071.11,0.0
5,经营活动现金流入小计,1922244351.83,1530949879.36,1014579326.51,554355435.41,2381471969.55,2340029031.03,1633284176.33,830144643.44,2803720061.84,2525636128.41,1672243394.06,887171979.35,2904742786.17,2443663914.94,1578570849.98,815445170.93,2494371903.96,2307568663.38,1528442226.05,729644829.46,2344860139.16,2281994405.85,1431457955.44,681821420.33,1865496491.37,1866826548.70,1328883202.20,577287947.07,2100027845.17,2295972388.03,1592593825.52,742431155.76,1905078794.97,2135975686.59,1395944835.39,665400792.85,1863127076.98,1861169574.26,1227022988.51,536403623.42,1637975128.03,1377078762.30,854198474.27,369966600.54,1588033425.06,1291447247.10,802951968.05,366089562.88,986766042.88,735424801.44,497182929.91,212438267.56,885015128.36,660193796.30,436280059.37,192528491.82,756934311.59,545108537.90,358078224.11,170819767.17,637818570.12,449779642.72,313467765.05,125527369.30,527688747.59,402289222.04,271179262.70,121921776.78,447692468.05,151883529.50,393541258.29,184804850.92,422263687.93,0.0
6,购买商品、接受劳务支付的现金,777071886.84,801668914.91,547523558.20,316346151.10,1132644300.00,1470371947.92,1030591945.16,549025561.45,1325154994.58,1495235438.04,976351230.43,569036459.16,1341757522.36,1495402746.70,984646572.46,531703305.26,1316778264.71,1504928601.55,1015546882.48,528901955.45,1366018055.08,1635930948.96,1078437025.26,575722138.42,1136100267.63,1399495833.40,1041705105.09,470736186.33,1227333667.98,1671526545.07,1168564941.57,539814787.27,1157706750.78,1633425865.11,1080419993.50,524819479.69,1173398217.89,1367010522.17,904662345.82,414376524.75,1044801471.56,959721908.88,579908691.14,225782489.17,1126699578.74,895597544.31,571581845.62,223753479.77,675932486.41,520923162.39,379317996.98,166130349.71,682120881.65,482526875.03,313462635.84,136733755.96,473916000.10,369620665.65,212674092.75,97174738.95,362766345.82,292699988.90,220628854.28,87426055.09,262814325.93,252674292.38,158463092.28,91057695.75,254892514.04,76159329.92,228792706.35,113165495.58,217494399.03,0.0
7,支付给职工以及为职工支付的现金,608119702.09,433779669.01,296351721.14,164355885.13,719677141.47,514969557.54,340504756.21,179524902.12,708283978.81,511866811.81,350649335.36,180730425.28,724785308.39,521926838.84,347133842.43,177788906.52,644686025.31,476224729.70,311166012.52,163112207.36,589945863.47,440927015.00,278903291.61,140674924.52,472387940.81,354014687.97,224792236.53,117045165.96,440688262.28,328703611.70,216323248.69,111972961.30,413529078.27,294716940.34,187767572.62,93196562.55,335103363.39,260817431.64,170440926.03,84326638.89,276604868.32,201891433.65,121353490.19,54829437.55,252126132.90,175474262.44,113612176.57,55067529.51,133130107.49,83164507.59,52582847.78,27458980.15,99346591.04,73664493.67,48889585.29,24866874.61,84842983.46,62057989.73,39675071.56,19718321.01,80713841.59,61026725.04,35082919.58,20571857.63,72013595.09,43406570.15,34316977.16,14705235.71,71738344.75,27843598.80,53811239.77,22888261.14,45097952.42,0.0
8,支付的各项税费,108547991.25,88640829.32,67146287.18,30373901.05,171194352.01,136425911.03,95784953.12,48103101.33,211441333.49,161785088.86,116808163.24,64775607.97,218762471.91,162908752.59,97471709.10,54984034.33,202451937.57,150935735.26,106175646.59,53789856.30,160068522.83,121031291.52,83192399.75,34575462.53,148748212.45,104610637.97,69643977.82,31552858.13,145187337.68,118821718.25,87778345.35,40560608.61,162381846.29,139324013.28,92049872.02,39654988.04,153129590.97,121473366.92,80842920.95,39591223.09,135976712.47,93156638.80,55616082.44,19503412.09,105314735.31,81603447.09,54836182.95,23335049.67,56501846.29,40822967.07,30207169.49,11944302.84,53041118.37,38211893.19,28016230.73,13227055.87,35333534.58,33234417.22,25356163.11,10401442.02,48541922.00,39247490.30,32120588.20,16219662.40,45535564.23,28550387.52,21874544.42,473259.31,43494570.92,19067452.65,37099474.19,10167725.59,37679546.34,0.0
