,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,185114045.10,108752045.32,60234357.73,462655945.27,276867664.67,199577920.16,122893282.27,672760275.82,348559318.81,243430493.86,112693954.01,1237107959.56,756828079.09,403345532.71,228744718.43,1335923723.67,565251452.30,299534822.84,147275927.18,965905868.72,509317918.54,288747453.40,124133009.12,775570039.81,484028059.01,286822111.69,126310186.38,884957953.60,518359243.21,356485652.17,146943755.91,644531464.93,283143675.93,169899012.83,74456386.11,492159589.74,270137617.74,135300653.79,48975092.71,431197765.68,242207258.53,164094771.35,85242054.18,415848325.48,253648717.54,159929109.58,68526023.19,201408353.07,122982555.31,82834777.84,47992606.63,131280503.02,0,69033395.89,51001615.34,0.0
3,收到的税费返还,1985563.76,1775905.25,376029.65,8405705.69,8195590.46,8195590.46,7577492.20,10947362.29,8039219.14,6356641.43,434732.75,29144802.68,20793274.42,16145433.91,759346.20,15155925.98,9738898.87,1683075.39,0,20316552.78,11718947.20,8258267.75,6981557.87,18128461.06,15158232.08,13103744.18,7465927.30,19632714.21,14063825.54,7942116.11,4812871.82,19578481.45,6070052.83,4847383.32,4515053.34,15949162.83,11220847.31,5773075.43,4438407.06,15618066.97,10786271.96,6915331.77,5096169.30,15565522.32,11557932.08,6358152.70,2554460.74,5150026.16,3358504.44,2601068.44,579803.43,5398016.96,0,3632293.98,1216085.40,0.0
4,收到的其他与经营活动有关的现金,13852817.70,5925584.13,30389957.23,31098112.50,43157811.21,33165826.74,9102207.09,51349767.68,32533063.65,22690475.88,5137616.76,74505708.16,44945480.76,38300834.80,7110801.79,88355158.75,35118397.82,22849332.05,5392295.12,58539285.43,21666192.31,10109319.55,1685727.52,23968067.61,29844826.78,19833163.03,3499861.84,63334556.35,13517612.07,6961617.73,2351322.76,58414599.60,42261807.74,45987202.37,2487782.31,7195942.78,2452760.20,2253857.50,1215451.64,38437611.52,5567398.48,2803467.68,1591482.50,7583349.75,4160857.27,3707906.09,1243053.08,2206937.05,3807520.68,1398195.09,766357.70,690517.44,0,9462811.94,2734018.03,0.0
5,经营活动现金流入小计,200952426.56,116453534.70,91000344.61,502159763.46,328221066.34,240939337.36,139572981.56,735057405.79,389131601.60,272477611.17,118266303.52,1340758470.40,822566834.27,457791801.42,236614866.42,1439434808.40,610108748.99,324067230.28,152668222.30,1044761706.93,542703058.05,307115040.70,132800294.51,817666568.48,529031117.87,319759018.90,137275975.52,967925224.16,545940680.82,371389386.01,154107950.49,722524545.98,331475536.50,220733598.52,81459221.76,515304695.35,283811225.25,143327586.72,54628951.41,485253444.17,258560928.97,173813570.80,91929705.98,438997197.55,269367506.89,169995168.37,72323537.01,208765316.28,130148580.43,86834041.37,49338767.76,137369037.42,0,82128501.81,54951718.77,0.0
6,购买商品、接受劳务支付的现金,88483417.52,66060868.37,54053861.60,154906551.36,125287139.08,108226131.93,123388655.75,293419550.05,182428544.96,242972824.82,123364998.14,553753678.15,425430530.02,411206039.21,249905209.02,679300964.17,446188642.04,312722879.63,173797414.10,535648034.49,380724862.12,236007435.89,129553662.32,376434130.26,306700559.04,191603828.40,84341199.88,457719043.72,360530820.44,260678195.63,120692180.31,424661794.63,321297555.87,244362058.22,115001908.96,242857387.82,166800236.97,92026665.30,53333450.79,239470543.27,162846944.31,90459597.06,71834502.21,104129490.62,98973831.54,90792696.75,38863392.19,87524769.06,44065400.54,29376933.69,23854120.50,44617286.02,0,20535479.98,11608685.08,0.0
7,支付给职工以及为职工支付的现金,64924397.42,45444022.67,0,114999121.68,88863940.12,63902702.75,33653299.95,125479539.23,107836704.18,79128596.39,34643365.98,135903613.44,102410386.43,72695031.95,37861290.52,140482779.22,104159343.76,67432526.68,38200479.30,112612000.99,37211031.21,24561066.75,9007455.07,51470496.75,34218841.36,28677285.01,12461476.54,45838721.20,33406561.55,22547970.12,10479782.49,36570399.23,24515234.01,20165113.17,7566365.24,33313075.28,18893554.44,15737834.54,6152379.61,24860036.61,30085622.97,19228673.92,10569802.09,48115983.45,36173950.42,25385249.29,13243574.66,17279493.07,16325613.14,11950811.21,4818743.22,16567350.71,0,11137620.36,8882809.09,0.0
8,支付的各项税费,16341216.98,8069886.65,6817496.90,49098925.86,40893613.15,29967222.12,20121938.99,80693473.89,50063260.20,48740887.63,40747358.98,80590174.48,73385886.96,58973385.81,46794321.12,92487906.71,52912131.07,38213024.93,25721910.84,58895739.79,38655969.69,24923090.06,8818018.92,86026243.40,66526134.45,46689573.03,20051313.78,80795788.57,64321297.35,39663566.51,14405196.15,51414396.81,45415818.51,28366232.18,12943463.65,52543432.99,40466426.75,25108068.98,15407290.33,46268477.24,32429771.99,19401213.64,9994819.18,40241907.95,30941021.76,18286499.75,6742858.83,23075964.80,19055558.63,12002335.63,7077404.53,12900558.48,0,8527221.70,2610397.11,0.0
