,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1611469246.75,883547900.09,478941621.90,4387437467.91,3388859739.38,2048995885.65,1019068990.04,9094910291.02,7312865668.50,5132386164.17,2340023528.24,8301714719.62,5266038750.28,2450763992.31,815286930.78,2268759300.11,1647602686.36,1074853826.98,397257836.31,1681409319.81,1207725656.27,888165245.71,380615511.69,2941806896.28,2104308328.72,1221471602.59,481429209.03,1538775616.10,899147021.34,528836860.34,252935604.76,2588663685.65,2009127547.67,1185939231.44,666288138.62,4513696330.55,3370091128.13,2268903406.21,1104738585.65,2875527324.63,1543036889.77,784280090.94,188061409.18,945018219.10,742558125.06,560377519.54,405149274.61,1417804176.17,1158858535.73,903370332.89,322090215.47,1487663832.95,988196138.79,670846834.57,276326092.40,799069043.85,448312937.72,270291113.25,119023082.47,607269448.36,473848957.06,320646651.89,148389810.00,741815169.04,499322309.95,292061232.61,109650829.70,371317006.32,187055717.08,545108686.68,180030901.79,612532432.73,0.0
3,收到的税费返还,26881510.92,26742653.27,0,42608554.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188318.86,0,0,0,15420.30,0,0,0,0,0,0,0,0,0,0,0,1680105.71,1680105.71,1680105.71,0,7146000.00,7146000.00,0,0,30678000.00,24657000.00,4657000.00,4657000.00,3525000.00,1193983.94,0,0,221568.00,159444.70,100931.10,45589.52,0,0,0,0,0,0,0,0,920692.30,1226515.02,442515.02,76215.02,2283805.45,1081747.24,16858585.58,13500000.00,0,0.0
4,收到的其他与经营活动有关的现金,802921658.00,703741579.47,360849476.35,4591443362.99,6747192642.93,2904708163.12,1628933951.21,4028578277.92,1582951480.12,490972706.93,264838756.34,6617364586.37,3497777821.18,2494145681.91,711164888.55,2835864747.56,2555290105.24,686225066.07,476360603.26,2246198264.74,1864288804.19,623841101.34,573873766.33,2283147024.95,1881204646.32,785705447.64,540746238.92,1648627917.53,1382873525.33,1262669711.90,373814906.11,1089098703.21,667467736.09,419874449.03,75437493.64,1385107942.08,433167639.54,249014421.94,155126608.35,377727125.20,168138410.98,160794010.61,7130944.38,1281116388.31,1192611694.77,566941200.42,326796162.86,1028267562.73,199921741.64,81797426.45,139976898.16,117975946.91,68253940.61,63355803.80,77527428.47,454720480.95,289259118.76,227180854.53,209996862.63,7902207.85,12517902.64,3880513.18,1355474.96,41732956.99,2551664.79,2230112.58,1876652.58,11167644.35,27870818.07,201579044.27,41229757.62,5884281.11,0.0
5,经营活动现金流入小计,2441272415.67,1614032132.83,839791098.25,9021489385.72,10136052382.31,4953704048.77,2648002941.25,13123488568.94,8895817148.62,5623358871.10,2604862284.58,14919079305.99,8763816571.46,4944909674.22,1526451819.33,5104624047.67,4202892791.60,1761078893.05,873618439.57,3927795903.41,3072014460.46,1512006347.05,954489278.02,5224969341.53,3985512975.04,2007177050.23,1022175447.95,3187403533.63,2282020546.67,1791506572.24,626750510.87,3677762388.86,2676595283.76,1605813680.47,741725632.26,5900484378.34,3804938873.38,2519597933.86,1259865194.00,3260400449.83,1718321300.75,945074101.55,195192353.56,2256812607.41,1959826819.83,1131975719.96,736602437.47,2449596738.90,1359974261.31,985167759.34,462067113.63,1605861347.86,1056609524.10,734303569.47,353899110.39,1253789524.80,737572056.48,497471967.78,329019945.10,615171656.21,486366859.70,324527165.07,149745284.96,784468818.33,503100489.76,294733860.21,111603697.30,384768456.12,216008282.39,763546316.53,234760659.41,618416713.84,0.0
6,购买商品、接受劳务支付的现金,789163383.36,493915101.92,368116890.58,1864607591.89,1659943809.83,1397452484.73,1262558268.16,5772341212.77,5137743659.83,3848376290.63,3406563344.89,8794323564.16,4598996012.25,1530844223.32,478236930.34,5144348301.97,4823175963.65,1290689800.37,496817342.42,4840963455.89,4665128726.28,1949226732.44,475997754.96,3786320393.84,3363075767.55,1399192921.93,376711205.83,1284995429.63,726034852.57,463778352.73,340420985.76,2071287099.76,1515309183.38,917375779.90,491437049.88,3036478258.36,2425244655.70,1507202572.43,647636146.49,1988653552.45,1511070121.24,841422162.30,426274074.31,3039787000.15,2768558782.02,2359187202.18,959102621.01,2993919021.75,2172240110.92,1150255989.87,505186696.11,1430174585.09,871278608.52,601583397.30,308095637.00,1231120123.59,698679341.97,509503622.00,381671045.30,614508332.58,484109543.16,270949394.01,152441385.36,568349307.62,272824320.82,105052446.01,17163931.09,357203855.67,213804837.55,625440984.38,124944163.97,421300348.07,0.0
7,支付给职工以及为职工支付的现金,123045007.52,89482603.82,56941041.47,170866018.35,134584387.72,96777806.89,59317759.29,165126259.19,127585401.00,86316067.59,52172720.87,136121550.11,105880442.57,76464682.33,45752083.27,125753310.68,97304014.28,70712389.47,42587472.26,121602823.95,92936623.11,66724711.91,41870099.52,116170974.44,90462150.44,66304122.99,41363094.49,107678201.87,82124524.44,59514468.90,37732798.46,95049994.03,73146992.84,52304626.37,33837252.85,78518939.63,58931517.46,43581830.03,27552015.46,54765967.13,41234654.30,29706431.48,18511073.94,47042989.89,37794390.10,27092790.04,15630663.28,31551532.80,26002688.17,19028742.65,11528276.71,26408815.05,20161237.70,14360939.80,8845415.87,22268813.15,17761343.24,12414703.60,8341887.69,22461763.39,15934387.59,10933331.87,4703174.58,17997020.60,15467442.33,11779379.95,6372781.95,18839195.05,8133467.63,17911640.65,7455763.03,27619477.28,0.0
8,支付的各项税费,366403594.21,256567935.98,118721997.31,513451612.22,365258957.33,237022343.23,125905086.22,947416074.52,821531054.35,602767641.27,240883551.73,874254107.54,518470376.39,272764459.28,59730013.35,387828346.84,277556230.77,188584907.88,107386363.54,221922927.95,179798939.10,133535988.35,72396115.84,388629079.36,292834629.79,208539312.87,100602395.27,247929167.46,164580443.37,115785202.74,60618066.58,295679189.91,242198250.51,162170619.06,107115952.44,494759767.45,380859970.86,240914058.61,116977345.89,197753289.50,112363313.23,60188713.58,18478557.35,155243114.94,141277128.35,113012783.84,69852933.90,149095764.15,102535519.32,79110660.46,17964364.57,101763135.06,79093054.83,54326592.33,21186323.76,56380186.71,37625753.43,27090488.39,10146450.86,49316652.18,33260725.53,24979623.65,6733456.26,48315057.76,37154836.21,22730193.06,13085835.67,70831251.89,38439714.57,83880124.76,26559915.94,54238459.19,0.0
