,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3879968772.12,2510442493.28,1362631700.74,7209953664.16,5441913336.01,3096925613.94,1614589838.11,7765524739.72,5819660721.21,3741015669.08,973907913.43,5664009717.55,3663532572.28,2581174439.12,720645101.70,4795012368.39,3341303640.45,2232178649.38,850137716.63,4305491632.05,3184389798.97,2148189708.69,885023615.62,4222234507.27,2842363759.94,1729921493.53,864455975.76,3320691845.76,2495658726.02,1663839099.59,715746441.99,2732131982.86,1698608808.75,1302588421.07,633279034.03,2317756587.66,1689879825.28,1145772531.69,602106849.44,2028531803.01,1196986103.43,831268613.37,241645329.17,1799821097.76,1246087020.75,710538273.08,316859226.69,1696503261.41,1133757784.90,721841244.33,371376380.28,1084945109.74,748203304.70,502710162.02,246880501.34,687173391.03,444752596.71,286532240.66,118389147.11,554691507.02,380526615.30,203456426.53,536752579.55,0.0
3,收到的税费返还,111496503.17,83957996.83,46311649.46,200465479.72,151750867.71,96135233.52,45921272.67,197877320.50,159945231.88,107065411.76,59645051.03,142863918.47,85913746.65,58487537.81,25770317.21,147844047.23,101362355.01,74756776.92,32491538.32,179748610.36,144020044.83,84379815.83,43257220.87,261390540.08,203025785.67,150699044.79,81701763.05,131735051.62,85462907.45,55072398.06,26407584.31,120715101.27,87366579.22,45951066.21,14737086.73,134445029.27,78310505.62,16363786.01,0,44994749.46,4655071.51,4130071.51,4130071.51,59819266.50,33295668.27,27915396.39,14312321.19,52996232.33,43748052.41,30066454.07,13449731.06,55660144.37,37590320.12,21732153.54,4167300.78,17419343.51,13614899.85,6669710.52,3253375.05,18470708.34,13240567.09,8403034.83,12034300.96,0.0
4,收到的其他与经营活动有关的现金,52577099.36,30474808.88,23103383.82,53714174.54,62725502.31,55115682.39,37707597.05,45290239.90,143233114.01,88243252.56,22266548.38,41649196.53,38065596.46,37272663.20,8883132.90,32808454.85,28401240.38,10939642.26,4575487.19,38987836.46,26123831.12,14090135.90,7831787.17,20819511.56,26354470.51,18279334.37,51078403.72,16846389.69,14222405.44,9312961.02,5523316.18,36691520.50,25227041.90,14411066.46,4158512.83,13475010.52,43916319.61,8815677.29,16936506.73,10189216.50,35339497.62,4492871.72,2221378.80,23945419.12,35221294.14,26211935.08,10533946.81,13223793.14,8070411.70,4080504.15,341211.73,7654908.52,2251902.25,1433329.02,374940.25,12289624.60,5538095.99,3437830.99,1827418.54,3280032.73,1732888.74,1673496.08,6587785.17,0.0
5,经营活动现金流入小计,4044042374.65,2624875298.99,1432046734.02,7464133318.42,5656389706.03,3248176529.85,1698218707.83,8008692300.12,6122839067.10,3936324333.40,1055819512.84,5848522832.55,3787511915.39,2676934640.13,755298551.81,4975664870.47,3471067235.84,2317875068.56,887204742.14,4524228078.87,3354533674.92,2246659660.42,936112623.66,4504444558.91,3071744016.12,1898899872.69,997236142.53,3469273287.07,2595344038.91,1728224458.67,747677342.48,2889538604.63,1811202429.87,1362950553.74,652174633.59,2465676627.45,1812106650.51,1170951994.99,619043356.17,2083715768.97,1236980672.56,839891556.60,247996779.48,1883585783.38,1314603983.16,764665604.55,341705494.69,1762723286.88,1185576249.01,755988202.55,385167323.07,1148260162.63,788045527.07,525875644.58,251422742.37,716882359.14,463905592.55,296639782.17,123469940.70,576442248.09,395500071.13,213532957.44,555374665.68,0.0
6,购买商品、接受劳务支付的现金,2845594084.09,1880620033.67,700163725.15,5314698198.02,3650817554.74,2045869681.48,948427123.01,4594799568.57,3468410681.41,2528890632.97,953122032.31,3239410787.05,1970591500.28,1292706707.69,353781447.48,3139318213.02,2167941337.03,1636343651.60,475796335.64,3178341067.07,2429615914.49,1757871784.92,407308588.60,3179908700.50,2284971570.21,1532146585.14,881356761.59,2457988532.32,1251780344.44,734749270.73,300790691.76,2055785199.16,950648925.10,667952262.98,197237937.28,2003401324.35,1538917295.73,978696930.58,482440831.74,1709003608.65,785591712.16,403263330.21,116271170.26,1674024199.13,1171160798.58,1023540236.27,140003828.69,1343645685.75,1143793818.43,540508163.29,198663890.06,1123498287.71,714423347.53,452010882.84,140827177.88,364933484.68,242055873.28,196142823.78,57267870.50,471643519.79,356511452.38,145659043.85,455710779.31,0.0
7,支付给职工以及为职工支付的现金,562517119.53,375854361.69,193356942.90,865052515.52,636346162.17,442024815.11,223754465.96,908976628.92,691368371.95,465343714.00,237917204.08,541099225.03,276530212.05,155478599.14,80089099.90,299523304.60,203710937.96,140032407.21,82554333.31,260311079.11,177056665.11,108738161.28,54097901.67,193785128.21,137626635.85,85548940.72,33848153.41,152726323.41,107154965.36,65292305.01,28676228.39,116870335.83,78504845.33,47143526.59,20779098.33,82881554.57,63371859.65,39205047.57,17246646.13,68151978.15,46084689.25,30187502.39,15475386.02,56312860.40,39513581.96,24043413.95,11831976.87,39693759.29,33295802.83,18315942.59,8809117.29,24338336.38,17238043.99,9996028.47,3700412.30,14271117.54,10536064.53,6988235.52,3238877.72,12774887.85,9627998.10,5949991.91,10932464.11,0.0
8,支付的各项税费,76252959.59,54744417.78,38014919.39,185730292.28,147073715.61,109068630.98,48375198.37,299569427.19,231044980.01,166232666.74,50407299.72,259954702.93,208434236.88,174488336.95,80913909.46,189035924.95,146842024.57,76802436.94,21798560.69,142700909.07,102979551.75,74394802.18,25523140.81,161959319.49,90408826.37,50268861.76,19559065.89,75291106.60,51061783.52,32593032.32,14621843.95,79118232.54,36797093.40,18747557.61,1522043.04,66259834.70,38750847.14,24247761.96,7902210.97,94550890.20,61624384.61,23065167.15,7926937.06,61515551.90,44446381.30,33038112.88,5909857.84,36106052.57,34918721.14,28817099.81,12390833.12,16425208.03,14661335.17,5496689.27,2002929.87,7630805.77,7019373.47,4767667.88,3478069.32,12911719.46,7016336.71,4865240.56,14704413.46,0.0
