,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,18773673516.86,12310482098.74,5637100869.52,26536978465.33,17614324919.37,10148800398.79,4927700404.39,20279029444.00,13804056758.94,9259352399.22,3977027185.70,18777598504.19,12549600209.63,8380736619.68,1229392872.42,6495065839.99,3836107543.22,2570189979.98,1172970007.39,4984740633.94,3662284530.71,2378899835.25,1074589545.21,4723410999.09,3110206805.42,2009627713.43,925225209.08,4995129841.00,3398227515.44,2225656494.65,1116810556.66,4151398111.03,3046747521.38,1962866787.57,803588508.31,3564664445.42,2628650859.80,1613331422.03,789478913.70,3193305072.67,1830670444.01,1115251399.79,555337885.18,3534172053.51,2869880345.65,1929846255.44,904131375.76,2642625806.92,1726777541.40,1079248741.27,428208479.53,2039767575.77,1388741321.64,737892411.01,264196634.48,1585597187.57,1012108756.41,377711310.35,261953643.13,1138129229.00,665344642.46,400429330.87,752224523.28,0.0
3,收到的税费返还,41779624.50,22618108.65,4763216.73,51783277.55,27760802.28,18763975.23,11114445.85,107290740.73,98970265.23,44058463.76,11800353.41,144429898.72,99929295.66,29177913.17,2527.31,251065.63,56923.85,56923.85,0,238130.03,187161.68,68350.98,39135.89,628317.28,570888.55,178132.54,133068.62,657500.71,507690.04,166579.24,166579.24,8261617.55,867058.16,0,0,2204410.09,957198.58,24598.23,0,462230.37,527707.32,0,0,0,0,0,0,707741.50,707741.50,707741.50,257496.99,546433.07,0,0,0,376570.37,376570.37,26612.91,0,584922.00,388357.03,388357.03,149794.38,0.0
4,收到的其他与经营活动有关的现金,874124760.05,663477382.52,387057515.94,1819846151.30,989248620.73,487115653.04,149915285.02,799739585.31,1191700036.80,342178494.58,126944275.96,868502488.10,1173456793.63,746162186.78,4872780.70,10530872.48,9293015.88,10900319.28,5319697.46,11969124.04,23833228.20,11478533.98,3566644.79,8918885.64,48091162.29,5049949.74,3602252.23,26606547.91,5758346.52,4588364.25,3113451.16,14718904.72,4928261.01,2002796.16,616702.59,18267569.50,17764851.05,2376191.22,2517756.26,5047993.81,6628450.42,2716419.03,329386.05,11688668.25,46593032.29,47919018.16,6344430.56,5418973.27,15755226.48,1171907.07,3298561.62,9016033.10,6567327.38,5971015.28,17721370.15,4716357.76,8818716.40,1851000.12,12239.02,4875278.67,17015250.76,65694891.76,5436972.07,0.0
5,经营活动现金流入小计,19689577901.41,12996577589.91,6028921602.19,28408607894.18,18631334342.38,10654680027.06,5088730135.26,21186059770.04,15094727060.97,9645589357.56,4115771815.07,19790530891.01,13822986298.92,9156076719.63,1234268180.43,6505847778.10,3845457482.95,2581147223.11,1178289704.85,4996947888.01,3686304920.59,2390446720.21,1078195325.89,4732958202.01,3158868856.26,2014855795.71,928960529.93,5022393889.62,3404493552.00,2230411438.14,1120090587.06,4174378633.30,3052542840.55,1964869583.73,804205210.90,3585136425.01,2647372909.43,1615732211.48,791996669.96,3198815296.85,1837826601.75,1117967818.82,555667271.23,3545860721.76,2916473377.94,1977765273.60,910475806.32,2648752521.69,1743240509.38,1081128389.84,431764538.14,2049330041.94,1395308649.02,743863426.29,281918004.63,1590690115.70,1021304043.18,379588923.38,261965882.15,1143589429.67,682748250.25,466512579.66,757811289.73,0.0
6,购买商品、接受劳务支付的现金,16997124924.19,11130031489.48,5288002848.98,23482659389.64,15896333067.52,9324980667.12,3781085172.76,16425177119.79,11614995736.61,7764041157.66,3496884902.12,14454603948.55,10329945516.96,6659490144.59,1085995867.51,4896755073.23,2936614830.58,1995426961.15,1010524242.21,3905737554.07,3022660097.22,1911314425.56,915045306.70,3908642855.86,2626640885.05,1832000616.80,885018468.12,4086984924.00,2817892636.87,1787480021.33,842904782.28,3532738700.52,2815094179.46,1803565117.93,902788279.83,3124542769.42,2351894072.79,1419974016.35,752243847.16,2648127389.81,1413060768.16,774230876.48,308483925.33,2305751219.24,2165840890.25,1472815036.74,835478792.41,3479771271.53,2421512364.21,1198996585.99,546944011.49,1739159793.04,1295001588.91,836285162.49,315135957.47,1377466888.60,990226324.35,391804032.82,344409288.61,981965738.50,715896477.35,437700125.27,585030330.24,0.0
7,支付给职工以及为职工支付的现金,2114074864.05,1423482945.69,752782642.95,2945558025.58,2052509239.33,1134691528.90,621004960.22,2425038815.51,1718522789.65,1168972235.19,561952938.02,2160433964.38,1349246619.06,952371200.00,116849711.69,481009637.28,346016535.13,236015106.01,128144242.49,457279655.87,296986147.45,200584799.02,114948893.38,405429459.14,270266185.29,181098853.17,97196391.07,341826458.44,236055381.78,156037464.76,80838301.37,300585736.40,198596894.40,129469214.98,70809019.12,245154280.18,177702581.09,119201424.18,61631265.91,185057683.69,125708311.69,84626546.27,42763944.86,137434261.96,134114516.81,92860568.32,47691046.39,143119779.06,101518003.73,70936536.48,39193258.74,112340673.85,84611986.38,57616771.96,31454976.50,100632177.51,75787576.53,53107292.37,27499571.45,86648518.61,61488314.29,42393228.42,81428587.74,0.0
8,支付的各项税费,1093514564.12,802682526.89,464322796.13,1363317575.59,1184318855.59,759122059.04,377831083.88,1128651978.53,960566588.20,642917483.72,285546235.35,755794173.87,568717060.89,399195732.14,119674545.74,173104781.49,181404327.94,146786688.21,87271891.17,196951644.10,159026831.98,100999194.36,42628469.34,240374961.87,187137483.05,101046861.62,39442512.16,201857437.13,179093701.20,124538689.49,55010008.45,164684405.73,122167909.73,70137389.11,26947035.30,131113866.34,90578954.38,67890032.34,22282989.02,136295009.68,122203143.50,83133927.23,36117650.33,156367667.92,134101816.78,94284576.42,70019908.12,96634894.45,66635041.68,54700299.16,34639558.96,66376024.81,35888447.76,27953648.73,23457701.30,53454869.30,23222752.50,18267139.30,10996750.80,54544590.94,35498859.39,25379352.93,39671898.09,0.0
