,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,7860274779.94,4460128354.87,2789001120.68,13701456322.29,10650075051.85,7040987731.17,3377667046.64,14315676719.06,12383373206.76,7921669516.47,3736398343.75,13297331046.53,10507544886.66,5686925414.51,3062892520.73,14193679858.57,11759475187.26,6921842846.09,3612551409.16,15757012737.64,12887669975.39,7636874227.96,4241117487.70,17332384196.02,12815652485.48,7665042404.73,3243923310.27,13010430886.74,9251306431.01,6165806612.27,2376568785.64,12652136329.83,10046683888.61,6658176639.13,3237931592.12,13506947055.49,9675288009.17,6713206980.64,3417786475.14,13659993019.22,6333151893.62,4122281165.35,1183942556.62,9707642354.06,9046860264.38,5546900999.56,2716072612.03,15618672826.13,11636876775.51,8612685504.60,3541027325.40,10650648011.73,7605249106.31,4810034324.55,1923584766.12,5233471901.17,3746592204.20,2438771177.45,818584680.41,3622794375.15,2087936215.64,1650154306.48,2829853534.96,0.0
3,收到的税费返还,11599365.15,4621902.22,11599365.15,8830130.86,8830130.86,8830130.86,3185481.51,15547629.20,8021657.12,8021657.12,2618363.99,22646065.28,14369206.03,14232986.82,136219.21,24867792.28,24867792.28,22984252.36,7401843.43,38304987.82,8469451.99,8469451.99,3588829.40,64436284.17,38392362.05,29665689.06,22710841.47,7234861.66,7234861.66,7000000.00,7000000.00,1984917.90,1984917.90,1984917.90,0,12284691.84,2436249.06,144200.82,356704.68,1093755.77,564486.85,459864.53,85448.15,0,2638605.81,2638605.81,2638605.81,12155549.12,28799798.94,28799798.94,26134485.67,17989040.08,14468554.96,2823447.43,0,7489222.81,9753612.25,1584575.70,1371201.77,15107550.69,11184800.00,11015599.36,17528248.32,0.0
4,收到的其他与经营活动有关的现金,97989852.27,92149601.41,67480251.42,611668708.67,86435180.79,86809671.71,15401395.09,49167330.47,44092485.77,5493458.98,20851073.71,256920042.29,68903989.45,33757018.11,31596041.70,46313143.21,173027731.31,31710534.82,59269017.05,67477947.35,58609936.92,10492869.21,57442244.05,185603362.96,113868781.39,60896436.40,40747578.67,82798074.15,66632471.60,65376670.84,35644651.96,67523439.60,62035111.27,49193235.97,29300148.71,90722646.30,88208467.38,26664364.25,25036577.84,28176419.84,58237423.19,41730203.74,16577512.98,27006613.43,203760016.32,199212117.19,119353380.77,18725892.41,113644151.29,112339787.49,66920321.35,6896069.77,6159769.26,8984685.29,3972994.92,3692752.88,392323748.72,90865478.27,845799.93,24231768.34,39688126.94,12442289.88,25756602.16,0.0
5,经营活动现金流入小计,7969863997.36,4556899858.50,2868080737.25,14321955161.82,10745340363.50,7136627533.74,3396253923.24,14380391678.73,12435487349.65,7935184632.57,3759867781.45,13576897154.10,10590818082.14,5734915419.44,3094624781.64,14264860794.06,11957370710.85,6976537633.27,3679222269.64,15862795672.81,12954749364.30,7655836549.16,4302148561.15,17582423843.15,12967913628.92,7755604530.19,3307381730.41,13100463822.55,9325173764.27,6238183283.11,2419213437.60,12721644687.33,10110703917.78,6709354793.00,3267231740.83,13609954393.63,9765932725.61,6740015545.71,3443179757.66,13689263194.83,6391953803.66,4164471233.62,1200605517.75,9734648967.49,9253258886.51,5748751722.56,2838064598.61,15649554267.66,11779320725.74,8753825091.03,3634082132.42,10675533121.58,7625877430.53,4821842457.27,1927557761.04,5244653876.86,4148669565.17,2531221231.42,820801682.11,3662133694.18,2138809142.58,1673612195.72,2873138385.44,0.0
6,购买商品、接受劳务支付的现金,7283269371.74,3853370404.42,2792774635.98,12782160605.70,9792456680.63,6307185568.58,3256471103.62,13116704759.49,11594547046.79,7409482130.07,3595789572.05,12390382902.91,9956565016.84,5310543771.16,3037017678.40,12919137528.79,11441657875.91,6302303343.10,3587043998.55,14351800060.67,12121703524.54,7220566016.13,4232109450.98,16161737316.25,12265047003.27,7606839721.15,3262548048.43,11879408716.54,8226171206.59,5425417732.72,2074163519.63,12440699068.29,9802536122.06,6116426320.83,2931877460.06,12307904326.80,9974782810.04,6439733385.06,3430274716.13,13544239191.19,6282014215.52,4245259211.10,1153314569.60,7584494388.30,7545007576.65,4178937159.30,2127626119.31,14201672549.74,10569788975.20,7980820552.05,3134314032.80,9898832242.49,7132397269.64,4560635376.51,1755428228.21,4830713023.69,3734125569.74,2113232469.03,710097481.87,3429167718.47,2028628023.78,1564443368.85,2470117323.53,0.0
7,支付给职工以及为职工支付的现金,151304432.07,100868429.88,44301673.19,444405122.53,299790373.22,201565672.96,103915083.68,461207010.84,333684409.14,221814005.71,110745776.09,499898019.72,346059781.01,237189257.61,98093840.40,526749672.10,388728785.92,262281144.60,131383215.18,535876174.22,412173275.78,216370564.94,99569281.56,444241647.55,314271855.25,211238870.79,104793552.69,423305099.62,316699065.83,214253028.34,109757634.06,438243087.92,290481925.83,226429539.88,109574491.44,401385026.08,278925448.14,195216815.35,102639380.32,370773830.31,268912614.72,183905722.73,94111567.06,404647104.80,281331600.98,185853979.70,101135144.13,388682996.38,236397368.27,138721873.57,77933851.69,243704263.55,126970992.01,87187239.94,38964826.54,136781913.15,87172797.34,54939193.17,26986217.78,118165227.08,77443409.68,52080920.97,93753300.75,0.0
8,支付的各项税费,73144207.84,62447178.20,47768533.42,167763038.07,125282287.97,85487832.60,44256216.20,158422644.94,108999241.24,87287125.22,44260610.55,113190734.62,93312558.82,122099620.39,21881159.59,180624423.72,137288851.13,98014599.01,28568780.67,136749492.37,90402396.86,76631572.17,24105970.46,143864307.88,72634693.82,47934777.94,31072910.16,115855319.03,61436075.21,50558983.47,30676039.02,68802416.40,47832032.49,15029118.05,14182628.20,316295627.59,175096322.52,213664354.09,43851250.50,430938012.08,194241681.22,168502360.75,37752484.94,716766800.00,498403511.89,432345892.16,196608703.18,755680619.60,630429585.97,349846365.23,118510447.89,424262286.74,319429391.45,216896144.55,69488812.29,234174183.55,180005216.54,121607288.40,41173602.42,163401280.35,102404301.75,72835258.61,29569547.13,0.0
