,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2660868769.54,1570107986.31,1549109554.54,4175530849.69,2690399591.63,1977530868.56,1013069923.48,3638819862.37,2208958255.49,1451566183.28,1052184523.74,4440532594.76,1814859197.72,1374422226.03,862540268.52,2543918324.91,1305974153.28,1110704927.75,425536367.29,1764972393.72,808959391.58,636975898.88,298029475.63,1005983964.65,953807712.89,567035670.09,66260710.03,238365817.68,161672617.61,111599088.80,59741748.58,211399623.73,162894426.62,111296229.99,52295054.53,236971593.38,182766724.16,121829040.04,51025492.15,212635989.05,169321660.32,105367058.33,46999521.68,345964227.83,351390491.47,200255702.88,88793856.24,334540694.66,332755580.18,211468678.05,93420329.62,321540930.63,338395568.98,223413523.62,98307198.79,320627014.64,321196860.20,210926132.26,79557450.63,312452171.83,241855535.16,165048593.77,269527886.33,0.0
3,收到的税费返还,988324.92,673573.40,222513.37,4404191.59,5442612.62,328765.15,0,926568.72,552004.75,552004.75,0,731127.46,381779.10,381779.10,0,0,0,0,0,0,0,0,0,0,5017440.00,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,76309.02,0,0,0,0,0,0,0,599806.67,68600.00,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,1240819967.57,385620602.28,528513597.63,1380018959.48,2013292670.79,757473277.28,431635544.13,1108476507.82,892519196.11,429090580.80,365015997.92,1167132421.95,1052028775.80,551489208.63,494722672.69,70848141.57,45677987.32,40028407.93,18034551.17,39778548.34,8447629.34,8447629.34,10712297.85,36680159.62,285994206.77,281399441.04,2876379.02,13861516.11,11847441.39,10791234.20,2044118.69,11884883.70,4966477.93,1253283.07,2508209.95,5639024.56,7660873.64,6674405.00,5803468.95,22645877.05,996276.41,225643.67,243544.15,3544091.55,1140971.80,993557.10,285460.29,2060161.68,1162294.99,912948.44,168056.69,4547802.42,2371824.19,1202471.84,374868.38,5256167.97,1821053.32,1299117.88,7121.95,1249517.75,95169.76,92697.76,397131.29,0.0
5,经营活动现金流入小计,3902677062.03,1956402161.99,2077845665.54,5559954000.76,4709134875.04,2735332910.99,1444705467.61,4748222938.91,3102029456.35,1881208768.83,1417200521.66,5608396144.17,2867269752.62,1926293213.76,1357262941.21,2614766466.48,1351652140.60,1150733335.68,443570918.46,1804750942.06,817407020.92,645423528.22,308741773.48,1042664124.27,1245042976.06,848658727.53,69137089.05,252227333.79,173520059.00,122390323.00,61785867.27,223284507.43,167860904.55,112549513.06,54803264.48,242610617.94,190427597.80,128503445.04,56828961.10,235281866.10,170317936.73,105592702.00,47243065.83,349508319.38,352531463.27,201249259.98,89079316.53,336677165.36,333917875.17,212381626.49,93588386.31,326088733.05,340767393.17,224615995.46,98682067.17,326482989.28,323086513.52,212225250.14,79564572.58,313701689.58,241950704.92,165141291.53,269925017.62,0.0
6,购买商品、接受劳务支付的现金,1195088211.61,607822894.28,610435702.51,1709858404.60,1194260400.98,806547356.51,595173395.32,1545661489.83,1153599575.34,773988392.44,474197850.02,2645395824.31,1367472233.64,882648744.74,428263401.44,1739343195.04,805417710.00,636395228.22,349569852.59,1439927034.70,579333452.07,471808332.98,298627146.22,733922716.28,869191230.55,686445366.92,58253092.25,216720388.57,111632387.26,84179896.26,48323446.88,175137515.21,138737280.28,93630746.78,44414250.64,202085574.30,158744314.84,105594153.21,48613559.95,175405273.38,142058779.62,93870972.34,52632503.10,264468322.15,283778355.40,152616860.04,85245003.01,296896410.65,289064895.30,185769297.06,93530705.89,255055404.33,318169663.47,226699192.83,119610629.84,245832663.62,240249582.96,174501126.21,75474693.82,248103709.12,199513612.38,142628268.93,191204159.21,0.0
7,支付给职工以及为职工支付的现金,268743744.48,182152918.98,85053240.12,436420597.40,322112840.49,203313595.72,93807192.26,415597935.91,271464348.07,182094511.41,99007937.34,407566979.56,268498475.11,141783751.96,96134020.38,257209442.43,137502110.78,94261416.97,57226324.68,216922670.21,107376705.68,87812875.21,33848614.19,141157173.41,94334770.94,63990083.78,5842212.48,20634531.94,17735950.25,11778189.52,6454710.92,17566171.11,14960700.83,11152051.39,5475387.66,21798714.13,17741710.15,10801111.35,5793984.31,20750195.08,16048441.82,10015886.70,4549496.56,26800636.20,21524672.77,13226273.15,7584462.37,24559102.33,19947288.40,11932546.59,4480618.65,22623655.58,16629912.22,10745638.68,5586620.09,15510075.89,11334989.14,7016818.10,2537932.40,12701543.36,8605617.69,5411725.99,12831619.16,0.0
8,支付的各项税费,262893232.06,233300086.69,162567855.55,560861538.23,925439103.02,353043932.50,218597863.04,811317770.83,543781304.83,388931156.34,215443550.85,549181749.57,467012114.30,337048809.70,200655553.39,195513459.34,85129844.44,57931608.92,30999286.93,149370981.82,123419667.39,87654455.64,27687584.53,132841176.44,143228645.34,77800508.62,329781.61,6432872.54,4092918.75,2738287.32,758797.85,5857247.45,4075006.35,3306813.12,2083837.80,6792423.78,4776335.76,3612527.50,1840465.91,10444476.86,8530771.65,6505434.42,3243453.84,12124611.39,7485677.44,4672929.76,588247.64,9678854.73,7353828.28,4252062.70,1035251.64,20343588.78,16560881.29,13672168.37,7102086.15,22681884.69,19646793.21,11821097.52,4767938.04,22428025.12,19017041.82,13107132.47,23560951.96,0.0
