,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040331,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2735348532.23,1847879401.73,1152459746.17,645760276.27,2629024973.79,1969637575.61,1164006109.95,687178075.17,2478910482.61,1662482244.14,759030819.33,304792604.18,2674253503.44,2269284712.36,1480514323.21,706377985.93,2891181991.92,1902693556.15,1251639258.33,663142449.02,1880571033.09,1193168782.97,395461267.50,68751812.50,1144229540.39,930102217.82,735032950.38,246658932.41,2002659420.30,1445616561.59,369255539.55,97900000.00,1264789578.37,1079357937.05,712866066.28,298114792.97,1543700385.03,873672780.67,298971254.38,138360966.20,826083726.20,680271957.91,301510879.35,182266513.95,786831257.20,300311140.47,96164853.17,49680517.95,363277565.76,256137480.35,114682697.99,69896719.22,368821061.19,260507364.99,149679550.63,89272690.75,412306420.40,297816347.55,138336114.55,62687477.44,353494177.24,38799853.43,297069395.53,0.0
3,收到的税费返还,11074160.22,2652347.36,2652347.36,2652347.36,12341581.09,12341581.09,12341581.09,0,14625767.43,14625767.43,634758.52,0,20183971.49,10127188.99,10127188.99,1663423.67,72070272.51,37551498.60,30000646.95,7449600.02,72761105.26,39444647.25,5419041.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,56753246.95,68048630.56,61080787.70,8642181.11,21044817.16,17463659.34,13048079.82,17286580.57,33072742.70,20150984.59,15494079.27,6723089.14,66278673.14,18564100.44,16162239.16,3789871.55,34624274.54,22813600.56,17435619.69,5591469.36,24792354.53,19707441.87,12814322.84,5425718.25,28647014.78,20503638.00,11287671.22,7378947.12,23439912.40,15832181.00,8259999.57,3650550.60,25483703.36,19244552.07,14969544.99,3707637.11,23389007.72,17627249.50,10259812.15,4382809.45,16255723.85,6772364.84,5772186.63,2627066.82,2354718.97,913835.31,376026.54,241564.92,4121468.53,1438342.98,1149539.03,179652.11,3422810.75,1338966.01,252754.54,63046.22,406904.51,357752.27,1939506.29,1934831.08,2031943.13,1542760.08,2988927.15,0.0
5,经营活动现金流入小计,2803175939.40,1918580379.65,1216192881.23,657054804.74,2662411372.04,1999442816.04,1189395770.86,704464655.74,2526608992.74,1697258996.16,775159657.12,311515693.32,2760716148.07,2297976001.79,1506803751.36,711831281.15,2997876538.97,1963058655.31,1299075524.97,676183518.40,1978124492.88,1252320872.09,413694631.73,74177530.75,1172876555.17,950605855.82,746320621.60,254037879.53,2026099332.70,1461448742.59,377515539.12,101550550.60,1290273281.73,1098602489.12,727835611.27,301822430.08,1567089392.75,891300030.17,309231066.53,142743775.65,842339450.05,687044322.75,307283065.98,184893580.77,789185976.17,301224975.78,96540879.71,49922082.87,367399034.29,257575823.33,115832237.02,70076371.33,372243871.94,261846331.00,149932305.17,89335736.97,412713324.91,298174099.82,140275620.84,64622308.52,355526120.37,40342613.51,300058322.68,0.0
6,购买商品、接受劳务支付的现金,111009320.88,52455087.03,25363745.38,11739135.76,104993918.95,58656799.20,36199733.56,15936774.14,119989969.25,59246803.43,38184413.41,6944510.17,114935151.33,134336295.73,105598902.97,28279142.47,189449914.62,131157954.02,88666981.98,54547742.99,244323303.33,68228195.39,36003325.64,20097397.10,160447857.88,117868955.88,69918616.38,45545177.93,149739908.97,60552853.07,22615586.16,10341739.71,103129192.26,74907793.42,42584389.20,19652086.08,91345757.88,21849105.38,14591840.80,10402051.81,69074759.53,40566015.60,15657486.88,9304630.27,32897999.93,15795565.11,8559009.93,3221322.16,32481112.15,24387320.34,16068186.49,10744875.68,114631324.32,83654425.53,55535105.83,30934089.24,122408247.63,92195533.44,57552169.27,24316356.64,114481047.85,19074499.99,78732050.95,0.0
7,支付给职工以及为职工支付的现金,167574379.25,101235903.99,65137478.64,34849982.42,156949033.52,90393388.81,60876831.00,31559379.02,119612670.86,75015075.96,48167134.01,24813501.37,116342619.67,71691489.05,44701363.24,22129408.59,102627429.76,62056734.99,38199373.36,18924071.44,82440490.56,50430266.63,30617185.70,15533276.84,71437361.94,41934346.87,25489927.19,12035672.23,59873244.33,38320451.79,22904897.22,11600530.22,61013110.05,38862900.43,25574752.91,11775335.58,50000074.21,32416104.56,20170379.19,9579952.77,39623201.11,26526324.78,14737602.16,7095300.48,42223403.77,18213278.30,9488408.23,4950802.23,39224602.94,27132884.32,16557572.29,8628503.72,44332184.13,34271979.47,23686416.80,12973256.88,38351133.41,22426079.68,15277719.87,12521604.59,44123779.41,11428190.48,33912457.13,0.0
8,支付的各项税费,533421574.39,328523206.93,166084714.64,102463044.33,567319224.87,366628370.59,168488999.67,52250819.39,653116457.73,373080138.13,162289749.87,47767200.13,540800684.59,378751639.11,194396067.99,99625846.60,504416407.50,283085390.89,138999681.38,51591778.45,378683162.92,261252842.08,76224637.72,11498013.00,186681699.97,159630623.73,109956275.96,43142662.74,338963715.06,269261258.19,70900384.12,20700747.49,165018631.57,150945217.90,89139666.68,31441575.67,209444425.41,152305333.55,59344538.20,34250515.39,165211351.48,144040382.01,89072468.32,49596054.37,130251297.28,57908522.72,14186410.51,2602876.10,59295408.65,46679961.39,18090873.04,7410906.45,53154247.47,33845717.48,16980659.40,7186335.63,56017540.26,37588696.94,12219866.61,4521602.25,57963270.74,6344478.03,47323252.90,0.0
