,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,54474635.88,49146307.61,30972023.88,159700014.68,120887836.80,108299288.25,43915939.36,554192936.90,469475779.15,400752384.10,193715907.99,469952530.04,301682407.63,196826864.49,62201178.76,163950502.98,78428012.45,50347506.91,27379504.78,118459568.29,88830059.53,58672421.73,30153368.34,178754693.91,112705156.09,92485614.13,41044141.17,276473245.79,196114199.13,149231728.14,93510904.69,333956057.54,306360984.56,188438199.06,78873710.99,437027704.46,254266434.03,196666204.86,100551465.83,223214442.49,151783652.51,93950902.59,61090261.43,238183329.62,165284383.84,95710108.79,64932886.54,264070540.49,207594701.54,131474052.19,65720154.63,253961606.79,178025801.82,221609623.91,0.0
3,收到的税费返还,1624750.91,0,1620326.45,7867874.60,6808732.39,4477880.28,2188392.87,8590376.00,7471734.12,4686496.78,2417782.61,15446207.03,11726986.67,7189006.06,2038903.13,19735848.47,16241840.07,13219110.04,7437880.94,10769227.52,9252691.27,5093061.48,3677144.12,18197523.88,11938824.76,5583163.55,4387446.18,23166549.55,15959441.45,9616805.79,5990108.30,29807433.70,18906796.00,638666.76,7639166.04,35450889.88,26778162.99,15802875.60,9091735.18,16491338.07,11800860.16,6351208.64,3593273.91,13246340.30,12420196.66,9313537.26,1560737.27,1189430.79,497880.90,331920.60,366549.37,3972730.95,1657701.43,11766297.97,0.0
4,收到的其他与经营活动有关的现金,902765.99,1696634.51,387179.09,6468422.76,7962645.84,2701424.53,17361302.52,17519614.61,66994406.85,4026585.51,22709047.68,14414237.61,13092139.52,4286384.25,8604830.99,4338611.30,4756732.22,1920755.89,663942.94,1002512.65,527097.46,528724.56,857055.29,3380586.04,17177790.92,1738368.52,4713892.39,843149.99,30501593.35,7205282.89,146926328.99,24537971.66,41242444.04,32891452.70,13994342.60,37611156.03,15287998.61,5672015.94,1465884.77,6863698.39,9657041.38,10134439.98,4462707.37,5555594.85,4971036.61,5013012.87,566858.57,10655245.50,15049367.99,10032911.99,4201776.89,7691460.21,5803644.03,7493126.97,0.0
5,经营活动现金流入小计,57002152.78,50842942.12,32979529.42,174036312.04,135659215.03,115478593.06,63465634.75,580302927.51,543941920.12,409465466.39,218842738.28,499812974.68,326501533.82,208302254.80,72844912.88,188024962.75,99426584.74,65487372.84,35481328.66,130231308.46,98609848.26,64294207.77,34687567.75,200332803.83,141821771.77,99807146.20,50145479.74,300482945.33,242575233.93,166053816.82,246427341.98,388301462.90,366510224.60,221968318.52,100507219.63,510089750.37,296332595.63,218141096.40,111109085.78,246569478.95,173241554.05,110436551.21,69146242.71,256985264.77,182675617.11,110036658.92,67060482.38,275915216.78,223141950.43,141838884.78,70288480.89,265625797.95,185487147.28,240869048.85,0.0
6,购买商品、接受劳务支付的现金,18574179.37,20318275.34,13840151.71,70156583.85,51607476.25,55542411.64,27902852.46,268005194.93,191905533.52,162761291.57,78108219.19,234652386.84,143767031.51,79575156.14,37577333.52,111207002.08,53762432.46,35120520.02,18434131.99,64705114.63,46630683.34,31602658.40,20318463.57,117829240.77,71601196.64,56919462.40,28845124.38,150597848.33,100068277.73,88977808.40,60986567.22,225040573.19,258933312.58,169873622.10,64983960.60,245819196.23,131882974.77,112067532.84,40753451.71,129600543.78,78100607.12,46276596.49,37685200.57,123763265.83,77610856.41,36615996.02,30061308.91,138560787.46,122000050.51,70528861.67,35399471.48,136438858.04,75977948.18,128325887.79,0.0
7,支付给职工以及为职工支付的现金,33731635.77,28128126.67,28688459.27,117518306.95,68617403.03,67888343.01,15411942.11,179888595.60,116412680.81,88857657.53,37496563.80,179362054.85,106203730.96,88033262.43,30292413.18,83599589.45,53230270.27,36359662.05,18224483.76,59655441.85,44585330.21,29333706.05,14475361.49,64052931.66,47337107.29,30101978.75,14324038.17,73260158.16,54380688.96,36590749.42,19098112.98,99147394.60,72532333.02,21594635.65,20816039.68,113646215.22,88385814.29,55486903.85,25290163.23,83714793.98,55224827.43,34023994.62,17464615.77,82799437.23,61065137.85,40064377.21,19086570.21,87677590.14,64579284.66,42845938.10,19657429.68,72484555.55,54105793.52,49950200.96,0.0
8,支付的各项税费,6104680.49,4158555.91,4244435.12,9168327.14,16700085.65,8318524.20,6422586.87,51341573.97,64714254.27,42259210.57,20685968.76,30648389.49,33529475.59,16787934.91,12037350.84,7938450.26,6910002.91,3962802.96,2021335.30,9566661.15,8480413.65,5406395.66,3348126.86,11562334.62,9692385.47,5917224.98,3602294.38,15705814.80,14390883.30,9510262.33,22500669.14,20020372.40,24521253.73,7378577.46,9238384.38,23720998.39,17711343.95,12503109.40,4061257.05,21156358.86,15391333.61,9616276.02,5185070.65,12882925.20,11297071.64,8570712.63,3393305.63,25918410.50,27263254.22,22797260.15,11160812.04,11047723.13,10283944.86,14884047.30,0.0
9,支付的其他与经营活动有关的现金,11296646.95,11774104.47,3172033.61,82425864.56,70004361.24,70389699.15,36733657.93,93144824.04,198003996.22,69245862.84,73653630.46,95206148.72,95183489.97,32628472.79,24177410.89,13427032.47,11196267.50,6017232.72,3097285.95,14458566.33,8373011.45,6179190.87,810470.44,19989050.62,26110004.59,10924094.41,7772879.42,18777019.31,30644384.46,9503723.22,130418960.72,34434594.13,49932176.85,56156564.64,3184123.72,69857331.41,21674365.51,14227367.63,6630063.02,22114551.29,20336407.22,21896161.56,7801752.39,13280369.41,14729239.19,11362003.93,8308916.02,17799517.29,15852115.67,10568077.11,5765198.06,8057131.61,25137758.77,28121721.63,0.0
10,经营活动现金流出小计,69707142.58,64379062.39,49945079.71,279269082.50,206929326.17,202138978.00,86471039.37,592380188.54,571036464.82,363124022.51,209944382.21,539868979.90,378683728.03,217024826.27,104084508.43,216172074.26,125098973.14,81460217.75,41777237.00,148385783.96,108069438.65,72521950.98,38952422.36,213433557.67,154740693.99,103862760.54,54544336.35,258340840.60,199484234.45,144582543.37,233004310.06,378642934.32,405919076.18,255003399.85,98222508.38,453043741.25,259654498.52,194284913.72,76734935.01,256586247.91,169053175.38,111813028.69,68136639.38,232725997.67,164702305.09,96613089.79,60850100.77,269956305.39,229694705.06,146740137.03,71982911.26,228028268.33,165505445.33,221281857.68,0.0
11,经营活动产生的现金流量净额,-12704989.80,-13536120.27,-16965550.29,-105232770.46,-71270111.14,-86660384.94,-23005404.62,-12077261.03,-27094544.70,46341443.88,8898356.07,-40056005.22,-52182194.21,-8722571.47,-31239595.55,-28147111.51,-25672388.40,-15972844.91,-6295908.34,-18154475.50,-9459590.39,-8227743.21,-4264854.61,-13100753.84,-12918922.22,-4055614.34,-4398856.61,42142104.73,43090999.48,21471273.45,13423031.92,9658528.58,-39408851.58,-33035081.33,2284711.25,57046009.12,36678097.11,23856182.68,34374150.77,-10016768.96,4188378.67,-1376477.48,1009603.33,24259267.10,17973312.02,13423569.13,6210381.61,5958911.39,-6552754.63,-4901252.25,-1694430.37,37597529.62,19981701.95,19587191.17,0.0
