,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,7394283249.08,5849526459.53,4022386070.46,2308619359.16,7762010521.75,6020685240.76,4086872287.91,2376544526.43,7587200643.01,5570597201.65,3806281057.44,2201043087.51,7614780744.77,5550949108.45,3807971721.18,2256962699.55,7992076532.21,5808508476.92,3999008783.44,2273269362.85,7504923659.70,5375045107.76,3728551855.22,2114899927.45,7288707728.93,5340011780.26,3557036763.22,2044336320.84,6605383461.88,4789615273.30,3140668313.95,1764903045.90,5800686752.58,4384166028.90,2854502592.82,1698293774.40,4587146101.07,3369857269.84,2208619322.59,1302762065.95,3824039887.97,2777860514.55,1785776066.29,1036864471.55,3365340743.52,2479797827.70,1596958710.60,1023925844.78,2950523630.53,2172142682.10,1519118330.16,927685346.71,2707713605.91,1940276554.90,1270067704.74,729940788.44,2220957199.94,1546888907.11,1051312548.38,625729860.88,1943362061.84,1337679261.36,907389478.09,568300507.71,1472747945.03,1145773556.70,678799786.06,377403260.36,1050015359.72,501919822.90,704239180.17,323607928.53,513016371.95,245454336.41,303209785.58,129154570.55,207293540.53,97176659.78,0.0
3,收到的税费返还,4251.38,0,0,0,0,0,0,0,7820.86,0,0,0,715335.21,0,0,0,819454.58,0,0,0,860320.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362021.82,0,0,0,0,102892.41,0,0,1142495.89,1142495.89,1142495.89,0,897066.96,938865.86,931851.41,0,130845.32,0,0,0,706000.00,706000.00,0,1529103.56,2939000.00,4622291.16,7640000.00,23653775.84,41646453.23,16293201.61,0.0
4,收到的其他与经营活动有关的现金,297548255.26,469406719.86,316174606.50,185164203.00,288837458.55,496288828.95,340456681.73,208216074.96,207468228.98,431005820.15,293099077.46,161583916.49,199630708.10,396714629.54,271928916.28,77876290.75,192491908.98,232862705.40,176698277.47,41599735.34,107325774.10,233958135.90,172340690.78,75318052.15,191374056.54,128649136.52,121132638.84,43110888.02,75831658.74,153372808.56,107327842.57,77566105.82,62476988.60,212545621.83,66439182.20,33774177.58,64606220.98,91724750.05,59703587.71,28039252.11,69108084.90,73039183.01,52665841.95,32112643.15,68455199.95,55052100.57,30739741.18,14549051.33,85534797.06,55929850.45,41301252.96,24118730.16,76463991.20,68277549.57,37113418.51,34597819.09,34785245.58,38965466.97,19987803.07,22155210.34,48786061.51,19167955.01,13381671.24,6398494.64,49401104.51,10640953.61,24925567.14,11392254.77,39864088.03,7913147.16,6643902.97,604944.97,637563.43,1392191.04,7104291.74,24859795.18,7531870.40,18557019.30,0.0
5,经营活动现金流入小计,7691835755.72,6318933179.39,4338560676.96,2493783562.16,8050847980.30,6516974069.71,4427328969.64,2584760601.39,7794676692.85,6001603021.80,4099380134.90,2362627004.00,7815126788.08,5947663737.99,4079900637.46,2334838990.30,8185387895.77,6041371182.32,4175707060.91,2314869098.19,7613109754.66,5609003243.66,3900892546.00,2190217979.60,7480081785.47,5468660916.78,3678169402.06,2087447208.86,6681215120.62,4942988081.86,3247996156.52,1842469151.72,5863163741.18,4596711650.73,2920941775.02,1732067951.98,4651752322.05,3461582019.89,2268322910.30,1330801318.06,3893147972.87,2850899697.56,1838441908.24,1068977114.70,3433795943.47,2534849928.27,1627698451.78,1038474896.11,3036420449.41,2228072532.55,1560419583.12,951804076.87,2784177597.11,2008656996.88,1307181123.25,764538607.53,2256884941.41,1586996869.97,1072442847.34,647885071.22,1993045190.31,1357786082.23,921703000.74,574699002.35,1522279894.86,1156414510.31,703725353.20,388795515.13,1090585447.75,510538970.06,710883083.14,325741977.06,516592935.38,251468818.61,317954077.32,177668141.57,256471864.16,134848314.64,0.0
6,购买商品、接受劳务支付的现金,5866381947.99,5088846590.72,3572689226.83,1855221138.29,6352821481.43,5274212840.68,3618027095.69,1934306726.59,6014782320.67,4776767050.50,3354216846.87,1811675286.46,6305454187.56,4863342470.76,3438940208.47,1891974503.44,6564993964.89,4916939856.72,3422081691.54,1774100109.02,6172684586.45,4549361916.98,3289429248.96,1750597228.05,5956629217.22,4359600342.12,2982869771.02,1602993279.38,5234354299.25,3925078311.16,2779998866.19,1567128316.41,4563588970.30,3577057607.63,2353188185.10,1269958035.84,3736423073.32,2734951033.45,1862190599.12,1030562709.12,3051473363.60,2274597571.20,1562954591.61,854264969.44,2753686417.31,2101117166.96,1347518734.51,911904429.43,2400503283.02,1804238781.54,1285186857.40,717263670.12,2156719184.57,1611576211.62,1060690004.16,578061109.69,1803414018.77,1277453324.38,888539834.05,520645953.51,1617197679.97,1125072796.45,791234040.06,451968145.57,1180979371.55,959263594.45,552175851.80,300518445.91,878243713.43,434567314.99,577994509.17,258393715.02,463702017.08,216474354.67,213930655.99,72876694.16,212349697.20,104336769.08,0.0
7,支付给职工以及为职工支付的现金,527110796.52,401324529.87,277946651.31,153212138.84,480001016.83,346734328.63,238714095.28,126834929.00,452273720.20,322923941.59,223058798.02,125473946.95,431389433.45,310816723.33,217474018.13,124901105.45,408323781.60,298506268.61,204588441.98,115068066.93,372874854.24,270081182.77,185803082.34,104841960.14,338177518.28,243395835.62,163808390.34,91444884.13,282438034.78,172237817.08,114413139.76,63151165.28,194181361.85,134419003.28,90613611.77,49308284.08,145997163.42,115522964.11,78198767.90,47175632.70,158306006.45,112751434.38,66738201.74,43360077.31,125355172.78,77332470.60,53883086.54,23800656.00,134672308.06,69452503.16,50720385.00,27630760.11,117724314.67,78386940.36,52348850.53,28599861.54,113343069.81,74900321.23,49118048.82,25242607.96,92203029.49,43404632.20,32728168.77,18795218.79,51126365.01,35375482.42,25114640.56,11708874.44,44833852.88,18074328.03,29468107.40,9724599.32,20044357.95,8316707.61,12796222.00,3559664.89,7832747.35,2904483.74,0.0
8,支付的各项税费,170162551.41,136339687.04,92385257.36,48917522.37,219371182.87,147823507.93,96876878.41,49061344.05,207036660.33,176253633.74,122465179.86,60330021.65,254720994.05,213012586.58,149433663.03,93544307.25,304501037.18,231570747.13,167695545.63,93267262.44,325051600.87,249326114.03,213242150.73,142903088.84,303695731.48,218254569.50,168043653.45,113104320.64,331051550.54,225409912.58,176543264.84,130754853.31,307937945.03,244174655.16,203498904.25,118628310.90,191681793.47,147462879.00,129250025.59,92756250.72,197118708.67,152493866.75,126766103.36,99614395.63,175017191.59,147965269.28,114709696.62,57420171.90,145828417.59,111652051.86,85227572.99,60361001.17,106582614.74,74883642.59,58652184.46,43916843.93,84170006.53,59616481.23,47110664.69,36411754.20,74219583.46,54998974.98,43749079.57,36343403.68,47194933.81,40133363.33,27783589.27,19546638.63,40075011.25,20147596.86,32769463.18,16878777.84,22875665.32,5185622.85,21139303.01,30767475.62,41595300.82,24251390.78,0.0
