,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,811763283.43,496601751.39,208736249.88,1307098334.12,785891030.63,455224083.03,182690217.00,1405936885.62,866236676.56,551575882.76,266309665.19,1699551038.89,1039165187.30,634312715.05,292108635.54,1663419644.21,967196728.42,553347262.02,219582057.81,1488040216.31,914565459.44,567220512.35,228600146.69,1276406806.91,791075436.76,472764599.54,171767094.90,1154263283.67,766538162.69,477482561.60,202886925.04,1030862497.63,662671352.97,469487734.01,199302050.86,934548991.48,618105102.10,405880523.96,188292238.85,803223513.06,676788088.05,452294384.94,236817869.16,855772253.81,649130744.21,388315029.70,183577909.61,820058148.09,571356008.83,336822148.91,118204533.81,576939729.57,398770910.36,274641863.93,98810188.54,731704147.80,564740076.67,370716044.87,162201363.69,758732281.43,523627953.65,378812788.94,665489389.58,0.0
3,收到的税费返还,34523641.74,19167441.11,4230450.75,38124131.25,35671561.13,26431291.37,7660747.76,55706379.11,37154323.22,22153784.97,2804503.27,74413794.01,34064500.01,14522779.71,4942210.37,64747037.99,48729734.99,34678064.06,13459105.06,78876010.87,51057861.00,40094161.36,30489089.61,81532622.16,45495669.97,31819922.13,21178839.51,88459461.44,51710826.08,24526508.77,10287315.67,99142581.64,49124226.02,22769020.82,10580210.76,46732008.02,26667118.96,12961388.48,5291173.57,34001323.06,15933556.37,9110233.15,9110233.15,39027103.55,34865255.10,16313770.01,0,30465386.84,14104475.71,10961604.05,5584924.82,20331203.11,7193276.32,2704955.18,2374261.62,18555776.70,15033101.26,3955474.03,2981309.71,7477243.81,2489353.59,1924804.62,0,0.0
4,收到的其他与经营活动有关的现金,24668076.41,13252105.70,6471288.70,42333426.47,28557440.15,16798072.67,4745060.87,20128756.26,14749108.76,10075683.63,5157148.60,13827723.31,51144247.81,41318534.66,35912082.03,23716404.20,19532937.55,13250751.00,11652018.78,42081920.51,10349417.28,10037108.52,4736147.66,32328415.73,7499086.73,3709487.29,2837218.85,16020849.78,15746824.32,3413825.91,1272593.28,23155256.73,33543726.76,15754656.62,2402888.21,22630098.97,7625203.99,3980539.25,2395807.32,16087986.84,3286057.96,2196657.19,1055002.28,7147564.12,8298828.99,2287562.09,1203918.73,3444832.16,2648441.21,567048.00,32048.00,7330002.26,2319055.00,319055.00,319055.00,6090558.99,967997.37,665197.37,303088.00,6976537.79,1300000.00,0,4023574.04,0.0
5,经营活动现金流入小计,870955001.58,529021298.20,219437989.33,1387555891.84,850120031.91,498453447.07,195096025.63,1481772020.99,918140108.54,583805351.36,274271317.06,1787792556.21,1124373935.12,690154029.42,332962927.94,1751883086.40,1035459400.96,601276077.08,244693181.65,1608998147.69,975972737.72,617351782.23,263825383.96,1390267844.80,844070193.46,508294008.96,195783153.26,1258743594.89,833995813.09,505422896.28,214446833.99,1153160336.00,745339305.75,508011411.45,212285149.83,1003911098.47,652397425.05,422822451.69,195979219.74,853312822.96,696007702.38,463601275.28,246983104.59,901946921.48,692294828.30,406916361.80,184781828.34,853968367.09,588108925.75,348350800.96,123821506.63,604600934.94,408283241.68,277665874.11,101503505.16,756350483.49,580741175.30,375336716.27,165485761.40,773186063.03,527417307.24,380737593.56,669512963.62,0.0
6,购买商品、接受劳务支付的现金,604324298.51,411098446.18,213457773.87,920992035.68,600633322.26,375782299.33,156790674.60,984217316.64,692917596.33,439996868.35,217148164.77,1204456384.97,803875474.36,570204901.02,303611828.98,1173878441.86,824793003.55,542104494.88,235778481.89,1068831032.06,722861152.71,438719543.87,178515657.22,889154099.41,550813681.19,363655953.28,175924160.21,781966928.79,523027151.75,325513507.84,147679030.90,705712638.27,544310852.90,415306141.74,191628961.45,809214284.57,558556063.26,367097546.02,173442988.43,542683131.87,440642241.73,269766173.32,134116761.34,663319061.13,533232600.31,312331801.51,154507354.68,691700844.03,494987060.35,313158892.66,149935147.16,485351232.42,346784647.98,214719353.06,101725562.00,475832866.66,387190902.49,316596660.81,183538328.63,665081691.92,494712430.51,304836425.17,556145707.65,0.0
7,支付给职工以及为职工支付的现金,134055614.17,94676127.03,55152733.48,191842271.24,138212981.80,99250433.53,58691521.65,180489428.77,141349545.36,102221754.47,62347853.36,195890218.28,136925623.27,95996436.87,54935015.15,183505254.18,124537557.87,88455639.10,52072797.49,171940051.39,124000559.72,86862139.39,52868151.54,169310783.52,119188271.44,82138041.22,43467529.75,156588010.97,104377283.42,70933091.14,39352067.15,137265912.59,83276941.50,56623557.55,31584158.01,100271299.65,68591134.22,46876812.94,27633866.09,88115508.73,63223399.12,43961228.88,24853090.90,80872228.36,64962740.69,46158291.82,19219286.95,63665509.59,46934040.32,31188162.81,14175683.21,48530813.00,32901152.81,20905333.87,12505991.27,43023786.82,34306279.10,25582337.75,10913660.24,35771653.45,24158431.92,14749897.47,25442201.27,0.0
8,支付的各项税费,58975626.07,44424085.58,16930939.54,45402062.33,41520683.11,27773463.74,11984695.14,82700271.39,75797518.58,58247344.63,30828576.96,99425319.12,95230402.10,71635702.54,50696446.11,84571443.08,67894408.91,50114062.85,19774940.55,73955097.54,71976910.89,71666591.58,27930639.32,65320688.25,65900145.67,44126366.06,17925642.66,64038265.84,72199911.87,46728086.27,20507698.13,63652383.92,64103031.75,39354087.58,23287046.27,57919553.50,50629920.65,26408019.99,12835868.04,40418825.64,55413327.63,40649019.93,28169636.39,33958312.95,20974109.81,6034672.09,8551436.03,14428267.27,7284202.26,5712225.19,5220729.90,30681243.18,19586475.59,14924342.26,10736616.46,32735734.10,28549741.69,15857900.08,7078164.58,34633956.12,27649338.88,22437618.93,14227728.33,0.0
