,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,4482517752.01,3426823922.11,2135686145.78,974420361.72,4113718374.54,2812924272.44,1805575236.72,930689881.22,3462902553.70,2495227239.89,1608915359.38,747391411.21,3182186512.12,2076800030.89,1340125545.31,648065333.86,2883321885.81,1995711987.77,1286642948.41,673682080.72,2144652341.22,1788575269.98,1215933364.19,586343703.07,2266558398.28,1591069703.85,1030865020.98,464085946.29,1987849508.14,1409624046.25,903876010.03,441234158.60,1659387170.39,1216412581.12,749706691.83,359698707.24,1431524704.54,1015306012.56,672805682.95,301834833.30,1296282689.27,921891766.44,607137400.97,287774348.65,1122832160.40,823441341.69,533596670.10,241774376.78,921160596.26,667053324.44,439495709.83,800365636.68,701828696.32,0.0
3,收到的税费返还,623461.92,460586.88,372023.78,262725.87,2282988.64,1095454.01,1095454.01,574618.58,1550821.42,1315885.08,806417.13,17500.00,142479.52,77736.74,68965.38,68965.38,469738.47,357442.53,299362.61,99296.16,739033.15,323078.24,273959.01,151219.45,3040492.29,2660025.11,1128012.12,811203.64,1699963.78,290093.36,189275.02,126464.74,691879.40,478942.30,307956.86,88329.08,183113.49,127209.67,0,0,989.48,989.48,989.48,0,0,0,31327.26,0,272819.74,82900.00,82967.41,7827.50,40546.45,0.0
4,收到的其他与经营活动有关的现金,138453697.51,66949301.45,27899534.94,21869486.00,61218634.20,43271954.40,26521207.69,20334587.66,84489639.61,67440328.51,25647217.73,5710472.89,26061669.05,20486718.12,13761125.72,8247854.77,19582242.17,35973054.36,41175478.23,22886800.60,74013407.20,64109180.88,78198682.71,27791777.20,16783118.74,20303046.58,7578632.55,5334473.01,28447665.06,12337812.56,14908196.28,9202827.70,16205238.86,7867360.11,20078408.83,7668771.26,20089537.82,11278660.59,19417346.13,8781237.34,13075727.69,11284358.17,23257009.76,10602493.80,15554133.92,11464882.85,28077490.67,16291667.22,7298243.45,8237534.13,5444721.00,6246654.81,6759095.39,0.0
5,经营活动现金流入小计,4621594911.44,3494233810.44,2163957704.50,996552573.59,4177219997.38,2857291680.85,1833191898.42,951599087.46,3548943014.73,2563983453.48,1635368994.24,753119384.10,3208390660.69,2097364485.75,1353955636.41,656382154.01,2903373866.45,2032042484.66,1328117789.25,696668177.48,2219404781.57,1853007529.10,1294406005.91,614286699.72,2286382009.31,1614032775.54,1039571665.65,470231622.94,2017997136.98,1422251952.17,918973481.33,450563451.04,1676284288.65,1224758883.53,770093057.52,367455807.58,1451797355.85,1026711882.82,692223029.08,310616070.64,1309359406.44,933177114.09,630395400.21,298376842.45,1138386294.32,834906224.54,561705488.03,258066044.00,928731659.45,675373758.57,445023398.24,806620118.99,708628338.16,0.0
6,购买商品、接受劳务支付的现金,1604391729.22,1306548503.17,754759662.22,297426247.66,1805174666.28,1183293714.55,754539281.59,385243254.52,1494242985.05,1087989589.72,692998001.13,300756321.85,1603721202.20,899752766.26,623583657.18,295730200.55,1568025806.94,931207779.77,649817476.73,367310157.83,1052148821.27,985489814.01,696966835.51,359479271.52,1191835848.05,861488633.48,568801238.49,257217860.13,1107525894.39,761329677.87,500299801.63,252921619.05,978149463.29,684309225.81,402264171.91,199684419.08,864788028.38,598533008.30,402164827.68,170512434.40,761237939.40,558735083.67,350247508.52,160121579.51,675508588.81,532241291.13,356803900.45,167309635.48,553409985.95,381600629.39,252244600.66,529094194.64,469004747.33,0.0
7,支付给职工以及为职工支付的现金,585404630.73,370798881.93,240671416.52,117743872.75,493953169.90,290101809.47,185498543.64,106321563.68,420839276.66,237994800.81,156459155.84,73621471.17,338313062.64,199921019.82,127717498.28,58704459.93,315186125.07,192484112.55,116734097.28,50054715.54,296316995.95,144326452.24,97551708.59,46060266.42,248131237.40,123635817.79,79788006.36,37334817.83,225754541.11,103595066.52,66746588.45,33634465.43,168055393.54,80801646.08,49150866.55,26128878.11,138788570.80,71436053.34,47916418.53,25075224.39,117383524.15,69931726.35,45724684.52,20183754.28,101538021.73,62193473.37,20965921.24,15093634.06,71395086.32,53319128.23,34177892.95,59599938.18,48891208.09,0.0
8,支付的各项税费,472573676.38,356921819.73,263002607.41,110318250.44,472257835.35,358004707.56,250325137.00,111738436.24,370368233.22,285472580.92,199575925.61,66233488.63,311192682.20,230221817.82,160064266.99,65935662.68,258456425.93,203190530.77,140367736.54,56958134.51,230942981.39,171550271.68,122194293.69,58395990.56,197574790.07,149206577.95,105640452.84,40907642.99,172299175.08,127724598.80,87190461.65,35546307.33,127166833.82,92672276.30,66499031.94,27924927.06,103895020.47,72842827.27,50311234.65,21981164.58,97516705.76,80245452.42,49893460.81,22942059.85,97180524.42,87553750.19,59133949.09,19108881.59,81206905.44,62470724.21,40838739.10,39536848.34,40061219.20,0.0
9,支付的其他与经营活动有关的现金,1653252019.30,895950806.53,617612421.71,324751951.24,1001309583.13,784766337.96,468418318.65,261243604.71,811143721.56,690229247.33,427743127.73,209260840.53,678022332.58,611633972.98,371802049.40,216480023.93,557470504.67,607904548.51,376100952.76,181422311.27,479759125.09,434359275.33,312937838.17,141853784.57,454508081.05,385849402.29,258987142.63,136155345.52,358253367.59,332220335.59,219833568.14,107877104.71,321836389.18,262912801.00,177265242.08,76435366.73,282533912.33,239247038.20,172696931.89,76539608.86,271759264.29,191632077.47,145718915.06,72290416.01,217658274.62,130465396.86,104156585.79,56569614.15,174168795.04,105452594.15,87560999.01,147400055.13,141830147.60,0.0
10,经营活动现金流出小计,4315622055.63,2930220011.36,1876046107.86,850240322.09,3772695254.66,2616166569.54,1658781280.88,864546859.15,3096594216.49,2301686218.78,1476776210.31,649872122.18,2931249279.62,1941529576.88,1283167471.85,636850347.09,2699138862.61,1934786971.60,1283020263.31,655745319.15,2059167923.70,1735725813.26,1229650675.96,605789313.07,2092049956.57,1520180431.51,1013216840.32,471615666.47,1863832978.17,1324869678.78,874070419.87,429979496.52,1595208079.83,1120695949.19,695179312.48,330173590.98,1390005531.98,982058927.11,673089412.75,294108432.23,1247897433.60,900544339.91,591584568.91,275537809.65,1091885409.58,812453911.55,547784992.72,258081765.28,880180772.75,602843075.98,414822231.72,775631036.29,699787322.22,0.0
