,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,544525858.54,350222202.01,179536658.37,1113399170.95,835970154.21,452129004.24,256499113.04,907692200.16,634541903.27,419325201.89,256708111.25,758763675.16,557291399.12,364517087.53,213967009.04,502833360.30,333779730.03,281151971.14,142157211.10,509972945.15,367117160.91,212063624.45,96169802.91,603150902.64,469984326.64,311153390.71,205355144.28,1346765903.97,827108305.44,570779796.32,433831465.41,1411040665.60,1037662478.07,673378782.87,386492483.77,1179153340.36,469435314.29,351170745.44,211784020.86,451807618.14,222771294.31,136327865.21,63783036.21,985079079.39,715408571.75,518506224.86,367640854.60,907293067.30,538470247.58,309231910.08,135440841.79,458748403.63,305692881.65,199278290.39,123034489.71,485463106.52,301729117.78,0.0
3,收到的税费返还,22614189.35,17984723.34,8053654.84,41304731.93,35856793.01,14568232.79,10287641.14,27780457.47,23156932.63,18165465.96,9516320.72,12511083.11,9397671.09,3587949.76,2133872.20,2950786.44,2699159.69,1946835.84,482108.12,7614725.28,6760215.04,4488188.28,2565071.96,22533655.38,18733432.15,14714771.56,295650.95,20191076.56,20033954.41,15696838.93,9505158.11,4975533.19,3498993.84,745757.98,737464.94,4770697.56,3479456.74,3147811.61,1540146.96,1380653.43,1410136.43,1380653.43,1032155.43,2751243.84,2026915.85,2026915.85,1992136.43,1554054.01,1554054.01,1554054.01,0,1930800.95,1930800.95,0,1358121.80,9054392.17,7774429.48,0.0
4,收到的其他与经营活动有关的现金,70329321.49,51781083.89,34976261.53,23450282.52,24619479.41,15866048.87,6412911.35,10826813.71,14071609.41,9363922.78,6679719.11,22956801.78,5675340.26,23042630.75,5127001.57,8947406.42,42319991.66,35770957.03,6660531.73,15089207.62,52284787.71,9222781.94,1813301.35,7936120.66,4117703.38,2449666.97,1030047.24,36238702.47,13296973.54,9129070.63,5414531.65,15536673.07,88446869.74,2441307.96,20232779.71,46841119.60,31358548.85,1517685.92,6005449.01,23685414.05,162845159.61,127923170.03,126752024.15,39423456.05,14186783.55,11887877.16,88326436.77,5964086.48,2552089.44,1451174.97,2753066.67,84927895.07,56092071.38,40120199.39,31798580.00,17847934.14,6814919.10,0.0
5,经营活动现金流入小计,637469369.38,419988009.24,222566574.74,1178154185.40,896446426.63,482563285.90,273199665.53,946299471.34,671770445.31,446854590.63,272904151.08,794231560.05,572364410.47,391147668.04,221227882.81,514731553.16,378798881.38,318869764.01,149299850.95,532676878.05,426162163.66,225774594.67,100548176.22,633620678.68,492835462.17,328317829.24,206680842.47,1403195683.00,860439233.39,595605705.88,448751155.17,1431552871.86,1129608341.65,676565848.81,407462728.42,1230765157.52,504273319.88,355836242.97,219329616.83,476873685.62,387026590.35,265631688.67,191567215.79,1027253779.28,731622271.15,532421017.87,457959427.80,914811207.79,542576391.03,312237139.06,138193908.46,545607099.65,363715753.98,239398489.78,156191191.51,512365432.83,316318466.36,0.0
6,购买商品、接受劳务支付的现金,400165573.23,268849520.11,138927752.66,855172555.01,628206670.37,380314327.61,209866552.78,606638267.86,453986540.99,303581020.26,175047743.61,542258033.64,375523066.58,275588637.24,148822303.46,336860386.32,231321801.25,190600929.21,100950232.46,406030694.18,268782717.08,151195331.72,84339358.26,508779982.34,356013231.31,241197476.63,191116286.47,1078874433.54,677264371.44,461128655.06,367455328.40,1035029839.44,751237353.91,465717061.04,232702130.59,1189859274.22,383285051.06,250152489.17,137985879.26,406139415.37,253904776.74,126375377.84,69643192.86,758561346.82,435419563.11,332282865.87,286381750.54,977718310.56,583246642.18,298587624.16,118542481.69,420498777.07,329111941.80,191392392.01,142377724.97,413886482.93,245894696.33,0.0
7,支付给职工以及为职工支付的现金,116538519.25,83688766.59,38368784.36,180991124.95,136819759.94,92798653.00,41056108.50,125613642.97,89971318.01,59321245.59,29607152.01,109915914.99,77164085.13,50202566.59,26081334.36,56640759.98,36596554.25,25824919.36,13098309.58,64170932.88,48339334.34,31625909.22,15105393.19,87241540.68,66860773.92,44643421.81,19505177.90,98033949.10,74524754.78,50077685.34,23949592.75,98258606.66,75986614.46,45400964.22,20005878.77,66218582.34,48073501.84,28434444.42,12134715.58,46279367.37,32855295.87,21007043.11,9518336.51,57857424.61,43689410.44,27008272.57,12381079.42,53503080.23,36413629.91,23070754.28,11403233.52,26139206.07,18466236.92,11641093.54,5048318.43,16732928.25,14222866.82,0.0
8,支付的各项税费,24001354.16,21170156.62,8708835.02,55592794.33,44243019.16,34338355.94,18459159.92,54388652.11,43223274.67,34539924.98,9381598.55,52088453.75,60217212.86,37244439.36,13229829.37,13943507.08,12033635.38,9130953.16,6575628.91,31695382.72,25718140.56,11488093.07,5238205.70,27194711.63,21502011.97,14659597.52,6666914.54,26165808.08,15291124.77,9640884.42,2550193.55,33284156.66,25345623.67,14544528.80,5863561.42,10484986.12,11216347.61,7277224.41,1660757.47,6164158.46,2638653.88,1337016.33,328748.73,10691276.85,8954090.29,7185303.15,2832211.37,5280226.77,4008496.35,2562367.14,48470.32,5202724.36,3669551.28,3597875.72,698020.44,2532511.27,844903.22,0.0
