,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3648945960.99,1986735729.54,855838668.07,4628699263.68,2606473221.99,1450864885.22,624790143.22,5182516964.51,3243812742.36,1868930255.77,664425576.62,5170138292.52,2485147698.18,1512752480.68,711379770.68,3976517661.70,2000997639.81,1229993557.65,631516935.91,3598210652.03,2230587322.40,1490898578.04,696164139.42,2873174699.11,1674304172.83,1181104338.97,475660008.98,2971183664.08,1400973445.89,965397094.36,350583413.50,2282474624.00,1613645359.91,1091235396.69,404849726.81,3075660601.88,2206564909.30,1401768178.96,463399298.34,2550440450.89,1639938114.92,1047354547.28,494697840.54,2293182203.65,1480274548.60,953870016.20,422581377.22,1938902632.99,1136219663.61,683935207.31,340687135.30,1396183509.92,862083966.53,551178263.07,236957556.64,1317298825.30,737417728.89,445059688.74,202372479.24,790431294.58,433322615.35,296985159.87,122189976.59,524022097.69,333659297.02,193414518.20,113047654.25,522425351.50,130741993.34,362459363.16,0,182836443.31,0.0
3,收到的税费返还,30174576.34,15374749.52,6596180.34,20278533.51,15022456.01,11702342.58,4927570.15,58629217.74,45929802.31,33821081.77,8442742.47,77465973.40,66156866.14,48115883.71,27715960.66,32124618.75,18982188.94,15476066.69,12494984.74,24985765.15,19604390.26,8821299.75,1807111.23,29761313.36,18786301.53,9741601.07,4872619.96,22436600.73,16285917.74,11961225.54,1625233.34,14313768.87,5960673.80,5325161.89,4661302.65,27271418.43,22773412.26,14861977.38,11852958.32,21270453.24,22329290.29,14717638.18,6236032.69,20323284.33,12748474.69,11060742.80,9700155.47,24477429.12,13881259.72,11804130.16,4605640.66,19486925.81,11549469.70,8269848.31,5245221.73,11503766.50,8055099.77,4093171.27,1823353.52,10445590.58,8083902.93,6247952.99,1331015.86,10938281.11,6582156.87,5328739.50,3316468.98,5295793.59,1466646.22,1543681.14,0,223311.65,0.0
4,收到的其他与经营活动有关的现金,155326779.05,102898062.81,55838954.30,222179831.16,162926495.58,109272158.67,55883430.04,240340798.93,235350724.01,106838764.71,120352547.45,236791714.22,227614876.48,74446715.35,42108972.76,283575621.04,193035773.20,141118977.22,48388701.76,245450938.46,145514053.22,132390220.68,45121335.56,158625664.91,92033392.86,64922095.66,27677609.72,236817504.42,49551054.21,61423282.50,20430011.14,626292348.73,400191180.74,301017395.15,93451478.60,240631676.17,230554955.84,125233930.73,30052670.30,60356061.12,58595278.84,34676381.52,25045306.25,101450282.28,183298221.41,16082040.66,47853253.77,99593885.94,62562427.68,17685160.37,14597585.30,47740262.87,88420550.62,88166631.19,19426212.40,98975660.02,91042867.01,60826246.99,20420299.55,34820166.93,25573532.67,13169285.29,7041201.69,9070242.65,33473716.88,24250920.51,47176594.98,22172755.64,5494775.07,1282648.52,0,0,0.0
5,经营活动现金流入小计,3834447316.38,2105008541.87,918273802.71,4871157628.35,2784422173.58,1571839386.47,685601143.41,5481486981.18,3525093268.68,2009590102.25,793220866.54,5484395980.14,2778919440.80,1635315079.74,781204704.10,4292217901.49,2213015601.95,1386588601.56,692400622.41,3868647355.64,2395705765.88,1632110098.47,743092586.21,3061561677.38,1785123867.22,1255768035.70,508210238.66,3230437769.23,1466810417.84,1038781602.40,372638657.98,2923080741.60,2019797214.45,1397577953.73,502962508.06,3343563696.48,2459893277.40,1541864087.07,505304926.96,2632066965.25,1720862684.05,1096748566.98,525979179.48,2414955770.26,1676321244.70,981012799.66,480134786.46,2062973948.05,1212663351.01,713424497.84,359890361.26,1463410698.60,962053986.85,647614742.57,261628990.77,1427778251.82,836515695.67,509979107.00,224616132.31,835697052.09,466980050.95,316402398.15,130562194.14,544030621.45,373715170.77,222994178.21,163540718.21,549893900.73,137703414.63,365285692.82,0,183059754.96,0.0
6,购买商品、接受劳务支付的现金,2915054977.20,1695819193.31,815224378.44,2820534990.68,1907411603.73,1257109222.67,712187664.59,3280336566.22,2470340429.33,1542315320.31,965658895.05,3417867873.59,2027187950.18,1277864071.11,734753898.12,2389865214.85,1601918866.86,1113857408.88,571312571.64,2310145789.32,1740125421.28,1265940803.54,682182239.68,1970557455.81,1383359250.41,941902450.75,451930379.11,1857214881.39,1035470508.50,753552238.63,419696407.81,1591681512.98,1351977594.43,950020555.97,430570225.47,1763695317.03,1192652531.61,911275230.65,338945664.89,1737389420.29,1080083297.82,696983508.76,363370441.00,1616082336.43,999681786.19,644424881.29,359604894.95,1232575653.04,780853220.58,513029546.69,262861024.69,903764501.47,686729758.47,465145931.23,207271362.37,903188545.42,566726219.96,386625896.58,220844457.80,582045790.44,372605335.34,252188552.42,127244759.43,408217272.95,318934155.86,216155285.98,97216674.86,379458840.52,128862392.30,277874446.34,0,146551904.60,0.0
7,支付给职工以及为职工支付的现金,1054708980.42,717432483.82,378904922.01,1258039164.03,954513836.27,655238097.11,345173376.49,1393980585.44,1023460871.42,719128955.52,396433757.84,1203467367.55,934738449.87,646353906.49,354062734.98,903552001.92,623069533.72,430883252.65,209273679.62,766955623.19,587364549.30,396369823.21,184413668.72,732148014.18,537291967.02,360193082.68,168445232.86,678322565.84,466140678.91,307268486.42,132696015.80,502265929.08,341772045.27,219542802.41,108199330.12,917361228.55,827568222.38,420565033.41,249228201.31,492166122.81,544943836.92,367841764.93,190550940.98,395890801.72,441149707.35,311291693.49,161288990.94,301183288.98,270177661.39,178476689.27,98072798.32,259630996.55,148928085.43,115932044.59,63430191.17,157364459.54,105501667.03,80605139.96,46970701.96,94589673.13,67741553.91,46325599.78,18054482.38,79465133.98,42404713.06,27105662.21,13095633.24,53429274.74,15808252.97,34305853.82,0,19178619.64,0.0
8,支付的各项税费,156185336.50,116845885.92,79156591.62,194551523.94,134624642.49,87214329.95,57734303.63,243171274.65,190192622.57,135725401.06,100358765.88,218250754.93,185427517.30,138009530.69,100884241.26,137029387.62,99449732.26,81145879.86,53247092.59,130374685.03,89657412.63,64202039.97,42269365.65,138152271.14,104730075.72,73799567.35,54208035.34,129766028.34,115761487.34,80236662.08,49072975.28,112655810.68,97701875.26,58844306.01,39369827.29,156030452.54,122104934.65,86477857.85,46977945.70,121817602.40,86531263.13,65895172.40,38505738.11,94558622.18,95862424.40,58387198.89,35840414.46,118027310.58,82517249.58,59317710.44,27578323.57,95806371.21,70955982.63,55381321.58,34501990.56,63237516.82,40912948.84,25388720.21,15228853.30,42981741.01,29805763.76,20138446.36,15541771.12,35053294.75,23929121.67,16671349.30,11852379.81,42316068.73,13579386.02,16314300.89,0,10932506.84,0.0
