,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,28713504917.28,20123036276.34,13398803503.74,5907524074.58,26105882573.53,20721341576.81,13292660158.09,5641682735.38,24042927835.44,18495604133.67,12156017540.22,5488284731.73,21309745838.99,15045245225.70,9029697663.46,3620635956.46,13627047678.89,10286199334.62,6227820959.38,2574513196.41,13458272981.18,9950491242.23,6153912976.43,2840604699.11,12720006814.03,9353601448.37,5644887416.81,2311683103.87,9072544890.41,6405592568.84,3752286603.70,1500143982.36,8217879262.84,6250285680.26,4199124881.12,1592035663.80,7263378829.99,5378566969.76,3310954078.73,1219763910.01,5070874471.37,3486985014.41,2099335891.55,775165365.33,4440326261.67,3510943550.84,2838567028.55,1087962924.07,4522597002.35,6880678749.78,4562957265.16,1706798466.88,7328594664.06,5861058999.15,5174148130.05,2123486196.51,7129575549.04,5189659351.15,4140807748.50,2153912050.00,9152702388.00,6909412284.00,4941111112.00,1909360317.00,7541307010.00,4984639927.00,3263357958.00,1065113445.00,4599555916.00,2762516763.00,4659473911.00,3878048447.00,5311941041.00,4301011711.00,6561675377.00,4751681379.00,3390055593.00,3387503124.00,0.0
3,收到的税费返还,1281794426.91,926396526.08,651864270.54,339804527.76,1267772435.41,997460323.86,695000022.44,278245577.40,1235372350.75,966563425.51,591629782.01,218538450.61,899489867.81,674229201.55,434364375.99,142745597.46,886035326.88,693277167.16,443199992.26,176063437.52,759461588.28,579088361.29,309467203.75,170476149.52,680222674.80,557885958.89,352460980.65,141059922.89,684127212.61,531410959.43,342767072.30,131712126.38,588434666.49,481213212.89,314179476.08,251824126.30,447117467.37,364747260.69,220238169.98,117072786.33,225309025.69,175028441.76,99118574.27,44039716.58,258261634.08,206540224.17,117320223.78,45451353.11,214104492.78,89641799.50,66151966.11,33894083.63,102202641.01,100824124.15,76943697.03,32940080.16,152272459.93,116885476.81,89776022.19,0,527197037.00,0,0,0,100603053.00,42310234.00,0,1566330.00,0,0,43728843.00,14532426.00,10846636.00,16606236.00,195320726.00,58593176.00,50935967.00,0,0.0
4,收到的其他与经营活动有关的现金,786543310.73,585924375.60,299181255.66,154091812.76,783571827.20,676524880.57,380981372.84,157361489.93,595046376.49,395312722.47,282834325.81,99485764.98,653783268.12,352522414.49,222370600.19,68791241.88,1031767357.36,496672833.70,264680100.87,83194970.05,1159263877.98,589872820.39,311684318.20,87608857.73,1163188431.87,813769756.69,508225547.38,72918641.35,677063467.75,308308415.08,114798118.12,68395345.06,364870216.30,282812663.37,200707785.42,138769120.90,708913641.71,455681258.21,244537387.66,47287151.46,227747943.83,183372516.00,134403443.23,87304166.33,43981471.61,182962272.77,138681100.62,123203872.29,31414712.83,258613382.79,121653862.95,82020552.05,122665124.31,139536259.60,35959979.83,5645344.00,40853357.25,4655429.23,3059812.90,5861754.00,8157507.00,17853642.00,10996660.00,10538961.00,8624168.00,0,28888308.00,3159611.00,24638444.00,43788659.00,19339857.00,14250500.00,18145810.00,18690046.00,56473261.00,60367656.00,40282083.00,46975970.00,0.0
5,经营活动现金流入小计,30781842654.92,21635357178.02,14349849029.94,6401420415.10,28157226836.14,22395326781.24,14368641553.37,6077289802.71,25873346562.68,19857480281.65,13030481648.04,5806308947.32,22863018974.92,16071996841.74,9686432639.64,3832172795.80,15544850363.13,11476149335.48,6935701052.51,2833771603.98,15376998447.44,11119452423.91,6775064498.38,3098689706.36,14563417920.70,10725257163.95,6505573944.84,2525661668.11,10433735570.77,7245311943.35,4209851794.12,1700251453.80,9171184145.63,7014311556.52,4714012142.62,1982628911.00,8419409939.07,6198995488.66,3775729636.37,1384123847.80,5523931440.89,3845385972.17,2332857909.05,906509248.24,4742569367.36,3900446047.78,3094568352.95,1256618149.48,4768116207.96,7228933932.07,4750763094.22,1822713102.56,7553462429.38,6101419382.90,5287051806.91,2162071620.67,7322701366.22,5311200257.19,4233643583.59,2159773804.00,9688056932.00,6927265926.00,4952107772.00,1919899278.00,7650534231.00,5026950161.00,3292246266.00,1069839386.00,4624194360.00,2806305422.00,4722542611.00,3906831373.00,5340933487.00,4336307993.00,6813469364.00,4870642211.00,3481273643.00,3434479094.00,0.0
6,购买商品、接受劳务支付的现金,19385438485.52,12461364757.36,8123396535.83,4091890423.25,18570325803.56,13928667405.57,9514548526.13,4814473511.19,16796069906.09,11763058809.14,8187278779.82,4135021138.12,12296084108.54,7686714551.01,4727872044.53,2250503833.18,7874439108.26,5590955262.62,3292850945.61,1203347338.75,7165880178.95,5464767942.22,3585242259.81,1732459623.81,8442872755.59,6372399004.20,3871204118.31,1359413207.73,5062047166.06,3651215862.69,2246530087.14,998552116.60,4805387039.52,4048545709.56,2977160818.86,1369264781.93,4282586869.50,2959403286.94,1837824006.33,955902423.40,3188207180.81,2002789955.82,1419121461.59,494869111.61,3329571575.18,2500996763.32,2143346550.66,794546431.55,2992877751.78,5878096822.75,3903527558.95,1522262579.73,4987823119.04,4674078696.22,3637472248.72,1690021150.07,6439788889.33,4609087227.46,3599337913.35,1386307276.00,7072321751.00,4618837903.00,3641830796.00,1407955099.00,5196396395.00,3704074825.00,2426390916.00,886014657.00,3491550189.00,1974905410.00,3607830681.00,2237239044.00,3372232681.00,3005377955.00,6754310586.00,3174344016.00,2910376614.00,2551142666.00,0.0
7,支付给职工以及为职工支付的现金,3597833162.98,2626528050.38,1764780527.01,893433079.07,3169188048.40,2473085083.40,1678076600.33,849471933.01,2865603481.83,2242552376.58,1510659976.41,799951454.81,2583930351.26,2005293019.98,1337523544.48,704063709.59,2507782602.79,1979007560.73,1361502120.62,700863833.00,2483052331.95,1898475729.19,1267429479.30,627792657.25,2136796995.31,1563555126.47,1010902554.71,482652715.39,1540550623.47,1160198554.38,747008600.90,361683997.69,1485346868.11,1012498930.17,679378431.16,335515964.18,1246763089.85,910785968.45,581268897.82,178430233.35,612966489.29,433755380.96,273151747.70,134210516.94,568742694.47,450597983.36,306006530.92,143970393.43,562760732.10,423067257.87,275792675.62,130797401.46,513411138.06,363630470.04,287350968.19,112580003.13,560599014.84,256106512.76,204080238.00,212113578.00,498899159.00,293408967.00,206626033.00,106888973.00,438566099.00,330691215.00,213901174.00,89125655.00,329590993.00,144444705.00,384007181.00,365295499.00,382063695.00,162735585.00,197096954.00,240651709.00,205853477.00,227360854.00,0.0
8,支付的各项税费,1418998389.42,922489688.99,640693975.21,334022429.71,1223056073.41,1001657326.94,673202913.76,260603427.72,1296001487.92,986816313.04,563260302.62,243787430.31,1074901831.90,891438449.95,496244616.89,199907135.35,924949159.86,718660530.99,407033653.93,216285425.80,947984920.48,714952499.24,401999569.44,142017285.95,952876720.89,762342266.55,418797596.46,178945950.71,669911064.46,546533073.37,304625376.25,118829015.70,590690046.54,442161027.59,304128095.97,121088270.05,508590098.60,387639363.79,236905602.51,62023947.00,287901521.37,232112401.85,112530883.00,57223529.41,244361075.23,196836822.42,134429201.96,67091587.02,180528099.70,155985727.35,91241674.81,38145313.52,316489398.12,315175163.36,199358677.44,109232810.49,214902139.33,74709921.53,63638235.26,9254274.00,218768849.00,139547852.00,94226792.00,68386405.00,199542039.00,102993215.00,39767214.00,22666764.00,109248030.00,23922545.00,162072763.00,28814236.00,197961400.00,88414918.00,491382415.00,308669295.00,0,0,0.0
