,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1582446469.63,998955962.37,469845698.88,1947836017.34,1397066425.47,892996472.13,385337068.24,1958381496.56,1367821464.04,853493886.36,367496224.51,1935418820.55,1342800042.54,938186512.91,501503776.19,1570551165.13,1032882863.16,624958697.22,311341055.41,1366465542.17,972603414.19,648897929.20,202505407.59,1411672581.03,975461827.86,632130849.56,290136653.61,1109082546.16,784393012.46,482463981.59,242586667.61,1258621203.66,918754241.19,587253001.95,306452553.49,1397566792.90,997924705.77,598097766.21,283751045.40,1134584594.61,773143151.51,434643573.37,165194136.75,1149538441.63,790418753.81,480054622.69,186204988.03,1045414517.21,741620208.47,456707001.88,169440264.73,874198689.69,0,733875119.05,580631504.28,0.0
3,收到的税费返还,6395186.75,4823254.77,3143361.10,9976446.21,12800803.57,6303205.44,2976310.29,9826423.23,8397531.99,7124915.46,1359362.87,20167156.63,18463255.70,9079358.91,3150996.45,21153964.38,13844682.00,8028854.68,2828609.27,6318046.02,1813715.98,935607.49,747573.70,1388439.88,253979.71,223733.90,0.00,748209.45,522350.66,32687.12,11178.77,2239318.48,1333020.93,556194.95,247185.67,3717832.56,3559854.48,1078295.00,1032295.00,5751520.34,5550472.23,3313334.27,190131.62,1518558.24,1518558.24,1058272.32,384892.32,371915.81,0,41394.53,0,244924.69,0,1265452.49,0,0.0
4,收到的其他与经营活动有关的现金,15510994.06,11826027.08,5949090.26,38382473.04,26222446.90,19772831.82,15247170.64,76596981.02,27820915.79,19183316.04,8466855.72,20818334.23,10894160.78,7629776.26,2352880.36,14827625.38,7032935.40,6020592.31,4021758.63,27499395.76,25611730.38,14200372.86,2200358.89,15117231.09,11058724.36,7342836.46,6230235.35,6498288.00,4304536.35,3477306.20,2531184.50,4876715.59,6124331.04,3075096.54,884326.53,18236444.21,14694465.04,13087600.00,329329.14,9127256.39,600000.00,0,8000.00,4964876.76,0,0,0,1850000.00,0,0,324136.00,1095736.77,0,776028.44,1358391.56,0.0
5,经营活动现金流入小计,1604352650.44,1015605244.22,478938150.24,1996194936.59,1436089675.94,919072509.39,403560549.17,2044804900.81,1404039911.82,879802117.86,377322443.10,1976404311.41,1372157459.02,954895648.08,507007653.00,1606532754.89,1053760480.56,639008144.21,318191423.31,1400282983.95,1000028860.55,664033909.55,205453340.18,1428178252.00,986774531.93,639697419.92,296366888.96,1116329043.61,789219899.47,485973974.91,245129030.88,1265737237.73,926211593.16,590884293.44,307584065.69,1419521069.67,1016179025.29,612263661.21,285112669.54,1149463371.34,779293623.74,437956907.64,165392268.37,1156021876.63,791937312.05,481112895.01,186589880.35,1047636433.02,741620208.47,456748396.41,169764400.73,875539351.15,0,735916599.98,581989895.84,0.0
6,购买商品、接受劳务支付的现金,1202252253.77,789567224.38,364051443.81,1430177788.54,1180778074.44,786171292.66,357444802.90,1675994541.54,1280178698.06,868120246.42,329795565.37,1577391036.43,1175086436.90,794884474.47,391863125.12,1225087705.12,824177893.14,502204360.74,259288952.01,1067139508.69,834327847.44,548322649.03,139217973.52,1162141423.14,794287606.71,533031357.66,233110280.05,837862900.07,653743013.51,392708089.20,173783030.34,1184089438.77,902050116.22,551061928.41,265229639.67,1196967968.17,916867442.55,557645355.97,279598594.64,972178580.40,712337290.55,403255245.51,147447997.12,967931031.05,703175991.95,429777172.03,206190918.29,899478889.68,657461519.66,369124869.74,167538616.36,761606845.47,0,646966926.77,489462723.26,0.0
7,支付给职工以及为职工支付的现金,140136537.20,102091101.18,60899214.98,170529029.01,133424096.82,94066067.95,54236920.33,171125876.85,112194518.49,74516097.28,37617209.23,160371252.48,101148869.63,66900268.37,36257858.58,142726673.06,93410085.88,61224931.31,30663154.25,112188320.90,76477714.02,50423774.96,25663846.20,94099878.86,65690208.78,39992800.79,20725923.38,80463138.17,59917546.82,41153187.64,20944000.45,81931389.54,60292574.04,38909947.22,18794569.66,72351074.44,52838530.16,34755968.96,16057979.86,60358089.61,43548542.14,27809483.81,19171515.10,58837075.18,45312172.00,27525110.78,14652474.55,40191953.30,29225693.98,19794244.99,11456436.72,30446218.05,0,21307802.90,15107838.73,0.0
8,支付的各项税费,66995007.76,48726083.63,24469790.48,89328859.41,70579522.27,61430702.23,30480102.60,85717889.34,75717665.01,54423820.74,23219516.57,115948133.50,93506937.26,60137369.05,28352191.26,114900250.70,85953660.88,61568315.40,31359129.73,87857923.55,66613472.04,43622833.20,20635533.58,69699849.01,50384362.86,26310920.37,10891867.79,68010173.00,51300687.89,36594425.00,15183679.31,72670790.79,56105367.06,35250945.71,18549687.08,78296808.65,60834465.24,39272522.45,18353028.06,74919005.31,64026128.71,28894030.28,19694671.03,59319119.29,44927153.21,27018863.60,13880748.13,55751346.79,40575584.63,24042673.50,10776775.42,37251174.54,0,32510953.60,24957277.59,0.0
