,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2411209921.59,1392113800.14,530756163.35,2652032864.50,1850507620.75,1105138427.14,438659755.71,1820918879.20,1146821237.25,677274507.41,267755772.83,1447923234.10,966964122.01,583046564.42,254233678.23,1484457571.12,1090527548.90,695480091.02,322684017.01,2053018640.22,1358416443.33,877968785.63,353700038.44,2126810095.39,1414512560.25,906724563.45,323171323.82,2000691447.04,1405895333.90,892637123.91,334264157.71,1272779792.25,763794020.02,355647629.71,73410035.34,356183010.21,229803024.04,114124490.64,60545394.53,302871595.69,219839632.03,142132352.88,49254955.73,244571140.52,136191655.84,81692956.33,20891940.43,160645931.91,92805209.72,65196694.04,26849032.76,128337512.40,100989742.26,0.0
3,收到的税费返还,5170813.57,1373952.44,924709.19,4877933.32,10359987.77,2286307.02,945501.39,7014344.42,5609374.42,5607011.28,141981.28,1715934.66,2020608.66,2017608.66,470608.66,1399341.86,1410607.44,1399341.86,95744.92,2153071.07,2625071.48,2165900.54,2093400.40,3426254.93,2763695.11,2559354.93,2520767.16,2207494.55,1764373.53,1710253.98,1953407.55,1357606.34,261853.15,32912.43,32912.43,828477.86,454757.66,394757.66,394757.66,359364.91,359364.91,0,0,0,0,0,503027.29,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,23841502.59,17718339.39,12578420.89,154302588.33,44870534.62,37214274.59,28881884.19,85585297.55,71140954.09,46018302.51,5794744.93,98709776.78,45602717.74,29250157.61,4676572.61,22675114.69,17360397.55,11868224.21,10670769.05,29416673.90,26437353.43,10194336.88,7665091.67,22433136.94,22765977.97,10410368.46,10157256.52,16407795.82,28474108.70,20923141.26,14126054.73,18561112.34,20426510.43,16126510.43,1876598.36,5831613.42,7651371.34,2099375.25,2287795.26,4005036.85,3338856.19,2188938.95,232488.36,861512.31,408804.15,740130.85,60483.13,23298.80,592364.60,214809.57,212849.39,9337621.60,112708.34,0.0
5,经营活动现金流入小计,2440222237.75,1411206091.97,544259293.43,2811213386.15,1905738143.14,1144639008.75,468487141.29,1913518521.17,1223571565.76,728899821.20,273692499.04,1548348945.54,1014587448.41,614314330.69,259380859.50,1508532027.67,1109298553.89,708747657.09,333450530.98,2084588385.19,1387478868.24,890329023.05,363458530.51,2152669487.26,1440042233.33,919694286.84,335849347.50,2019306737.41,1436133816.13,915270519.15,350343619.99,1292698510.93,784494121.92,371807052.57,75319546.13,362843101.49,237909153.04,116618623.55,63227947.45,307235997.45,223537853.13,144321291.83,49487444.09,245432652.83,136600459.99,82433087.18,21455450.85,160669230.71,93397574.32,65411503.61,27061882.15,137675134.00,101102450.60,0.0
6,购买商品、接受劳务支付的现金,1160211116.79,647307052.70,235426264.72,1104928143.71,764401734.56,531321331.06,215024561.46,881712747.30,575572011.69,341090487.30,126484120.14,664546900.44,421719661.66,246537102.89,109269350.50,565591829.60,405687838.44,248185427.73,138502388.01,855752100.62,497383489.59,334839147.43,153329300.22,1023394358.90,666353232.02,382467429.89,171336944.26,953662412.93,709490061.25,456020741.71,199285001.70,577020952.66,479466163.10,224179929.55,53710184.93,171916125.26,110416257.33,34242061.52,27765609.27,122581326.46,104167277.86,57611972.17,19062918.95,171025902.44,110049706.17,62679963.21,25101942.48,107771304.77,61633172.20,38247757.98,22920136.79,60082301.61,63709413.51,0.0
7,支付给职工以及为职工支付的现金,311610172.06,195207006.04,122386696.82,419291447.76,289385006.32,193701768.04,113401393.10,333054575.99,243367598.34,171452209.63,96894982.73,315132506.58,234713438.63,167646395.75,88970025.70,306621518.68,228687996.73,165759656.59,92378429.03,311852029.58,243392791.16,170101439.90,91794936.03,257569576.93,184038478.41,134744858.35,70101662.17,213702525.76,168254021.07,118411425.80,65641940.66,110802681.15,71847895.90,35471794.83,15563650.75,37227827.87,20472298.24,18648336.90,6822452.84,36655636.53,18740767.17,13931798.94,5404387.40,19792743.33,10310652.81,6445107.22,2677238.67,8132781.00,6606454.53,3686500.88,1909133.50,6594810.80,4698476.08,0.0
8,支付的各项税费,206416458.86,132177130.69,59244800.20,247632510.17,177171168.34,122787033.67,61202080.31,177892349.44,132700038.56,86096391.93,35735367.66,168784765.10,133924740.57,82973050.22,38676685.88,173591941.45,157227200.17,108429093.48,53788408.00,289600780.34,223100448.26,158235604.86,69325130.19,290590967.69,221529724.67,152092429.00,52640451.56,291662983.55,212076477.89,134846202.71,62568312.25,151313575.79,72863539.74,35391809.53,6518561.70,41360479.39,32645269.44,22896678.87,10348549.23,39947060.81,28297656.44,15379349.08,6023259.59,28567240.97,20409276.58,17920731.13,7529838.02,14051217.68,11084981.05,7106545.69,1693333.16,12323522.39,6386950.27,0.0
