,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,914980254.52,665608267.76,426911292.99,174741703.75,861724188.98,675932536.39,445611815.88,227248893.84,990061044.36,784889398.07,523630107.18,235010134.81,838678322.31,593888859.35,388938314.67,153942890.90,663133168.46,627445647.37,364080083.71,153733386.91,549817089.42,425055297.65,276022530.67,119309444.26,544261392.62,422835647.99,273585672.19,110696489.32,570810385.56,432563624.61,516441012.10,416619050.58,276193190.35,0.0
3,收到的税费返还,47435012.10,42990889.32,25524186.68,12539005.87,67010990.78,55574681.56,38045838.33,16150057.48,80988615.63,65659694.82,40256118.52,17245883.15,57883350.02,46352257.72,24652284.97,11854404.19,63912720.66,51314501.81,27990388.50,10266434.86,51959176.29,35754365.78,24993975.32,13299108.40,37292793.24,29755622.17,20758077.50,7926575.63,46790935.93,30898234.59,45233166.82,32543482.04,25082937.29,0.0
4,收到的其他与经营活动有关的现金,12898516.82,11347907.40,10645408.66,10275976.00,4154210.44,1970600.65,2014981.58,-39245.66,6746878.52,5639334.61,5392924.59,990815.36,38451393.84,30451267.84,26668980.81,11659517.70,182068612.75,2954399.85,811726.72,564488.91,2798267.09,2089318.99,1780502.07,452662.45,1548065.78,984179.22,735292.13,232125.28,7983709.35,6436252.55,4861889.35,6152908.18,1385940.55,0.0
5,经营活动现金流入小计,975313783.44,719947064.48,463080888.33,197556685.62,932889390.20,733477818.60,485672635.79,243359705.66,1077796538.51,856188427.50,569279150.29,253246833.32,935013066.17,670692384.91,440259580.45,177456812.79,909114501.87,681714549.03,392882198.93,164564310.68,604574532.80,462898982.42,302797008.06,133061215.11,583102251.64,453575449.38,295079041.82,118855190.23,625585030.84,469898111.75,566536068.27,455315440.80,302662068.19,0.0
6,购买商品、接受劳务支付的现金,734235774.83,541774593.93,351072959.49,162464039.59,787756034.72,634966569.84,423562091.93,182268315.50,811459494.62,592414465.46,364054823.34,156620596.16,619057307.09,448357020.45,263799241.04,132088325.65,511632676.22,577913229.02,287252269.93,100004116.48,407657236.47,327207374.33,213325504.93,108040138.39,427216307.10,358341199.51,229199131.38,135627389.57,459242815.68,358363169.97,426064575.99,369875110.16,245627178.14,0.0
7,支付给职工以及为职工支付的现金,176268620.74,138443384.52,94079396.64,42556906.83,161364008.73,126207766.09,87153615.79,46053225.44,173963459.79,136934107.48,94959174.81,47493046.64,176157438.92,134326137.33,89812352.03,45375847.71,142037330.69,108475839.37,72831094.55,37216741.73,106532261.49,70793484.56,45343839.20,21624653.82,82902964.84,62005050.67,40196606.04,18397123.65,61913372.60,45495817.48,50996322.39,45257603.80,26767327.28,0.0
8,支付的各项税费,5753736.72,5984514.80,3760095.97,1455079.67,7433434.79,5105770.84,3554502.95,1944682.53,10837063.48,5817577.16,4201436.93,2327354.98,9115936.61,8256229.82,6818038.59,3583413.28,18275922.24,15914272.56,11442799.27,3139381.98,8308849.18,5727688.09,2478199.65,1066870.98,9835317.61,8146643.41,6200128.07,2460583.25,24610218.99,19092052.61,14456225.20,7448961.95,9442865.40,0.0
9,支付的其他与经营活动有关的现金,47082313.01,27020204.68,18996374.99,10264639.85,27105238.94,21248087.98,12781356.99,5384939.25,20517475.20,16113969.58,12404495.79,4759561.18,37324962.07,27498930.27,14900229.14,2922059.35,241893829.59,22625165.51,15058622.91,2879080.00,13393348.38,10581082.24,7131635.79,4270245.16,13479266.21,10099004.32,7623762.83,5506624.42,12561481.68,10748736.90,13794278.40,10312405.55,8537223.88,0.0
