,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1810601194.06,1247482353.79,646787990.73,2296800398.53,1737964343.19,1205685568.19,677711387.57,2269238196.25,1692930134.06,1173644811.08,655054047.63,2263896856.44,1667656612.44,1150025111.82,595447388.96,2281736312.41,1803916770.46,1248120707.93,636707437.72,2343965583.22,1692941238.91,1158865071.64,519023169.35,2465649699.95,1550411615.90,1000377523.35,428626022.24,1956793775.86,1362905592.83,885703285.26,303827861.40,1751373647.30,1340201560.97,754769046.08,348087075.07,1480932290.63,1075527725.22,677189123.47,252284520.36,1345038039.62,883365727.72,541683402.62,237795728.03,1176971550.87,796366369.18,478693293.81,228627095.09,1025429857.60,594730800.91,386465138.31,152280163.20,689845147.77,449031686.38,235113420.49,99576844.46,549733077.48,371808852.75,191381518.30,87174256.66,373751184.49,257987937.82,141833159.80,286297099.80,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,192630425.96,130884299.77,5957546.38,265838209.01,173630795.59,132291799.99,9707293.76,219826667.97,138464702.64,117240854.45,7242821.76,166162389.95,44993695.51,75759583.24,14507283.13,165322204.97,31528921.75,111918502.72,28833303.26,274153541.66,76207276.38,95417258.56,3631717.74,249649264.99,49826184.29,90333129.05,12063519.81,148156956.86,79154783.81,47209826.41,13628089.24,130829495.10,73367510.93,37279138.96,16848074.59,122527693.95,83919732.23,62885061.97,42741068.39,70149933.17,70998282.55,37043376.94,14854117.81,99624140.05,78212086.44,46512136.87,19698968.16,77321550.82,50191111.70,25322226.22,8208946.60,33139893.89,16578927.38,10761118.31,3274734.59,11098738.02,15773612.68,11913499.49,5008080.29,5979455.99,4184871.79,506760.26,1372755.13,0.0
5,经营活动现金流入小计,2003231620.02,1378366653.56,652745537.11,2562638607.54,1911595138.78,1337977368.18,687418681.33,2489064864.22,1831394836.70,1290885665.53,662296869.39,2430059246.39,1712650307.95,1225784695.06,609954672.09,2447058517.38,1835445692.21,1360039210.65,665540740.98,2618119124.88,1769148515.29,1254282330.20,522654887.09,2715298964.94,1600237800.19,1090710652.40,440689542.05,2104950732.72,1442060376.64,932913111.67,317455950.64,1882203142.40,1413569071.90,792048185.04,364935149.66,1603459984.58,1159447457.45,740074185.44,295025588.75,1415187972.79,954364010.27,578726779.56,252649845.84,1276595690.92,874578455.62,525205430.68,248326063.25,1102751408.42,644921912.61,411787364.53,160489109.80,722985041.66,465610613.76,245874538.80,102851579.05,560831815.50,387582465.43,203295017.79,92182336.95,379730640.48,262172809.61,142339920.06,287669854.93,0.0
6,购买商品、接受劳务支付的现金,812548834.69,524915803.85,278266553.98,1077264741.06,737016675.26,494214657.70,308678890.93,1209196613.00,908602060.84,579513655.45,368998351.12,1215681475.49,872512704.45,630459057.25,328743827.41,1317077700.72,1053295407.99,709639753.27,369624715.87,1436126245.18,969846333.36,657094247.68,307319877.06,1468496812.62,923456299.29,668187063.41,313502096.38,1147489615.78,784561319.81,548881573.23,210051287.96,977856043.84,824448143.06,428330976.83,259761892.73,790950999.02,553737484.73,331973026.96,193963655.98,752592562.15,502908735.93,321314208.00,168283322.56,629604006.52,463417888.65,287831363.09,120718154.57,483098351.46,272995383.13,192222705.54,86035136.31,318713925.60,222166598.04,122810048.93,30335350.96,217846561.11,168972073.43,70854843.54,23737571.09,182259660.62,147240296.52,82005443.17,144647770.44,0.0
7,支付给职工以及为职工支付的现金,278516391.68,203107118.02,79202238.10,393443048.40,246408653.33,159641806.81,62639361.86,342930168.74,230216764.19,149309311.54,63865059.22,319327714.69,218881415.47,136172045.19,60901991.22,314782052.73,223921813.17,149499592.33,65362646.59,321128015.66,214178693.80,142325773.18,61460666.79,301761319.88,188969509.63,129086587.54,56310682.47,262753994.91,164151587.39,111255113.33,42913715.70,256634365.81,138108956.18,104922125.97,34846592.85,214704622.65,127144454.64,90849023.71,32020845.77,185555338.89,126824377.04,90592660.56,24927014.89,166888363.42,111375216.00,77483778.91,34520633.85,152295716.76,115694429.28,82684468.27,44521653.45,98572222.98,61900921.74,43397324.85,20340670.38,83640272.63,42072276.38,33367850.59,17591253.82,39613051.06,28773777.86,20185659.26,31764517.35,0.0
8,支付的各项税费,208157161.44,150049057.18,56919277.31,327858964.50,269129135.55,186119935.76,80074112.29,282634710.84,213859916.38,141617115.31,59188398.20,231893492.60,164363274.47,117004037.54,47351546.62,238829566.17,175453461.45,117193440.36,57675850.61,257122566.06,201264096.91,142379745.37,78639646.75,193016286.65,158334667.50,113801976.41,57828293.04,225502144.86,189153448.76,123657629.57,35936890.54,173950605.73,141322429.22,85348313.63,35435043.83,166179816.09,123131059.19,68426288.91,23032660.65,150084693.68,138217352.95,93786303.63,42876262.94,124631746.19,108436492.39,57749802.28,33499890.80,119446860.48,75479631.92,42205600.32,25483179.92,84540008.53,57491334.67,26544531.13,15621302.36,70185612.18,45768200.18,25242983.47,17395372.04,38171229.52,24254462.52,12936195.98,35741869.37,0.0
