,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1712142935.37,1138085781.54,513911848.54,2342086511.70,1663776970.66,1036961392.31,489824186.71,1478183815.63,966286417.81,601955097.85,277686490.18,1196474924.79,809129488.47,535933411.24,248282769.93,1260455076.93,888675002.09,601125238.38,311773183.72,1267481207.39,901030990.60,563376779.98,292417655.48,1208831529.37,839502286.95,558362118.15,223914995.58,1040506810.26,692914867.25,466885574.07,178435956.11,650376124.85,444004017.45,274081484.42,137873726.18,509211758.27,346682830.86,226576227.06,100927819.13,396898840.77,280310227.64,170372130.52,73865201.03,383224275.80,267055453.33,166228097.23,75548656.41,258923246.00,178152638.18,107997825.80,53562491.99,157542912.02,104750838.42,73604412.29,34223081.59,134693575.39,96487279.79,59885028.38,22630921.43,97609982.50,72201872.00,44313935.97,76738468.38,0.0
3,收到的税费返还,380617.00,0,0,3465017.81,3361895.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047997.56,0,0,0,912210.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15622493.49,6810144.57,6810144.57,6810144.57,0,0,0,0,5934770.44,0,0,0,0,0,0,0,0,2530.00,2530.00,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,87600752.76,63794838.93,8754903.78,62234443.71,48276185.72,34095051.59,15918385.84,53819554.46,53201386.63,28240209.00,9943697.51,31929074.28,28459919.30,18319546.35,7190518.82,64907538.78,61302657.23,47465695.40,40589522.64,44252316.94,45409703.04,23739284.73,9738613.41,37373200.62,29735815.98,11466552.41,5926713.03,35230468.24,26940412.21,17274116.19,10231660.38,50426173.68,45128673.93,30283627.74,4395161.45,42216513.86,54385865.97,49742185.24,19197929.27,18693681.70,8703429.05,7451703.70,4302920.12,8644042.46,3167614.77,2495893.10,759197.34,7718417.04,848942.78,751960.44,336736.70,1367483.24,582827.19,242546.00,92163.14,1470634.98,8508546.33,2882377.19,2478337.27,556559.28,145163.27,77317.57,724604.39,0.0
5,经营活动现金流入小计,1800124305.13,1201880620.47,522666752.32,2407785973.22,1715415051.92,1071056443.90,505742572.55,1532003370.09,1019487804.44,630195306.85,287630187.69,1228403999.07,837589407.77,554252957.59,255473288.75,1325362615.71,949977659.32,648590933.78,352362706.36,1313781521.89,946440693.64,587116064.71,302156268.89,1247116940.47,869238102.93,569828670.56,229841708.61,1075737278.50,719855279.46,484159690.26,188667616.49,700802298.53,489132691.38,304365112.16,142268887.63,551428272.13,401068696.83,276318412.30,120125748.40,431215015.96,295823801.26,184633978.79,84978265.72,391868318.26,270223068.10,168723990.33,76307853.75,272576433.48,179001580.96,108749786.24,53899228.69,158910395.26,105333665.61,73846958.29,34315244.73,136164210.37,104998356.12,62769935.57,25109258.70,98166541.78,72347035.27,44391253.54,77463072.77,0.0
6,购买商品、接受劳务支付的现金,424921669.92,257458007.69,132626805.30,448599005.84,352243692.84,264611146.33,150369691.94,428033138.86,344858777.70,170942615.65,90799938.24,449578487.75,326656659.08,198882091.60,103264302.48,394225623.56,237888517.90,182827831.87,85508578.25,377383178.22,269477402.73,180816507.08,100504100.58,486003019.41,413848243.06,293720786.04,175919152.27,363949073.79,254341754.60,170183347.01,66292029.58,220368242.87,147999316.98,92131226.34,62581000.09,120441798.18,125152693.63,81693670.66,20404827.24,72849732.03,55128537.73,43091594.77,13421961.22,42315516.59,40493920.21,29309187.01,11205109.00,79554617.06,83718783.79,55892228.25,38174177.18,42284969.42,45241719.80,29361896.67,13055521.03,39704990.83,47695479.42,25681634.79,8280707.47,30430182.81,19511739.03,16867507.05,20826566.84,0.0
7,支付给职工以及为职工支付的现金,87641716.36,58671281.26,25394556.37,90321173.09,70038088.73,44909787.04,25804338.89,68941920.12,61950612.64,42158662.46,18904430.78,73005623.80,56332568.48,40861284.70,21382231.57,73115690.55,56761779.72,37786042.70,21371039.34,68288029.99,49686266.61,33412370.33,18359645.22,60462030.37,43072150.72,29246497.15,15614029.80,42088185.76,25089419.35,16885765.08,9476317.19,24321666.60,18121007.50,12105970.66,7553769.12,19567099.58,14022953.76,9831140.96,6078716.05,16437252.99,12027689.74,8162536.33,4937751.66,11808854.26,8204286.10,5464541.26,3299968.98,9235162.57,6718693.91,4645323.04,2742445.26,7039445.32,6166873.03,4116784.36,2313343.37,7339678.56,5093800.82,3377262.05,1681214.11,6081030.56,4634287.21,2848571.76,5109930.63,0.0
8,支付的各项税费,248617872.30,182218098.89,88023318.67,379224244.56,273441276.36,179654358.26,87034274.81,227824572.43,145094731.14,99477035.44,47599631.69,192075112.87,155740463.25,109703970.13,55329650.39,240973959.15,197411902.87,134765545.87,63126326.14,336535213.60,207365916.33,140289468.72,69442656.59,232132435.68,168394586.30,104239239.09,51116958.39,169960285.01,126033842.62,80514598.86,32660709.79,156562215.58,95017557.15,58303158.02,20035225.91,96385074.27,84228066.30,58736424.67,27513258.39,77031641.99,52216841.90,30377187.74,10040602.61,85868755.08,57493855.82,26853718.99,8286815.73,45207412.46,28486901.59,15344906.38,5858222.03,19618717.76,13536732.44,7175160.07,3207580.19,12158509.48,11180052.01,7824294.57,1829855.02,11157196.38,7140602.91,4854835.74,9787235.73,0.0
