,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,971922706.48,556061394.54,360860148.08,989481447.08,783681444.54,510326518.98,261165404.33,656055603.59,555667129.92,299992220.99,138191280.93,579423869.07,533722378.40,285444103.43,130668099.79,603574311.25,462054627.70,299909396.00,139691351.88,592708963.62,381389701.29,249247962.09,142137586.39,550605437.97,373312738.27,227459110.80,81649600.73,316005463.39,264311330.00,166531628.29,84016151.07,322195338.62,259719009.67,158185331.65,82717544.48,258343409.52,218595318.40,142826258.27,74816832.51,234546842.83,186136677.60,121964436.53,60715908.46,205234066.92,176008783.74,104137155.57,56528781.50,192799351.13,155175863.56,102933445.92,43521954.74,194325738.23,118774239.54,70345942.78,37967112.55,199216036.35,156428863.59,105694490.16,41094229.08,197217267.41,128813593.10,83900964.11,44609021.86,117361721.64,0,38564291.41,10367077.08,89996870.37,0,0,0,0.0
3,收到的税费返还,0,0,0,336200.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,34500.00,0,3153939.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94228.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,18522059.01,5607815.19,1541710.76,13896650.60,17467025.87,6262057.69,1174372.85,23689014.98,17504748.81,6005530.81,664361.87,42076134.97,32013977.77,19992272.76,1017738.46,12844228.34,86825153.64,3536854.75,499493.18,7937727.78,98761791.26,2782722.50,18633584.66,95520314.05,91432098.56,11258678.68,35214.25,6782827.44,6087001.22,3912402.52,52145.56,5681212.52,7724574.92,7610201.25,65892.21,2363689.16,221767.95,122328.52,54178.12,17804702.41,688758.32,626732.80,567231.56,95327922.65,5979065.14,5602564.32,4012850.21,42689840.85,13642531.31,10402136.69,6078720.85,14106585.97,22351556.88,20110023.63,16238947.04,2882449.47,2424788.33,1785197.90,2459750.69,2367964.85,8014738.52,5728013.86,2548444.52,4554834.89,0,500000.00,500000.00,780600.00,0,0,0,0.0
5,经营活动现金流入小计,990444765.49,561669209.73,362401858.84,1003714298.56,801148470.41,516588576.67,262339777.18,679744618.57,573171878.73,305997751.80,138855642.80,621500004.04,565736356.17,305436376.19,131685838.25,616418539.59,548879781.34,303446250.75,140190845.06,600646691.40,480151492.55,252030684.59,160771171.05,646160252.02,464744836.83,241871729.46,81684814.98,322788290.83,270398331.22,170444030.81,84068296.63,327876551.14,267443584.59,165795532.90,82783436.69,260707098.68,218817086.35,142948586.79,74871010.63,252351545.24,186825435.92,122591169.33,61283140.02,300561989.57,181987848.88,109739719.89,60541631.71,235583420.90,168818394.87,113335582.61,49600675.59,208432324.20,141125796.42,90455966.41,54206059.59,202098485.82,158853651.92,107479688.06,43553979.77,199585232.26,136828331.62,89628977.97,47157466.38,121916556.53,0,39064291.41,10867077.08,90777470.37,0,0,0,0.0
6,购买商品、接受劳务支付的现金,409221221.84,229529120.21,176543872.66,305822523.67,275514460.20,177824090.65,92921746.91,181028275.99,213457228.64,84598747.94,48874682.70,161720574.31,211149032.35,79214042.73,47788657.38,155656552.73,143091088.75,95725660.08,56862326.71,138019709.76,149393098.13,61764819.05,52729452.01,175903807.49,137029902.77,103093290.35,31367528.74,114930629.52,102226334.41,73951650.69,36933921.85,136101518.17,133989145.91,82965517.40,38536250.36,94156608.12,112735579.93,77552716.65,38698523.41,87919419.75,94041640.16,66084873.47,32315497.62,83057433.73,89256331.26,59367158.84,33886702.47,88741340.38,80026954.73,52817235.26,24289690.57,104203961.97,58526305.44,39609916.44,23753795.59,112615949.73,105311306.46,73950460.38,27519953.08,127966429.81,103049165.00,65301357.08,30554829.01,89313039.32,0,33945191.14,15031888.19,29402788.85,0,0,0,0.0
7,支付给职工以及为职工支付的现金,56027251.14,37269222.01,21334918.87,89276681.80,53327568.18,33199910.14,21152861.85,74182291.31,47637484.01,32937595.49,17748744.32,71728552.80,43092819.61,28549329.74,16364875.61,64799957.84,38954990.30,27882007.54,12996906.18,58996152.79,33289616.18,28909301.69,12622663.79,56501800.45,35415858.85,18171503.48,5973091.34,20711718.89,15686692.14,9543362.48,5491241.02,18737308.45,12249568.38,8123741.69,4465272.96,26818668.07,10704730.56,6852649.31,4483272.77,16828244.55,9390153.11,5995567.67,3648779.22,14142513.86,8791770.53,5312570.38,3714586.15,14711352.34,5936214.74,4577926.25,1982759.76,11394476.66,6081121.87,4270329.88,2604529.96,9548674.79,6383962.68,4700661.64,1916107.11,5501243.26,4126996.96,2543564.76,1125516.42,9615657.10,0,3377858.18,1612954.82,5686696.53,0,0,0,0.0
8,支付的各项税费,64308900.78,40599315.24,21411968.69,134001187.90,92714948.64,66170188.14,33103955.57,97491706.13,69670655.73,41685674.18,21244562.46,84657708.98,65211292.11,43376073.16,20216519.90,86236277.72,65050964.10,45231910.87,21409908.37,80303669.27,62871147.73,39367241.20,19809293.09,66560831.43,47981662.24,30064877.23,10766088.09,40558523.71,27920385.20,19677860.53,7900754.84,40177122.88,27469380.60,18612011.73,8859931.33,33555745.31,24297505.86,16704555.31,7240377.37,27486983.75,22443344.10,14630342.49,5574358.26,31018438.59,21187444.54,13400426.11,5001598.55,25376150.18,14774578.53,10829331.88,3693746.82,22085456.12,15676590.74,10077187.61,4798992.79,17027988.29,12784323.34,7177512.78,3309054.38,13174877.27,8546210.70,4624885.29,3188813.01,11629642.81,0,8291609.68,7828734.38,22058712.55,0,0,0,0.0
9,支付的其他与经营活动有关的现金,446908080.09,243054518.35,181935726.41,566614077.49,374109534.24,214355470.88,96869870.47,323406647.33,217310014.39,139805945.40,64877731.02,233108100.06,196792700.66,144393039.00,56941582.66,247608447.09,252376681.11,119876112.62,56545047.55,253827090.11,219308182.85,109476844.31,76572058.79,310020733.55,233056595.93,85623626.42,31018859.02,129646166.49,115766693.53,64767196.35,31100127.31,108864675.27,91025049.81,53789632.03,30181432.91,97750310.43,64007889.52,40206051.39,26630632.56,106285626.29,66055974.77,42185144.28,21357364.69,154901854.02,59929555.72,39241228.38,22888550.88,98721186.90,62249232.68,45921193.54,23982957.98,60604685.30,64121872.69,39314144.62,28141475.77,59083363.65,39620057.71,24408883.12,15232331.85,49549689.69,24597527.03,20360720.00,16604651.68,24548975.76,0,7047026.22,4070702.87,14413568.94,0,0,0,0.0
