,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,726669418.85,466902477.51,307618047.22,1434183895.86,799090016.35,497619560.72,262463905.86,1242180884.74,756824754.35,370880229.07,174031853.95,1706743417.54,765221289.40,536397677.17,231879258.24,1078677895.08,548518276.32,302130346.10,135277804.37,950272944.43,554676032.43,243957092.82,103072843.46,626211415.36,312477778.32,195680818.24,91886894.60,605639668.06,307950016.15,171200379.89,66498073.18,712187748.07,419205185.61,264918741.30,101129319.26,430087458.92,377879487.83,263353691.38,78868137.77,390636500.22,336052969.65,191382185.58,112129444.77,522624836.59,304767679.30,140965814.05,47678943.39,254751830.84,138687832.73,79445516.17,29288940.89,187453066.00,76996719.66,79049001.79,0.0
3,收到的税费返还,11640237.80,2433903.22,1297696.00,19775846.06,14706389.47,4243025.74,2853601.43,2816060.69,7903139.33,6356209.54,5149042.59,9750329.93,9928716.31,5225122.18,3445545.15,10484390.39,8253533.63,4970101.57,1648804.54,7552559.65,7195865.63,3456355.89,311421.75,8687501.20,7410870.42,5387491.82,4282354.98,15141389.81,11387656.14,9152940.67,6828442.68,5929181.15,4005764.17,3094985.04,2313342.43,2178756.45,1797458.33,1053244.10,0,1012567.01,0,2051432.29,0,1495944.85,0,0,10580.61,77320.01,0,30747.63,30747.63,116398.28,0,0,0.0
4,收到的其他与经营活动有关的现金,400009587.80,335747365.17,188752508.46,60311655.89,111242528.12,84921044.96,25326822.15,47066400.19,30546704.82,21289277.20,13246622.48,36438337.81,28750207.63,19777463.15,4620037.29,9336473.86,36122481.43,16490817.27,4164193.34,67084218.09,104146033.93,52016577.23,14313736.13,147543094.97,63371244.22,57397410.37,32103162.00,8458364.57,21519278.54,18099115.47,5148452.07,10206113.47,122325551.18,29570935.21,69405712.10,43776667.27,23574545.77,14555424.95,1299367.55,12326711.64,10705022.33,13673781.42,10545952.41,6834234.12,10438487.96,3343787.12,895000.08,6811418.56,5745297.29,3045691.90,2310158.31,1753797.09,1209784.09,1846463.64,0.0
5,经营活动现金流入小计,1138319244.45,805083745.90,497668251.68,1514271397.81,925038933.94,586783631.42,290644329.44,1292063345.62,795274598.50,398525715.81,192427519.02,1752932085.28,803900213.34,561400262.50,239944840.68,1098498759.33,592894291.38,323591264.94,141090802.25,1024909722.17,666017931.99,299430025.94,117698001.34,782442011.53,383259892.96,258465720.43,128272411.58,629239422.44,340856950.83,198452436.03,78474967.93,728323042.69,545536500.96,297584661.55,172848373.79,476042882.64,403251491.93,278962360.43,80167505.32,403975778.87,346757991.98,207107399.29,122675397.18,530955015.56,315206167.26,144309601.17,48584524.08,261640569.41,144433130.02,82521955.70,31629846.83,189323261.37,78206503.75,80895465.43,0.0
6,购买商品、接受劳务支付的现金,536787427.28,348178133.28,177195303.58,1037285408.34,669493597.34,551944321.34,283286586.51,1461612878.68,1113686266.48,788561948.86,421594796.27,1177643942.54,905921832.86,629206340.64,310998296.63,836146463.59,567938209.65,365360988.30,197793381.86,696158952.87,493027414.18,355671916.48,165667032.28,636614121.06,275535629.28,212274996.43,105338996.53,376590499.48,257640205.76,187738241.43,87453905.70,478633394.23,270739012.58,232341681.54,134456948.38,360883647.79,314500883.95,213184085.14,81492955.71,334783249.94,368510660.79,226281751.05,154670938.08,386675310.11,357989138.55,173927916.08,89490484.62,175331031.24,121671502.53,65081607.70,45032659.05,122692443.68,58807073.04,53470646.27,0.0
7,支付给职工以及为职工支付的现金,169086985.37,113720449.08,61860099.07,219750926.21,163246035.26,108086723.26,55748071.00,229304152.75,154612752.59,109634405.61,51885252.04,179632418.44,119316472.84,78307930.35,40791611.77,133139200.94,90011507.75,60793515.71,31967174.32,98266815.80,75921291.81,53548300.68,28610372.80,85308109.13,65192241.78,45163052.50,23607207.24,85347754.27,61507860.36,42274380.10,15877513.57,70082641.41,39398431.81,24084060.80,14921015.99,50998222.93,34286610.30,24518816.37,15464391.47,43097956.69,34592845.01,19607849.04,12589994.82,37711102.45,23822809.32,16160939.46,7925897.33,18562725.98,12748761.30,8653448.17,3687121.58,12443352.48,9095315.01,6644825.72,0.0
8,支付的各项税费,22225924.05,21062033.50,18472852.13,64198484.39,60279612.42,51582631.35,33363907.36,58445072.50,60110380.56,48327964.72,31325253.01,68590896.62,60922639.13,50152495.79,27278991.59,50658566.55,48801661.60,39857774.18,25230113.91,33883299.31,36846823.70,27996912.61,15176210.89,23560645.12,26074049.09,20316438.17,13055984.60,32032308.64,30673031.24,20424907.84,17140525.57,61136341.66,48462113.48,36851897.98,29737625.47,24510223.67,14526839.86,7897319.36,3939628.86,53198630.46,53365635.78,40246520.11,28048789.69,23014689.16,22480869.03,15710496.10,11054298.58,12890351.21,8090383.17,5330495.62,3378488.52,12483159.58,5576902.93,3433868.18,0.0
9,支付的其他与经营活动有关的现金,229445329.95,153371261.63,90426329.42,169083147.34,224745213.11,155461131.27,120925160.38,267374633.16,120547229.38,75534915.87,171317788.75,180257687.03,81761697.45,44694298.27,107097735.99,127208607.52,131428869.07,93106898.91,37195957.56,108531112.91,149962083.78,71872805.21,35553718.78,181238110.51,137183723.70,98423061.50,54176918.64,102460681.31,61200003.06,40833345.20,21396005.77,86006590.31,91029937.48,16113545.04,95489839.14,66620098.99,82490418.33,43386194.29,16112384.54,66539219.38,51332394.59,41057319.49,14720821.29,48912312.08,24516921.33,21054430.63,11822605.19,20201283.34,12448144.60,8401912.80,5561625.31,12858992.70,7870980.75,4750675.43,0.0
10,经营活动现金流出小计,957545666.65,636331877.49,347954584.20,1490317966.28,1117764458.13,867074807.22,493323725.25,2016736737.09,1448956629.01,1022059235.06,676123090.07,1606124944.63,1167922642.28,802361065.05,486166635.98,1147152838.60,838180248.07,559119177.10,292186627.65,936840180.89,755757613.47,509089934.98,245007334.75,926720985.82,503985643.85,376177548.60,196179107.01,596431243.70,411021100.42,291270874.57,141867950.61,695858967.61,449629495.35,309391185.36,274605428.98,503012193.38,445804752.44,288986415.16,117009360.58,497619056.47,507801536.17,327193439.69,210030543.88,496313413.80,428809738.23,226853782.27,120293285.72,226985391.77,154958791.60,87467464.29,57659894.46,160477948.44,81350271.73,68300015.60,0.0
11,经营活动产生的现金流量净额,180773577.80,168751868.41,149713667.48,23953431.53,-192725524.19,-280291175.80,-202679395.81,-724673391.47,-653682030.51,-623533519.25,-483695571.05,146807140.65,-364022428.94,-240960802.55,-246221795.30,-48654079.27,-245285956.69,-235527912.16,-151095825.40,88069541.28,-89739681.48,-209659909.04,-127309333.41,-144278974.29,-120725750.89,-117711828.17,-67906695.43,32808178.74,-70164149.59,-92818438.54,-63392982.68,32464075.08,95907005.61,-11806523.81,-101757055.19,-26969310.74,-42553260.51,-10024054.73,-36841855.26,-93643277.60,-161043544.19,-120086040.40,-87355146.70,34641601.76,-113603570.97,-82544181.10,-71708761.64,34655177.64,-10525661.58,-4945508.59,-26030047.63,28845312.93,-3143767.98,12595449.83,0.0
