,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20040930,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,4157840145.45,2329875781.09,1015508139.11,5667308254.22,4535302756.71,2884251999.72,1180456265.90,6598713745.82,4444690205.78,2723205275.79,1149454802.82,5263634174.41,3285904650.05,2342495233.52,1250126722.26,5324268573.79,3799755800.47,2498761589.70,1438934937.95,3365438640.03,1994599305.25,1346950597.82,458641679.33,2581632978.26,971447510.82,662952065.89,319706509.74,1345962075.71,978316442.45,589624585.65,289865484.16,1336700160.07,1057395848.03,688916394.19,317621090.10,1427873607.44,1110150362.28,713298716.41,358274494.50,1366240510.61,970275334.61,639046769.81,324751626.24,1572772102.83,1178899209.35,776289182.79,385315013.17,1730518105.76,1285912148.82,795560363.73,394009079.12,1497971131.32,1105540506.19,700549521.17,301221937.46,1182645493.34,900389688.95,585399767.68,1190289788.90,874210124.84,648341458.44,0.0
3,收到的税费返还,1538840.23,1507120.16,0,1714410.83,1714410.83,710985.44,0,7054614.19,0,0,0,0,0,0,0,0,6937.60,6937.60,0,0,0,0,0,0,75811725.98,41588618.09,36305985.51,49371045.82,45571761.83,33992900.94,14593658.31,57939774.81,46626149.32,30960505.85,17271948.34,63132864.14,49749523.63,35458947.41,18140295.18,21078967.27,13236195.96,9270624.51,3990804.79,16944102.12,10194008.37,8003084.00,3636911.23,35105265.85,24097470.17,14452553.39,7393812.60,38630776.65,30579449.29,15696681.41,6800260.69,16430080.49,9521290.89,5159751.44,27664830.37,18212566.66,4955730.41,0.0
4,收到的其他与经营活动有关的现金,48963597.29,59144633.85,45187820.20,41835754.83,103426637.97,35289416.25,20086145.21,67552501.51,47701240.44,29485851.81,19878458.64,23527459.09,147475199.21,47307837.40,53497249.26,49981749.16,30048263.44,26673301.31,9556153.23,19487436.81,4692967.34,5213633.05,1373056.92,8668445.17,4692987.84,3768456.31,1746512.13,7998446.17,12924754.85,3690934.76,3035942.82,9719521.27,18187808.58,10919066.19,2320243.72,18271996.35,25941721.90,6531463.11,2055411.80,10270223.86,11260976.57,9326118.06,3798910.98,19172808.90,9810768.66,8714216.72,2918759.40,7993150.88,13819036.72,8983424.26,1022296.63,1237221.55,7370487.93,5926402.81,775271.79,8952144.47,7683707.29,7195661.41,5475330.14,9888214.66,5870649.17,0.0
5,经营活动现金流入小计,4208342582.97,2390527535.10,1060695959.31,5710858419.88,4640443805.51,2920252401.41,1200542411.11,6673320861.52,4492391446.22,2752691127.60,1169333261.46,5287161633.50,3433379849.26,2389803070.92,1303623971.52,5374250322.95,3829811001.51,2525441828.61,1448491091.18,3384926076.84,1999292272.59,1352164230.87,460014736.25,2590301423.43,1051952224.64,708309140.29,357759007.38,1403331567.70,1036812959.13,627308421.35,307495085.29,1404359456.15,1122209805.93,730795966.23,337213282.16,1509278467.93,1185841607.81,755289126.93,378470201.48,1397589701.74,994772507.14,657643512.38,332541342.01,1608889013.85,1198903986.38,793006483.51,391870683.80,1773616522.49,1323828655.71,818996341.38,402425188.35,1537839129.52,1143490443.41,722172605.39,308797469.94,1208027718.30,917594687.13,597755180.53,1223429949.41,902310906.16,659167838.02,0.0
6,购买商品、接受劳务支付的现金,3520683265.06,1916777113.94,1273137171.41,5776319722.86,4700223811.27,3130359162.29,1709469929.16,6352953675.50,4622702793.59,2780742984.86,1371881890.92,5098836098.12,3711244022.55,2552356348.18,1445198042.35,4368529593.18,3587141904.43,2516036941.43,1326354020.27,3684885138.56,2398049434.35,1515981996.86,818284894.47,2696358474.74,725618754.12,485086049.78,217364837.34,1039618027.49,761646187.98,459170754.21,209621061.92,1055819042.81,804369741.27,530002460.60,263400732.65,1108343262.05,847791747.35,530006016.39,221196135.62,991529454.13,729157817.52,441616305.12,232260757.03,1307487381.97,988713016.27,617065663.79,342652147.70,1368776009.36,1025739981.81,619702437.65,343514578.39,1341142107.66,1035794001.54,668485749.86,311959326.59,874414675.10,691656029.65,432885008.10,934260052.16,695836418.75,488098895.56,0.0
7,支付给职工以及为职工支付的现金,216747683.85,148745988.53,82520126.68,263704330.88,199048846.43,126780589.83,65873992.47,265729632.79,197377686.19,127444812.65,66787702.63,226468520.23,152297368.85,103636278.80,52921397.94,192883765.84,120651712.18,73826572.41,36629938.31,102185628.60,72165130.91,48691256.68,25117229.88,79035839.25,177986700.54,130781062.60,70343380.64,251833384.28,174072317.37,119200398.26,52187379.03,236629039.06,170953628.47,117912615.40,58985791.90,235153448.79,154814124.02,101818477.94,55566964.96,180804234.97,115861479.55,77940023.64,41702246.23,181688066.63,120001098.78,78045573.81,44106350.18,164846378.00,111668748.88,74487624.27,38610761.96,144011034.31,112647896.85,76354883.39,43436218.07,136538662.63,93480745.30,62969991.75,131028777.30,81660882.13,90312394.28,0.0
8,支付的各项税费,157037196.41,96320257.41,17999279.73,221939592.81,185248028.71,124701952.17,87144464.85,239453872.45,157937456.72,112295201.55,57782111.91,333758676.02,302161887.36,218261187.17,89623104.82,331712922.26,260877869.95,171608351.88,63972626.85,269353600.83,184339908.41,129300156.77,45728653.88,189416271.14,10400033.49,5519826.65,5604387.64,17833961.54,14940405.50,10807891.23,4752591.76,17800435.09,16979891.05,11483861.25,6311622.30,33681102.00,25443670.70,18631938.86,10861536.55,38149485.41,29305058.14,21128514.25,3398041.95,41731138.27,30697849.27,17794605.34,9584652.43,13902235.33,11128093.08,5683817.67,2874242.11,11233492.89,12801428.56,7631497.43,2321781.38,18743807.14,13864716.89,6912586.48,9390788.63,7767410.56,7407288.93,0.0
9,支付的其他与经营活动有关的现金,150200922.05,185076598.75,31293664.60,248247202.97,144451343.56,86576199.71,37667222.05,211900238.92,213972291.70,167669336.09,111393356.99,197441847.54,252897028.13,101637533.25,60781027.69,136753099.14,124345365.86,66813094.79,157513148.13,67146715.77,57320233.22,59543266.18,20822479.17,74086933.41,95405812.37,55663154.96,33965842.83,122029751.27,105370281.85,60612053.41,36616902.48,133043326.60,137769125.54,84884308.15,35609469.37,114289955.81,119093341.00,83463609.33,39446731.51,139542057.80,132085712.44,76588637.33,44202348.40,127030955.31,126198082.68,89698448.86,31850187.79,89675770.50,105688780.40,69248092.64,30608089.56,86437373.65,70492184.42,48108905.88,20922942.49,79046433.10,76329334.18,45921545.38,63786172.69,74714745.57,57421856.05,0.0
10,经营活动现金流出小计,4044669067.37,2346919958.63,1404950242.42,6510210849.52,5228972029.97,3468417904.00,1900155608.53,7070037419.66,5191990228.20,3188152335.15,1607845062.45,5856505141.91,4418600306.89,2975891347.40,1648523572.80,5029879380.42,4093016852.42,2828284960.51,1584469733.56,4123571083.76,2711874706.89,1753516676.49,909953257.40,3038897518.54,1009411300.52,677050093.99,327278448.45,1431315124.58,1056029192.70,649791097.11,303177935.19,1443291843.56,1130072386.33,744283245.40,364307616.22,1491467768.65,1147142883.07,733920042.52,327071368.64,1350025232.31,1006410067.65,617273480.34,321563393.61,1657937542.18,1265610047.00,802604291.80,428193338.10,1637200393.19,1254225604.17,769121972.23,415607672.02,1582824008.51,1231735511.37,800581036.56,378640268.53,1108743577.97,875330826.02,548689131.71,1138465790.78,859979457.01,643240434.82,0.0
11,经营活动产生的现金流量净额,163673515.60,43607576.47,-344254283.11,-799352429.64,-588528224.46,-548165502.59,-699613197.42,-396716558.14,-699598781.98,-435461207.55,-438511800.99,-569343508.41,-985220457.63,-586088276.48,-344899601.28,344370942.53,-263205850.91,-302843131.90,-135978642.38,-738645006.92,-712582434.30,-401352445.62,-449938521.15,-448596095.11,42540924.12,31259046.30,30480558.93,-27983556.88,-19216233.57,-22482675.76,4317150.10,-38932387.41,-7862580.40,-13487279.17,-27094334.06,17810699.28,38698724.74,21369084.41,51398832.84,47564469.43,-11637560.51,40370032.04,10977948.40,-49048528.33,-66706060.62,-9597808.29,-36322654.30,136416129.30,69603051.54,49874369.15,-13182483.67,-44984878.99,-88245067.96,-78408431.17,-69842798.59,99284140.33,42263861.11,49066048.82,84964158.63,42331449.15,15927403.20,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
