,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2066236507.32,1322517743.47,593859734.68,2955974532.74,1999176372.82,1245700518.38,604836618.40,2621795557.30,1868582866.73,1119591081.13,483271959.57,2259983752.46,1338274185.45,757985194.44,347733949.10,1275076087.19,871945878.78,557945814.25,218376815.04,1011463222.44,667119678.43,392450285.34,180084060.03,817400056.60,558387260.13,330771763.92,147484973.96,677370240.42,493847097.51,289803665.02,130494939.61,597910887.91,417535143.48,254319589.32,106293983.66,490717093.48,339315015.56,178801879.88,91255998.00,448385849.35,317282144.83,393208331.16,402333836.76,0.0
3,收到的税费返还,45647897.25,31138278.41,15204310.09,50990485.25,53946369.07,27941431.82,11547443.34,60863800.66,59918902.67,32246220.19,15478044.45,49375945.83,41141555.35,31402344.63,15440619.32,56086004.48,29859605.23,19340196.83,11741210.93,33558825.22,24214858.89,14701997.11,4600025.38,29707440.95,31755451.24,23487433.04,5936052.12,24698930.62,15565141.81,12636800.13,866356.67,83687.74,125580.03,153936.20,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,74802966.25,49889838.94,32052285.44,94916632.76,70365940.79,35755206.82,30273007.87,147612168.65,88302962.01,55406809.01,13366626.46,49982048.32,99715457.68,62394802.14,15500870.99,62737243.57,51260857.55,22863264.23,9495531.33,39416635.38,29825912.08,23250688.56,12755129.61,30611999.91,13873235.56,4735747.98,1582005.60,50336799.86,15662827.98,17988645.14,1627187.87,15264973.91,8336683.58,6737436.88,1298694.89,10716734.22,8120181.43,7982454.39,2162855.55,16916635.51,7063312.84,17544955.20,18105152.57,0.0
5,经营活动现金流入小计,2186687370.82,1403545860.82,641116330.21,3101881650.75,2123488682.68,1309397157.02,646657069.61,2830271526.61,2016804731.41,1207244110.33,512116630.48,2359341746.61,1479131198.48,851782341.21,378675439.41,1393899335.24,953066341.56,600149275.31,239613557.30,1084438683.04,721160449.40,430402971.01,197439215.02,877719497.46,604015946.93,358994944.94,155003031.68,752405970.90,525075067.30,320429110.29,132988484.15,613259549.56,425997407.09,261210962.40,107592678.55,501433827.70,347435196.99,186784334.27,93418853.55,465302484.86,324345457.67,410753286.36,420438989.33,0.0
6,购买商品、接受劳务支付的现金,1488466427.06,850525643.94,377660114.55,2168433724.47,1853712026.51,1096880343.62,611895919.31,1872351485.38,1463738767.64,991667215.94,389285897.35,1395382277.58,845778896.37,511430642.18,214115930.09,685340024.25,518715757.02,315187835.63,106829370.86,501929339.31,378024201.83,202654403.99,104235030.73,363852123.95,268502123.89,150379088.67,71081467.89,330924757.21,241491193.06,144539132.11,66583789.94,378008264.27,298442343.36,161941976.14,74270370.08,298335700.47,208270015.24,99323499.64,58612311.47,259428340.02,173469960.15,234832373.74,262724849.23,0.0
7,支付给职工以及为职工支付的现金,380363553.27,269963429.75,152484066.00,500574447.04,372784224.56,265043167.96,142100338.17,422657321.16,300286077.12,202571051.03,103318965.59,342753226.36,234143661.18,154873432.27,73863730.67,326104049.43,238329340.43,158776475.08,81552366.53,240271321.59,170537022.17,111124865.83,60587610.57,170208910.41,136084219.46,88057813.54,49587087.77,136667000.94,105154089.13,69438964.64,38308983.47,104397764.86,75855995.34,50391642.32,28198045.98,73316073.09,53155485.16,35553546.46,18857447.80,58166002.98,46684301.82,45525929.19,42094266.60,0.0
8,支付的各项税费,166514077.56,132612206.71,74271871.07,188929201.09,167162064.98,119469844.31,77078198.43,212940508.46,195582931.29,129313463.18,62286892.82,161027492.74,190387720.56,71878592.57,26030039.66,126709548.55,89075833.70,52248364.28,20756066.21,113055026.26,63450836.77,31343054.97,12830836.03,96697199.10,64773695.64,36165202.91,15827911.53,74353932.22,48307461.89,24482892.02,7243298.73,66334883.90,45333536.83,25738298.60,7321804.94,40941431.17,27817088.23,15982339.50,4101818.15,34128737.32,19746307.16,49140111.55,34272530.62,0.0
9,支付的其他与经营活动有关的现金,151712317.21,104076412.42,57063098.08,205718023.06,173378079.02,126978761.24,48881471.80,269124429.64,220841319.62,115334420.24,64989454.62,222976102.40,164904206.06,140434303.46,56100931.05,147640183.89,113676694.44,73887009.59,38751177.70,141710092.94,88880720.36,53716778.40,25980815.63,98635715.33,65883304.12,39000159.64,19766646.42,83289533.49,65304027.69,39175257.68,17402224.15,75751471.31,51584190.76,28117209.94,13303238.90,53257643.57,32442323.72,21884203.79,9001244.18,31522920.68,22253872.55,34711861.98,22995018.84,0.0
10,经营活动现金流出小计,2187056375.10,1357177692.82,661479149.70,3063655395.66,2567036395.07,1608372117.13,879955927.71,2777073744.64,2180449095.67,1438886150.39,619881210.38,2122139099.08,1435214484.17,878616970.48,370110631.47,1285793806.12,959797625.59,600099684.58,247888981.30,996965780.10,700892781.13,398839103.19,203634292.96,729393948.79,535243343.11,313602264.76,156263113.61,625235223.86,460256771.77,277636246.45,129538296.29,624492384.34,471216066.29,266189127.00,123093459.90,465850848.30,321684912.35,172743589.39,90572821.60,383246001.00,262154441.68,364210276.46,362086665.29,0.0
