,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3522377046.47,2202399605.68,1046266929.56,4934622736.04,3048658663.92,2242854987.90,1132471252.92,2726188863.35,1327490266.91,305630601.36,141436778.66,875464019.45,608606296.82,394065657.93,256168726.79,1872475099.75,1289375191.30,830224853.54,461005356.08,1943953698.27,1066796779.22,560071824.72,223657237.09,1131735734.67,855912605.09,464429992.38,183673101.50,1251964745.71,995728042.35,431197743.47,179156454.51,833280290.61,533696041.68,151898479.33,56896787.86,811307421.20,523770737.89,253112921.42,142108347.20,665388042.05,494635232.55,227482473.47,115486126.46,681904271.39,524100274.54,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801710.03,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,115630541.66,106161603.73,51017434.28,106153588.97,96579327.61,115127876.56,204443032.76,168619103.52,105691557.40,25897394.07,5649342.86,30078540.69,140471272.64,39521362.53,43492373.13,47882453.73,24833903.94,33988105.21,3500142.28,16722652.51,28891156.92,10989704.78,26292702.78,34310015.16,6233166.69,27957365.74,27132812.76,46966173.11,8699539.05,10929808.56,6889200.82,25179998.33,23939254.93,9242890.23,3756091.72,41051074.73,7705967.54,5205146.43,5353164.06,30695152.60,29437548.32,28155980.91,22328025.56,15045584.04,15292769.81,0.0
5,经营活动现金流入小计,3638777588.13,2309331209.41,1097284363.84,5058715516.52,3152404991.53,2361424864.46,1344234035.68,2919379219.67,1451200928.09,334803495.43,147582921.52,935078260.14,753539290.20,437237520.46,302249299.92,1947263353.48,1323219895.24,871492158.75,464505498.36,1969373250.78,1095687936.14,571061529.50,249949939.87,1166045749.83,862145771.78,492387358.12,210805914.26,1298930918.82,1004427581.40,442127552.03,186045655.33,858460288.94,557635296.61,161141369.56,60652879.58,852358495.93,531476705.43,258318067.85,147461511.26,696884904.68,524072780.87,255638454.38,137814152.02,696949855.43,539393044.35,0.0
6,购买商品、接受劳务支付的现金,2535733076.98,1547585014.28,916457757.73,3376601010.99,1867201301.77,1228592183.72,814473542.71,1772846793.80,882321475.61,325643679.98,225866017.59,772478389.52,714277041.08,553667439.45,369972229.72,1560225635.60,1238213257.30,816122872.84,592128395.61,1592833895.54,1021912578.29,580220012.47,380539585.34,1037754162.93,943901817.45,671099322.48,378244110.64,1010444385.54,843199697.50,452815803.86,333681394.60,918716882.24,724268530.15,348331619.02,197598701.74,816364755.35,610754332.16,367799721.41,142122356.95,574017307.19,441936883.34,193979419.13,150195000.07,586404974.59,420932888.83,0.0
7,支付给职工以及为职工支付的现金,583333746.08,385023826.03,192659599.51,877494605.85,630470801.54,565557243.42,219691728.45,426712979.65,154731780.33,12613310.25,7781172.01,27659429.13,17214989.19,17820031.42,9633447.17,31105434.92,16891818.42,16779651.39,10885430.22,30429958.41,15883590.12,12157554.71,8256822.67,22781864.73,16053399.83,9866482.21,7385461.24,21176987.24,12584664.25,9784527.99,6382599.82,17162329.66,11913600.03,9786123.64,7631429.60,15052246.09,12105432.78,9313800.15,6680744.85,13016585.50,10917479.57,8162645.65,5881744.47,11977261.01,10106873.24,0.0
8,支付的各项税费,169583231.55,122561310.60,55341880.24,253285588.92,254808028.09,173782252.97,103536614.98,133409169.35,81386414.17,25314802.20,15471099.99,49007593.05,39405833.59,36352506.66,24465480.36,96771608.84,75771623.39,71952188.89,41393473.89,42393608.83,10213808.76,16485213.75,7737405.72,23297583.85,12468178.99,9959918.11,3799060.61,46204271.29,30860262.54,23672922.81,15831800.42,24176113.13,17752800.64,12466606.88,5267319.35,44999961.59,44695581.13,23672791.71,22569219.78,27415253.45,26351037.56,25895934.21,20850009.91,22587670.48,40877981.30,0.0
