,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,75319332.40,56914556.71,35989641.64,147506281.80,131761081.34,98445800.13,31762779.80,152733022.47,112894467.97,74428125.98,33579564.88,155337906.01,138491315.73,93653580.89,46214717.85,149309669.92,160956081.57,114498523.06,61854306.76,192671769.86,163011199.11,92076989.93,39624680.51,376608731.45,207411759.14,134160073.60,62805671.54,402310770.68,184745123.24,140645505.62,71885475.65,338482371.20,205594157.93,135791946.16,46756483.22,227781631.06,139683524.17,88680104.86,36310105.75,188589379.98,110068420.66,74648311.99,21546004.50,194158731.90,131675819.59,0.0
3,收到的税费返还,143327.51,0,0,132972.49,250071.25,135833.89,132972.49,1373382.03,2310896.80,2293410.60,920028.57,379748.29,0,0,0,2184853.17,0,0,0,32307.70,123134.33,123134.33,32307.70,291129.74,227296.40,227296.40,227296.40,152145.32,128213.70,0,0,1756.23,305840.00,313840.00,4000.00,54300.85,56101.89,6030.77,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,10685774.07,524424.41,1703505.42,8695201.76,3838262.59,688929.47,1167733.60,39590721.88,33605454.53,4860710.36,1322614.85,21483835.93,19717928.98,1615130.45,1088059.26,13478736.26,14625116.28,5000536.00,1272734.79,28767147.55,26545945.94,2640039.56,9108656.75,19351962.90,15513824.53,5038464.87,7879350.29,23104728.92,15488024.36,14508763.18,3878372.70,28448782.61,28492924.19,33097925.30,5005171.45,12191506.89,14489113.27,5974726.57,2780649.88,22708490.08,10473395.71,4953282.81,7201177.59,25822816.99,32283717.02,0.0
5,经营活动现金流入小计,86148433.98,57438981.12,37693147.06,156334456.05,135849415.18,99270563.49,33063485.89,193697126.38,148810819.30,81582246.94,35822208.30,177201490.23,158209244.71,95268711.34,47302777.11,164973259.35,175581197.85,119499059.06,63127041.55,221471225.11,189680279.38,94840163.82,48765644.96,396251824.09,223152880.07,139425834.87,70912318.23,425567644.92,200361361.30,155154268.80,75763848.35,366932910.04,234392922.12,169203711.46,51765654.67,240027438.80,154228739.33,94660862.20,39090755.63,211297870.06,120541816.37,79601594.80,28747182.09,219981548.89,163959536.61,0.0
6,购买商品、接受劳务支付的现金,45937403.67,31555835.38,26675002.89,71850445.29,75914555.73,58371921.38,17830453.30,66365023.76,60344302.07,44844093.04,28287896.17,63351183.46,67012242.20,56625456.58,34065216.11,68986644.76,121521352.27,56599105.38,23072908.12,55252991.36,71019867.96,46944451.93,15394546.16,231715440.17,137515111.52,85901450.52,45668767.98,266961367.58,82456112.15,64589369.92,53961953.91,228224102.75,141414801.01,104913516.10,42812615.05,151817668.52,90385644.95,67465274.99,7316736.51,96179690.06,61110303.95,43634640.76,21331715.85,97969432.93,71090055.73,0.0
7,支付给职工以及为职工支付的现金,27546744.70,20313249.22,10595157.19,40013860.09,29230966.72,23147435.51,10321063.12,40481186.51,28304746.08,19651172.43,11036605.57,40170823.18,32476180.94,17298269.33,10021932.24,40922293.67,25452807.77,18264024.25,11995958.63,47830898.72,30378357.48,22448968.57,14635846.77,55194438.19,37302822.78,25515255.53,14736178.08,40793411.88,28768436.89,18862798.43,11587576.67,31016461.94,22305841.84,14669900.48,8518899.20,24821177.32,19217553.43,13427107.51,6623371.50,21055368.01,15320849.32,10888402.78,5653654.54,15905246.35,11681296.62,0.0
8,支付的各项税费,10582953.30,10536789.51,4508233.47,12814619.91,12090083.61,11001649.36,9324040.37,16273643.81,11493974.16,10347688.73,4594258.72,18483921.37,16211121.13,11569388.29,6139104.95,23118150.28,20666737.50,12957897.89,10793848.30,30996708.08,20315267.77,10740944.32,6428392.00,35898168.26,23547241.63,20035656.11,9079504.05,47365845.00,39936781.71,33080969.01,22332922.44,28547184.49,24185736.37,17346311.08,9671903.15,38102501.59,30823541.74,20529563.84,13109973.22,27681606.65,20000276.41,13563352.90,9208115.01,58360299.81,26336990.09,0.0
