,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,769453759.49,501057454.33,272824546.40,2258983126.43,1782925836.28,1333458103.58,447095814.02,2711936385.36,1975858647.01,1170268036.01,549006678.50,4026012315.69,1155718056.38,430894964.43,51457268.99,226697416.69,137158891.56,86977037.60,40500572.28,261243222.06,178541355.42,148773571.50,46619088.88,247815177.53,114128078.06,62081624.24,36169641.22,209126455.48,176240265.21,104935117.99,50103756.04,280476461.45,231254163.77,148214330.84,56756845.10,238754626.64,178805094.15,98458659.96,41874507.41,178558286.19,137691702.25,93022338.21,26681872.95,191173691.48,165073452.26,113177536.15,49239034.19,173661909.27,119455231.94,78919749.79,36103950.67,171473263.51,74934350.18,49469252.14,116007989.23,92916455.61,0.0
3,收到的税费返还,762774.43,762774.43,0,2336361.61,1802145.39,1672441.41,1672441.41,2289631.10,2564908.38,1774835.24,59633.22,3740168.63,578.38,0,0,0,0,0,0,0,1244997.00,1244997.00,1244997.00,1356567.45,1230663.60,744352.43,401456.71,1799646.08,1342984.90,685821.88,422995.89,554308.56,0,0,0,84290.76,84290.76,84290.76,0,562299.53,287217.68,287217.68,111046.69,17620764.11,4061880.27,2136586.79,0,2673211.38,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,135854458.95,91575614.00,50869584.04,113429727.68,135566250.92,98480771.75,64302817.16,239544796.60,224529231.71,118780282.02,50413121.60,51898776.56,89736029.81,159296620.12,10099981.81,8798569.56,26215730.49,3040676.13,14321881.02,5012882.25,82016129.58,55254217.29,37002797.76,24538349.27,19128234.14,7032491.71,2619211.95,18189837.59,15302670.45,7938153.23,2832913.74,27241152.15,19479477.96,11740686.39,4254319.60,15521531.83,5643432.55,2618782.66,1127882.40,3378079.79,6025353.51,5427938.11,1050376.67,4807825.45,3982037.88,1162637.26,983620.44,1510815.41,1171240.75,587047.93,328373.75,9233028.29,1450367.75,246963.88,451145.43,339300.42,0.0
5,经营活动现金流入小计,906070992.87,593395842.76,323694130.44,2374749215.72,1920294232.59,1433611316.74,513071072.59,2953770813.06,2202952787.10,1290823153.27,599479433.32,4081651260.88,1245454664.57,590191584.55,61557250.80,235495986.25,163374622.05,90017713.73,54822453.30,266256104.31,261802482.00,205272785.79,84866883.64,273710094.25,134486975.80,69858468.38,39190309.88,229115939.15,192885920.56,113559093.10,53359665.67,308271922.16,250733641.73,159955017.23,61011164.70,254360449.23,184532817.46,101161733.38,43002389.81,182498665.51,144004273.44,98737494.00,27843296.31,213602281.04,173117370.41,116476760.20,50222654.63,177845936.06,120626472.69,79506797.72,36432324.42,180706291.80,76384717.93,49716216.02,116459134.66,93255756.03,0.0
6,购买商品、接受劳务支付的现金,523088113.77,358626803.84,217135778.07,1247627670.09,960465992.40,771070887.08,293671522.09,3260192341.24,4646823845.31,1679514321.12,534312250.18,2712672563.69,1341028842.50,624716055.11,29962526.15,108876211.98,68582293.00,53494492.82,28919216.26,84238987.07,77395593.36,37481952.66,19389089.05,130014016.37,28603003.94,13186489.61,14233766.12,76577884.70,63083172.54,42674125.68,18436036.49,163294803.15,134490999.13,110318511.53,35665675.52,95783537.32,66018628.24,41812005.21,17255706.11,56673837.72,26685319.55,17546024.91,8370104.69,82697720.08,83462747.01,43033200.20,14585028.27,58332732.44,44818118.44,28073801.50,15850665.52,100983334.95,28270887.05,18900287.51,71457942.26,53242149.28,0.0
7,支付给职工以及为职工支付的现金,152176783.85,106975837.72,62744207.23,192208916.47,144158735.73,99941473.92,59843859.48,178953901.66,135552543.69,92863992.50,49809377.69,101362259.78,64379776.43,55475191.95,15592652.24,64778193.73,46810311.49,33229925.10,17359862.81,76279310.29,52507001.46,36118066.10,16792074.43,73420019.56,54314208.86,37523318.55,18474659.06,76039701.64,56629310.72,37649376.18,18254153.99,85315517.94,54270379.96,34094130.77,16133710.26,54867073.30,38175887.60,24285011.63,10674841.27,34168722.84,28647938.07,19318407.66,7648781.56,32134507.67,23697178.95,14383497.45,6811444.04,22391611.72,16314411.04,10248469.94,4914718.55,12106159.85,10507933.39,6440604.58,11378068.12,12206802.35,0.0
8,支付的各项税费,98862727.73,64929500.00,30744614.88,560499847.54,328254802.32,262039730.58,141007589.33,1108299358.48,1065033495.07,1016669922.19,396828426.80,529184422.50,465368672.25,377150461.81,4967853.61,23601936.64,17773846.58,10861972.89,7474851.98,34085141.28,27267390.04,18574073.11,9605395.11,11445564.37,8879143.90,6371548.92,2434417.31,14613886.35,12766275.72,9816166.53,3429134.11,59092649.91,55594513.75,42649447.79,16567452.51,43829237.53,31577845.72,21393215.72,6712310.59,21660743.57,18138995.86,11891947.69,4105663.35,39602437.25,38507208.75,30547412.10,9852414.01,50511700.56,41297284.12,31705088.94,21537179.80,37069997.41,19080511.27,11430367.98,9903409.61,8896024.11,0.0
