,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,43872246887.82,31396109370.34,9139021302.24,49674835125.51,47620086058.72,34377471939.00,8777049340.07,42671559089.90,35299660680.68,22492718210.55,7496850131.41,31515316075.01,22661010100.67,14988895723.07,5880587119.32,30048051155.02,22868455595.21,16182913575.97,8895716467.34,36004301029.96,26808441266.93,18590729990.51,7080207835.08,44969010298.00,33470404225.85,22780376719.89,10858296891.34,45991976051.55,35318287043.03,21628501026.80,10433635693.72,40056406532.44,37959942898.18,25226839013.78,9983144695.25,36479526277.38,32129961648.99,21862297264.45,10825229611.50,34927080329.70,29373204176.92,20199010937.38,9845388438.09,38537073285.82,33703764082.25,20711166798.79,9063146881.60,28489351565.40,20979798876.32,12260930231.82,5851991255.91,19443656581.58,13516586714.78,8885634452.19,3874566496.65,20784454743.89,16563920951.55,11268239035.88,4886514163.46,19409691936.96,13410545186.42,9058376451.20,4364146825.62,14196615276.78,9540708829.87,5950829986.29,2540804288.55,7923438568.76,3666687120.85,5692476238.86,2612059292.88,6186656209.09,0.0
3,收到的税费返还,0,0,0,373147952.01,372006467.53,310303580.40,161093456.08,609389205.40,319121783.27,20751.29,8613.69,918781.77,26486.67,17655.76,8437.45,1392139.58,539599.13,140222.48,420814.07,1106676.24,192426.15,86454.10,130232.01,483075.62,2425745.89,1125948.14,262887.25,134443248.25,95771733.15,95771733.15,95159443.57,311435340.10,82941352.89,82941352.89,46885268.96,7591078.79,8619177.96,0,119780.57,44741112.03,44741112.03,44741112.03,0,923300.00,600800.00,600800.00,0,137260858.22,140963136.49,72364057.88,0,25287207.92,1159802.98,1159802.98,5703652.73,28702368.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,329970004.13,214378494.29,113589432.32,651184339.64,374083090.38,297812279.14,69182134.85,404173498.38,906689900.31,591708664.49,505986379.32,1023356428.62,1015255035.87,815323547.65,458586839.29,2341311663.85,1240875083.18,450537031.05,109073806.65,274399178.29,245701748.33,157986905.96,87902788.43,221994459.05,143718715.79,95241829.16,74885935.38,257891860.75,109906471.24,71891191.77,53867490.37,195773233.49,73152713.01,31258227.11,14249322.88,54390623.16,208468755.83,140114014.78,25761421.11,92143351.11,262298355.99,174198141.28,16783884.69,256061985.94,105258951.36,76049050.71,2143513.49,138915463.11,184694365.88,28731712.84,56941872.42,166501314.49,69704883.62,45668605.87,38452631.24,168746495.59,172334417.88,166235688.03,8585202.34,36173271.28,56854116.27,21473169.30,2461458.23,23952829.23,72105443.31,31264907.15,1827625.30,10160877.47,3280549.88,23375297.34,0,4132695.07,0.0
5,经营活动现金流入小计,44202216891.95,31610487864.63,9252610734.56,50699167417.16,48366175616.63,34985587798.54,9007324931.00,43685121793.68,36525472364.26,23084447626.33,8002845124.42,32539591285.40,23676291623.21,15804236926.48,6339182396.06,32390754958.45,24109870277.52,16633590829.50,9005211088.06,36279806884.49,27054335441.41,18748803350.57,7168240855.52,45191487832.67,33616548687.53,22876744497.19,10933445713.97,46384311160.55,35523965247.42,21796163951.72,10582662627.66,40563615106.03,38116036964.08,25341038593.78,10044279287.09,36541507979.33,32347049582.78,22002411279.23,10851110813.18,35063964792.84,29680243644.94,20417950190.69,9862172322.78,38794058571.76,33809623833.61,20787816649.50,9065290395.09,28765527886.73,21305456378.69,12362026002.54,5908933128.33,19635445103.99,13587451401.38,8932462861.04,3918722780.62,20981903607.86,16736255369.43,11434474723.91,4895099365.80,19445865208.24,13467399302.69,9079849620.50,4366608283.85,14220568106.01,9612814273.18,5982094893.44,2542631913.85,7933599446.23,3669967670.73,5715851536.20,2612059292.88,6190788904.16,0.0
6,购买商品、接受劳务支付的现金,39552440286.22,27295969429.30,7180542992.25,38163702415.03,39361864527.72,30565528135.73,6574190242.81,31709051195.44,29627665070.37,18154675916.10,5928211193.91,21492422023.98,15210695802.29,8975531095.39,4908978084.59,28084512864.86,18698099155.70,9116123856.90,6907735198.15,27836022275.04,19689111556.78,14571486240.36,6910843925.94,32281679333.66,25379043518.59,19906613035.75,9562594751.23,35815982821.28,29479820946.35,19253224598.01,10459659595.48,33317871623.34,30416694976.68,19904740756.75,9131164853.79,29399718579.69,26765407214.30,15711622336.45,8674391714.95,27201344081.63,24956974062.75,14153315343.26,9747047902.41,32695235252.47,30325680481.99,17237408013.64,10147541748.37,22019578249.64,16165034518.22,10817756941.05,4414560283.36,17820937184.70,12355526133.50,8552263359.31,4363234885.25,20215254516.18,15080778717.16,9878989938.80,4710081607.53,15265545442.94,11438945246.03,7863131084.56,3510826514.85,10422124881.14,6339566050.89,4003032389.91,1496583277.46,5979388375.44,2817135364.02,5532782895.40,2171306934.50,5377167542.35,0.0
7,支付给职工以及为职工支付的现金,2494561506.69,1815464863.78,837564292.43,3968324136.43,2896708524.71,1844457752.93,849304926.60,3602521332.36,2320959891.38,1705575484.59,804037158.46,3534928328.96,2413767762.77,1758801162.10,845450790.50,3661625293.12,2618840847.28,1751819335.32,900146687.75,3690112671.03,2408708256.61,1822274760.02,765569604.05,3789056636.79,2524432740.23,1735863277.80,713715381.00,3318778256.04,2375712867.26,1532739349.80,603768011.56,3005333409.21,1973072432.97,1383040658.65,496219176.52,2648346735.38,1605208570.27,1192147617.01,367643798.18,2217216643.40,1521098762.37,1100739911.58,384095256.49,2171809921.96,1411329683.64,1033587093.98,313080193.28,1180839393.24,279451417.80,181620033.13,97596458.20,348725662.32,230067945.35,140042269.91,22348615.25,250693505.60,179854162.55,106541040.51,62945207.52,212003851.44,97277595.88,84261864.58,31142156.72,176637535.21,114904673.50,73270448.92,29994958.97,150152923.95,71842920.72,164404194.58,78693407.83,162544782.93,0.0
8,支付的各项税费,2660863795.33,2365644623.33,854946502.08,885294863.50,760507391.15,357909236.74,123535557.47,494140872.73,332598182.82,257055248.68,85878107.65,621795751.91,536429547.61,450466325.77,309229716.24,1364980636.86,1140773687.89,646291812.31,406933056.37,1605017618.80,1417008279.38,1223830347.25,848651367.68,1734548519.57,815031595.48,450557988.17,386573539.55,1687995555.28,1169534974.20,1057797736.05,60477672.34,1338212765.79,1159943907.61,976003632.70,213419266.20,1860668781.95,1290016776.85,1643140983.79,462304382.52,2444403016.65,2061885623.62,1257525649.35,568588033.12,2591763476.89,2564280769.39,1749699195.66,433732027.52,1128015365.57,540002477.58,95730588.30,76461533.40,793465258.61,469192560.20,220911247.19,14179909.31,392129598.46,357335748.12,318027016.11,86040634.08,621883486.60,0,387295103.23,306027502.35,480346316.00,268090637.94,167198997.54,4682415.03,394182440.36,262574021.58,329629690.23,164440018.12,453673733.28,0.0
