,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,收到原保险合同保费取得的现金,582469000000.00,433497000000.00,308198000000.00,187527000000.00,564611000000.00,435288000000.00,322478000000.00,207189000000.00,496075000000.00,405749000000.00,296893000000.00,203514000000.00,432979000000.00,333487000000.00,247237000000.00,162362000000.00,379802000000.00,285810000000.00,208268000000.00,133516000000.00,339186000000.00,257992000000.00,183362000000.00,120946000000.00,328866000000.00,269866000000.00,193540000000.00,103357000000.00,320953000000.00,254984000000.00,176969000000.00,105422000000.00,318318000000.00,257781000000.00,188253000000.00,118235000000.00,317288000000.00,252295000000.00,176725000000.00,104730000000.00,275275000000.00,233742000000.00,166317000000.00,99141000000.00,295022000000.00,245667000000.00,176950000000.00,98903000000.00,196582000000.00,155978000000.00,117611000000.00,71033000000.00,179379000000.00,105580000000.00,159779000000.00,148913000000.00,55464000000.00,0.0
3,收到再保业务现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000000.00,70000000.00,78000000.00,120000000.00,150000000.00,269000000.00,14000000.00,18000000.00,0,-19000000.00,1000000.00,0,0,37000000.00,0,0,0,0.0
4,收到其他与经营活动有关的现金,8622000000.00,7579000000.00,4829000000.00,2957000000.00,8224000000.00,7372000000.00,4093000000.00,2101000000.00,7697000000.00,5205000000.00,3458000000.00,1423000000.00,6035000000.00,4368000000.00,2722000000.00,1236000000.00,4717000000.00,3337000000.00,1653000000.00,1002000000.00,3422000000.00,2607000000.00,1558000000.00,834000000.00,3039000000.00,2360000000.00,1504000000.00,704000000.00,3310000000.00,2213000000.00,1484000000.00,790000000.00,2817000000.00,1471000000.00,1170000000.00,678000000.00,2408000000.00,1626000000.00,957000000.00,1212000000.00,2419000000.00,912000000.00,830000000.00,957000000.00,1659000000.00,3876000000.00,838000000.00,702000000.00,2002000000.00,1210000000.00,782000000.00,322000000.00,1711000000.00,653000000.00,3027000000.00,1763000000.00,1025000000.00,0.0
5,保户储金净增加额,12824000000.00,15761000000.00,12911000000.00,8861000000.00,23577000000.00,20860000000.00,11437000000.00,4033000000.00,37585000000.00,35751000000.00,31989000000.00,23403000000.00,112346000000.00,105969000000.00,83793000000.00,45738000000.00,12120000000.00,10682000000.00,8308000000.00,4741000000.00,7513000000.00,4352000000.00,3683000000.00,1741000000.00,0,0,0,0,0,0,0,0,0,0,419000000.00,48000000.00,2783000000.00,1060000000.00,1574000000.00,2181000000.00,2065000000.00,284000000.00,209000000.00,247000000.00,141000000.00,0,0,0,210000000.00,253000000.00,156000000.00,0,824000000.00,682000000.00,0,0,0,0.0
6,经营活动现金流入小计,622965000000.00,473289000000.00,341671000000.00,206282000000.00,597526000000.00,464418000000.00,338008000000.00,213323000000.00,626009000000.00,528940000000.00,410330000000.00,279610000000.00,552899000000.00,443824000000.00,333934000000.00,209476000000.00,397042000000.00,299989000000.00,218457000000.00,139401000000.00,359825000000.00,264951000000.00,192105000000.00,125882000000.00,333333000000.00,272226000000.00,195044000000.00,104061000000.00,324263000000.00,257197000000.00,178453000000.00,106212000000.00,321135000000.00,259252000000.00,189842000000.00,118961000000.00,322479000000.00,254981000000.00,179256000000.00,112837000000.00,286576000000.00,236732000000.00,172189000000.00,101627000000.00,302221000000.00,269162000000.00,177802000000.00,99623000000.00,234821000000.00,179746000000.00,133002000000.00,76626000000.00,192327000000.00,110340000000.00,163855000000.00,152033000000.00,57437000000.00,0.0
7,支付原保险合同赔付款项的现金,177215000000.00,141881000000.00,103893000000.00,54821000000.00,286018000000.00,246874000000.00,191813000000.00,143436000000.00,286932000000.00,243538000000.00,192454000000.00,135079000000.00,270148000000.00,217156000000.00,162992000000.00,108718000000.00,236688000000.00,187195000000.00,141639000000.00,98739000000.00,204618000000.00,169279000000.00,116341000000.00,55753000000.00,197281000000.00,160451000000.00,107036000000.00,56138000000.00,110874000000.00,89033000000.00,63847000000.00,36635000000.00,105701000000.00,85049000000.00,59961000000.00,33057000000.00,77176000000.00,57272000000.00,38552000000.00,19210000000.00,81879000000.00,83994000000.00,63094000000.00,36212000000.00,117438000000.00,96557000000.00,74046000000.00,47118000000.00,111603000000.00,91868000000.00,69657000000.00,47021000000.00,52151000000.00,25181000000.00,33755000000.00,21882000000.00,6698000000.00,0.0
8,支付给职工以及为职工支付的现金,24131000000.00,18296000000.00,12606000000.00,6150000000.00,21822000000.00,16275000000.00,11284000000.00,6127000000.00,19024000000.00,14012000000.00,9771000000.00,4914000000.00,16486000000.00,12231000000.00,8676000000.00,4587000000.00,14901000000.00,11309000000.00,8018000000.00,4189000000.00,14098000000.00,10490000000.00,7196000000.00,3702000000.00,12717000000.00,9629000000.00,6633000000.00,3345000000.00,12256000000.00,9097000000.00,6235000000.00,3020000000.00,10886000000.00,8190000000.00,5581000000.00,2821000000.00,9179000000.00,6986000000.00,4681000000.00,2424000000.00,8774000000.00,5882000000.00,4088000000.00,2074000000.00,7603000000.00,7026000000.00,3760000000.00,1874000000.00,6827000000.00,4419000000.00,3102000000.00,1600000000.00,5150000000.00,2583000000.00,4405000000.00,3819000000.00,1883000000.00,0.0
