,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,收到原保险合同保费取得的现金,792570000000.00,586975000000.00,415647000000.00,243235000000.00,712020000000.00,524823000000.00,369314000000.00,214228000000.00,604969000000.00,427884000000.00,304964000000.00,172432000000.00,493939000000.00,335483000000.00,234281000000.00,132357000000.00,392266000000.00,274776000000.00,189932000000.00,106780000000.00,328012000000.00,238009000000.00,166925000000.00,96370000000.00,268203000000.00,197754000000.00,137751000000.00,76803000000.00,231045000000.00,173897000000.00,122789000000.00,71488000000.00,204147000000.00,155468000000.00,112125000000.00,66403000000.00,158777000000.00,118289000000.00,82108000000.00,45572000000.00,113093000000.00,133248000000.00,91074000000.00,47404000000.00,128616000000.00,96565000000.00,65365000000.00,32727000000.00,100901000000.00,74139000000.00,50918000000.00,25338000000.00,79892024000.00,58540000000.00,41567000000.00,68488000000.00,61538000000.00,63201000000.00,62926608462.00,46567112644.00,0.0
3,收到再保业务现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-143000000.00,0,0,0,37000000.00,0,-321000000.00,-88000000.00,0,0,0,32000000.00,0,0,0,0,0,0.0
4,收到其他与经营活动有关的现金,142283000000.00,146428000000.00,72760000000.00,27458000000.00,124388000000.00,69733000000.00,62018000000.00,42956000000.00,121104000000.00,74173000000.00,40164000000.00,31129000000.00,103003000000.00,43766000000.00,38406000000.00,17171000000.00,68617000000.00,33994000000.00,20075000000.00,3556000000.00,26158000000.00,33315000000.00,22752000000.00,10416000000.00,20392000000.00,23083000000.00,13543000000.00,1610000000.00,7769000000.00,5992000000.00,2987000000.00,788000000.00,2437000000.00,3085000000.00,1823000000.00,429000000.00,6096000000.00,2459000000.00,2155000000.00,356000000.00,10391000000.00,4461000000.00,2540000000.00,1913000000.00,3362000000.00,4397000000.00,2422000000.00,1612000000.00,1438000000.00,10400000000.00,7993000000.00,4032000000.00,2364544000.00,2163000000.00,1370000000.00,276000000.00,2304000000.00,549000000.00,205735230.00,2899967707.00,0.0
5,保户储金净增加额,43412000000.00,37889000000.00,31629000000.00,21936000000.00,56936000000.00,50668000000.00,42298000000.00,29892000000.00,50892000000.00,42326000000.00,31685000000.00,18215000000.00,46121000000.00,36271000000.00,27144000000.00,13552000000.00,32858000000.00,23956000000.00,17623000000.00,7849000000.00,20985000000.00,22507000000.00,14938000000.00,6717000000.00,31758000000.00,28782000000.00,20660000000.00,9875000000.00,33803000000.00,28312000000.00,19405000000.00,8053000000.00,36029000000.00,29535000000.00,23073000000.00,11105000000.00,44674000000.00,40861000000.00,29936000000.00,14213000000.00,42308000000.00,512000000.00,728000000.00,561000000.00,2083000000.00,1882000000.00,1855000000.00,237000000.00,0,1131000000.00,896000000.00,493000000.00,0,0,342000000.00,0,0,0,0,12572426.00,0.0
6,经营活动现金流入小计,1522780000000.00,1265918000000.00,767464000000.00,476192000000.00,1398767000000.00,1042350000000.00,774212000000.00,480434000000.00,1176573000000.00,795379000000.00,580504000000.00,272141000000.00,1169962000000.00,697220000000.00,550958000000.00,333029000000.00,846725000000.00,744387000000.00,673741000000.00,298803000000.00,835223000000.00,625678000000.00,506840000000.00,350660000000.00,729779000000.00,614566000000.00,476807000000.00,348060000000.00,879700000000.00,597829000000.00,514446000000.00,264468000000.00,449811000000.00,320867000000.00,178961000000.00,105281000000.00,264140000000.00,195897000000.00,137816000000.00,76230000000.00,239040000000.00,190812000000.00,144819000000.00,61823000000.00,170631000000.00,117998000000.00,73613000000.00,37631000000.00,118493000000.00,91041000000.00,61509000000.00,37073000000.00,96829403000.00,61447000000.00,44322000000.00,69468000000.00,64141000000.00,64220000000.00,65577857530.00,49629091422.00,0.0
7,支付原保险合同赔付款项的现金,222773000000.00,160748000000.00,108094000000.00,56682000000.00,198450000000.00,147915000000.00,100833000000.00,58233000000.00,153352000000.00,111334000000.00,74258000000.00,37994000000.00,134298000000.00,99326000000.00,66941000000.00,34550000000.00,112526000000.00,82209000000.00,53353000000.00,26773000000.00,97044000000.00,71189000000.00,47339000000.00,23182000000.00,85726000000.00,62097000000.00,40400000000.00,20136000000.00,75810000000.00,54842000000.00,35652000000.00,17263000000.00,54234000000.00,38582000000.00,25370000000.00,11816000000.00,37500000000.00,26352000000.00,16937000000.00,8234000000.00,31795000000.00,23902000000.00,15108000000.00,7701000000.00,34684000000.00,26345000000.00,17009000000.00,8494000000.00,25940000000.00,17252000000.00,11366000000.00,5212000000.00,24363522000.00,16585000000.00,7535000000.00,20781000000.00,15843000000.00,13830000000.00,14028260213.00,7855023094.00,0.0
8,支付给职工以及为职工支付的现金,74456000000.00,57835000000.00,45138000000.00,26521000000.00,66490000000.00,51570000000.00,37868000000.00,23120000000.00,58046000000.00,47638000000.00,34417000000.00,21606000000.00,54128000000.00,42561000000.00,30443000000.00,19395000000.00,46944000000.00,34162000000.00,25500000000.00,14823000000.00,40623000000.00,29152000000.00,20305000000.00,11697000000.00,30861000000.00,23456000000.00,16075000000.00,9069000000.00,25147000000.00,19106000000.00,13443000000.00,7742000000.00,17975000000.00,13227000000.00,8318000000.00,4765000000.00,11652000000.00,8943000000.00,6001000000.00,2554000000.00,8853000000.00,6599000000.00,4512000000.00,2356000000.00,6994000000.00,5177000000.00,3690000000.00,2168000000.00,6114000000.00,3944000000.00,2115000000.00,1295000000.00,3718729000.00,2757000000.00,1849000000.00,2967000000.00,2519000000.00,2187000000.00,2062262118.00,1434696232.00,0.0
9,支付手续费的现金,205262000000.00,155295000000.00,103410000000.00,39791000000.00,213956000000.00,154730000000.00,99778000000.00,49306000000.00,167894000000.00,125765000000.00,81870000000.00,39604000000.00,116759000000.00,92454000000.00,60823000000.00,28678000000.00,106173000000.00,81118000000.00,57342000000.00,30294000000.00,92836000000.00,67909000000.00,45048000000.00,22678000000.00,70080000000.00,51281000000.00,33399000000.00,15580000000.00,60137000000.00,45000000000.00,31332000000.00,15278000000.00,35764000000.00,21708000000.00,11941000000.00,6437000000.00,17471000000.00,11926000000.00,8585000000.00,4543000000.00,13869000000.00,16252000000.00,10993000000.00,5406000000.00,17099000000.00,12532000000.00,8276000000.00,4008000000.00,12816000000.00,9389000000.00,6035000000.00,2854000000.00,7999268000.00,5690000000.00,3746000000.00,5849000000.00,5192000000.00,5710000000.00,6710926451.00,5454186223.00,0.0
