,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,857930834.04,3859974347.03,3052539685.34,2037937107.88,940219381.99,3388116844.27,2424987056.44,1523127081.34,716370627.79,2522897676.94,1703230378.69,1149659721.52,525854585.74,1971102725.06,1511031853.65,987411858.52,464843895.28,1529664345.34,1161686548.06,805095331.58,372175081.95,1414341939.83,1010892020.33,670555267.24,332387973.84,1043881583.77,778008227.25,481435311.73,248751561.53,1007900466.02,721715370.65,431746925.93,190766504.62,881389238.12,557015387.08,366884010.63,167506484.30,771876320.64,471826562.90,297824513.74,127708684.34,637336593.21,387716841.21,289888834.34,103417957.47,631121739.89,405673478.80,275310878.80,142746189.84,623530307.93,341665380.74,221008827.03,116765242.76,501551857.08,247076217.88,159576205.10,71190867.00,290172222.94,243210499.04,174903675.59,80252122.09,311190088.35,223060080.75,151663824.40,263693670.16,258665231.55,0.0
3,收到的税费返还,9123562.71,37271409.42,28331704.26,18846627.85,10623445.82,40256313.22,31731253.85,12446170.46,6117301.97,35329974.36,26793436.14,18858860.00,10373091.24,32330429.53,25571861.34,14568863.90,9693527.01,20528512.76,14580693.06,10705353.13,4361780.92,12578386.54,10112899.94,6122692.56,3601970.75,14062735.08,9969475.99,5728136.56,4704167.42,12017026.24,8466653.18,4979769.52,0,15009703.41,13124811.80,6365618.12,4977352.58,11230233.57,8811599.37,5945724.74,0,9089452.75,0,0,0,0,0,0,0,0,0,581606.00,0,1094933.78,0,0,0,0,0,0,0,0,0,0,0,2057000.00,0.0
4,收到的其他与经营活动有关的现金,52662543.27,165034641.93,103284350.54,53267031.48,61413095.48,157719792.34,85373420.25,67661157.40,53897927.20,62734289.58,48125851.85,14540311.16,66584249.01,40920252.20,32940064.87,17995675.89,9579701.94,24345429.73,27425131.02,23313378.39,6940535.43,35466952.67,30349902.75,27116826.76,16541406.98,20216451.40,16506679.04,11941338.96,6597350.79,38259844.74,25535556.61,13817083.73,5712100.13,10464116.18,8964560.19,8408862.40,5165085.96,9878471.40,46095662.74,41962739.57,77725623.03,18779330.45,76600492.64,24363716.64,57978409.20,14033403.40,26780847.65,21747847.65,24337480.53,8436344.35,11746608.88,1629129.50,1629129.50,3224626.53,2275710.46,2028397.96,2649795.94,58207492.62,6487350.29,3180615.25,627121.87,3654092.20,8440773.66,6589563.95,6521594.76,26125149.65,0.0
5,经营活动现金流入小计,919716940.02,4062280398.38,3184155740.14,2110050767.21,1012255923.29,3586092949.83,2542091730.54,1603234409.20,776385856.96,2620961940.88,1778149666.68,1183058892.68,602811925.99,2044353406.79,1569543779.86,1019976398.31,484117124.23,1574538287.83,1203692372.14,839114063.10,383477398.30,1462387279.04,1051354823.02,703794786.56,352531351.57,1078160770.25,804484382.28,499104787.25,260053079.74,1058177337.00,755717580.44,450543779.18,196478604.75,906863057.71,579104759.07,381658491.15,177648922.84,792985025.61,526733825.01,345732978.05,205434307.37,665205376.41,464317333.85,314252550.98,161396366.67,645155143.29,432454326.45,297058726.45,167083670.37,631966652.28,353411989.62,223219562.53,118394372.26,505871417.39,249351928.34,161604603.06,73840662.94,348379715.56,249697849.33,178084290.84,80879243.96,314844180.55,231500854.41,158253388.35,270215264.92,286847381.20,0.0
6,购买商品、接受劳务支付的现金,343140792.46,1401798000.54,1107400286.26,650710874.95,399430662.60,1350529906.41,921523764.50,571566608.91,337461427.94,1043430322.18,776169575.36,502756175.05,225106419.36,849051004.12,693320760.64,498268794.03,158131825.69,728837148.04,545984392.21,428838315.23,134834212.61,716786015.54,527565473.77,367280101.50,168295441.77,559428783.10,432682542.04,283173712.56,150262982.47,678338650.33,464564818.87,286481743.46,124997390.38,628923726.36,410227493.84,266131120.57,117121302.30,525712391.03,324017999.66,222634709.91,92896641.28,339575145.86,276875682.83,144884428.05,74957109.38,427930995.68,245065799.22,170504599.22,71940176.96,567015132.52,265850058.56,160456644.22,55949321.44,390009171.46,205726067.25,141414301.00,57326165.58,144690111.04,116536476.86,82683703.11,41429213.87,217389194.91,155282348.23,88234997.27,154311320.12,179946065.49,0.0
7,支付给职工以及为职工支付的现金,99155065.83,373507054.02,249053649.15,170952533.25,86588276.88,285811845.76,205201477.16,140039312.64,72426929.23,221033639.79,157300866.09,107586181.78,55865529.22,195044322.35,140625716.58,95889335.71,49548051.70,135074975.15,96134823.23,66094308.83,32284769.76,103448657.51,75065088.83,49849352.74,25268236.76,84527191.13,61732575.67,40555244.64,21855223.28,70192427.26,50688915.99,32948121.32,16129797.34,73635906.46,48332395.43,34687786.72,12324713.57,62986987.44,38790806.64,20681813.53,14368995.60,56331583.09,20380145.91,14993789.33,8094018.53,61525150.73,39355673.76,25189154.00,14685707.51,36984488.33,26938466.77,18672502.03,9035644.01,27468218.90,21444476.07,13393714.33,6878859.50,19842622.31,19088721.20,13415659.23,7589230.74,21969600.49,15684339.99,9866587.63,19389975.94,12698412.77,0.0
8,支付的各项税费,89632405.42,381935259.91,312485972.55,229648984.08,111302712.07,369890407.56,317404430.65,222782447.53,96518797.29,273423205.47,199092667.17,149685997.05,70026042.78,236754037.32,179436340.73,121984863.35,59851185.29,168370642.04,136818153.96,91128432.30,34111588.47,118846780.10,82405019.16,52975291.80,23274385.84,88286092.59,62988881.03,43322552.94,17436211.17,72983714.36,55944861.38,39697183.20,15030204.00,55094323.57,47144930.49,24601166.73,9798469.23,45863549.02,33048695.97,19586495.97,9605558.53,46086596.54,36375949.65,27791182.84,11747701.29,43267493.68,32563607.64,22052507.64,7308400.00,34646839.75,26255588.83,19260031.71,11247210.30,21694176.61,15251169.15,9530752.51,4257663.36,25266381.03,20806600.10,15352603.20,6835485.70,19438224.92,16906577.52,12116387.40,20598159.40,24093390.43,0.0
