,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,20654797796.22,12414490115.07,5143338190.57,21270146106.83,16493585837.29,9191799709.17,5757769777.54,20208219095.22,15979474147.84,9193832882.02,4033471748.07,19572514481.45,12519268834.47,7255405198.03,2763792723.97,14379541172.73,10911861626.54,6952374130.32,2588673631.52,15594512379.27,11779964266.50,6855908291.24,2571121624.68,15464467774.49,11703705309.38,6452472491.87,2719010626.71,13677503395.22,10574993436.88,5957165072.26,2404093228.59,11812342207.63,8662180181.67,4546667649.57,1748067043.17,9310647007.08,7186631893.48,3987093538.36,1690024583.73,10622360062.65,8106141244.41,4605635116.64,1953752093.97,10445366640.20,7832850020.58,4514175598.35,1789750487.58,6672074109.91,5191743278.19,2293865260.17,991785074.45,4939675481.54,3578613111.70,1810362984.52,709062956.29,3761975223.80,2981664428.89,1419124982.12,538286789.20,2681475720.71,2248166739.98,1023952379.70,372595950.60,1716651206.08,1330287543.57,1385891459.30,0.0
3,收到的税费返还,128794314.30,49727244.46,20041908.87,128839135.63,76080392.04,22605061.70,20346668.82,85464559.68,74847988.39,52802170.06,26475286.70,23579580.83,21861300.84,8104988.65,3976252.68,34477655.82,28391171.76,22318380.63,9748024.03,46397329.76,46104207.85,27883657.97,6496844.27,34354350.74,25798895.91,16268265.78,3123914.67,40989683.90,29462891.30,17488425.05,7095571.65,37857716.36,27931801.05,22127438.76,9957505.34,39296413.28,24334043.51,12582262.62,4784610.15,9239381.66,4249716.81,3537315.39,2880460.83,4550810.53,4832677.98,5770568.16,0,4420817.92,5747321.42,487551.38,460685.38,748216.38,237776.43,100376.43,0,0,1127781.29,0,0,0,902000.63,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,426350642.59,279059047.88,67404513.98,489253744.49,200268818.79,182973074.10,132550054.66,270166011.34,256416549.54,203300345.22,56361822.04,177348044.28,154178063.86,70712065.95,18208367.71,47265905.08,43418756.95,43316067.13,10757077.22,69689480.26,44596556.18,29359003.77,13538794.13,45371823.12,26918304.53,14638564.16,8663429.20,36823512.84,14454374.29,5052794.55,2879658.63,30902795.13,17666673.73,7568689.34,5639065.61,23366888.48,14060434.82,10285052.26,1721261.35,53990344.60,8202688.69,7682220.39,4514579.71,20667321.33,15058277.45,12700215.95,10248226.19,18128489.92,11746647.56,2512547.72,32129402.29,24940393.90,25367797.55,14588771.97,16402317.75,2499596.85,20051194.64,807664.14,5607442.54,1035715.42,22252096.64,18366662.79,15349539.74,673314.69,0,57992254.80,0.0
5,经营活动现金流入小计,21209942753.11,12743276407.41,5230784613.42,21888238986.95,16769935048.12,9397377844.97,5910666501.02,20563849666.24,16310738685.77,9449935397.30,4116308856.81,19773442106.56,12695308199.17,7334222252.63,2785977344.36,14461284733.63,10983671555.25,7018008578.08,2609178732.77,15710599189.29,11870665030.53,6913150952.98,2591157263.08,15544193948.35,11756422509.82,6483379321.81,2730797970.58,13755316591.96,10618910702.47,5979706291.86,2414068458.87,11881102719.12,8707778656.45,4576363777.67,1763663614.12,9373310308.84,7225026371.81,4009960853.24,1696530455.23,10685589788.91,8118593649.91,4616854652.42,1961147134.51,10470584772.06,7852740976.01,4532646382.46,1799998713.77,6694623417.75,5209237247.17,2296865359.27,1024375162.12,4965364091.82,3604218685.68,1825052132.92,725465274.04,3764474820.65,3002843404.82,1419932646.26,543894231.74,2682511436.13,2271320837.25,1042319042.49,387945490.34,1717324520.77,1330287543.57,1443883714.10,0.0
6,购买商品、接受劳务支付的现金,16029057421.18,9520978044.91,3926149628.38,15415788865.21,12459028255.24,6809632609.96,4602007210.11,14999508125.70,12659658862.15,7352947250.42,3197602152.21,15183284974.40,9696786233.76,5113392394.97,1770004645.14,11878139478.04,8963304474.31,5534670529.35,2050611530.19,13670731784.85,10431743874.91,5948182139.31,2431224549.66,13442729471.83,10078511407.29,5198355122.37,2134497377.56,12226409429.96,9533518079.10,5027988506.00,1905037085.08,10786111455.24,7864940501.89,3880001956.17,1473505925.84,8508310765.33,6248281639.40,3579734189.80,1523296036.94,9661654586.93,7056815790.22,3814579860.98,1454880562.77,9248304860.85,6788894437.41,3753479367.20,1395394982.58,5934449347.74,4474525571.21,2032392680.43,910017584.17,4516352292.98,3130647431.30,1587945992.43,700271874.12,3341158408.24,2570418166.10,1253312673.47,451800800.74,2269705822.41,1883871010.57,917679289.25,419917516.82,1629511652.99,1159547899.76,1198930041.83,0.0
7,支付给职工以及为职工支付的现金,1770177008.69,1255123574.87,625063860.58,1869381930.23,1488783681.08,1049071296.15,370235325.95,1538358289.77,1049185817.69,771688303.03,397752454.91,1380689233.57,1012973106.85,530256153.74,284259150.10,977982946.96,781659764.57,403223438.05,236707432.22,867535675.39,605198544.75,350461244.46,183181193.39,739828962.66,545399359.10,334842330.76,152562187.47,633474883.29,449950488.24,275206234.22,115599116.29,500883683.55,339107316.48,196040046.26,80453353.50,391788808.45,288507625.46,162271258.25,83766338.58,421168451.09,293701820.86,186346748.12,89126728.65,345622598.23,233677963.01,148717604.30,58933272.19,233862212.66,143676503.89,94029743.19,47088904.91,176353785.48,111810983.43,66334719.96,32872580.19,106823054.63,72378863.86,41854516.04,21323671.47,76668679.26,51285922.30,30217866.73,14416118.10,58966318.24,45790227.54,49882172.48,0.0
8,支付的各项税费,753974421.49,516332065.94,213584165.17,885129875.64,738903615.26,592386049.64,265319159.64,611557920.39,456719938.83,272334252.45,79588005.54,275243569.67,213413819.02,83031456.72,32100995.55,130526012.81,91633491.21,70069794.85,24968543.80,166959263.73,124596235.55,70394928.42,36680756.38,127935325.18,91043206.21,54377946.98,22535963.40,115902991.86,73913968.14,44549907.81,24665213.77,103154025.66,52423393.29,31021804.40,16337131.78,98021717.14,48245468.00,30113114.94,13066693.59,179294542.09,141412663.50,77958146.28,47393996.90,139382301.79,106885257.07,65849225.44,37639638.13,68097795.59,68827581.67,46798444.39,29288837.20,68195265.62,27611726.71,21103186.03,11784543.28,47932563.25,36499186.26,16832786.71,11907828.75,23849346.07,16307677.78,8726343.34,3723964.49,23483714.45,13903443.02,24256608.36,0.0
