,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3972747127.00,2514214933.58,1290443520.61,6198773904.48,4228248247.93,2764002846.46,1470005889.41,7368957398.14,5746459737.66,3956830168.45,2101259620.40,7706697669.76,4458834460.00,3033251553.00,1553622324.09,5999021130.00,4769780562.97,3032554421.03,1555195036.63,5512253641.25,4635884156.57,3093169902.92,1592930427.03,5720295160.81,4334115475.58,2720247352.11,1243177079.35,4572347854.61,3596177749.41,2257901397.53,1204429625.43,4032851792.63,3206223519.96,2040954888.64,1144292709.84,3061624875.65,2518235592.88,1627297999.44,942234752.59,1967582561.48,1198089894.79,685233929.95,340112720.30,1169857060.35,825306829.16,534449427.39,251267571.09,702433779.85,518618705.37,384680179.30,187443271.75,595642444.87,423692171.20,292089738.08,140103746.74,459977335.67,335289412.90,226443169.86,108453573.30,420022692.87,290208898.56,226229068.86,335163488.55,0.0
3,收到的税费返还,191997497.20,126255430.21,80317096.42,309700449.05,221474148.05,138360851.80,70816007.77,244188601.06,175220482.76,90006074.07,29192026.24,161376662.96,34022521.60,26464071.84,21900855.44,10832500.05,8945806.50,0,0,7973840.35,2460600.54,2460600.54,0,24019831.77,16704968.17,4685024.54,0,26503380.24,0,0,0,30212574.30,0,0,0,12239788.29,0,0,0,3058100.00,0,8399544.00,1946600.00,4245000.00,1068500.00,0,0,3217000.00,0,0,0,2517600.00,2517600.00,0,0,938866.00,938866.00,0,0,2809238.66,0,0,1613000.00,0.0
4,收到的其他与经营活动有关的现金,67731045.26,34490183.21,14724266.62,71493120.24,66614005.13,26753276.64,15120019.81,62041605.66,74271480.96,50832043.00,3125896.47,113538229.43,73533292.04,50932374.90,7866926.69,320493948.16,82491070.01,33781769.33,1887889.67,33461869.01,13409057.62,3170977.00,2651200.72,62452959.04,28459611.34,16390463.52,14583453.52,54649519.55,17250436.82,17033927.84,5949556.24,38113016.98,21373790.36,7849396.52,549747.61,102328708.61,97589604.62,99038676.36,42073550.79,28534334.27,26332957.12,16152741.12,1743704.12,13378552.51,1421329.80,757129.80,31329.80,446352.93,40000.00,20000.00,20000.00,371111.59,28911.97,27911.97,27211.97,483277.72,0,0,0,9000.00,0,0,37450.00,0.0
5,经营活动现金流入小计,4232475669.46,2674960547.00,1385484883.65,6579967473.77,4516336401.11,2929116974.90,1555941916.99,7675187604.86,5995951701.38,4097668285.52,2133577543.11,7981612562.15,4566390273.64,3110647999.74,1583390106.22,6330347578.21,4861217439.48,3066336190.36,1557082926.30,5553689350.61,4651753814.73,3098801480.46,1595581627.75,5806767951.62,4379280055.09,2741322840.17,1257760532.87,4653500754.40,3613428186.23,2274935325.37,1210379181.67,4101177383.91,3227597310.32,2048804285.16,1144842457.45,3176193372.55,2615825197.50,1726336675.80,984308303.38,1999174995.75,1224422851.91,709786215.07,343803024.42,1187480612.86,827796658.96,535206557.19,251298900.89,706097132.78,518658705.37,384700179.30,187463271.75,598531156.46,426238683.17,292117650.05,140130958.71,461399479.39,336228278.90,226443169.86,108453573.30,422840931.53,290208898.56,226229068.86,336813938.55,0.0
6,购买商品、接受劳务支付的现金,3492944533.59,2306998745.17,1314727969.79,4524395229.84,3931085010.78,2765099235.84,1681062596.07,5193212653.81,4145126473.96,2864082247.75,1551869087.15,4615531226.60,2629385214.42,1834517237.44,1085786238.14,3618958956.96,2906321200.23,1534916142.48,970426667.72,3869558335.14,3142446655.11,2177657192.41,1105434378.23,3354795753.20,2723530844.65,1661450118.07,771656349.45,2936184227.26,2289659119.69,1346940043.61,817553408.59,2724868886.32,2071897208.52,1348608398.57,550601458.52,1745617985.97,1294217619.75,787097751.21,233699181.10,1082055485.06,714841831.26,340595691.50,273810408.20,726168102.31,525919915.38,311131005.24,142811324.96,415588038.59,271777586.04,201257813.28,103785643.03,311912204.30,210655492.88,167327748.30,97257696.66,262838461.43,180349477.50,122232158.20,54249214.30,213967262.50,142443257.76,101259896.62,161425713.15,0.0
7,支付给职工以及为职工支付的现金,639763721.53,432873181.34,205582471.55,897418681.39,595278699.99,418714198.20,197623230.18,1002815483.41,737533240.57,519765723.16,273929651.27,946018718.40,567822332.00,419442702.58,248577367.68,700418413.84,471571640.63,359132546.63,183431013.79,658719937.90,454578546.24,315291848.48,161982578.90,569507987.20,426592801.25,281328223.50,120469664.24,409240337.84,336181052.77,247745646.96,111898441.36,367781882.18,241470056.61,167204245.05,85280940.28,302770225.03,168464081.03,136906742.97,199506400.49,196407173.12,81528777.37,52384556.30,28844618.70,113356465.63,44567746.09,30184295.82,15682270.60,41256442.86,19809590.90,13281694.24,8942994.85,38196470.43,31849087.86,20783240.55,12798338.97,28549208.69,25399361.88,16143438.46,12135382.86,27840762.25,23573282.91,14411159.54,29839844.52,0.0
8,支付的各项税费,98501445.34,59018164.64,25729743.14,200565819.59,125096713.29,80603042.41,34954834.57,227824431.52,299304322.68,272603412.24,150139742.92,326966142.62,240536243.26,176000453.91,77192736.98,343267116.40,320082122.31,231233469.52,73564329.34,356219036.25,306010874.63,209563331.25,52940315.72,270483238.21,240498284.31,170139565.13,65574537.62,229653968.38,179462924.27,115693451.31,52157519.98,223847094.92,202466573.52,178030464.45,94640069.59,188962667.92,156763777.54,126009054.28,57233698.43,156445825.95,119485766.10,83751653.42,37226469.14,72420695.38,57211703.64,46351198.00,25044007.95,60534252.24,41760712.94,31918413.44,20080238.21,52685160.56,38792701.41,33456163.59,17776021.22,46073651.24,37021172.97,33054003.54,22109102.96,29617301.15,28766032.95,18423628.32,33159565.61,0.0
