,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,7615373245.63,5507212715.57,3329450167.38,10509201366.14,6712908444.91,3950537811.09,2683895996.40,8442398489.80,5442379252.20,3804283858.96,3168700500.88,6461791209.29,4743973206.55,3278832483.50,2053114252.09,7120347185.11,5259540153.25,3544021915.17,2230942160.60,5569564007.14,3755220164.30,2546971134.44,1492895557.06,4888992946.13,0,0,0,10463973.20,10533898.69,10533898.69,10633898.69,18779428.08,5368184.08,1748097.00,635834.00,4928110.00,4206653.00,3259493.11,1503919.01,13056652.00,10038537.50,5162713.40,2693422.90,26014412.21,18724428.20,8563146.63,3515249.00,136279816.99,123687823.34,88368804.76,63399990.80,180449052.82,194213749.51,145822501.24,57715956.77,336006057.69,163630804.39,119317408.78,35790412.15,111852751.94,85142870.48,50094259.24,0,194264492.75,119049033.05,88347532.57,58430717.20,215675867.79,123811518.97,409736577.46,168125472.05,516218176.63,209677648.80,317123181.24,287031506.47,0.0
3,收到的税费返还,238273.50,0,0,0,856293.81,0,0,0,0,0,0,0,6827.87,0,0,0,156952.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63566.96,58000.00,58000.00,0,2000.00,2000.00,2000.00,0,0,0,0,0,0,0,0,0,32000.00,32000.00,32000.00,0,0,0,0,0,39273.90,40352.20,430000.00,391000.00,0,0,128000.00,133000.00,0.0
4,收到的其他与经营活动有关的现金,409575138.16,60227239.53,157300508.08,344491075.55,442034103.46,34422131.28,25847633.79,200597144.84,110723166.21,33949514.21,20007736.60,98783432.47,185768155.40,15842466.29,37123907.32,31301039.00,32076990.52,18526497.50,132672786.44,81727621.17,73560555.20,46136435.26,60955281.36,29254250.22,7094604.47,4019858.55,2894855.32,3188634.10,2882724.66,248559.47,2912621.65,1847516.12,4043206.12,2380285.40,838440.76,7261345.92,24511049.16,21978784.75,2715443.28,15655372.29,12166787.97,6974570.62,3079983.22,46727145.85,17611492.13,36608035.82,17136504.99,29338443.72,36760937.73,23518949.38,8676243.31,51400523.22,52740450.45,30085282.15,33821.69,31735113.19,27969826.46,22469826.46,18592100.00,26003102.49,25809858.96,8434594.94,0,19636362.78,4932322.29,2232137.84,1499691.54,2844051.88,0,1462437.50,139778.89,2118773.92,122162.71,3345166.82,2761733.49,0.0
5,经营活动现金流入小计,8025186657.29,5567439955.10,3486750675.46,10853692441.69,7155798842.18,3984959942.37,2709743630.19,8642995634.64,5553102418.41,3838233373.17,3188708237.48,6560574641.76,4929748189.82,3294674949.79,2090238159.41,7151648224.11,5291774096.33,3562548412.67,2363614947.04,5651291628.31,3828780719.50,2593107569.70,1553850838.42,4918247196.35,7094604.47,4019858.55,2894855.32,13652607.30,13416623.35,10782458.16,13546520.34,20626944.20,9411390.20,4128382.40,1474274.76,12189455.92,28717702.16,25238277.86,4219362.29,28712024.29,22205325.47,12137284.02,5773406.12,72805125.02,36393920.33,45229182.45,20651753.99,165620260.71,160450761.07,111889754.14,72076234.11,231849576.04,246954199.96,175907783.39,57749778.46,367741170.88,191600630.85,141787235.24,54382512.15,137887854.43,110984729.44,58560854.18,0,213900855.53,123981355.34,90579670.41,59930408.74,218559193.57,123851871.17,411629014.96,168656250.94,518336950.55,209799811.51,320596348.06,289926239.96,0.0
6,购买商品、接受劳务支付的现金,6558960474.66,4977046958.17,3048939305.61,9188385630.60,5635987315.76,3646870602.39,2150986598.57,6766583004.84,4527507568.34,3160722006.48,2665314398.18,5623810989.74,4223461357.88,2899539861.99,2028438514.97,5694639734.96,4624971286.58,3091318383.00,1808377608.84,5127798898.31,3268481385.00,2290621794.85,1276942215.29,3919334729.57,0.00,0,0,8268757.01,8268757.01,8268757.01,8268757.01,15272059.56,2209250.43,208391.63,70921.83,190450.00,87790.00,33250.00,3250.00,2351346.50,838314.50,751412.00,714815.00,7852057.99,3353957.36,2722673.22,829893.45,104730090.45,106560044.95,62910059.23,39663548.02,107529503.66,93256375.16,64069217.76,24728131.40,310478548.80,178442709.13,133879318.89,45603412.12,102689362.29,86091965.21,46150663.54,0,180237698.93,112477276.29,90421309.34,62306737.88,188146285.12,93224635.92,399304674.68,162533682.43,452285197.74,175165362.87,245835467.16,224132758.36,0.0
7,支付给职工以及为职工支付的现金,313894327.65,223026138.25,112090063.14,362228424.24,254656218.41,138865178.17,91975202.54,322809494.73,195946105.18,108012359.15,54767707.43,177673635.32,137987659.13,84870250.53,53162597.30,129317058.24,86548243.57,60195567.34,33603988.39,108980221.01,64789694.21,43483611.77,37722906.58,71034607.17,1591237.86,1066827.04,874107.93,2898656.71,1724218.67,1612034.42,926292.74,4259455.32,3599315.81,2764557.80,1798521.82,3078089.11,2786344.19,1870684.71,1124614.37,5708082.59,4860251.07,3561926.12,2250531.50,5388093.77,4639865.29,2413735.12,997835.49,6010862.70,5046359.50,3423031.30,2198844.73,3440764.34,2810739.29,2076701.90,964662.51,3146533.52,1586306.64,944032.64,486463.45,3411968.96,3318674.97,2934964.77,0,19480997.75,9955104.21,6462827.60,1911645.45,17247387.25,9455964.04,18724803.21,10056932.74,21714848.15,9945959.49,19413206.06,17696796.13,0.0
8,支付的各项税费,344502175.43,276135215.81,153844561.81,268867110.21,209267256.50,178918883.42,92777357.07,212320557.80,187071114.99,155203215.16,48100839.77,367794831.40,296150114.47,234901101.99,107879325.72,362970248.60,277827491.14,224820941.85,126011809.83,269082451.67,207004233.22,170366805.70,108052093.60,118496124.30,2552.57,2552.57,0,2836629.36,2675299.08,38683.27,352998.10,1188727.22,648970.50,486890.85,204310.24,1749296.80,1034958.54,687042.77,140131.80,1827902.21,1947562.64,1426944.54,684282.30,2923982.13,2304933.53,1851554.81,1111107.22,15818497.45,9485650.46,4679335.49,2146727.43,18172362.39,11987003.02,10676282.76,7242694.53,4918431.18,3429459.54,1406283.06,459091.64,2632820.84,1883592.02,1879079.57,0,1185822.70,1681728.53,777699.27,77069.99,7866785.06,6285012.11,1923858.20,848757.86,19035537.93,7493606.13,14244758.17,12004049.29,0.0
