,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,50705668.69,292993236.05,262406524.10,180990537.26,85122984.78,274153774.14,190666634.69,115649521.96,42545194.49,286252570.22,232661364.21,151993065.28,52815810.74,332396994.04,270188634.65,193722182.63,112412062.65,287615053.53,205952741.25,119188309.62,41140628.81,312377437.04,245645101.53,144503246.48,54255335.05,270178150.09,194902700.41,136690788.95,75215021.32,292580780.00,209509800.00,142704000.00,62866000.00,220949391.00,166455972.22,122240000.00,22083086.17,594795306.22,499545057.87,305117297.87,148754236.18,695950863.11,513060463.78,336078038.86,177228570.03,688921308.31,490948514.22,688921308.31,146305856.69,614418353.04,385482042.29,237127174.01,122794009.78,515805953.35,366567184.27,234727021.87,130004749.68,643720695.72,0,330582320.49,149845743.36,605003168.94,418250126.27,257441167.77,112890054.56,555715295.65,380909790.53,240879355.08,99310741.17,480719943.59,248854010.18,491971256.33,219042016.49,327835053.15,184882320.72,260627849.01,164728699.14,281448895.01,152217913.91,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15904343.11,744343.11,470016.75,111637.01,1223897.22,907924.69,791817.87,494384.95,2463079.88,1308012.97,2463079.88,855452.13,3309018.43,1923626.78,1378771.11,463254.89,560466.72,560466.72,560466.72,78348.81,3543046.38,0,5616129.70,1838781.09,1370487.23,1532244.14,10910.24,0,3637128.32,0,0,0,3902600.00,0,6360000.00,0,5318200.00,0,0,0,36654086.68,18121628.22,0.0
4,收到的其他与经营活动有关的现金,5037160.69,9649224.32,9865319.97,7618036.89,2904852.87,10298488.67,16981896.71,5050870.70,3256687.64,4859663.36,3230436.63,1996535.27,651528.92,3203925.60,1293353.63,982083.34,326949.45,2009367.31,2059313.79,1196175.40,791090.28,2489014.48,3237810.96,2849862.26,1414140.01,5733858.05,5688224.53,4620401.93,2830186.22,7044024.25,2765111.69,2155189.48,914188.07,7402887.07,4074881.59,3570315.01,41059471.99,69917559.43,69113664.33,26429103.21,11331821.20,46700291.85,30114415.03,11341023.65,10316324.34,45251325.18,14789801.73,45251325.18,875975.47,6200000.00,77800522.22,26916951.73,25537593.65,29829939.60,73612832.64,72300785.64,14889136.23,132167479.20,0,0,0,0,8672586.54,4253931.26,0,2988349.12,522405.22,326503.26,849164.57,2094573.46,0,0,1846576.81,2100013.51,104366.03,2807050.61,849753.21,0,61821229.94,0.0
5,经营活动现金流入小计,55742829.38,302642460.37,272271844.07,188608574.15,88027837.65,284452262.81,207648531.40,120700392.66,45801882.13,291112233.58,235891800.84,153989600.55,53467339.66,335600919.64,271481988.28,194704265.97,112739012.10,289624420.84,208012055.04,120384485.02,41931719.09,314866451.52,248882912.49,147353108.74,55669475.06,275912008.14,200590924.94,141311190.88,78045207.54,299624804.25,212274911.69,144859189.48,63780188.07,228352278.07,170530853.81,125810315.01,63142558.16,680617208.76,569403065.31,332016417.83,160197694.39,743875052.18,544082803.50,348210880.38,188039279.32,736635713.37,507046328.92,736635713.37,148037284.29,623927371.47,465206191.29,265422896.85,148794858.32,546196359.67,440740483.63,307588274.23,144972234.72,779431221.30,0,336198450.19,151684524.45,606373656.17,428454956.95,261706009.27,112890054.56,562340773.09,381432195.75,241205858.34,100159905.74,486717117.05,248854010.18,498331256.33,220888593.30,335253266.66,184986686.75,263434899.62,165578452.35,318102981.69,232160772.07,0.0
6,购买商品、接受劳务支付的现金,3076525.45,22328359.81,13890559.08,7997136.89,4363654.27,40701826.44,15146977.61,10350310.83,9473883.10,45029510.85,18125864.66,16450374.86,6074489.08,63073914.97,22942404.00,19176360.11,7553813.96,25981877.68,17987948.88,13227811.16,7037092.20,28786906.45,15041029.10,9365314.00,4639949.55,19712875.27,10796501.32,8146040.82,4569806.41,14513785.71,13215988.28,8537932.40,2305369.21,20275413.69,11113129.59,9168429.50,3140718.50,467483042.81,413335911.99,260032431.83,132412093.89,523442440.79,380363702.24,256459333.19,137529685.32,490262931.75,371505070.81,490262931.75,124328523.35,456543492.88,295174868.93,170247896.73,98840780.72,350143378.58,232409754.87,152355315.35,86545661.38,396571284.91,0,194308263.90,92644195.05,424173115.72,313197210.16,204918557.58,112487029.66,552192401.37,468295875.61,352725624.29,92888135.11,378985368.08,158184058.16,387246374.21,170837461.38,284980627.02,149513401.47,228281923.95,145520573.48,279405867.58,143824260.99,0.0
7,支付给职工以及为职工支付的现金,14729988.14,56865811.62,47762739.79,35638807.06,21597327.58,69786745.71,51889887.85,41160373.28,22830455.35,60039861.23,47824901.66,34799753.12,20895675.47,44969871.66,34342530.85,26180196.41,18256331.64,31411922.26,22764749.05,16149168.40,10605826.62,25211943.82,19311862.97,13653460.82,8535790.06,24057014.79,16966728.36,13324517.69,9459647.86,20382008.10,14648493.55,11345853.45,7964410.60,8706593.84,5726952.24,2179790.66,897137.30,48257132.78,41098648.71,27391777.64,15064439.25,56453875.30,39471624.33,27783537.79,15828862.45,68086010.32,47891206.55,68086010.32,21732475.89,59555273.63,34855266.47,21197365.51,12263792.45,43184212.66,30645404.47,26347498.05,18010190.83,37823973.06,0,22150220.21,12432740.87,44144663.68,34248230.91,18012928.68,12330414.32,33637671.37,22591004.77,15780266.52,6776371.89,27105487.56,15710860.47,23984415.38,15626747.51,11162347.81,4678900.31,7024623.51,3265476.22,9595740.04,4111606.53,0.0
8,支付的各项税费,7654101.17,85137278.01,74664334.54,48833936.30,27319190.10,50383992.32,41025964.29,19134488.78,4167510.34,66552161.81,44030308.05,23824563.97,5318275.55,101237783.66,72286901.41,48105344.37,6052912.99,93324173.34,49604981.51,28828707.80,2816046.98,72766509.02,39354045.91,29498939.69,3388595.54,52188260.07,36375039.98,25391513.21,10777338.53,44637076.75,30735167.88,17829320.33,4296424.03,37539150.97,21802791.75,14236836.62,2750080.45,41382584.14,26579744.22,20098777.40,10509262.30,31450891.70,30008420.36,21543389.54,9334519.68,57409821.11,30435227.62,57409821.11,10530795.52,33012601.40,25075330.41,16546061.34,6014161.33,32664890.56,29132868.11,18209687.13,8990161.80,43166403.15,0,24861005.34,10209306.71,38947361.39,32037560.05,17181967.73,7629075.58,35080527.31,24563171.55,16443508.79,4471326.33,29885305.30,22908919.11,29327941.21,17322798.02,13618328.01,4022672.00,8461200.00,3197768.46,42850319.87,17011692.45,0.0
