,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,7257864259.01,4326301422.91,1775147906.05,9548118388.93,6625624866.79,3900676165.42,1871999412.61,7082265682.48,4537445469.46,2500861024.82,1340760002.10,6618898560.97,4868887445.03,2954284443.30,1266281103.68,7756331036.27,5219229487.89,3022154196.90,1314223247.77,6473067667.07,4441152302.65,334751386.86,125689444.69,0,449677625.17,335814580.19,101979320.91,579072260.51,382650303.78,255429905.87,137705145.44,703064597.90,438691931.34,295666154.91,96420569.27,648955997.36,426590404.57,325700374.46,126038369.66,1019778317.81,459643531.20,266243211.10,126598962.29,1089019781.42,535416701.68,341186496.38,147345710.17,1101961586.13,593814296.14,360004010.34,88272535.58,1021863263.67,563654242.19,335146215.66,101505418.87,980134781.45,401237546.87,233141408.35,96067936.18,568407543.09,345032429.20,170371002.96,623310465.64,552633276.81,0.0
3,收到的税费返还,37103604.89,22036759.36,6808799.24,49068607.33,33362062.68,22943080.33,10958922.95,36718886.46,23270837.55,15205956.99,4783706.77,26506445.60,13969527.20,8550138.48,3888412.63,18090373.01,17222605.72,8477373.38,3556926.09,13033862.59,4739726.80,188250.21,127646.82,1277398.01,796453.91,407976.17,407976.17,1300801.61,1300801.61,805138.89,805138.89,5220342.49,3443977.23,2024222.86,10782.43,1944731.46,1332869.12,644344.92,0,167477.76,130831.06,130831.06,33014.38,437424.88,197664.74,197664.74,136689.40,997120.27,648537.19,365347.57,272911.01,1296080.03,313256.23,425656.31,0,506894.30,0,0,0,0,0,0,236156.99,0,0.0
4,收到的其他与经营活动有关的现金,162712460.01,101432294.34,81637466.22,237288932.82,188963440.74,120836415.85,66871827.68,88571209.01,68748208.64,46796347.36,21947834.11,141346655.39,111126899.73,46377246.92,27352413.34,63896382.07,46016922.44,23137612.64,8089109.51,29479925.45,11341243.42,1414808.30,572397.43,12883928.93,7365846.08,6324443.93,593226.32,5633575.44,1770262.92,1495271.69,3284786.02,4815944.19,3571455.95,3408198.77,2414775.35,128332254.69,264516649.60,23809423.51,589248.03,8673557.96,3380363.77,2474095.99,6382382.38,5002968.87,5873843.63,2772190.82,7573711.24,2778149.96,3460764.89,2878895.30,713909.23,4927742.27,4681819.19,3445578.95,692794.19,4481210.13,4966147.56,4325160.07,1374448.41,4060118.82,2924141.38,1848185.15,4455712.95,22767984.59,0.0
5,经营活动现金流入小计,7457680323.91,4449770476.61,1863594171.51,9834475929.08,6847950370.21,4044455661.60,1949830163.24,7207555777.95,4629464515.65,2562863329.17,1367491542.98,6786751661.96,4993983871.96,3009211828.70,1297521929.65,7838317791.35,5282469016.05,3053769182.92,1325869283.37,6515581455.11,4457233272.87,336354445.37,126389488.94,657910430.31,457839925.16,342547000.29,102980523.40,586006637.56,385721368.31,257730316.45,141795070.35,713100884.58,445707364.52,301098576.54,98846127.05,779232983.51,692439923.29,350154142.89,126627617.69,1028619353.53,463154726.03,268848138.15,133014359.05,1094460175.17,541488210.05,344156351.94,155056110.81,1105736856.36,597923598.22,363248253.21,89259355.82,1028087085.97,568649317.61,339017450.92,102198213.06,985122885.88,406203694.43,237466568.42,97442384.59,572467661.91,347956570.58,172219188.11,628002335.58,575401261.40,0.0
6,购买商品、接受劳务支付的现金,4901334649.27,2891462698.15,1202864366.04,6380148974.97,4622918005.81,2743219959.59,1313246250.16,4470463824.72,3013934226.79,1434503951.63,698167761.37,3840958532.94,2712621132.92,1572828534.07,645028310.01,4215046593.55,2890510342.71,1746960192.69,691378610.30,3651698553.14,2485131248.22,163933762.47,85399767.34,334446604.10,239612373.12,170340180.02,87674147.27,424123273.99,343667909.80,254793412.36,160690542.54,486432775.27,415864119.28,288512643.54,146569674.62,462976092.76,308642327.41,225977764.98,123473052.68,807867490.74,300027590.07,195032628.38,93644018.14,875487275.74,399269324.02,262529518.15,154886392.67,1026458273.04,568417455.42,367998465.62,189207529.18,838584782.44,537911073.81,332128157.29,166828184.24,719604167.39,398450338.49,292383175.72,174005062.54,440772256.03,330259686.78,239363903.68,433632602.02,356412156.62,0.0
7,支付给职工以及为职工支付的现金,353919852.98,236982527.01,139584199.82,450401843.59,300787513.75,201840408.96,120420537.18,324404788.76,226922303.58,156254890.47,93362603.62,292133676.75,206303468.98,145389671.64,87543228.45,269194610.50,189265779.67,133751385.80,78356289.15,187174752.75,111976785.95,59452503.84,33396304.49,125064140.34,90432396.92,65019924.71,38270828.17,118123233.34,85143189.24,59199589.01,33294007.23,118289761.59,84258207.39,58577248.49,32614623.19,94250034.28,65111637.57,46523609.82,29067313.16,93615284.64,66290947.73,41020492.43,20316260.30,96619720.81,70877163.91,49448930.62,24704376.01,103101155.27,78410972.34,51939041.21,25000109.16,100480191.26,74322324.09,51308407.51,24202782.80,94175615.17,69332677.78,44951028.19,25448656.45,83343172.37,60741745.64,38329124.77,77449957.76,80571145.11,0.0
8,支付的各项税费,478587859.83,294238584.97,129512070.39,637569139.49,445677214.23,237551300.07,80811080.17,591728517.99,401763125.88,242904320.33,100635274.59,766289709.53,551663540.35,347928835.86,116818853.14,756065022.92,470669510.10,240372347.45,85464726.68,637911554.03,404364893.76,25918172.13,10491104.85,51361215.19,40205280.37,31665172.74,14394852.81,58490465.53,48091385.05,37615958.42,22883315.48,29530666.74,17827060.84,14308931.34,3115234.78,34319751.86,24488795.90,21464611.22,2615107.17,62880591.81,48461119.67,34408562.79,17971719.79,35385964.59,30607700.06,21290510.64,5752421.89,53213356.44,36338787.91,23230773.30,5890690.43,42930089.80,30151080.43,21886090.20,9202588.64,47075054.77,26990119.27,16050196.56,7385330.97,32810264.04,16388875.77,12656970.80,48055464.44,53367611.52,0.0
