,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3908738825.56,2226730317.26,1115874169.06,3722310798.04,2582258927.60,1546463115.72,563708713.73,1266689859.12,735176718.59,509144074.27,248634685.42,1058656344.39,639738906.29,408171885.07,167676260.11,1140201406.39,748111781.42,516008951.78,183730519.60,894349044.25,478343453.98,330491419.01,119458892.07,921913795.24,552575452.09,340808704.39,141548429.70,1041652973.54,602918089.06,353231049.74,161447620.33,1062741610.45,563585981.17,357236846.03,158111468.45,1077521339.36,578003333.21,403511103.29,230848075.83,796901795.91,451713608.22,289938748.04,108465514.87,487201244.35,282013213.23,179553299.19,94762718.24,296085293.45,152629897.74,101121298.30,67682603.55,235429566.95,135135370.50,73779909.34,32909933.50,208867437.87,198775926.14,115253863.73,0.0
3,收到的税费返还,7448763.37,4686601.83,1938142.50,11400346.51,9228547.68,4834882.93,2666943.84,7085431.47,5215666.65,3368592.29,2958921.19,8828579.30,4928039.88,3555563.62,2861733.89,5053073.19,3215986.31,1855153.30,927765.78,3827604.89,3441222.16,2293766.47,1097527.18,7004055.43,5334446.85,4101336.17,1902916.99,14688360.41,10950684.89,7736422.48,3038835.63,23578877.03,6252623.32,5743451.75,5458825.33,21785399.46,15569264.36,8323196.23,4233329.35,15367001.51,13145771.15,10327023.29,5358899.88,12912148.57,5870293.14,4997450.10,3362228.27,7503397.80,4576583.59,2828177.45,2375672.43,11343517.35,7349007.09,6202946.53,3721657.52,10385996.23,8658275.28,3016917.80,0.0
4,收到的其他与经营活动有关的现金,34062111.74,21656360.09,9061027.16,26714217.98,46483388.33,26657511.28,3990851.91,55360598.09,60645261.38,57545870.13,45273488.95,14862168.88,74609400.02,12614164.98,8830680.08,8877395.33,24610683.74,20564088.52,9319067.64,11091537.78,10036570.34,5832051.46,3233304.65,21253467.14,23012647.15,15143184.28,7776939.09,25761232.55,13695382.32,7551739.41,4020093.81,13699054.97,4674183.02,4015997.34,1167351.17,13450893.96,10194146.13,7904897.97,5196276.76,16832806.13,8254149.70,3022745.39,2797845.24,16968468.58,13055689.81,10725765.07,3166295.94,8256122.22,3271661.96,2685634.32,432929.36,7479576.40,2110098.32,1268370.45,1470713.81,5064603.46,2570575.75,1094023.27,0.0
5,经营活动现金流入小计,3950249700.67,2253073279.18,1126873338.72,3760425362.53,2637970863.61,1577955509.93,570366509.48,1329135888.68,801037646.62,570058536.69,296867095.56,1082347092.57,719276346.19,424341613.67,179368674.08,1154131874.91,775938451.47,538428193.60,193977353.02,909268186.92,491821246.48,338617236.94,123789723.90,950171317.81,580922546.09,360053224.84,151228285.78,1082102566.50,627564156.27,368519211.63,168506549.77,1100019542.45,574512787.51,366996295.12,164737644.95,1112757632.78,603766743.70,419739197.49,240277681.94,829101603.55,473113529.07,303288516.72,116622259.99,517081861.50,300939196.18,195276514.36,101291242.45,311844813.47,160478143.29,106635110.07,70491205.34,254252660.70,144594475.91,81251226.32,38102304.83,224318037.56,210004777.17,119364804.80,0.0
6,购买商品、接受劳务支付的现金,3110791402.62,1864583130.82,992492134.17,3390295375.56,2525215444.50,1520530500.12,559542240.45,988167296.25,596223478.39,376345879.83,229709440.33,620507469.99,427042774.85,278084406.14,163275257.25,569700007.60,426203038.78,300791740.09,187324925.35,500527291.38,381657183.02,322223858.67,167596695.16,460211802.28,382232482.26,263988574.18,128768247.65,576722676.06,467454618.00,325028723.44,191211425.36,646226064.08,433349650.49,267541293.87,136887484.76,642292945.51,465651245.95,342477665.21,185202240.84,562202021.68,363954484.60,208574327.96,98620614.42,322029138.45,200019615.15,152552143.96,97401758.77,186833646.62,129913906.96,75729184.39,45106288.54,140480726.85,91187427.45,48506191.63,30472577.82,112415764.89,127373050.79,73690818.22,0.0
7,支付给职工以及为职工支付的现金,160332370.97,110908428.26,62066982.38,196592374.60,144729399.69,102330760.18,50733972.40,154166618.24,120128592.82,88513761.70,46838427.94,147527157.16,117391585.73,86030910.84,48452669.81,193534878.68,154537220.38,106406242.54,56428510.34,193714696.24,158238235.93,113896582.04,59325274.25,226081273.85,177066234.06,125635489.33,70194955.29,244303967.69,194634080.11,137030762.01,73899966.91,213051436.31,166406648.43,117113690.45,72307668.15,159217661.55,138475874.77,98979789.09,64487517.68,97992669.82,74627229.93,44265685.10,23643504.84,53813727.81,41861468.28,27350556.11,15813750.22,41653364.71,32255323.33,21399844.84,13261410.89,26969980.00,22832202.43,15643265.50,10500832.74,24279530.70,18314995.95,10310493.69,0.0
8,支付的各项税费,92924308.21,71024181.10,30855921.66,57300981.91,80887693.31,51855252.13,20559925.74,49713941.37,39366353.72,30610180.96,13702648.96,47698607.01,34197814.92,26431378.34,10792974.79,52583151.70,31721343.22,20703040.51,10768129.60,39518061.68,18757549.51,12253459.80,4295663.59,67651469.49,50594156.23,38158771.68,11215262.22,79566062.96,58367830.46,47477058.32,15166503.20,78183165.23,58823792.52,48901244.65,24989884.54,72268802.77,53837282.43,33739085.24,16724429.41,50273671.98,38497358.53,28693109.41,13970656.80,28484851.07,20452926.30,12499898.95,4218538.12,19613477.23,10560403.29,8677928.31,6991659.26,28692174.69,20904928.00,12994840.86,10490757.97,26086242.65,23068052.72,10495994.80,0.0
