,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,48411582343.34,35453983994.65,23480224750.50,11080015006.83,43436925363.32,32281510961.68,21056216638.17,10147098920.42,39931647870.84,29074455182.35,19269617401.58,4075298875.98,14314413740.88,10437494429.38,7019337921.09,3502637176.43,13163567011.21,9824384605.84,6483301012.75,3346921258.52,12297954532.94,9169947305.07,6004762765.53,3078595339.35,10549066428.48,7728403031.54,5117970854.08,2571512056.25,9272335414.30,6794241281.47,4493900425.99,2106322602.93,7485215723.36,5384522648.21,3585356839.70,1666944150.01,6754912336.38,4891543794.16,3098489276.00,1562058199.47,5768404851.93,4149687990.26,2668862091.02,1321834169.26,4949503737.18,3649910834.92,2386560983.93,1151944419.25,3901759876.96,2841834720.12,1812706405.46,876928528.19,3182100843.31,2328535818.71,1518634512.51,711051680.66,2676550605.47,1911644948.68,1269621032.27,602769432.64,2019733409.38,1455110903.46,952583552.76,478192932.12,1658852267.60,1204620037.69,811182266.41,385838141.51,1362547960.24,644307113.29,1376429354.43,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,138571.90,0,0,0,0,0,0,0,489784.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160988.69,160988.69,0,0,29112.10,29112.10,29112.10,29112.10,16695737.98,13343517.53,12570162.95,5556287.08,25812996.51,15585098.95,12849341.88,7352637.52,23268159.27,13788689.75,10485217.97,5797464.50,19545498.55,9260296.57,7463309.68,3903433.09,12414960.04,7915263.32,4527925.29,1823774.37,13475108.75,10937905.83,7135585.20,0,1192753.58,374652.95,825653.01,617048.83,563026.89,179059.46,359950.10,0.0
4,收到的其他与经营活动有关的现金,253108538.01,252582735.29,181577338.69,98448370.39,386864688.83,272696824.50,163169899.70,350751749.27,223933641.30,613422423.71,100265465.47,20323364.47,53421157.18,68842825.84,64724730.65,14456319.00,107185294.86,72839147.39,42694069.66,8385815.60,87154728.10,71111351.12,21050397.31,11725332.63,135049753.58,117148003.29,7654635.70,1964383.95,229228165.01,18455441.93,7466868.50,3198503.43,66248070.78,49082154.52,14013707.19,8501106.31,48435587.35,40907048.88,8441183.20,4060793.69,28629170.43,20003124.73,8701362.83,1119148.10,63347402.65,46922770.51,37721665.20,4090941.48,10955103.94,8141220.34,5316484.72,2729246.01,8656651.95,7917234.97,5423821.62,3738064.46,18860274.25,9820922.71,4947036.52,6101662.43,30914293.57,25689750.70,23894064.69,21038022.46,20969674.65,25393851.38,7569239.45,5922162.83,30625496.90,20831560.10,27650109.31,0.0
5,经营活动现金流入小计,48664690881.35,35706566729.94,23661802089.19,11178463377.22,43823790052.15,32554207786.18,21219386537.87,10497850669.69,40155581512.14,29688016177.96,19369882867.05,4095622240.45,14367834898.06,10506337255.22,7084062651.74,3517093495.43,13270752306.07,9897713537.28,6525995082.41,3355307074.12,12385109261.04,9241058656.19,6025813162.84,3090320671.98,10684116182.06,7845551034.83,5125625489.78,2573476440.20,9501563579.31,6812696723.40,4501367294.49,2109521106.36,7551624782.83,5433765791.42,3599370546.89,1675445256.32,6803377035.83,4932479955.14,3106959571.30,1566148105.26,5813729760.34,4183034632.52,2690133616.80,1328509604.44,5038664136.34,3712418704.38,2437131991.01,1163387998.25,3935983140.17,2863764630.21,1828508108.15,885455238.70,3210302993.81,2345713350.25,1531521643.81,718693178.21,2707825839.76,1929381134.71,1279095994.08,610694869.44,2064122811.70,1491738559.99,983613202.65,499230954.58,1681014695.83,1230388542.02,819577158.87,392377353.17,1393736484.03,665317732.85,1404439413.84,0.0
6,购买商品、接受劳务支付的现金,44146090241.25,32721192680.92,21695400261.29,11300250695.63,40232657858.89,29642618301.05,19399401018.54,9417269937.27,37002862884.24,28314701190.86,18894397331.32,3808438107.13,12975172958.10,9654393277.10,6282161110.17,3072340978.08,12036876728.18,8906949405.40,5757917936.17,2926320603.43,11453916737.12,8399217126.86,5464565945.32,2849102405.02,9930140800.00,7293713463.11,4725379510.27,2424225735.01,8775011959.59,6299323550.42,3973395734.78,1957540474.24,7553319048.21,5775205507.15,3357686372.37,1734632805.04,6085037821.23,4543389498.88,2787346138.09,1361239391.40,5160482426.32,3758808899.60,2408546603.60,1163378643.62,4534706206.26,3361896148.94,2248701162.37,1198114497.92,3573494479.18,2597568203.65,1660920960.83,882026300.04,2869352978.97,2129322668.83,1381707346.29,716063747.00,2424779123.20,1783922473.62,1173058979.06,663892606.09,1851283767.37,1354925847.36,899998764.68,481364499.98,1514874711.59,1078476884.93,705214210.18,321777393.22,1225459115.35,588751401.01,1294257069.49,0.0
7,支付给职工以及为职工支付的现金,668239463.78,502132195.40,342881063.33,203176634.38,623350098.80,470678113.34,313309459.62,182896315.28,571534613.68,432611112.16,299772884.27,105490595.58,278434520.50,213724071.89,149728869.38,87268613.01,261051699.16,198516571.95,126576539.38,69109489.90,260765839.61,188110473.32,126910327.77,70639386.64,210970827.79,158469467.86,106460004.15,60501968.68,174827262.55,126031609.66,86713518.95,49314701.32,133555617.66,100240673.74,68606530.19,37624883.45,135012373.14,89758086.79,61698098.25,34977041.16,114631582.46,74786990.27,46460142.42,25435178.81,106011616.74,66796229.97,45133646.62,26279758.89,82694532.48,59767507.48,37230589.74,19765720.56,65259704.20,47832332.48,31515255.11,18044490.39,45828844.94,33957512.31,22563103.01,11887804.15,39533534.00,29142736.20,19382036.55,9584859.12,35323974.14,22289292.36,14459034.94,7237003.02,32564308.78,13929146.52,26889781.79,0.0
8,支付的各项税费,1220439011.15,814239854.71,519219343.29,312878327.13,1035320954.67,794453234.23,527319027.17,336293908.96,889629701.13,580043087.24,337845361.57,60365025.99,354503709.03,253998017.46,171160507.73,92266681.51,351199583.92,289473275.14,185012681.87,95691687.96,273524181.58,238006708.58,185076513.65,79351855.26,202906424.40,144278578.84,101522908.75,16993433.74,229686818.06,177087268.02,122732476.80,50686492.03,106182832.56,96428501.67,77376523.42,37401950.99,162172111.96,109287279.80,60436834.65,19844069.88,183802536.83,155205654.93,91728441.82,44090395.36,105786756.33,65498231.30,44607198.01,25941994.74,108230410.17,79045774.07,48949230.71,21746663.78,88118691.95,64480107.25,41615100.31,10723037.90,60700541.29,39208966.51,30828907.61,6288587.49,48981085.03,34094976.80,20545216.35,13636553.76,36057387.21,91460170.09,69380826.17,39150259.51,45463329.44,21139917.14,36363165.47,0.0
