,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,15132533394.19,8799159770.45,5325233244.26,2127187538.02,7714363459.69,5844449826.30,3627794635.42,1507793002.75,8501984318.79,5564467768.03,3563199351.72,1380150790.19,5800702865.88,3932498303.88,2681175125.05,1145568374.70,3919792996.28,2429008608.34,1313689179.62,722809450.33,1660292473.91,940254349.07,544523166.38,440202290.36,1701795750.98,1078292315.12,490054553.74,196931443.92,1241270468.70,1104058722.65,803174092.65,263998084.90,1576341427.27,1062370395.62,718308790.92,361047548.35,2302996499.38,1625000057.98,986568828.91,276740048.66,667637913.59,289051442.40,780026521.85,346101217.46,0.0
3,收到的税费返还,1009212237.28,961931669.89,564199996.93,193818052.19,617156845.74,468687603.71,366472002.61,258428569.02,351808761.85,256544630.70,198396856.85,70263206.92,245136042.81,170454375.01,98448018.13,7866960.31,156382683.14,92788969.07,62560935.33,14053689.70,138821785.67,122312716.53,82748343.66,8975808.19,101891368.81,91026766.68,35753020.27,1175529.15,189970753.32,174050175.23,119967501.66,49777951.02,390201354.37,307277484.52,223492918.17,135215578.98,235016653.62,196922008.07,87192032.95,34856091.87,97700086.82,28063831.45,8109963.93,2350416.89,0.0
4,收到的其他与经营活动有关的现金,2087287704.03,672266437.35,393424992.73,329249742.16,476079678.50,406368792.42,509448116.98,195060816.87,431983556.04,244840884.96,236760832.21,152180396.68,426295805.50,231585401.78,107175321.24,41693050.81,61735978.34,109817381.62,63953394.69,174540453.85,188192075.67,43575405.41,26219477.08,39828299.16,49105570.73,107004521.01,163951973.35,64339155.27,124665582.49,299892025.60,210729858.39,25405882.63,197135955.30,54457091.20,20456159.82,3090259.82,28525709.15,10657634.67,7308377.67,4752000.00,30077464.89,28707858.75,75838599.52,73946874.90,0.0
5,经营活动现金流入小计,18229033335.50,10433357877.69,6282858233.92,2650255332.37,8807599983.93,6719506222.43,4503714755.01,1961282388.64,9285776636.68,6065853283.69,3998357040.78,1602594393.79,6472134714.19,4334538080.67,2886798464.42,1195128385.82,4137911657.76,2631614959.03,1440203509.64,911403593.88,1987306335.25,1106142471.01,653490987.12,489006397.71,1852792690.52,1276323602.81,689759547.36,262446128.34,1555906804.51,1578000923.48,1133871452.70,339181918.55,2163678736.94,1424104971.34,962257868.91,499353387.15,2566538862.15,1832579700.72,1081069239.53,316348140.53,795415465.30,345823132.60,863975085.30,422398509.25,0.0
6,购买商品、接受劳务支付的现金,11655072723.56,6599830874.47,4003015073.06,1651702444.50,6409784817.14,4953211982.31,3387883274.81,1648914157.47,6648394188.16,4871282052.42,3322413509.72,1376822490.60,4714673421.37,3480434578.42,2297258983.94,992624002.99,3416256636.64,2347379552.03,1296050025.93,823690110.07,1611725674.02,1163239678.11,752430203.77,662610427.40,1689629276.78,1173032377.05,883801431.32,426109161.26,873978698.63,892773474.91,630246863.06,243733346.40,1833193111.12,1620068467.51,1084779254.81,829433913.12,2901525586.32,1945959412.61,804534626.12,289186428.43,539194261.64,261210485.87,802680152.06,321453624.51,0.0
7,支付给职工以及为职工支付的现金,588370623.50,596495120.81,375390126.24,177536888.93,542903039.32,382179208.31,244199432.64,109947546.46,386078070.98,286947873.99,196930233.54,80411297.74,317753032.58,245313372.03,174788327.01,67911504.01,217040301.36,151022813.96,94464903.27,44166104.56,140198121.81,95875799.13,62566993.16,27158945.73,88526580.84,62457587.60,39250104.58,17214422.32,78962958.33,63877960.97,44402362.76,17628204.18,88614748.65,68060643.46,37526459.55,20436100.17,54323980.34,35456905.24,23843736.43,10560093.25,29784061.43,20370275.95,16532290.69,13269965.85,0.0
8,支付的各项税费,1003280072.01,480338437.85,279483834.02,106042599.35,294624414.62,194282776.18,121905587.26,64573078.74,352947228.72,303857018.18,219636713.93,160315898.27,327566904.74,313086176.73,250406664.68,148424451.22,257901349.69,146264551.14,109656168.57,69383089.42,81874143.17,49070687.59,35943133.16,27492117.21,8726115.62,7912607.29,6323998.02,5305261.16,44574164.64,85292450.25,67068092.87,19333892.44,64954209.49,53346407.15,50595284.01,18225345.30,30065445.66,25590257.20,24088371.74,16039091.24,13842335.63,12768966.30,27502019.86,4800664.28,0.0
