,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,8857065293.70,6539710610.34,4059413011.10,2163787014.10,7434092286.64,5288230766.28,3636345589.60,1649959143.91,9440630622.69,7674297182.65,5105438379.17,2421855084.95,9431300829.54,6971356848.24,4455155853.17,1559919832.24,10804232774.89,8254222094.47,5136943566.53,2522204959.20,8030507091.87,5687886533.40,3820641456.90,1939479893.57,8772053616.63,6696940716.14,4634584435.90,2241524421.74,8488329519.31,6370311835.96,3838041613.19,2124951149.23,7690880840.24,5805340521.23,3832367553.93,1896148709.19,7560221088.33,5493998925.06,3817940603.27,1442213902.17,4710054880.09,3504928609.40,1693846611.28,637716591.98,6827873826.81,5550642460.04,3642563190.59,1638871800.94,6145262452.80,4564683127.73,0.0
3,收到的税费返还,9275467.12,4870877.69,910134.03,572892.58,33735.10,33735.10,30506.39,0,229226.54,107349.13,54647.14,54647.14,459595.45,217143.55,217143.55,178066.88,1262081.41,1081872.82,768122.79,566768.48,1368064.16,698179.27,698179.27,623182.76,2202189.57,1898640.41,1469287.58,747661.92,2890367.94,2199656.13,1515217.13,642875.13,3599964.56,1914540.16,1568254.26,1059168.52,14612173.35,7385942.78,1179219.51,684191.27,29649822.69,28735211.61,25912817.28,17403525.78,54576886.95,24799102.79,24797417.40,3639084.42,50513351.87,27111910.50,0.0
4,收到的其他与经营活动有关的现金,159218767.98,114814059.31,86228305.81,46746075.25,233479247.04,87719432.46,55862653.92,41340957.59,395030829.60,206228992.74,191411404.18,165782633.82,264105887.99,229613598.87,127957028.57,57144124.71,200663682.58,167573762.59,75857632.34,31293136.70,444959922.72,255448898.58,176074830.03,101018408.11,263318011.01,245913253.83,124890743.67,56244726.00,412169434.34,356436154.63,231158990.67,166655645.45,253183017.85,133862955.01,114807553.27,45024224.14,169539643.31,164361098.42,100260603.84,52173880.62,253435654.12,218831509.40,184063538.45,45473247.11,387188189.49,308352757.05,253366261.19,122978017.14,118469210.03,122767769.27,0.0
5,经营活动现金流入小计,9025559528.80,6659395547.34,4146551450.94,2211105981.93,7667605268.78,5375983933.84,3692238749.91,1691300101.50,9835890678.83,7880633524.52,5296904430.49,2587692365.91,9695866312.98,7201187590.66,4583330025.29,1617242023.83,11006158538.88,8422877729.88,5213569321.66,2554064864.38,8476835078.75,5944033611.25,3997414466.20,2041121484.44,9037573817.21,6944752610.38,4760944467.15,2298516809.66,8903389321.59,6728947646.72,4070715820.99,2292249669.81,7947663822.65,5941118016.40,3948743361.46,1942232101.85,7744372904.99,5665745966.26,3919380426.62,1495071974.06,4993140356.90,3752495330.41,1903822967.01,700593364.87,7269638903.25,5883794319.88,3920726869.18,1765488902.50,6314245014.70,4714562807.50,0.0
6,购买商品、接受劳务支付的现金,5658798118.98,4270839736.78,2884150063.21,1574868986.56,5512889567.51,4504231533.45,3207261741.47,1855395698.09,7983077785.80,7102188276.09,4560922349.49,2345142217.27,8561790950.90,6380993038.40,4063661148.07,1489640848.67,9549570770.80,7429730642.31,4577915454.94,2201410595.45,6932222020.81,4848460898.86,3218983271.33,1700221759.28,7185917918.59,5427203963.21,3669788781.23,1778828184.52,6024343131.85,4602578736.45,2874647683.87,1537055059.58,5805056982.62,4596916399.65,3074072318.36,1730855369.98,5543413891.35,4327905106.71,3010788427.01,1419437837.59,3484846713.47,3119907185.56,1250948267.05,321725630.93,1398190816.90,1133838735.56,578244310.59,311295259.94,793505790.54,537020575.10,0.0
7,支付给职工以及为职工支付的现金,858433398.49,587195107.01,374131674.67,181750669.72,763654632.25,542153165.51,367276600.03,193119895.98,682068904.93,502022985.10,338436353.73,184169101.47,642469241.32,487771068.29,329820373.89,175056940.94,660888073.72,499772312.85,346792231.45,199558275.63,649082822.55,493521243.36,325139679.11,169256959.93,652560614.42,500131167.69,334515731.69,187682384.87,641009105.34,493236207.49,330765496.89,175178285.00,642643848.21,502687651.02,346543175.28,201031903.63,527374037.28,399313368.74,275595647.21,160052774.96,509589766.33,376714270.60,262775475.92,136191258.59,506506559.25,339983326.68,224855699.87,102084939.03,401928033.16,293643459.55,0.0
8,支付的各项税费,924348843.40,844026907.58,583249947.22,308308376.51,846737062.67,628937545.21,411654542.28,195880977.12,514278471.85,384586915.07,230089515.49,116436669.12,335239492.83,251568501.24,152818949.41,64653736.42,401136770.86,277664891.63,191226408.77,77146596.21,618120584.22,438647272.97,300679256.52,101180058.95,633568200.75,475250504.20,347818014.49,180521259.55,967648257.07,760926905.99,525604326.64,169115962.80,977904256.95,694044126.47,516490505.75,229276018.49,671100315.86,531053161.40,297383645.84,117822683.85,737466012.97,564048387.67,393325512.21,237341635.02,2445641663.74,2025246305.01,1456301566.36,784545392.63,1768150051.19,1480756728.68,0.0
9,支付的其他与经营活动有关的现金,119203988.85,95094260.61,56002749.77,19565586.34,142337553.28,112277036.76,53509697.82,18315661.65,265308382.73,166180545.51,146083535.08,101719456.09,240102954.79,286219041.81,144941044.16,26192834.26,238531966.73,147631935.88,232968491.27,71760478.01,179035400.97,122189978.29,231543665.48,89867704.27,232184499.55,166999681.92,142864404.80,25630308.83,162115590.20,69426767.09,45582502.63,23890282.10,244612901.84,106612433.69,76673442.99,45220270.50,115566433.18,81928340.94,47133268.52,23724897.36,143437135.99,81754998.33,53819013.23,27711767.55,268587444.07,235725959.08,189688543.98,110372340.33,310759640.66,295924671.11,0.0
10,经营活动现金流出小计,7560784349.72,5797156011.98,3897534434.87,2084493619.13,7265618815.71,5787599280.93,4039702581.60,2262712232.84,9444733545.31,8154978721.77,5275531753.79,2747467443.95,9779602639.84,7406551649.74,4691241515.53,1755544360.29,10850127582.11,8354799782.67,5348902586.43,2549875945.30,8378460828.55,5902819393.48,4076345872.44,2060526482.43,8704231233.31,6569585317.02,4494986932.21,2172662137.77,7795116084.46,5926168617.02,3776600010.03,1905239589.48,7670217989.62,5900260610.83,4013779442.38,2206383562.60,6857454677.67,5340199977.79,3630900988.58,1721038193.76,4875339628.76,4142424842.16,1960868268.41,722970292.09,4618926483.96,3734794326.33,2449090120.80,1308297931.93,3274343515.55,2607345434.44,0.0
11,经营活动产生的现金流量净额,1464775179.08,862239535.36,249017016.07,126612362.80,401986453.07,-411615347.09,-347463831.69,-571412131.34,391157133.52,-274345197.25,21372676.70,-159775078.04,-83736326.86,-205364059.08,-107911490.24,-138302336.46,156030956.77,68077947.21,-135333264.77,4188919.08,98374250.20,41214217.77,-78931406.24,-19404997.99,333342583.90,375167293.36,265957534.94,125854671.89,1108273237.13,802779029.70,294115810.96,387010080.33,277445833.03,40857405.57,-65036080.92,-264151460.75,886918227.32,325545988.47,288479438.04,-225966219.70,117800728.14,-389929511.75,-57045301.40,-22376927.22,2650712419.29,2148999993.55,1471636748.38,457190970.57,3039901499.15,2107217373.06,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,923021871.44,796021871.44,613696213.70,613696213.70,2009000000.00,1891000000.00,1625000000.00,1240000000.00,2313450000.00,1033250000.00,733250000.00,454000000.00,898000000.00,648000000.00,538000000.00,188000000.00,867000000.00,767000000.00,377000000.00,10000000.00,600000000.00,400000000.00,400000000.00,50000000.00,500000000.00,500000000.00,500000000.00,470000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,6276560.56,1631067.32,1529319.00,1469401.20,39043988.34,32401482.78,23947208.54,19426931.52,60067989.22,22408352.07,14112842.19,7285494.99,19383247.72,12865763.47,9742804.57,2930394.30,24933334.24,11112750.68,7223594.52,41095.89,25785260.28,10722191.78,10722191.78,1239726.03,21654493.15,14298328.77,12409767.12,6653219.17,12090747.67,3030610.68,570610.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,2618000.00,2618000.00,2618000.00,2618000.00,1153324.50,450.00,450.00,0,37922.00,8531.44,5922.00,5922.00,43810.00,1320.00,1320.00,1320.00,35104.29,0,0,0,506300.00,506300.00,380000.00,380000.00,450800.00,450800.00,430000.00,480000.00,2580000.00,2580000.00,0,0,0,0,0,0,14600000.00,0,0,0,0,0,0,0,0,0,0,0,0,2805000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,41000000.00,41000000.00,41000000.00,41000000.00,104200000.00,95000000.00,0,0,20000000.00,171176052.92,20000000.00,20000000.00,253136720.00,247586120.00,218830400.00,160163000.00,239067539.00,180500000.00,170000000.00,170000000.00,93664263.01,414915260.64,82454263.01,24454762.14,27391612.03,12224648.83,12224648.83,1053502.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,931916432.00,800270938.76,617843532.70,617783614.90,2090197312.84,1964401932.78,1689947658.54,1300426931.52,2477755911.22,1150666883.51,747368764.19,461291416.99,937427057.72,832043136.39,567744124.57,210931714.30,1145105158.53,1025698870.68,603053994.52,170204095.89,865359099.28,591728491.78,581102191.78,221619726.03,615769556.16,929664389.41,595294030.13,501587981.31,42062359.70,17835259.51,12795259.51,1053502.49,0.00,0.00,0.00,0,14600000.00,0,0,0,0,0,0,0,0,0,0,0,0,2805000.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,238935016.44,220733222.44,183737573.45,170421715.52,231807653.17,139781139.25,70159709.71,51298027.92,287965553.88,229181659.34,91552488.99,38892354.70,218887086.58,94617142.52,38655576.40,25323145.23,535364091.18,408460903.66,326682415.08,223313934.32,598324357.81,522215725.85,368958241.02,210258775.94,792323144.42,496750565.57,289855785.64,161835268.06,590454581.92,321695915.57,206024919.79,105121307.36,600481326.25,380472904.75,261864404.59,107073637.43,750421159.94,625751908.74,479820048.19,264856275.38,1203895288.61,973506637.67,713334709.02,224439440.67,1548795333.36,1319819491.97,1093387252.41,85299893.34,604808825.48,487865412.80,0.0
20,投资所支付的现金,277825657.74,259825657.74,184000000.00,77000000.00,699196213.70,348000000.00,145000000.00,100000000.00,3668450000.00,2013450000.00,1913450000.00,453000000.00,850000000.00,400000000.00,300000000.00,0,1145000000.00,945000000.00,467000000.00,267000000.00,695853498.00,685853498.00,625853498.00,125853498.00,819700000.00,819700000.00,819700000.00,889700000.00,500000000.00,500000000.00,450000000.00,230000000.00,0,0,0,0,0,0,0,0,0,0,0,0,940458699.88,600000000.00,600000000.00,0,111454624.73,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,100000.00,189389.50,31195850.28,15650119.89,0,0,0,0,145200000.00,145200000.00,104200000.00,95000000.00,0,202433613.84,202433613.84,151176052.92,48500000.00,28500000.00,28500000.00,28500000.00,268329350.09,160279808.09,0,0,170000000.00,502460997.63,502460997.63,0,81302473.69,0,0,0,13543401.35,127040.00,0,0,0,0,0,0,33426.00,33426.00,33426.00,33426.00,0,0,0,0,52000.00,52000.00,0.0
23,投资活动现金流出小计,516860674.18,480748269.68,398933423.73,263071835.41,931003866.87,487781139.25,215159709.71,151298027.92,4101615553.88,2387831659.34,2109202488.99,586892354.70,1068887086.58,697050756.36,541089190.24,176499198.15,1728864091.18,1381960903.66,822182415.08,518813934.32,1562507205.90,1368349031.94,994811739.02,336112273.94,1782023144.42,1818911563.20,1612016783.27,1051535268.06,1171757055.61,821695915.57,656024919.79,335121307.36,614024727.60,380599944.75,261864404.59,107073637.43,750421159.94,625751908.74,479820048.19,264856275.38,1203928714.61,973540063.67,713368135.02,224472866.67,2489254033.24,1919819491.97,1693387252.41,85299893.34,716315450.21,487917412.80,0.0
24,投资活动产生的现金流量净额,415055757.82,319522669.08,218910108.97,354711779.49,1159193445.97,1476620793.53,1474787948.83,1149128903.60,-1623859642.66,-1237164775.83,-1361833724.80,-125600937.71,-131460028.86,134992380.03,26654934.33,34432516.15,-583758932.65,-356262032.98,-219128420.56,-348609838.43,-697148106.62,-776620540.16,-413709547.24,-114492547.91,-1166253588.26,-889247173.79,-1016722753.14,-549947286.75,-1129694695.91,-803860656.06,-643229660.28,-334067804.87,-614024727.60,-380599944.75,-261864404.59,-107073637.43,-735821159.94,-625751908.74,-479820048.19,-264856275.38,-1203928714.61,-973540063.67,-713368135.02,-224472866.67,-2489254033.24,-1919819491.97,-1693387252.41,-85299893.34,-716315450.21,-485112412.80,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52500000.00,52500000.00,52500000.00,52500000.00,52500000.00,52500000.00,41160000.00,0,0,0,0,0,8745281460.00,8745281460.00,8745281460.00,0,107541944.21,107541944.21,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52500000.00,0,52500000.00,52500000.00,52500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,500000000.00,500000000.00,500000000.00,500000000.00,1157774968.00,1156081432.00,1154940136.00,564369488.00,598184400.00,596803800.00,145515240.00,145809768.00,875639247.15,503117220.89,502836420.98,432025221.24,404267499.39,285000000.00,150000000.00,140000000.00,310000000.00,160000000.00,0,0,30000000.00,30000000.00,0,0,30000000.00,30000000.00,0,0,75000000.00,45000000.00,0,0,75000000.00,45000000.00,0,0,33000000.00,33000000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,156070000.00,156119928.08,152000000.00,152000000.00,441016280.00,260438371.54,260000000.00,260000000.00,0,0,0,0,0,0,0,0,0,0,0,0,193375000.00,193375000.00,193375000.00,193375000.00,50000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500000000.00,500000000.00,500000000.00,500000000.00,1313844968.00,1312201360.08,1306940136.00,716369488.00,1039200680.00,857242171.54,405515240.00,405809768.00,875639247.15,503117220.89,502836420.98,432025221.24,404267499.39,285000000.00,150000000.00,140000000.00,310000000.00,160000000.00,0.00,0.00,275875000.00,275875000.00,245875000.00,245875000.00,132500000.00,82500000.00,41160000.00,0,75000000.00,45000000.00,0,0,8820281460.00,8790281460.00,8745281460.00,0,140541944.21,140541944.21,0.0
32,偿还债务支付的现金,619500000.00,619500000.00,95000000.00,0,657000000.00,117000000.00,83500000.00,33500000.00,575729200.00,229987052.00,202164560.00,124876072.00,844774968.00,836081432.00,294940136.00,244369488.00,1037497042.00,858420000.00,496736000.00,501426249.77,120200000.00,110200000.00,50000000.00,50000000.00,10200000.00,10200000.00,0,0,30000000.00,30000000.00,0,0,30000000.00,30000000.00,0,0,75000000.00,45000000.00,15000000.00,15000000.00,75000000.00,45000000.00,0,0,73000000.00,43000000.00,33000000.00,6500000.00,25817750.00,15000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,470011152.57,341015889.29,17665110.55,7435781.25,184138684.35,174186341.27,29874697.12,14655706.25,97359756.27,80186023.01,62055914.54,41034722.56,59502853.74,77825424.47,50097796.44,23228183.46,180002482.60,210174943.16,183866508.59,23519982.19,180933041.96,169996402.19,154526677.75,12032806.51,547533059.24,537088102.35,427736371.22,5847624.98,655280236.28,651980108.33,567694585.00,522340.00,808511023.34,791491120.07,791065277.11,434708.33,802112979.92,801148296.59,485884374.59,4125619.50,1059666130.15,1058533644.62,1055901375.29,1049834.99,38259708.80,19537425.47,11586446.54,9709825.91,1324171545.16,1428374760.49,0.0
34,其中：子公司支付给少数股东的股利、利润,3060000.00,0,0,0,0,0,0,0,27210000.00,27210000.00,27210000.00,24150000.00,1338750.00,1338750.00,1338750.00,0,0,0,0,0,1912500.00,1912500.00,0,0,2295000.00,2295000.00,0,0,4590000.00,0,0,0,392596.93,0,0,0,840115.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,108618.01,77761.43,0,0,31189.85,31189.85,0,0,107158.00,107158.00,107158.00,107158.00,170389779.13,170120650.00,170120650.00,170120650.00,156237396.00,156221116.00,152151116.00,152151116.00,391286666.85,260086666.85,260086666.85,260000000.00,346780.29,346780.29,346780.29,0,409879.37,409879.37,409879.37,0,1522895.92,1522895.92,1442895.92,0,430664.60,430664.60,430664.60,0,201088346.75,1098946.75,1088346.75,0,514230509.85,514230509.85,514230509.85,339207000.00,2321266519.06,1031485311.33,0.0
36,筹资活动现金流出小计,1089619770.58,960593650.72,112665110.55,7435781.25,841169874.20,291217531.12,113374697.12,48155706.25,673196114.27,310280233.01,264327632.54,166017952.56,1074667600.87,1084027506.47,515158582.44,437718321.46,1373736920.60,1224816059.16,832753624.59,677097347.96,692419708.81,540283069.04,464613344.60,322032806.51,558079839.53,547634882.64,428083151.51,5847624.98,685690115.65,682389987.70,568104464.37,522340.00,840033919.26,823014015.99,792508173.03,434708.33,877543644.52,846578961.19,501315039.19,19125619.50,1335754476.90,1104632591.37,1056989722.04,1049834.99,625490218.65,576767935.32,558816956.39,355416825.91,3671255814.22,2474860071.82,0.0
37,筹资活动产生的现金流量净额,-1089619770.58,-960593650.72,-112665110.55,-7435781.25,-841169874.20,-291217531.12,-113374697.12,-48155706.25,-173196114.27,189719766.99,235672367.46,333982047.44,239177367.13,228173853.61,791781553.56,278651166.54,-334536240.60,-367573887.62,-427238384.59,-271287579.96,183219538.34,-37165848.15,38223076.38,109992414.73,-153812340.14,-262634882.64,-278083151.51,134152375.02,-375690115.65,-522389987.70,-568104464.37,-522340.00,-564158919.26,-547139015.99,-546633173.03,245440291.67,-745043644.52,-764078961.19,-460155039.19,-19125619.50,-1260754476.90,-1059632591.37,-1056989722.04,-1049834.99,8194791241.35,8213513524.68,8186464503.61,-355416825.91,-3530713870.01,-2334318127.61,0.0
38,四、汇率变动对现金及现金等价物的影响,-1392848.82,761193.40,-2823383.72,-5019557.81,13060000.91,11700009.23,4562902.01,-2151984.15,-4220773.83,-5259692.39,-3300761.77,-717841.04,8601993.81,2587717.33,2292851.18,84429.70,10504645.01,10195297.23,2262948.07,11408387.73,-4486199.63,-2396536.55,1320725.78,1385794.18,-2456225.29,-2396969.04,-1869798.13,-201962.50,-663975.60,124525.10,64079.38,-71139.56,-6747501.83,-4875040.22,-2999291.87,-552426.10,-4365239.14,-3332889.85,-994837.39,-495.12,-20914.39,-11517.97,-288.72,-9733.98,-478510.25,-720701.79,-621864.89,-341424.40,-1139816.04,-570432.15,0.0
39,五、现金及现金等价物净增加额,788818317.50,221929747.12,352438630.77,468868803.23,733070025.75,785487924.55,1018512322.03,527409081.86,-1410119397.24,-1327049898.48,-1108089442.41,47888190.65,32583005.22,160389891.89,712817848.83,174865775.93,-751759571.47,-645562676.16,-779437121.85,-604300111.58,-420040517.71,-774968707.09,-453097151.32,-22519336.99,-989179569.79,-779111732.11,-1030718167.84,-290142202.34,-397775550.03,-523347088.96,-917154234.31,52348795.90,-907485315.66,-891756595.39,-876532950.41,-126337232.61,-598311816.28,-1067617771.31,-652490486.73,-509948609.70,-2346903377.76,-2423113684.76,-1827403447.18,-247909362.86,8355771117.15,8441973324.47,7964092134.69,16132826.92,-1208267637.11,-712783599.50,0.0
40,加:期初现金及现金等价物余额,2657730159.02,2657730159.02,2657730159.02,2657730159.02,1924660133.27,1924660133.27,1924660133.27,2239660133.27,3334779530.51,3334779530.51,3334779530.51,3334779530.51,3302196525.29,3302196525.29,3302196525.29,3302196525.29,4053956096.76,4053956096.76,4053956096.76,4053956096.76,4473996614.47,4473996614.47,4473996614.47,4473996614.47,5463176184.26,5463176184.26,5463176184.26,5463176184.26,5860951734.29,5860951734.29,5860951734.29,5860951734.29,6768437049.95,6768437049.95,6768437049.95,6768437049.95,7366748866.23,7366748866.23,7366748866.23,7366748866.23,9713652243.99,9713652243.99,9713652243.99,9713652243.99,1357881126.84,1357881126.84,1357881126.84,1300154669.89,2508422307.00,2508422307.00,0.0
41,六、期末现金及现金等价物余额,3446548476.52,2879659906.14,3010168789.79,3126598962.25,2657730159.02,2710148057.82,2943172455.30,2767069215.13,1924660133.27,2007729632.03,2226690088.10,3382667721.16,3334779530.51,3462586417.18,4015014374.12,3477062301.22,3302196525.29,3408393420.60,3274518974.91,3449655985.18,4053956096.76,3699027907.38,4020899463.15,4451477277.48,4473996614.47,4684064452.15,4432458016.42,5173033981.92,5463176184.26,5337604645.33,4943797499.98,5913300530.19,5860951734.29,5876680454.56,5891904099.54,6642099817.34,6768437049.95,6299131094.92,6714258379.50,6856800256.53,7366748866.23,7290538559.23,7886248796.81,9465742881.13,9713652243.99,9799854451.31,9321973261.53,1316287496.81,1300154669.89,1795638707.50,0.0
42,附注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,净利润,648816512.23,0,321694782.75,0,457271293.66,0,177983188.28,0,120999664.45,0,21110052.15,0,67267173.95,0,-97497824.83,0,27667184.71,0,4722017.90,0,201625933.20,0,102264598.57,0,182713438.51,0,126334716.55,0,529771409.69,0,316971302.35,0,738267760.96,0,361741127.04,0,839226217.19,0,450269308.53,0,556742707.36,0,201345789.08,0,2828991966.72,0,1756909321.79,0,3039010420.43,0,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,-2711022.68,0,20607498.94,0,126381878.08,0,46659849.39,0,60970676.53,0,34230128.84,0,-7737966.13,0,-43541881.40,0,151414066.18,0,41318611.10,0,49140251.44,0,-58766523.86,0,52179400.84,0,23084466.28,0,23046448.96,0,32287231.21,0,26999939.37,0,3613662.80,0,3471448.88,0,5752624.72,0,14219010.15,0,21301348.51,0,-1446033.70,0,6158658.48,0,7942549.19,0,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,422494918.05,0,210727744.63,0,418078275.82,0,206491750.62,0,400100491.07,0,198309277.68,0,289770726.26,0,140939827.60,0,293904263.79,0,139061516.51,0,271847634.15,0,128776892.43,0,245709884.44,0,121800760.84,0,235994126.76,0,119645047.36,0,235345486.02,0,99168596.54,0,176487798.97,0,68947584.83,0,124245421.02,0,51797394.25,0,89364053.57,0,42082152.04,0,99581942.18,0,0.0
48,无形资产摊销,75319999.86,0,35816713.03,0,71564967.31,0,35776406.82,0,69985255.06,0,33373607.54,0,65452725.50,0,32467253.62,0,65748251.44,0,32449386.78,0,64323669.31,0,32084821.86,0,64036062.77,0,32004288.16,0,64194198.48,0,33448062.06,0,66858237.25,0,33442262.02,0,67357265.96,0,33959445.07,0,66077899.96,0,32646839.92,0,65293409.76,0,40441731.84,0,48308804.65,0,0.0
49,长期待摊费用摊销,61802230.42,0,30954939.30,0,52707833.04,0,24838183.62,0,38660272.15,0,18829404.48,0,34799899.72,0,17269999.44,0,34539998.88,0,17269999.44,0,33522109.36,0,11757122.40,0,23380536.70,0,11623414.30,0,3865557.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,-437256.22,0,-422287.91,0,-506787.46,0,0,0,0,0,0,0,-1788445.92,0,0,0,6418.10,0,0,0,15000659.25,0,-77587.57,0,17847885.50,0,1026732.84,0,-2525099.65,0,0,0,0,0,0,0,-2979595.90,0,-2979595.91,0,0,0,0,0,454853.21,0,0,0,-391711.14,0,0.0
