,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,6355281445.85,3896203886.09,1306122760.30,9289066331.50,5367461312.29,3558963756.57,1236865860.25,10535603977.91,6495929838.51,4719998187.33,2293029197.23,10900867793.40,6601317270.91,4353967586.71,1764593246.18,10147072495.80,5929135146.78,3732999339.33,1261813662.62,8858900820.12,4982374465.58,3581681182.24,1484237850.26,8182073700.86,4981018298.20,3121273204.73,1327397007.11,6908418639.01,4184269119.55,2664549875.02,1259924737.99,6065953680.78,3746324617.72,2234664819.10,643549779.95,5074695907.14,2987314584.51,1905713262.76,818006738.92,4301773423.60,2883444163.77,0.0
3,收到的税费返还,35656675.67,34361058.56,2751772.79,89619536.50,74113210.34,63281856.90,16108.36,83855414.30,78761023.03,54802712.87,1013720.32,71058744.13,70721410.64,67359427.49,88923.66,132340025.74,129081538.01,123569010.68,57205280.02,84755806.12,76720360.51,68373574.35,8407716.28,43395290.11,41353590.31,8722007.70,962462.68,35376575.30,19362982.13,18982496.70,15139.31,37852899.05,26096491.05,21227305.86,1360024.70,97978764.59,85182939.46,58152298.90,9496981.69,22806177.49,16042513.61,0.0
4,收到的其他与经营活动有关的现金,1028951823.56,611122563.11,226585249.25,1445130815.43,1266875384.02,478380217.67,270340226.76,1440437717.58,1468622576.96,838279612.70,130327071.87,617050373.65,571637389.86,492014558.84,173509361.65,867973671.73,861944272.92,663833632.92,134695614.13,843905504.29,642914223.51,534460621.16,141331008.47,625386419.80,401677338.88,247715792.41,136676278.41,474825883.11,336949862.78,215731795.04,105669489.00,455181805.31,281843227.57,181700793.24,108520435.82,280356729.05,237210499.94,126312301.95,84236396.01,237926661.82,217328063.76,0.0
5,经营活动现金流入小计,7419889945.08,4541687507.76,1535459782.34,10823816683.43,6708449906.65,4100625831.14,1507222195.37,12059897109.79,8043313438.50,5613080512.90,2424369989.42,11588976911.18,7243676071.41,4913341573.04,1938191531.49,11147386193.27,6920160957.71,4520401982.93,1453714556.77,9787562130.53,5702009049.60,4184515377.75,1633976575.01,8850855410.77,5424049227.39,3377711004.84,1465035748.20,7418621097.42,4540581964.46,2899264166.76,1365609366.30,6558988385.14,4054264336.34,2437592918.20,753430240.47,5453031400.78,3309708023.91,2090177863.61,911740116.62,4562506262.91,3116814741.14,0.0
6,购买商品、接受劳务支付的现金,3756830961.94,2294685673.12,1072972727.11,6011599306.46,4143677460.15,2509267341.35,1287012261.15,6645490569.23,4590546550.22,2803460714.38,1332424879.81,6044204871.82,4110815889.88,2714513152.58,1253072942.98,5733256808.97,3845864756.66,2488766615.50,1079306128.41,4806094943.10,3077420493.50,2031851704.48,925099154.21,4797190833.01,3037820529.43,1882402736.90,805023069.54,3966870518.57,2571736062.88,1640022018.58,846426716.86,3408467937.77,2208178878.94,1212796853.43,459554407.78,2963157611.89,1810122391.61,1159097928.15,488342999.17,2258724927.67,1703142167.78,0.0
7,支付给职工以及为职工支付的现金,1296689378.55,975357828.42,617364272.43,1699948791.95,1282567071.13,958583399.98,630744731.81,1626315105.73,1286557576.57,978481901.02,634689852.49,1554055617.97,1233337319.92,936903336.47,621117081.89,1502863394.47,1165446097.08,875386989.36,578768225.77,1304568611.04,997077119.81,748499391.64,461870655.60,1125598117.00,866933205.49,617007387.74,384916519.25,975256834.53,736490489.46,545886869.67,335674373.45,806880662.07,593598589.96,409849156.78,261043485.51,620781703.30,438356802.21,314400220.36,224671842.16,527833845.61,394051362.55,0.0
8,支付的各项税费,151593095.29,101050792.71,61684423.54,223608187.26,165985903.24,123361949.13,77685214.61,333367568.60,258886709.99,184045381.71,122509612.43,324500932.73,252828813.39,172669351.06,92945075.55,311062423.34,235867751.71,172311652.10,96296945.51,266862828.70,176608138.10,123726529.20,73220626.72,345681992.54,232456328.34,185624574.85,82670330.81,302007374.73,207425998.90,163609891.17,78725347.03,241452974.24,179952295.80,126787568.94,73980303.69,210799419.21,161840478.30,115293954.13,58003436.35,274648462.65,187639798.36,0.0
