,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,9367099151.56,6040719682.60,4157767546.51,13090578407.18,7786540813.20,4164011922.79,2913092742.84,12436455935.24,7826612963.98,6691326346.55,4419114089.52,13812468650.07,9801605811.22,6505521035.27,4154057674.22,13033308025.59,8982114868.04,5978929511.92,4168147386.35,12893328092.23,8739812654.21,5825189753.91,3679961284.74,13126329443.14,8623029070.14,5932434138.29,3518832694.15,11402358916.87,8326602359.40,5572632223.57,3051720986.29,11825603393.06,7843054487.86,4878034136.83,2695230579.64,8446220336.42,5634978269.97,3692060889.28,2490789096.34,7620240871.02,4931949415.78,3247308513.96,1757374902.11,7021102467.88,4768967537.02,3186763135.44,1935359400.77,6164166795.19,4185461221.27,2763575819.01,1825509190.33,6029082869.19,4009423900.36,2629557607.24,1537020181.28,5224191549.58,4088569422.39,2526650812.31,1552933883.11,4934260388.34,3357036370.33,2236414453.09,3365649672.10,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,121659.49,110420.47,101000.00,0,1053455.43,973455.43,973455.43,0,625583.29,28846.16,0,1214861.00,110156.42,0,0,4440502.77,918876.36,351560.61,0,1863221.38,196154.76,159654.76,0,26100394.69,110757.00,0,0,15639586.59,1307.04,0,0,37796239.45,795000.00,796142.35,0,37351640.77,711336.42,699998.40,0,17434914.38,4534415.88,532318.30,532318.30,9930938.22,7013338.03,0,0,3460000.00,0,0,0,0.0
4,收到的其他与经营活动有关的现金,4215154935.71,2662302108.22,2628652763.78,743167401.44,4636997723.74,5196500482.30,3940926844.75,756728373.71,5840977286.55,3081415724.19,1459387243.09,894666729.71,3424914262.01,2556708230.81,865776718.15,655537534.52,4381963488.12,2680322144.90,1091828959.12,549045023.17,4930445048.47,3612243561.38,2069308231.69,402483890.32,3862457753.29,2132130835.20,734659365.53,741244808.50,4627763549.40,3317574787.93,1586312198.39,424306056.49,3492927608.51,2484205034.02,523426299.55,386751925.42,1923781607.38,1530735202.70,786378981.07,399714120.23,1909332692.65,1255803490.49,748380301.02,130834180.58,1838242694.85,1267174956.60,591584256.79,127595452.35,1482410016.82,837323553.80,569214885.59,436963631.00,1899508215.74,1134965365.72,674429105.98,926182382.88,1615967535.97,1029352743.47,437237695.14,1180572807.89,943776936.82,364909946.48,789126937.42,0.0
5,经营活动现金流入小计,13582254087.27,8703021790.82,6786420310.29,13833745808.62,12423538536.94,9360512405.09,6854019587.59,13193184308.95,13667590250.53,9772742070.74,5878501332.61,14707135379.78,13226641732.72,9062339686.55,5019935392.37,13688845560.11,13365131811.59,8660225112.25,5260949800.90,13442373115.40,13670883285.97,9437462161.45,5749269516.43,13530028194.46,12486040364.93,8064989611.34,4254028385.51,12148044228.14,12957358215.95,8892868807.58,4638822930.57,12251772670.93,11336491472.53,7362398825.61,3218656879.19,8859072656.53,7558870634.35,5222796091.98,3277168077.41,8035594577.84,6841283415.47,4503112004.45,2505755203.13,7189732887.91,6608005231.87,4454734234.39,2526943657.56,6329113888.31,5668582574.51,3601599371.21,2394724075.92,6483481414.57,5913466531.98,3765055291.26,2211981605.56,6160304870.68,5711550296.39,3556003555.78,1990171578.25,6118293196.23,4300813307.15,2601324399.57,4154776609.52,0.0
6,购买商品、接受劳务支付的现金,8919522862.30,6234266161.77,4171025012.15,9438528422.85,6670480599.66,6013810445.80,3928287777.03,8081708661.85,7442832818.55,4618876654.87,2909473208.19,8081556585.37,6042230653.76,4114460489.22,2117883538.88,8133180398.99,6042681413.54,4162006861.45,2734304803.94,8360438362.18,5759125572.97,3965757857.30,2201811486.48,8706956341.05,5377772074.43,3656474007.35,1916118244.43,7743058979.70,5099481385.71,3583209369.31,1930722483.09,8311314759.27,4733768550.91,2962384223.81,1608980033.17,5632531892.30,3358113636.75,2284867948.82,1391446719.28,5590686195.72,3345344652.76,1920087852.38,994181353.07,5441103887.14,3480259195.37,2286334935.73,1160951402.95,4531313166.40,2878613296.70,1760767242.05,1042525162.67,4525317554.60,3033312511.18,1936637722.35,1136184942.06,3815998675.33,3357195449.62,2038530607.46,1288297206.15,3784425695.96,2769901484.78,2058727533.67,2479846835.09,0.0
7,支付给职工以及为职工支付的现金,2470629558.37,1832004285.99,1413748991.21,3602318040.45,3010591907.85,2317366097.69,1794356473.98,4363896622.48,3292099531.59,2344496482.13,1805565900.63,4370531127.66,3436395900.86,2607637314.84,2045079839.50,4334841184.54,3524419348.15,2526721842.28,2033808098.35,4210566019.02,3222458247.41,2283757042.76,1697078098.29,3558264962.89,2871416335.81,2113505894.06,1545840923.55,3604151678.75,2869959762.83,1985490172.55,1379200554.68,2708748682.38,2322363362.96,1516447329.89,988700146.16,2318419735.91,1778113953.39,1262578373.40,877038895.06,1535330912.76,1400638152.49,956865719.40,641943292.04,1166580424.43,1250330677.92,930595702.12,625477491.07,1165557013.42,1201912407.07,893175439.68,631799073.99,1175802879.20,1148015741.99,848979125.71,589254804.49,887967008.94,1086335757.54,763578796.73,358830905.55,822792745.54,917938258.86,392303757.90,865045599.72,0.0
8,支付的各项税费,414596098.48,319522360.59,118642561.35,581872818.54,404306579.12,295677769.31,191786059.69,620239033.82,415336568.19,278183154.72,125850448.47,648235341.03,431369698.21,328373105.82,168117237.42,585654444.01,458283877.74,328434875.71,184870464.14,621461314.02,474364422.48,315178269.67,143917866.28,693458888.42,408075458.55,256504522.50,118137000.39,668533570.89,431049408.35,312099204.93,114965355.34,700173942.57,424276775.95,289352893.25,123812002.84,391704508.43,265653782.84,192815042.99,88610962.20,397614669.75,292413653.89,213508322.56,113204308.12,281725245.13,252083799.77,166320199.20,88383442.66,352748085.68,249138627.50,157842383.00,70680860.16,314327961.73,220313455.65,153320464.47,82863512.93,185235583.18,203408992.21,132838879.42,77536739.02,217662377.83,159583576.60,108082659.60,159243498.98,0.0
