,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1196339478.49,798660167.11,483504435.52,159808489.18,820413734.53,420375497.29,223767840.22,83728639.88,497480216.41,235488661.94,149329591.54,80534062.44,732062520.65,353059484.26,262838538.47,122391309.62,1279413324.84,660072714.37,419153789.27,197021721.17,1526832667.98,833090950.22,612172953.74,218377730.07,1634883729.52,970672169.45,781125227.24,385579914.75,2195327022.56,1223418455.76,822451952.59,379267909.11,1742934772.21,847156251.13,666955152.30,374772763.35,1528851367.91,770796291.60,594954274.92,377075548.64,1710949128.33,811255266.67,641370665.84,387803345.73,1211761757.56,760115355.07,572061525.46,322714558.78,983429311.07,544471842.51,390410728.03,212135889.44,881147049.07,672963220.25,423219635.64,213757623.06,964802705.52,736119265.02,501997904.86,223742510.53,629362008.26,432092213.27,247473799.71,104555802.46,478269740.20,243375580.67,571828413.21,0.0
3,收到的税费返还,9953465.07,6403296.27,3726284.52,1231781.51,1349948.73,8019013.32,4032812.78,3675080.26,8515337.68,6813702.26,5498386.36,0,11367903.30,7714849.43,6178940.80,0,7943224.75,6032877.77,261213.15,2121836.39,5695051.26,4297586.99,2564037.83,1552529.67,6553991.11,2731183.96,2068223.73,527951.12,7851325.41,6044913.43,937480.64,3637880.09,1749146.74,4409652.30,2828048.05,1967538.35,8659106.91,7268964.43,5433236.05,983157.35,2829883.41,0,0,0,2553565.72,0,0,0,430188.59,0,0,0,0,0,0,0,0,0,0,0,6993120.00,6960000.00,5180000.00,100000.00,9820000.00,9060000.00,9660000.00,0.0
4,收到的其他与经营活动有关的现金,66277282.86,9651756.60,5529480.25,28932225.59,44785510.59,9294017.14,8147612.49,35317232.20,66769152.26,22319523.41,41313606.57,48335121.70,11961772.91,21530394.70,33432025.93,5714270.85,48398188.06,28711153.55,20904720.98,11410632.64,38547839.70,29201053.97,29965966.29,36946017.78,87740734.61,26334454.15,20334298.34,49625624.35,73491812.05,19710601.36,19012778.06,57919163.38,48172769.03,25326664.77,17971518.90,24970393.35,68075940.30,50045067.70,33618001.89,116403634.27,7069797.27,5364294.06,2506736.63,5768906.51,17124308.18,1663457.50,1663457.50,1043139.58,25900422.46,17350938.56,16946423.05,176437.91,30735594.14,1472528.42,1122450.08,703128.45,9274671.53,5116760.02,4096245.62,553265.19,10541037.11,1347471.67,3628456.02,1411224.26,8368776.57,12842972.61,13128799.96,0.0
5,经营活动现金流入小计,1272570226.42,814715219.98,492760200.29,189972496.28,866549193.85,437688527.75,235948265.49,122720952.34,572764706.35,264621887.61,196141584.47,128869184.14,755392196.86,382304728.39,302449505.20,128105580.47,1335754737.65,694816745.69,440319723.40,210554190.20,1571075558.94,866589591.18,644702957.86,256876277.52,1729178455.24,999737807.56,803527749.31,435733490.22,2276670160.02,1249173970.55,842402211.29,440824952.58,1792856687.98,876892568.20,687754719.25,401710695.05,1605586415.12,828110323.73,634005512.86,494462340.26,1720848809.01,816619560.73,643877402.47,393572252.24,1231439631.46,761778812.57,573724982.96,323757698.36,1009759922.12,561822781.07,407357151.08,212312327.35,911882643.21,674435748.67,424342085.72,214460751.51,974077377.05,741236025.04,506094150.48,224295775.72,646896165.37,440399684.94,256282255.73,106067026.72,496458516.77,265278553.28,594617213.17,0.0
6,购买商品、接受劳务支付的现金,1030210295.79,627713900.41,403883574.97,224398121.02,662600193.99,382167285.67,252392527.63,165072478.54,536019898.34,354225670.79,283322098.86,207676259.88,644356933.27,366634204.46,284994467.82,205894378.92,601596096.72,359720772.82,249677544.65,171555475.65,641579215.75,297314822.92,221043594.27,164624231.55,1101643654.67,544558274.11,296537493.92,292073194.37,1342053710.57,478871076.05,315334084.15,269675624.06,1565490435.01,596909672.53,283281730.14,199380940.38,1118472251.62,322857401.09,229841502.71,133343941.75,1056926016.54,329849380.24,196746445.79,175445987.23,954792147.02,536133072.05,276253763.22,188766932.86,1022088130.25,490647510.71,280940738.67,297588179.16,648723142.56,256123953.79,91253339.92,70045168.58,738031154.47,361866319.03,213385702.69,160997275.68,805151463.56,294888508.79,169397324.11,115154211.76,636584440.57,124197997.90,327554648.30,0.0
7,支付给职工以及为职工支付的现金,118885212.70,76725126.90,53609510.73,27995498.12,100373367.94,77014034.57,54202391.78,31806591.81,120893105.82,87396694.08,58566858.92,28672521.87,120945072.35,87320695.04,56971859.49,27804760.55,119629720.44,90993640.86,62555875.01,34323899.45,121549770.63,102656597.51,63796167.11,36345101.36,122378423.05,86469314.39,60741875.82,34204164.58,119051241.09,82562869.27,56985346.86,27809460.70,107992908.26,68007680.79,41190241.36,19434383.74,72813311.77,57538368.22,39616027.23,14890392.90,63155886.25,30953352.11,24762681.69,9326340.71,42602216.67,17969676.88,28985309.35,5482810.41,39440469.57,39093716.77,26858278.80,5566885.86,36800689.98,23465751.20,17067013.32,8004056.78,42912773.61,29961029.56,16293449.84,7873580.18,30513431.26,19012137.85,12114155.54,5050030.69,23209414.94,9907515.32,19775767.45,0.0
8,支付的各项税费,12737940.87,7452956.58,6211244.36,1474199.51,14039901.80,7867642.64,6291530.75,2877996.81,24509689.47,24219608.29,17441544.72,5780195.82,104447280.48,93630777.95,91051179.02,77601152.79,39274484.60,33903921.64,32658161.15,21237028.53,68210560.45,56034243.01,48559438.18,40003410.02,53578161.06,47055454.05,43022976.06,24528558.87,58306346.81,36661304.27,36190674.49,29141577.44,52142002.92,47452375.52,42374852.05,29026252.40,33021722.62,24756844.89,23047866.39,848015.48,9736116.43,3147007.98,1936382.83,2480628.67,6857604.27,1449900.99,1550462.18,402784.15,5252273.45,2903763.02,2320529.69,1073267.75,10448655.06,5285862.14,1686665.28,232909.15,4269286.11,1125541.46,688913.30,31177.44,9498170.23,4658178.99,4031128.41,1380819.59,18889160.29,9323937.06,10026562.50,0.0
